"feature","id","pval","qval"
"gene","MSTRG.1931",0.00218226955348533,0.015417047565266
"gene","MSTRG.5982",0.00218265615418178,0.015417047565266
"gene","MSTRG.3110",0.00218301555255063,0.015417047565266
"gene","MSTRG.13006",0.00218824343801649,0.0154426550091354
"gene","MSTRG.4829",0.00219530262792933,0.0154811392342639
"gene","MSTRG.5900",0.00219918756613602,0.0154882581366719
"gene","MSTRG.1520",0.00219952545530122,0.0154882581366719
"gene","MSTRG.4222",0.00220536835638896,0.0155180663909413
"gene","MSTRG.10574",0.00221007701831843,0.0155369804333754
"gene","MSTRG.1343",0.00221127978782065,0.0155369804333754
"gene","MSTRG.12381",0.00221572154616712,0.0155568504770947
"gene","MSTRG.7869",0.00222386176329237,0.0155829838037958
"gene","MSTRG.13679",0.00222408901463245,0.0155829838037958
"gene","MSTRG.6126",0.00222477897447493,0.0155829838037958
"gene","MSTRG.6024",0.00222590961595714,0.0155829838037958
"gene","MSTRG.12788",0.00222947556351349,0.0155966215038244
"gene","MSTRG.3590",0.00224325759076849,0.0156816556744077
"gene","MSTRG.7853",0.00224489343147938,0.0156817193329429
"gene","MSTRG.2445",0.00224763460877986,0.0156894986449224
"gene","MSTRG.13528",0.00225221873603432,0.0157062944199621
"gene","MSTRG.12307",0.00225329929282236,0.0157062944199621
"gene","MSTRG.5703",0.00225725965125589,0.015722531096898
"gene","MSTRG.8011",0.00227089587209561,0.015806091124189
"gene","MSTRG.9107",0.00227561322920922,0.0158274974960872
"gene","MSTRG.185",0.00228392596972737,0.0158738618227627
"gene","MSTRG.377",0.00228789604226276,0.0158899984491448
"gene","MSTRG.3544",0.0022904972939346,0.0158966118887902
"gene","MSTRG.7260",0.00229340702665204,0.0159053552064213
"gene","MSTRG.5886",0.00229507854292832,0.015905504783486
"gene","MSTRG.3388",0.0023029127412777,0.0159483324898829
"gene","MSTRG.1400",0.00230494912619639,0.0159509760061258
"gene","MSTRG.5579",0.0023070655448123,0.0159541691908111
"gene","MSTRG.14015",0.00231997709775789,0.0160319564318179
"gene","MSTRG.2118",0.00232545870391543,0.0160583251473816
"gene","MSTRG.9501",0.00232779058288235,0.0160629214165969
"gene","MSTRG.3076",0.002332218669301,0.0160819656452515
"gene","MSTRG.1323",0.00234344218381299,0.0161478074710202
"gene","MSTRG.10111",0.00235263531381658,0.0161995745894227
"gene","MSTRG.7293",0.00235523580813823,0.0162059052037492
"gene","MSTRG.2291",0.00237023006105952,0.0162974449276846
"gene","MSTRG.3850",0.00237473905039964,0.016316810011299
"gene","MSTRG.11253",0.00237957085269325,0.0163383639743326
"gene","MSTRG.12096",0.00238672729824996,0.0163758371210887
"gene","MSTRG.6000",0.00239439184410806,0.0164054883759272
"gene","MSTRG.10364",0.00239445250466075,0.0164054883759272
"gene","MSTRG.6791",0.00239623130794309,0.0164060154890422
"gene","MSTRG.9562",0.00242502972986836,0.0165914028360049
"gene","MSTRG.5598",0.00243770084875738,0.0166662667957597
"gene","MSTRG.9588",0.0024413248847911,0.0166733547183551
"gene","MSTRG.11498",0.00244219676994994,0.0166733547183551
"gene","MSTRG.3351",0.00244642679605545,0.0166890212372407
"gene","MSTRG.2163",0.00244795394496455,0.0166890212372407
"gene","MSTRG.8713",0.00245613975351744,0.0167329945045287
"gene","MSTRG.9277",0.00246655821509512,0.0167921053626532
"gene","MSTRG.9449",0.00247471402142652,0.0168357397082227
"gene","MSTRG.6438",0.00247770909604583,0.0168416257679624
"gene","MSTRG.9930",0.00247907333659114,0.0168416257679624
"gene","MSTRG.5327",0.00248180180725333,0.0168482883252972
"gene","MSTRG.6409",0.00248854638318208,0.016880342097963
"gene","MSTRG.4761",0.00249113912634102,0.016880342097963
"gene","MSTRG.3087",0.00249177663956446,0.016880342097963
"gene","MSTRG.4850",0.0024975885337174,0.0169043553346631
"gene","MSTRG.4568",0.00249882845974014,0.0169043553346631
"gene","MSTRG.8715",0.00250110783719926,0.0169058253928807
"gene","MSTRG.11565",0.0025038314075676,0.0169058253928807
"gene","MSTRG.4166",0.00250599264879414,0.0169058253928807
"gene","MSTRG.10477",0.00250606063137204,0.0169058253928807
"gene","MSTRG.2527",0.00250963532559845,0.0169181010760623
"gene","MSTRG.7220",0.00251420472890496,0.0169370605077874
"gene","MSTRG.5377",0.00251685433856697,0.0169430697093474
"gene","MSTRG.11844",0.00252367365508743,0.0169756458624703
"gene","MSTRG.11044",0.00252521536999817,0.0169756458624703
"gene","MSTRG.743",0.00253771977820083,0.0170478178828265
"gene","MSTRG.7798",0.00255133039451827,0.0171273154618079
"gene","MSTRG.554",0.00256041330553125,0.0171758581727813
"gene","MSTRG.4454",0.00256267970989721,0.0171758581727813
"gene","MSTRG.4354",0.00256473234267329,0.0171758581727813
"gene","MSTRG.7877",0.0025677381399648,0.0171758581727813
"gene","MSTRG.13758",0.00256993764824354,0.0171758581727813
"gene","MSTRG.10487",0.00257103306024509,0.0171758581727813
"gene","MSTRG.4796",0.00257214355916768,0.0171758581727813
"gene","MSTRG.1237",0.00257281526986475,0.0171758581727813
"gene","MSTRG.5925",0.00257646585992366,0.0171883258752001
"gene","MSTRG.1695",0.00258552314077409,0.017236820938494
"gene","MSTRG.6580",0.00259302046150589,0.0172748564263419
"gene","MSTRG.419",0.0025987341999818,0.0173009652540225
"gene","MSTRG.4950",0.00263114240259321,0.0175010060875758
"gene","MSTRG.5981",0.00263241274138848,0.0175010060875758
"gene","MSTRG.11268",0.00264487470513064,0.017571738220165
"gene","MSTRG.121",0.00265216496474352,0.0176070501973735
"gene","MSTRG.5435",0.00265384273203151,0.0176070501973735
"gene","MSTRG.6710",0.00267159223251956,0.0177126197534309
"gene","MSTRG.3337",0.00267574481943744,0.0177279588036955
"gene","MSTRG.10167",0.0026813972504619,0.0177492773932481
"gene","MSTRG.13047",0.00268264493381354,0.0177492773932481
"gene","MSTRG.10038",0.00269295339019537,0.0177957907113897
"gene","MSTRG.11165",0.0026933670796595,0.0177957907113897
"gene","MSTRG.9226",0.00269956630660673,0.0178245336956773
"gene","MSTRG.3354",0.00270464748997279,0.0178458602350018
"gene","MSTRG.12858",0.00271094389233673,0.017875170398171
"gene","MSTRG.10760",0.00272971620524465,0.0179866467659319
"gene","MSTRG.7282",0.00273545167920852,0.018012127177302
"gene","MSTRG.12755",0.00273901547822164,0.01802328273724
"gene","MSTRG.3548",0.00274388184250696,0.0180332517996504
"gene","MSTRG.8980",0.00274427182469783,0.0180332517996504
"gene","MSTRG.4487",0.00274698129513107,0.0180387600034492
"gene","MSTRG.9144",0.00276372317338502,0.0181197467915229
"gene","MSTRG.13885",0.00276484312500236,0.0181197467915229
"gene","MSTRG.13276",0.00276495306331226,0.0181197467915229
"gene","MSTRG.3951",0.00278706244378113,0.0182457952472112
"gene","MSTRG.9044",0.00278797265551267,0.0182457952472112
"gene","MSTRG.6831",0.00279344548842797,0.0182692093001666
"gene","MSTRG.9869",0.00280671849575898,0.0183435703722824
"gene","MSTRG.13626",0.00281385489725627,0.0183777514969854
"gene","MSTRG.5143",0.00282086092076228,0.0184110353934654
"gene","MSTRG.3836",0.00282642317872817,0.0184348575392013
"gene","MSTRG.9962",0.00283550996367832,0.0184707596664012
"gene","MSTRG.5248",0.00283575978280848,0.0184707596664012
"gene","MSTRG.10003",0.00284134564046967,0.0184946468427601
"gene","MSTRG.10007",0.00284915917840078,0.0185329922265746
"gene","MSTRG.6761",0.00285232216295495,0.0185410557322223
"gene","MSTRG.5424",0.00286028918951819,0.0185697450465203
"gene","MSTRG.11703",0.00286058831888825,0.0185697450465203
"gene","MSTRG.3941",0.00286330116591182,0.0185748474020121
"gene","MSTRG.9728",0.00286593824336523,0.0185794516920248
"gene","MSTRG.5114",0.00287509179749323,0.0186262667525771
"gene","MSTRG.9749",0.00288410637745629,0.0186721191932025
"gene","MSTRG.12200",0.00289340651702685,0.0187197576000932
"gene","MSTRG.7933",0.00290571551784358,0.0187867857759974
"gene","MSTRG.11357",0.00292533492722025,0.0189001018308094
"gene","MSTRG.10126",0.00292716307400398,0.0189001018308094
"gene","MSTRG.11167",0.00293312427956915,0.0189197897716276
"gene","MSTRG.6345",0.00293594731837465,0.0189197897716276
"gene","MSTRG.1842",0.002936100155431,0.0189197897716276
"gene","MSTRG.6754",0.00294702731623775,0.0189775172535283
"gene","MSTRG.2572",0.00295226654314074,0.018998564403122
"gene","MSTRG.5464",0.00295571790146543,0.0190066642638759
"gene","MSTRG.5024",0.00295746850578982,0.0190066642638759
"gene","MSTRG.1718",0.0029627941729462,0.0190282050814133
"gene","MSTRG.13718",0.00296575724138637,0.019034553799577
"gene","MSTRG.11319",0.0029735137790281,0.0190716386093353
"gene","MSTRG.3247",0.00298794118905366,0.0191453979278679
"gene","MSTRG.8565",0.00298898587981755,0.0191453979278679
"gene","MSTRG.9131",0.00299819113235511,0.0191797237855127
"gene","MSTRG.11040",0.00300020080211227,0.0191797237855127
"gene","MSTRG.13948",0.00300031363781672,0.0191797237855127
"gene","MSTRG.12236",0.00301225862923182,0.0192433221907189
"gene","MSTRG.3116",0.00303206045845328,0.0193490635126823
"gene","MSTRG.2042",0.00303282520411441,0.0193490635126823
"gene","MSTRG.4620",0.00304712558244491,0.0194274408827837
"gene","MSTRG.3726",0.0030503943229987,0.0194354271471959
"gene","MSTRG.10396",0.00305401017815954,0.01944561302342
"gene","MSTRG.100",0.00305974804121567,0.0194692878662172
"gene","MSTRG.9583",0.00306571844035208,0.0194844501557114
"gene","MSTRG.10472",0.00306731038286645,0.0194844501557114
"gene","MSTRG.14108",0.00306819453696783,0.0194844501557114
"gene","MSTRG.6063",0.00307952438462344,0.019543525390237
"gene","MSTRG.7698",0.00308525101971102,0.0195669867302725
"gene","MSTRG.10536",0.0030975928979915,0.0196323442055477
"gene","MSTRG.10076",0.00310854260219506,0.0196825002966635
"gene","MSTRG.324",0.00310959003649569,0.0196825002966635
"gene","MSTRG.6124",0.00311223177948006,0.0196862955079972
"gene","MSTRG.5532",0.00312335571538314,0.0197437043254383
"gene","MSTRG.1540",0.00314607455364591,0.0198742848605154
"gene","MSTRG.5139",0.00315695985707842,0.0199287421503611
"gene","MSTRG.5738",0.00315882966864645,0.0199287421503611
"gene","MSTRG.9419",0.00318587296190365,0.0200862101718451
"gene","MSTRG.6146",0.003190646003431,0.0200945851461599
"gene","MSTRG.7882",0.00319137031729988,0.0200945851461599
"gene","MSTRG.13243",0.00319412174857636,0.0200987817599714
"gene","MSTRG.8640",0.00319985916599497,0.0201217497457218
"gene","MSTRG.4386",0.00320407652251742,0.020135135382704
"gene","MSTRG.6425",0.00322613446318876,0.0202605447720779
"gene","MSTRG.1256",0.00324283301659478,0.0203521551301912
"gene","MSTRG.13023",0.00324667431567882,0.0203630061178555
"gene","MSTRG.10162",0.00325745097724384,0.0204173130173151
"gene","MSTRG.12211",0.00326273485947226,0.020437143629183
"gene","MSTRG.5309",0.00327006229362004,0.0204697405912319
"gene","MSTRG.5943",0.00327247996033164,0.0204715813222563
"gene","MSTRG.8636",0.00329464183459027,0.0205968529737031
"gene","MSTRG.14006",0.00330367705728296,0.0206270915793501
"gene","MSTRG.4378",0.00330375823636064,0.0206270915793501
"gene","MSTRG.6348",0.0033162839196943,0.0206918944892252
"gene","MSTRG.13560",0.00332086046809277,0.0207070471619756
"gene","MSTRG.1987",0.0033455688540811,0.0208476300926579
"gene","MSTRG.5406",0.0033670237314829,0.0209677705242217
"gene","MSTRG.9336",0.00337295590617104,0.0209874911522601
"gene","MSTRG.11573",0.00337454473921195,0.0209874911522601
"gene","MSTRG.5670",0.00337981361161899,0.0210067074248917
"gene","MSTRG.10848",0.00338472738080819,0.0210236932673911
"gene","MSTRG.8486",0.003387755955512,0.0210289551906862
"gene","MSTRG.8329",0.00339048645548834,0.0210323612811503
"gene","MSTRG.8851",0.00339512971078437,0.021047620843705
"gene","MSTRG.9128",0.0033983127842323,0.0210484606190112
"gene","MSTRG.13355",0.00340012948997026,0.0210484606190112
"gene","MSTRG.6286",0.00340184638384267,0.0210484606190112
"gene","MSTRG.8841",0.0034039989735517,0.0210484606190112
"gene","MSTRG.5072",0.00341683054745312,0.0211142605624667
"gene","MSTRG.10821",0.0034199911303483,0.0211202527204085
"gene","MSTRG.3176",0.00342330506529109,0.0211271836295814
"gene","MSTRG.8369",0.00342923984654009,0.0211471707679265
"gene","MSTRG.6844",0.00343176624689867,0.0211471707679265
"gene","MSTRG.3965",0.00343312471491752,0.0211471707679265
"gene","MSTRG.8864",0.00346109912004011,0.0213058719777693
"gene","MSTRG.6948",0.00347828252113735,0.021397985643755
"gene","MSTRG.11199",0.00348203290431193,0.0214073961719177
"gene","MSTRG.6721",0.00350059715618334,0.0215078117180417
"gene","MSTRG.2470",0.00351562143304762,0.0215863634487765
"gene","MSTRG.11884",0.00353224715507516,0.021651873459813
"gene","MSTRG.13913",0.00353260760555374,0.021651873459813
"gene","MSTRG.11212",0.00353302872949024,0.021651873459813
"gene","MSTRG.2681",0.00355114879392815,0.0217383496129637
"gene","MSTRG.1162",0.00355164944402675,0.0217383496129637
"gene","MSTRG.2630",0.00356678100565344,0.0218171122427025
"gene","MSTRG.9975",0.0035720018951868,0.0218261543457454
"gene","MSTRG.1618",0.00357278750597367,0.0218261543457454
"gene","MSTRG.4788",0.00358038031347441,0.0218586866509774
"gene","MSTRG.12191",0.00358427606246792,0.0218686210393612
"gene","MSTRG.9625",0.00359501476948387,0.0219131445613888
"gene","MSTRG.11576",0.00359611978175489,0.0219131445613888
"gene","MSTRG.10481",0.00360808821428638,0.0219721859669745
"gene","MSTRG.6884",0.00361066819072897,0.0219740160092344
"gene","MSTRG.181",0.00361646258709114,0.0219946208987232
"gene","MSTRG.14087",0.00361861708976918,0.0219946208987232
"gene","MSTRG.333",0.00362286936193712,0.0219984712043186
"gene","MSTRG.5889",0.00362385396612686,0.0219984712043186
"gene","MSTRG.12473",0.00362609655017243,0.0219984712043186
"gene","MSTRG.6389",0.00364731632743376,0.0221003717686009
"gene","MSTRG.10513",0.00364747836969337,0.0221003717686009
"gene","MSTRG.105",0.00365181212476617,0.0221127317102675
"gene","MSTRG.1992",0.00369986001196976,0.0223896111207712
"gene","MSTRG.4117",0.00370269663000544,0.0223927198953905
"gene","MSTRG.9683",0.00372803360673113,0.0225318144005568
"gene","MSTRG.9262",0.00375281894977597,0.0226645739933384
"gene","MSTRG.9745",0.0037547017289794,0.0226645739933384
"gene","MSTRG.5940",0.00377691116279433,0.0227843702186091
"gene","MSTRG.13558",0.00378543954691146,0.0228215367305982
"gene","MSTRG.13030",0.00379722474806188,0.0228782791070728
"gene","MSTRG.5499",0.00380819628834161,0.0229300513551612
"gene","MSTRG.2459",0.00381216948529695,0.0229316312915397
"gene","MSTRG.201",0.00381358323371117,0.0229316312915397
"gene","MSTRG.3380",0.00381559508211926,0.0229316312915397
"gene","MSTRG.10523",0.00382540749595917,0.0229762792903716
"gene","MSTRG.13405",0.00384072366461974,0.0230539079246166
"gene","MSTRG.8215",0.00384732238478547,0.0230791461041269
"gene","MSTRG.3920",0.00385656912931398,0.0231202278647928
"gene","MSTRG.1919",0.00386117126170005,0.0231215368617937
"gene","MSTRG.11018",0.00386158447588048,0.0231215368617937
"gene","MSTRG.12529",0.00387158480731598,0.0231670251660621
"gene","MSTRG.4154",0.00389074544914991,0.023267237053229
"gene","MSTRG.7530",0.00390825455798094,0.023351132494518
"gene","MSTRG.2687",0.00390961907117759,0.023351132494518
"gene","MSTRG.636",0.00391219115118835,0.0233520264380531
"gene","MSTRG.11951",0.0039260706185118,0.0234203717589442
"gene","MSTRG.11252",0.00394708947182165,0.0235311951195799
"gene","MSTRG.1267",0.00395634177727122,0.0235717767199596
"gene","MSTRG.5745",0.00397248877480183,0.0236533612038849
"gene","MSTRG.3213",0.00399110300922356,0.023749526548713
"gene","MSTRG.4909",0.00401300359717049,0.0238651170121675
"gene","MSTRG.571",0.00402089195528588,0.0238907727256801
"gene","MSTRG.4336",0.00402227428773638,0.0238907727256801
"gene","MSTRG.10274",0.00405977537383295,0.0240986666279247
"gene","MSTRG.9945",0.00406555508747009,0.0241181237188995
"gene","MSTRG.9853",0.00409120156074183,0.0242553401264153
"gene","MSTRG.9230",0.00410120731900121,0.0242979552708091
"gene","MSTRG.7236",0.00410521084229454,0.0242979552708091
"gene","MSTRG.2460",0.00410595115520207,0.0242979552708091
"gene","MSTRG.891",0.00412008150076515,0.0243421658218925
"gene","MSTRG.13877",0.00412109519887782,0.0243421658218925
"gene","MSTRG.4035",0.00412343207222132,0.0243421658218925
"gene","MSTRG.14238",0.00412352248829362,0.0243421658218925
"gene","MSTRG.14000",0.00412647839758296,0.0243444373991438
"gene","MSTRG.7846",0.00413254987246692,0.0243444373991438
"gene","MSTRG.502",0.00413387926824482,0.0243444373991438
"gene","MSTRG.4676",0.00413400871601644,0.0243444373991438
"gene","MSTRG.12040",0.0041386076852592,0.0243566410780822
"gene","MSTRG.3262",0.00414468278032853,0.0243775118989427
"gene","MSTRG.7067",0.00415349114354302,0.0244144235510699
"gene","MSTRG.7622",0.00416270770207006,0.0244536881462251
"gene","MSTRG.13844",0.00417866790303956,0.0245324960933626
"gene","MSTRG.6428",0.00418795321415488,0.0245720444214565
"gene","MSTRG.10128",0.00420080360515573,0.0246324493635653
"gene","MSTRG.5767",0.00421131692737964,0.0246790852157688
"gene","MSTRG.388",0.00422825070209076,0.0247632665663153
"gene","MSTRG.12001",0.00423615167735703,0.0247944761200496
"gene","MSTRG.7434",0.00424856181922773,0.0248520242338321
"gene","MSTRG.13994",0.00426550477708765,0.0249360012438599
"gene","MSTRG.7918",0.0042686610078474,0.0249393285549387
"gene","MSTRG.7259",0.00427590321021087,0.0249589663604276
"gene","MSTRG.5835",0.0042772004592766,0.0249589663604276
"gene","MSTRG.1747",0.00428519437172659,0.0249904862331786
"gene","MSTRG.1518",0.00429731094863484,0.0250459960972429
"gene","MSTRG.4982",0.0043206926460706,0.0251633753955611
"gene","MSTRG.13291",0.00432267112604245,0.0251633753955611
"gene","MSTRG.9493",0.00433055419958939,0.025175781744152
"gene","MSTRG.11733",0.00433126980027898,0.025175781744152
"gene","MSTRG.1732",0.00433461121794054,0.025175781744152
"gene","MSTRG.12068",0.00433524872357804,0.025175781744152
"gene","MSTRG.4866",0.00436526739499354,0.0253348450859348
"gene","MSTRG.5620",0.00437587956551622,0.0253811546399376
"gene","MSTRG.5939",0.00438305871506306,0.0253926532565515
"gene","MSTRG.1616",0.00438313018868275,0.0253926532565515
"gene","MSTRG.4736",0.0043896307990352,0.0254056541586505
"gene","MSTRG.8172",0.00439064521040577,0.0254056541586505
"gene","MSTRG.4701",0.00439581781924869,0.0254203262012942
"gene","MSTRG.8943",0.0044088370103329,0.0254667340598411
"gene","MSTRG.10816",0.00440997370326146,0.0254667340598411
"gene","MSTRG.3376",0.00441176824480649,0.0254667340598411
"gene","MSTRG.8491",0.00441765993050636,0.0254854827828135
"gene","MSTRG.10780",0.00442210078862681,0.0254958442597862
"gene","MSTRG.7234",0.00443789688968077,0.0255716234408384
"gene","MSTRG.6633",0.00444237178297957,0.0255821170776123
"gene","MSTRG.3700",0.00447525948186889,0.02575612024192
"gene","MSTRG.8655",0.00448589167865188,0.0258019067912912
"gene","MSTRG.3925",0.00449216062069435,0.0258225571756074
"gene","MSTRG.3984",0.00449828790906559,0.0258423691557761
"gene","MSTRG.7309",0.00450851808726527,0.0258743613371091
"gene","MSTRG.14065",0.00450922479733851,0.0258743613371091
"gene","MSTRG.2805",0.00451508456274197,0.0258925729832436
"gene","MSTRG.3090",0.00452069151771028,0.0259093140491838
"gene","MSTRG.12515",0.00452344213223688,0.0259096744829254
"gene","MSTRG.7579",0.00452678796898276,0.0259134418176923
"gene","MSTRG.7934",0.00453881248066446,0.0259663318806234
"gene","MSTRG.11853",0.00454141447621692,0.0259663318806234
"gene","MSTRG.3657",0.00454951837047712,0.0259972478312979
"gene","MSTRG.2864",0.00457411638013216,0.0261223234031244
"gene","MSTRG.7013",0.00458865704573919,0.0261898483842071
"gene","MSTRG.2228",0.00459219401590416,0.0261945268126131
"gene","MSTRG.7127",0.00462354320944514,0.0263577507623011
"gene","MSTRG.2155",0.00463198120340369,0.0263902475182101
"gene","MSTRG.3270",0.00464202047481588,0.0264318236132458
"gene","MSTRG.3653",0.00464613164515304,0.0264354861508964
"gene","MSTRG.5177",0.00464814823918769,0.0264354861508964
"gene","MSTRG.6636",0.00465530584110474,0.0264414946236974
"gene","MSTRG.270",0.00465531780446016,0.0264414946236974
"gene","MSTRG.320",0.00465743338911184,0.0264414946236974
"gene","MSTRG.8898",0.00466740367993457,0.026482502339358
"gene","MSTRG.4022",0.00467442615828118,0.0265067459799003
"gene","MSTRG.11473",0.00468838394969917,0.0265702652998824
"gene","MSTRG.1879",0.00470432237579799,0.0266449281449428
"gene","MSTRG.13113",0.00470964539280372,0.0266462819558501
"gene","MSTRG.7683",0.00471008967352371,0.0266462819558501
"gene","MSTRG.2284",0.00471906527136401,0.0266814012996769
"gene","MSTRG.4355",0.00473294412420711,0.0267351775038961
"gene","MSTRG.10469",0.00473412323642641,0.0267351775038961
"gene","MSTRG.11184",0.00474719791040012,0.0267933184170124
"gene","MSTRG.12183",0.00476014870162889,0.0268506925007036
"gene","MSTRG.2494",0.00477405625901084,0.0269133931794529
"gene","MSTRG.1219",0.00479804349161039,0.0270172894028175
"gene","MSTRG.11546",0.00479809123004393,0.0270172894028175
"gene","MSTRG.7954",0.00480983984977468,0.0270676334803432
"gene","MSTRG.2135",0.00482661707778431,0.0271372380649026
"gene","MSTRG.5457",0.00482976413598335,0.0271372380649026
"gene","MSTRG.1349",0.00483144241615907,0.0271372380649026
"gene","MSTRG.10389",0.00483560156414431,0.0271372380649026
"gene","MSTRG.5892",0.00483628371322642,0.0271372380649026
"gene","MSTRG.669",0.00484998382108626,0.0271982804160974
"gene","MSTRG.9242",0.00485431454365792,0.0272067396516642
"gene","MSTRG.11435",0.00486988524957666,0.0272781486379541
"gene","MSTRG.2366",0.00488329033206369,0.0273301091843501
"gene","MSTRG.7673",0.00488483175566756,0.0273301091843501
"gene","MSTRG.3853",0.00489311704560624,0.0273581732948794
"gene","MSTRG.5636",0.00489552374830571,0.0273581732948794
"gene","MSTRG.11049",0.00490065385085692,0.0273612116780125
"gene","MSTRG.12766",0.00490174404231614,0.0273612116780125
"gene","MSTRG.9374",0.00490816292919849,0.0273811867115008
"gene","MSTRG.4198",0.00491633231816435,0.0274108985234843
"gene","MSTRG.1809",0.00491984642326893,0.0274146355608742
"gene","MSTRG.9547",0.00493186793492539,0.0274657463273719
"gene","MSTRG.13083",0.00494229975004523,0.0275079501099515
"gene","MSTRG.6264",0.00495046710603098,0.0275375088875583
"gene","MSTRG.7534",0.00497406530597833,0.0276528198094758
"gene","MSTRG.8008",0.00498211349072519,0.0276815988764212
"gene","MSTRG.3894",0.00500229351878267,0.0277777128577563
"gene","MSTRG.7297",0.00501875496918458,0.0278530788157394
"gene","MSTRG.11486",0.00502398381763836,0.0278660552370735
"gene","MSTRG.10699",0.00505025371372381,0.0279956560093718
"gene","MSTRG.1406",0.00505511748023446,0.0280065129364714
"gene","MSTRG.2657",0.00507903227997009,0.0281228438707132
"gene","MSTRG.9266",0.00508970013913346,0.0281657344094412
"gene","MSTRG.226",0.00512025094657753,0.0283185422403944
"gene","MSTRG.10243",0.00513983941006879,0.0284105802253802
"gene","MSTRG.1962",0.00516028670605206,0.028507257218534
"gene","MSTRG.11648",0.00518945838154661,0.0286512386757653
"gene","MSTRG.12134",0.00519229397993382,0.0286512386757653
"gene","MSTRG.8171",0.00519795278008961,0.0286607889905661
"gene","MSTRG.8045",0.00520043228497968,0.0286607889905661
"gene","MSTRG.11663",0.00520294405949073,0.0286607889905661
"gene","MSTRG.889",0.00520889921028656,0.0286700954615631
"gene","MSTRG.11845",0.0052105816647986,0.0286700954615631
"gene","MSTRG.1541",0.0052434571035006,0.0288345273689366
"gene","MSTRG.1165",0.00528157666923301,0.0290196790602923
"gene","MSTRG.4830",0.00528357429926185,0.0290196790602923
"gene","MSTRG.6449",0.00528615730600346,0.0290196790602923
"gene","MSTRG.10884",0.00529471915232094,0.0290501380924154
"gene","MSTRG.4152",0.00530730393784351,0.0290871579293696
"gene","MSTRG.4569",0.0053075011200997,0.0290871579293696
"gene","MSTRG.5751",0.00531431900191337,0.0291079745332073
"gene","MSTRG.8464",0.0053249366211392,0.0291229785101497
"gene","MSTRG.8303",0.00532833121491094,0.0291229785101497
"gene","MSTRG.351",0.00533004437811457,0.0291229785101497
"gene","MSTRG.2951",0.00533155895222348,0.0291229785101497
"gene","MSTRG.11210",0.005332163596516,0.0291229785101497
"gene","MSTRG.10094",0.00534176607701475,0.0291589042935573
"gene","MSTRG.11508",0.00534750964523312,0.0291737368308134
"gene","MSTRG.10095",0.00536536960586065,0.0292546170817289
"gene","MSTRG.2463",0.00537294687833201,0.0292673155910274
"gene","MSTRG.10839",0.0053737706012571,0.0292673155910274
"gene","MSTRG.7232",0.00540835325062017,0.0294390318102645
"gene","MSTRG.3127",0.00544778270566837,0.0296369217170672
"gene","MSTRG.14101",0.0054552445989311,0.0296607771763654
"gene","MSTRG.10181",0.00546126218229903,0.0296767572927636
"gene","MSTRG.9541",0.0054681405425212,0.0296947462470377
"gene","MSTRG.426",0.00547073333347914,0.0296947462470377
"gene","MSTRG.8164",0.00548580843577873,0.0297598161625813
"gene","MSTRG.12701",0.00549909156380946,0.0298114548544693
"gene","MSTRG.12411",0.00550151225996898,0.0298114548544693
"gene","MSTRG.9938",0.00551321417048545,0.0298495869277847
"gene","MSTRG.1142",0.00551647016407386,0.0298495869277847
"gene","MSTRG.2788",0.00551783857938926,0.0298495869277847
"gene","MSTRG.7627",0.00554167885312151,0.029961740966961
"gene","MSTRG.10517",0.00556610475203412,0.0300769337497808
"gene","MSTRG.4710",0.00559085081312904,0.0301785906538343
"gene","MSTRG.10723",0.00559117872487014,0.0301785906538343
"gene","MSTRG.1398",0.00560229606948615,0.0302216754951575
"gene","MSTRG.6183",0.0056276744874042,0.0303416007039018
"gene","MSTRG.4765",0.00564799693076812,0.0304341477991082
"gene","MSTRG.9736",0.00565707865047549,0.0304660548550747
"gene","MSTRG.10595",0.0056676572365304,0.0305059831156633
"gene","MSTRG.3730",0.00567586556694089,0.030533116107874
"gene","MSTRG.11007",0.00568436132727301,0.0305617641912503
"gene","MSTRG.5494",0.00570942870699764,0.0306794273887722
"gene","MSTRG.1394",0.00574091166482105,0.0308280654858658
"gene","MSTRG.7128",0.00574348605939989,0.0308280654858658
"gene","MSTRG.13258",0.00575062031309248,0.0308491818687877
"gene","MSTRG.12554",0.00576323832383074,0.0308996759965119
"gene","MSTRG.8978",0.00577160924169351,0.0309260999828716
"gene","MSTRG.10236",0.00577458298435363,0.0309260999828716
"gene","MSTRG.4842",0.00577993510615382,0.0309375760262759
"gene","MSTRG.5394",0.00578459006130583,0.0309453097619246
"gene","MSTRG.5368",0.00579823874128227,0.0309899673353038
"gene","MSTRG.7126",0.00579936733121245,0.0309899673353038
"gene","MSTRG.12888",0.00580726808867071,0.0310062612521017
"gene","MSTRG.2002",0.00580884935905557,0.0310062612521017
"gene","MSTRG.5967",0.00584588915454254,0.0311749276000308
"gene","MSTRG.2881",0.0058469158818315,0.0311749276000308
"gene","MSTRG.13484",0.00585844354849885,0.031219124271713
"gene","MSTRG.683",0.00586272624543249,0.0312222057953094
"gene","MSTRG.4840",0.00586680550462182,0.0312222057953094
"gene","MSTRG.8372",0.00587176778371501,0.0312222057953094
"gene","MSTRG.10107",0.00587197708577758,0.0312222057953094
"gene","MSTRG.8452",0.00588401410407047,0.0312689613909809
"gene","MSTRG.11451",0.00588811871843498,0.0312735341298695
