"feature","id","pval","qval"
"gene","MSTRG.7738",0.118300846943565,0.244981493846863
"gene","MSTRG.14213",0.118323011965871,0.244981493846863
"gene","MSTRG.5275",0.118492377496875,0.245279475857822
"gene","MSTRG.563",0.118662302430038,0.245578487639666
"gene","MSTRG.4977",0.118744963778525,0.245654577768811
"gene","MSTRG.1894",0.118750034481604,0.245654577768811
"gene","MSTRG.11906",0.118777151155086,0.245657956905176
"gene","MSTRG.5357",0.118887875099251,0.245834216206945
"gene","MSTRG.935",0.119119154209847,0.246259628261403
"gene","MSTRG.7032",0.119188306044978,0.246349757777355
"gene","MSTRG.7257",0.119320900322571,0.24657008488548
"gene","MSTRG.8921",0.119356587583604,0.24657008488548
"gene","MSTRG.12785",0.11937163756852,0.24657008488548
"gene","MSTRG.4258",0.119557417046675,0.246900921236064
"gene","MSTRG.8647",0.119640100234323,0.247018754820919
"gene","MSTRG.7888",0.119821427565507,0.247320682036518
"gene","MSTRG.4936",0.11984289347652,0.247320682036518
"gene","MSTRG.7152",0.119863301501516,0.247320682036518
"gene","MSTRG.7633",0.11991619075211,0.247376862582997
"gene","MSTRG.4931",0.119952900782316,0.247399649880514
"gene","MSTRG.6659",0.120000045501885,0.247438231729846
"gene","MSTRG.9873",0.120022943108792,0.247438231729846
"gene","MSTRG.13908",0.120057567791563,0.247456693074763
"gene","MSTRG.3349",0.120355274974647,0.248017283188456
"gene","MSTRG.12071",0.120547466857968,0.248360243750974
"gene","MSTRG.7073",0.120607418426587,0.248430665306047
"gene","MSTRG.10526",0.120654817659965,0.248475206631502
"gene","MSTRG.10206",0.120844919508792,0.248813546361546
"gene","MSTRG.6281",0.120965514711328,0.249008661502712
"gene","MSTRG.13778",0.121062261015838,0.249154610630376
"gene","MSTRG.8145",0.121120895056242,0.249222076487124
"gene","MSTRG.10561",0.121170428349412,0.249270791568145
"gene","MSTRG.796",0.121242585653011,0.249345040808276
"gene","MSTRG.3662",0.121258252210498,0.249345040808276
"gene","MSTRG.8672",0.121331963513196,0.24944340547392
"gene","MSTRG.9881",0.121730792772822,0.250209987703626
"gene","MSTRG.491",0.12183679512102,0.250374484111413
"gene","MSTRG.4637",0.121916568651008,0.250485021695591
"gene","MSTRG.6792",0.122021095589253,0.250646358721586
"gene","MSTRG.5308",0.122124513378211,0.250805349161899
"gene","MSTRG.5688",0.122237440156766,0.250965260982649
"gene","MSTRG.8635",0.122254446636361,0.250965260982649
"gene","MSTRG.4547",0.122286747436491,0.25097812333144
"gene","MSTRG.6902",0.122437765444776,0.251234580435855
"gene","MSTRG.9147",0.12257579401479,0.251456898139704
"gene","MSTRG.5708",0.1226021281623,0.251456898139704
"gene","MSTRG.6836",0.122624364953812,0.251456898139704
"gene","MSTRG.7808",0.122853978634257,0.251874171423699
"gene","MSTRG.6716",0.122937668962043,0.251922718579721
"gene","MSTRG.791",0.122940337901533,0.251922718579721
"gene","MSTRG.13501",0.122997555897173,0.251922718579721
"gene","MSTRG.4513",0.123018737152974,0.251922718579721
"gene","MSTRG.8064",0.123030439387234,0.251922718579721
"gene","MSTRG.5259",0.12307069293857,0.251922718579721
"gene","MSTRG.9341",0.123086376017523,0.251922718579721
"gene","MSTRG.14188",0.123086722459594,0.251922718579721
"gene","MSTRG.12506",0.123157702916016,0.252014488667034
"gene","MSTRG.14003",0.12322351481172,0.25204388494242
"gene","MSTRG.3222",0.123224359930874,0.25204388494242
"gene","MSTRG.6556",0.123295003760413,0.25213488253084
"gene","MSTRG.3757",0.123437424677242,0.25233007669121
"gene","MSTRG.11666",0.123442805153085,0.25233007669121
"gene","MSTRG.13783",0.123706058396934,0.252814586166302
"gene","MSTRG.4169",0.123764629785067,0.252880676373048
"gene","MSTRG.4483",0.123792723587061,0.252884478783485
"gene","MSTRG.14236",0.123861900770848,0.252906132096831
"gene","MSTRG.3961",0.123863848410827,0.252906132096831
"gene","MSTRG.7336",0.123882028605937,0.252906132096831
"gene","MSTRG.346",0.123957027016839,0.253005661749381
"gene","MSTRG.11382",0.124377476293812,0.253810091336229
"gene","MSTRG.11445",0.124540693118926,0.254089371781259
"gene","MSTRG.2507",0.124646060054044,0.254168415262034
"gene","MSTRG.13144",0.124660467026243,0.254168415262034
"gene","MSTRG.7806",0.124666087517508,0.254168415262034
"gene","MSTRG.7290",0.124684899976573,0.254168415262034
"gene","MSTRG.12118",0.124715147711848,0.254176326414845
"gene","MSTRG.8920",0.124778087645237,0.254250848636669
"gene","MSTRG.9807",0.124831692933715,0.254306322882716
"gene","MSTRG.9075",0.124898640246891,0.254388948231572
"gene","MSTRG.12641",0.12507631834561,0.254697023416071
"gene","MSTRG.10778",0.125351350524063,0.255203171922274
"gene","MSTRG.2444",0.125486558483107,0.255424498263756
"gene","MSTRG.3748",0.12554928354692,0.255498225330866
"gene","MSTRG.7413",0.125857555363766,0.256041182052594
"gene","MSTRG.7942",0.125869207650129,0.256041182052594
"gene","MSTRG.11776",0.126031510230331,0.256317248654092
"gene","MSTRG.11831",0.126203130425425,0.256612144547795
"gene","MSTRG.723",0.126297397156553,0.256727662330924
"gene","MSTRG.12621",0.126324431563972,0.256727662330924
"gene","MSTRG.8525",0.126339837147085,0.256727662330924
"gene","MSTRG.9029",0.126456512972814,0.256885938991349
"gene","MSTRG.1537",0.126471023490969,0.256885938991349
"gene","MSTRG.13348",0.126499336663877,0.256888135332624
"gene","MSTRG.2695",0.126544699391157,0.256888135332624
"gene","MSTRG.149",0.126552049242182,0.256888135332624
"gene","MSTRG.7078",0.12665905641848,0.257051221868241
"gene","MSTRG.8263",0.126871287849664,0.257362729487584
"gene","MSTRG.5061",0.126887522012005,0.257362729487584
"gene","MSTRG.1730",0.126892640379096,0.257362729487584
"gene","MSTRG.13589",0.126928760818944,0.257381837251707
"gene","MSTRG.8467",0.127000598242405,0.257473347435706
"gene","MSTRG.12241",0.127065276746173,0.257550308627651
"gene","MSTRG.876",0.127166128246756,0.25770054158056
"gene","MSTRG.11143",0.127222795276571,0.257761190934457
"gene","MSTRG.243",0.127299889191612,0.257863192226758
"gene","MSTRG.6855",0.127328976907072,0.257867928021885
"gene","MSTRG.12894",0.127391570723242,0.25794050446798
"gene","MSTRG.5348",0.12754983007451,0.258206711868601
"gene","MSTRG.5512",0.127627511438088,0.258309722918993
"gene","MSTRG.6863",0.127734578221369,0.258450234475285
"gene","MSTRG.11753",0.127750556771238,0.258450234475285
"gene","MSTRG.3",0.127833313920665,0.258560001868423
"gene","MSTRG.9571",0.127858457355474,0.258560001868423
"gene","MSTRG.7173",0.127911889761166,0.258613803963432
"gene","MSTRG.2381",0.127974235368476,0.258685600535145
"gene","MSTRG.562",0.128002899002663,0.258689296936199
"gene","MSTRG.7864",0.128213441063148,0.259060484562723
"gene","MSTRG.9158",0.128326784810338,0.259235164621051
"gene","MSTRG.2442",0.128354577351767,0.259236984217691
"gene","MSTRG.1755",0.128429556483889,0.25933408556864
"gene","MSTRG.1097",0.128461560778852,0.259344386577619
"gene","MSTRG.11893",0.128550234586448,0.259469066460083
"gene","MSTRG.1745",0.128615240066053,0.25954593138722
"gene","MSTRG.579",0.128684514108705,0.259606268803624
"gene","MSTRG.8722",0.128698999856071,0.259606268803624
"gene","MSTRG.12584",0.128783148263464,0.259615480672157
"gene","MSTRG.4282",0.128797645839878,0.259615480672157
"gene","MSTRG.5906",0.128807944554882,0.259615480672157
"gene","MSTRG.2732",0.128811290877067,0.259615480672157
"gene","MSTRG.459",0.128955746632916,0.259720057015441
"gene","MSTRG.414",0.128960812081558,0.259720057015441
"gene","MSTRG.5325",0.128989873304314,0.259720057015441
"gene","MSTRG.2840",0.128995889518542,0.259720057015441
"gene","MSTRG.2062",0.129023956932169,0.259720057015441
"gene","MSTRG.13782",0.129024829154248,0.259720057015441
"gene","MSTRG.6719",0.129105516837053,0.259778841669441
"gene","MSTRG.10422",0.129107928468702,0.259778841669441
"gene","MSTRG.12636",0.129206843204836,0.259923616129929
"gene","MSTRG.513",0.129255001045969,0.259966244540609
"gene","MSTRG.13884",0.129402075829798,0.260207761994004
"gene","MSTRG.687",0.129442044770262,0.260233850174208
"gene","MSTRG.11059",0.129492370665533,0.260280745040812
"gene","MSTRG.4519",0.12954719786198,0.26033666612247
"gene","MSTRG.10862",0.129970970548604,0.26111749981095
"gene","MSTRG.6825",0.129989925476426,0.26111749981095
"gene","MSTRG.44",0.130086373731948,0.261256800578329
"gene","MSTRG.3567",0.130139829591172,0.261309718237637
"gene","MSTRG.6293",0.130265636122958,0.261456532919993
"gene","MSTRG.2992",0.130280438156036,0.261456532919993
"gene","MSTRG.3761",0.130294313708262,0.261456532919993
"gene","MSTRG.11523",0.13032878579147,0.261471278882366
"gene","MSTRG.7098",0.130376815265536,0.261513212476024
"gene","MSTRG.1365",0.130411781598743,0.261528931685434
"gene","MSTRG.4641",0.130500663447854,0.261652744516912
"gene","MSTRG.11452",0.130594456645872,0.261745834042494
"gene","MSTRG.12474",0.130601396446514,0.261745834042494
"gene","MSTRG.9387",0.130654057772861,0.261748798473622
"gene","MSTRG.13840",0.130657180316916,0.261748798473622
"gene","MSTRG.1239",0.130768815859038,0.26190886510249
"gene","MSTRG.1800",0.130791418734791,0.26190886510249
"gene","MSTRG.8946",0.130834929020395,0.26194158167323
"gene","MSTRG.3313",0.13086265467618,0.261942689177403
"gene","MSTRG.5257",0.13097816991108,0.262119484729667
"gene","MSTRG.11343",0.131051486884403,0.262174302380603
"gene","MSTRG.10342",0.131068539090599,0.262174302380603
"gene","MSTRG.4447",0.131087151190302,0.262174302380603
"gene","MSTRG.7739",0.131183808124078,0.262261049090996
"gene","MSTRG.2866",0.131200441434787,0.262261049090996
"gene","MSTRG.559",0.131212141054551,0.262261049090996
"gene","MSTRG.6219",0.131293135705275,0.262368538183841
"gene","MSTRG.7566",0.131345999704423,0.262419779720339
"gene","MSTRG.5911",0.131478608677904,0.262630291681515
"gene","MSTRG.6475",0.131536912126403,0.26269232088223
"gene","MSTRG.10382",0.131588268106016,0.262740452473487
"gene","MSTRG.4681",0.131764320053567,0.263037491264523
"gene","MSTRG.5597",0.131815043834445,0.263084269681997
"gene","MSTRG.9051",0.131979578365574,0.263358131948693
"gene","MSTRG.7907",0.132147812927063,0.263639262544885
"gene","MSTRG.12662",0.132190229694214,0.26366931807412
"gene","MSTRG.1413",0.132484134081443,0.26420087971558
"gene","MSTRG.10358",0.132582869979957,0.26434309547193
"gene","MSTRG.8023",0.132796741256664,0.264714761313946
"gene","MSTRG.12776",0.132982573089653,0.265007140358242
"gene","MSTRG.7151",0.132998396789748,0.265007140358242
"gene","MSTRG.12333",0.133249002901522,0.265388534219598
"gene","MSTRG.1504",0.133286645794751,0.265388534219598
"gene","MSTRG.6253",0.133296304572337,0.265388534219598
"gene","MSTRG.12570",0.133299925590383,0.265388534219598
"gene","MSTRG.1655",0.133355175230533,0.26544371034944
"gene","MSTRG.6953",0.133427218589838,0.265532284724615
"gene","MSTRG.1235",0.133559819961763,0.265741313608132
"gene","MSTRG.12761",0.133605763378141,0.265777870195064
"gene","MSTRG.8675",0.133739507210588,0.265989034353222
"gene","MSTRG.13476",0.133874394748421,0.266202385597108
"gene","MSTRG.6550",0.134005877912647,0.266408880816233
"gene","MSTRG.6924",0.134082270497403,0.266416832028941
"gene","MSTRG.12247",0.134088956977503,0.266416832028941
"gene","MSTRG.11437",0.134115422095181,0.266416832028941
"gene","MSTRG.3403",0.134131019247888,0.266416832028941
"gene","MSTRG.2448",0.134148060442788,0.266416832028941
"gene","MSTRG.494",0.134332472362024,0.266728122259509
"gene","MSTRG.8183",0.134455070001775,0.266916572244051
"gene","MSTRG.2177",0.1346338586697,0.267154053548946
"gene","MSTRG.13559",0.13464931192083,0.267154053548946
"gene","MSTRG.9060",0.13465783674215,0.267154053548946
"gene","MSTRG.6608",0.134813909122144,0.267408659246393
"gene","MSTRG.5462",0.13487246870906,0.267425421605165
"gene","MSTRG.6630",0.134877842307501,0.267425421605165
"gene","MSTRG.10923",0.134952922883991,0.267519263130099
"gene","MSTRG.908",0.135031897005014,0.267620782715529
"gene","MSTRG.11509",0.135092297192904,0.267685456308242
"gene","MSTRG.1589",0.135125563969728,0.267694808950296
"gene","MSTRG.2098",0.135152555514636,0.267694808950296
"gene","MSTRG.1706",0.135329477444603,0.267990173082574
"gene","MSTRG.1585",0.135364667528773,0.268004804883421
"gene","MSTRG.10727",0.135536538993789,0.268289986837807
"gene","MSTRG.511",0.13578446289121,0.268725564005598
"gene","MSTRG.12549",0.136134490435617,0.269362990106598
"gene","MSTRG.3036",0.136253920957213,0.269543976611437
"gene","MSTRG.456",0.136312928736481,0.269559598221378
"gene","MSTRG.13252",0.136328175915079,0.269559598221378
"gene","MSTRG.13794",0.136345705490398,0.269559598221378
"gene","MSTRG.1623",0.136472951889889,0.26975584503148
"gene","MSTRG.10527",0.136523783413076,0.269800998790909
"gene","MSTRG.6739",0.136580928176352,0.269858607833579
"gene","MSTRG.6959",0.136722242874151,0.270082463382543
"gene","MSTRG.11228",0.13675703289708,0.27009584042775
"gene","MSTRG.12091",0.13695870837047,0.270438744099002
"gene","MSTRG.7823",0.137025426155508,0.270515074368031
"gene","MSTRG.6419",0.137120728341782,0.270647793041519
"gene","MSTRG.11057",0.137182790025184,0.270714860970885
"gene","MSTRG.1176",0.137269638705216,0.270830805795801
"gene","MSTRG.4040",0.137522656494745,0.271274485084784
"gene","MSTRG.9996",0.137605446501063,0.271382263557743
"gene","MSTRG.11010",0.137657454505343,0.271429302808653
"gene","MSTRG.6333",0.137967536452149,0.271968306029076
"gene","MSTRG.4655",0.137987239085914,0.271968306029076
"gene","MSTRG.8632",0.138192703401776,0.272317592149044
"gene","MSTRG.544",0.138396154544698,0.272637451653714
"gene","MSTRG.5495",0.138411585932912,0.272637451653714
"gene","MSTRG.398",0.138635374405944,0.273022473804556
"gene","MSTRG.6457",0.138820076598384,0.273330379576884
"gene","MSTRG.13229",0.138969450985543,0.273568614968478
"gene","MSTRG.14104",0.139016477737354,0.273605317555756
"gene","MSTRG.1930",0.139071805887502,0.273658340223621
"gene","MSTRG.8583",0.139400072765513,0.274248306420316
"gene","MSTRG.5737",0.139603953023838,0.27459337015911
"gene","MSTRG.3849",0.13964780980902,0.274618587320688
"gene","MSTRG.13367",0.139717376451211,0.274618587320688
"gene","MSTRG.5989",0.139729795316099,0.274618587320688
"gene","MSTRG.4181",0.139754349537595,0.274618587320688
"gene","MSTRG.9473",0.139759210518184,0.274618587320688
"gene","MSTRG.6771",0.139881249239815,0.274721046375504
"gene","MSTRG.10946",0.139890383974996,0.274721046375504
"gene","MSTRG.1061",0.13989684820097,0.274721046375504
"gene","MSTRG.3223",0.139978025285051,0.27482447326841
"gene","MSTRG.9191",0.140058864383766,0.274927194595704
"gene","MSTRG.9476",0.140138195457216,0.27502691453737
"gene","MSTRG.2368",0.140301404017476,0.275291173362197
"gene","MSTRG.385",0.140519612971161,0.275663221213266
"gene","MSTRG.13196",0.140604532087481,0.275773690604948
"gene","MSTRG.2051",0.14075232183968,0.276007400841032
"gene","MSTRG.13332",0.140888001915947,0.276217274449812
"gene","MSTRG.6129",0.141152928437437,0.276680404663865
"gene","MSTRG.9792",0.141334527254312,0.276924592957812
"gene","MSTRG.4494",0.14133495823158,0.276924592957812
"gene","MSTRG.2912",0.141447391697919,0.277073202157895
"gene","MSTRG.10015",0.141468288487672,0.277073202157895
"gene","MSTRG.858",0.141505979462694,0.277090725577976
"gene","MSTRG.8869",0.141563145619417,0.277122005914069
"gene","MSTRG.316",0.141579448042198,0.277122005914069
"gene","MSTRG.11992",0.141848371198673,0.277566748234651
"gene","MSTRG.5090",0.141881998848708,0.277566748234651
"gene","MSTRG.5301",0.14189304308095,0.277566748234651
"gene","MSTRG.12912",0.141949089741751,0.277614733638003
"gene","MSTRG.673",0.141975169796199,0.277614733638003
"gene","MSTRG.4287",0.142138841548941,0.277878408544269
"gene","MSTRG.13446",0.142222275030688,0.277985144220567
"gene","MSTRG.9692",0.142255235445619,0.277993202857442
"gene","MSTRG.5050",0.142353379917436,0.2781286141881
"gene","MSTRG.6087",0.142516692406366,0.278353156581128
"gene","MSTRG.5874",0.142526056108345,0.278353156581128
"gene","MSTRG.1312",0.142904189538811,0.279035119942098
"gene","MSTRG.10753",0.14296674359607,0.279100730714077
"gene","MSTRG.5667",0.143103656549412,0.279311449511304
"gene","MSTRG.10302",0.143292954786343,0.279624308530434
"gene","MSTRG.10168",0.143340596942677,0.279660666773407
"gene","MSTRG.2250",0.14340468201481,0.279729084302462
"gene","MSTRG.1374",0.143434282560932,0.279730221300301
"gene","MSTRG.1294",0.143502521823624,0.279806697083279
"gene","MSTRG.13504",0.143743109707246,0.280219125900476
"gene","MSTRG.8936",0.14386009506858,0.280390480481422
"gene","MSTRG.9072",0.144000327925276,0.28060706715174
"gene","MSTRG.13119",0.144165081316741,0.280826294671154
"gene","MSTRG.1764",0.144171092565098,0.280826294671154
"gene","MSTRG.8797",0.144217731759112,0.280860390738957
"gene","MSTRG.1046",0.144266376120173,0.280886177004986
"gene","MSTRG.3825",0.144316841122896,0.280886177004986
"gene","MSTRG.3056",0.144318385342914,0.280886177004986
"gene","MSTRG.6655",0.144397609313733,0.280983640247151
"gene","MSTRG.5347",0.144492381943798,0.281034051289574
"gene","MSTRG.11819",0.144500650645903,0.281034051289574
"gene","MSTRG.10112",0.144510974299006,0.281034051289574
"gene","MSTRG.1361",0.144787204311912,0.281501847304997
"gene","MSTRG.1380",0.144809923317996,0.281501847304997
"gene","MSTRG.12224",0.144984743579539,0.281784864537652
"gene","MSTRG.1953",0.145070434433972,0.281852344880083
"gene","MSTRG.3632",0.145077939345951,0.281852344880083
"gene","MSTRG.13448",0.145135895564841,0.281908126787239
"gene","MSTRG.4715",0.145225287801281,0.282024934408611
"gene","MSTRG.12789",0.145400859537744,0.282309020331088
"gene","MSTRG.12749",0.145447227873493,0.282342182178911
"gene","MSTRG.6609",0.145542627893981,0.282442645648256
"gene","MSTRG.6847",0.145557579209599,0.282442645648256
"gene","MSTRG.3539",0.145590931582766,0.282450509248916
"gene","MSTRG.13714",0.145653355735745,0.282483053238796
"gene","MSTRG.7258",0.145666313034238,0.282483053238796
"gene","MSTRG.8966",0.145902101932001,0.282883399562448
"gene","MSTRG.8811",0.14608632837495,0.283183632723612
"gene","MSTRG.8748",0.146150512695563,0.283251094166712
"gene","MSTRG.7796",0.146205866408742,0.283301417523673
"gene","MSTRG.4507",0.146304598503105,0.283435757550228
"gene","MSTRG.10801",0.146505095224531,0.283767152494371
"gene","MSTRG.13269",0.146664952343521,0.283990901223793
"gene","MSTRG.13118",0.146679532903866,0.283990901223793
"gene","MSTRG.10018",0.146745934201228,0.284051528276505
"gene","MSTRG.5082",0.146769778251584,0.284051528276505
"gene","MSTRG.3073",0.146855417247461,0.284160221249602
"gene","MSTRG.7392",0.146966958477825,0.284318980478875
"gene","MSTRG.5824",0.147019187218495,0.284330162560969
"gene","MSTRG.12416",0.147031728253779,0.284330162560969
"gene","MSTRG.1291",0.147199775212999,0.284598041125815
"gene","MSTRG.11335",0.147298834950667,0.284732458176144
"gene","MSTRG.5592",0.147379632616497,0.284831527350247
"gene","MSTRG.12036",0.147453223138253,0.284916630798308
"gene","MSTRG.34",0.147581572359439,0.285107486481962
"gene","MSTRG.3971",0.147720483628302,0.285318666034229
"gene","MSTRG.12645",0.147775585715426,0.285338496000932
"gene","MSTRG.10180",0.147789949225379,0.285338496000932
"gene","MSTRG.14082",0.147976161761214,0.285628300925833
"gene","MSTRG.12833",0.147999311527441,0.285628300925833
"gene","MSTRG.2736",0.14834156740919,0.286231527186667
"gene","MSTRG.1664",0.148424657069524,0.286334539553775
"gene","MSTRG.6899",0.148524830181169,0.286470460773602
"gene","MSTRG.12569",0.148611596916797,0.286580474950575
"gene","MSTRG.508",0.148669872267836,0.286635513732387
"gene","MSTRG.2021",0.148740213832281,0.286676919699969
"gene","MSTRG.10006",0.148750824931457,0.286676919699969
"gene","MSTRG.5176",0.148849616981449,0.286809975554901
"gene","MSTRG.14007",0.149012295602543,0.287048378782987
"gene","MSTRG.602",0.149036975668166,0.287048378782987
"gene","MSTRG.13386",0.149062674708261,0.287048378782987
"gene","MSTRG.11994",0.149145817448449,0.287095263490615
"gene","MSTRG.7383",0.149146585016701,0.287095263490615
"gene","MSTRG.11000",0.149282974066638,0.287246716051475
"gene","MSTRG.7339",0.149284859690652,0.287246716051475
"gene","MSTRG.1920",0.14931503459564,0.287247442327274
"gene","MSTRG.13839",0.149448755985789,0.287447327953513
"gene","MSTRG.11162",0.149585906283369,0.287653727622518
"gene","MSTRG.7358",0.149750616763127,0.287869843332742
"gene","MSTRG.13924",0.149804735126396,0.287869843332742
"gene","MSTRG.9891",0.149815773994368,0.287869843332742
"gene","MSTRG.6229",0.149817739004187,0.287869843332742
"gene","MSTRG.11311",0.150111403015464,0.288309617484044
"gene","MSTRG.12467",0.150132668504073,0.288309617484044
"gene","MSTRG.10552",0.150136336075716,0.288309617484044
"gene","MSTRG.7264",0.150229080523242,0.288415879907973
"gene","MSTRG.6725",0.150251509221768,0.288415879907973
"gene","MSTRG.5119",0.150371165665179,0.288588102132654
"gene","MSTRG.7069",0.150451298914419,0.288606520921221
"gene","MSTRG.14105",0.150477697747161,0.288606520921221
"gene","MSTRG.9758",0.150488251587486,0.288606520921221
"gene","MSTRG.13407",0.150500516667114,0.288606520921221
"gene","MSTRG.11186",0.150711950580798,0.288954495544729
"gene","MSTRG.989",0.150767418826878,0.289003363987095
"gene","MSTRG.691",0.150814379741204,0.289035908688909
"gene","MSTRG.12547",0.150894015837423,0.289131050024401
"gene","MSTRG.13870",0.150934834028242,0.289151788559669
"gene","MSTRG.788",0.151003540210534,0.289225694532562
"gene","MSTRG.6443",0.151041547541226,0.289225694532562
"gene","MSTRG.13548",0.151063420328988,0.289225694532562
"gene","MSTRG.1280",0.151109698822763,0.289256850010214
"gene","MSTRG.11864",0.15117295295704,0.289320481736325
"gene","MSTRG.11265",0.15143982429517,0.289773701112631
"gene","MSTRG.7784",0.151522626783078,0.289874602537978
"gene","MSTRG.2100",0.151668449967767,0.290096003509777
"gene","MSTRG.5926",0.151719197340493,0.290135501361307
"gene","MSTRG.546",0.151836771235996,0.290302751827648
"gene","MSTRG.4769",0.151870695376849,0.290310034390804
"gene","MSTRG.4499",0.152045126627921,0.290585848670333
"gene","MSTRG.5698",0.152413796139128,0.291232704614706
"gene","MSTRG.485",0.152498090489434,0.291312502734865
"gene","MSTRG.10290",0.152515995985774,0.291312502734865
"gene","MSTRG.2570",0.152588225943541,0.291392729416746
"gene","MSTRG.8105",0.152644273537967,0.291442027511586
"gene","MSTRG.856",0.152699572586629,0.291489877175268
"gene","MSTRG.12368",0.152740852291626,0.291510951512825
"gene","MSTRG.3041",0.152816220876841,0.29157943283164
"gene","MSTRG.11125",0.152858161064941,0.29157943283164
"gene","MSTRG.2282",0.152867474432688,0.29157943283164
"gene","MSTRG.9794",0.152899843891278,0.291583480734307
"gene","MSTRG.12582",0.153012385513403,0.291690972306263
"gene","MSTRG.13970",0.153016726862321,0.291690972306263
"gene","MSTRG.2319",0.153169875073477,0.291916384504311
"gene","MSTRG.13928",0.153195538299513,0.291916384504311
"gene","MSTRG.10738",0.15338890134093,0.292227076862957
"gene","MSTRG.1620",0.153421606572633,0.292231631566919
"gene","MSTRG.9722",0.153473578796765,0.292272876254607
"gene","MSTRG.5517",0.153651369518661,0.292553664262274
"gene","MSTRG.1230",0.153724903485892,0.292635874724328
"gene","MSTRG.13648",0.153946493562389,0.292906991103483
"gene","MSTRG.13808",0.153968074099105,0.292906991103483
"gene","MSTRG.1363",0.153968149925885,0.292906991103483
"gene","MSTRG.11014",0.153988862127848,0.292906991103483
"gene","MSTRG.9672",0.15429652951986,0.29343431536229
"gene","MSTRG.8896",0.154450052985333,0.293648519411553
"gene","MSTRG.13326",0.154470087337758,0.293648519411553
"gene","MSTRG.1860",0.154525780814025,0.293649439845134
"gene","MSTRG.3755",0.154531494640494,0.293649439845134
"gene","MSTRG.5722",0.154607904952099,0.293732665165381
"gene","MSTRG.5455",0.154636231920571,0.293732665165381
"gene","MSTRG.13936",0.154725756490769,0.293776093384961
"gene","MSTRG.12114",0.154741393680654,0.293776093384961
"gene","MSTRG.1812",0.154760633514913,0.293776093384961
"gene","MSTRG.5784",0.154821017221054,0.293776093384961
"gene","MSTRG.12227",0.154836049992525,0.293776093384961
"gene","MSTRG.9915",0.154883683813403,0.293776093384961
"gene","MSTRG.7479",0.154899175916074,0.293776093384961
"gene","MSTRG.8619",0.154920141422386,0.293776093384961
"gene","MSTRG.11376",0.154933449741508,0.293776093384961
"gene","MSTRG.1890",0.154963841790719,0.293776093384961
"gene","MSTRG.2454",0.155045377008015,0.293872873448145
"gene","MSTRG.1311",0.155076322311712,0.293873746232535
"gene","MSTRG.6258",0.155278996310953,0.294069525313236
"gene","MSTRG.4448",0.155295523811737,0.294069525313236
"gene","MSTRG.11267",0.155301710882708,0.294069525313236
"gene","MSTRG.232",0.155317751230125,0.294069525313236
"gene","MSTRG.1661",0.155332160051348,0.294069525313236
"gene","MSTRG.10883",0.155414162772583,0.294140304912527
"gene","MSTRG.8657",0.155484172261149,0.294140304912527
"gene","MSTRG.8650",0.155486136504064,0.294140304912527
"gene","MSTRG.14210",0.155519678674569,0.294140304912527
"gene","MSTRG.496",0.155522109350534,0.294140304912527
"gene","MSTRG.5546",0.155625753080166,0.294246490984723
"gene","MSTRG.5513",0.155639300573766,0.294246490984723
"gene","MSTRG.13349",0.155767640159598,0.294400933267784
"gene","MSTRG.7839",0.155787615858993,0.294400933267784
"gene","MSTRG.10259",0.155812610117452,0.294400933267784
"gene","MSTRG.1553",0.155879776988649,0.294462205552083
"gene","MSTRG.2290",0.155906130408489,0.294462205552083
"gene","MSTRG.2430",0.155962881181132,0.294511689439003
"gene","MSTRG.3499",0.156036286606137,0.294566842482107
"gene","MSTRG.11861",0.156056704013222,0.294566842482107
"gene","MSTRG.5421",0.156102363724974,0.294566842482107
"gene","MSTRG.12669",0.156114315170237,0.294566842482107
"gene","MSTRG.4592",0.156381587262062,0.294957230766618
"gene","MSTRG.3144",0.156404730167457,0.294957230766618
"gene","MSTRG.9030",0.156413004531012,0.294957230766618
"gene","MSTRG.8697",0.156684857425883,0.295327682110307
"gene","MSTRG.9390",0.156688682841291,0.295327682110307
"gene","MSTRG.9008",0.156701358298156,0.295327682110307
"gene","MSTRG.1848",0.156922958192405,0.29568751309124
"gene","MSTRG.11706",0.15711467483614,0.295959612234824
"gene","MSTRG.9767",0.157128765084837,0.295959612234824
"gene","MSTRG.6778",0.157370505776079,0.296269700564739
"gene","MSTRG.12739",0.157406450931642,0.296269700564739
"gene","MSTRG.8598",0.157474352108403,0.296269700564739
"gene","MSTRG.13781",0.157478262850046,0.296269700564739
"gene","MSTRG.7486",0.157489197094297,0.296269700564739
"gene","MSTRG.4666",0.157500942348048,0.296269700564739
"gene","MSTRG.10956",0.157511048670228,0.296269700564739
"gene","MSTRG.11433",0.1575392619393,0.296269700564739
"gene","MSTRG.12650",0.15760618531051,0.296291688182221
"gene","MSTRG.8991",0.157612424999837,0.296291688182221
"gene","MSTRG.4149",0.157656125367761,0.296316055477718
"gene","MSTRG.9434",0.157807369052312,0.296511304189823
"gene","MSTRG.10902",0.157849042878989,0.296511304189823
"gene","MSTRG.663",0.157880388349464,0.296511304189823
"gene","MSTRG.13728",0.157883041950867,0.296511304189823
"gene","MSTRG.6901",0.158019759938071,0.296648906299652
"gene","MSTRG.8118",0.158045508999627,0.296648906299652
"gene","MSTRG.1473",0.158048628916495,0.296648906299652
"gene","MSTRG.9139",0.158220434295548,0.296913565623726
