,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol,descriotion
1,FBgn0041191,2442.565376,-0.284561723,0.068398906,-4.16032568,3.18E-05,0.002142592,Rheb,Ras homolog enriched in brain
