"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"145","FBgn0263402",43.9218977950484,1.21272486054382,0.233350115100202,31.8402990013597,1.21889675480351e-07,9.73856476165426e-06,"CG43448"
"146","FBgn0034420",2335.20047370231,0.246546043355233,0.0489614030239903,31.7753089351389,1.25915540585379e-07,9.99131190192891e-06,"CG10737"
"147","FBgn0031260",2780.86784953731,-0.230161874025563,0.0614657972648989,31.6717108495465,1.32609724500846e-07,1.04509092404238e-05,"Spp"
"148","FBgn0036953",23.3144176473394,-1.16127846021538,0.418243443170714,31.4657187906568,1.46996156711615e-07,1.15064221317842e-05,"CG17145"
"149","FBgn0031858",433.942697572436,0.499672524344159,0.0913905290199156,31.4179812786588,1.5054698040215e-07,1.1627245119726e-05,"CG17378"
"150","FBgn0052368",215.751172470887,-0.340981978202372,0.194306234021183,31.4181577364051,1.50533698397649e-07,1.1627245119726e-05,"CG32368"
"151","FBgn0024230",811.148481180728,-0.193831799097779,0.0481166039899082,31.3803207302122,1.53408680063523e-07,1.17697984009001e-05,"Hs2st"
"152","FBgn0052056",1392.64806533543,0.126398910880218,0.0370099937349623,31.3250007505677,1.57711192002406e-07,1.20202905220254e-05,"scramb1"
"153","FBgn0003116",891.783745677572,-0.42823768191398,0.0790663557905585,31.2386960027586,1.64665778629515e-07,1.24683205583198e-05,"pn"
"154","FBgn0035710",1190.20504290849,0.389494905861934,0.0799044247861882,31.2190940941211,1.66287595095827e-07,1.2509362267436e-05,"SP1173"
"155","FBgn0266451",5548.30499395055,0.475684063969466,0.0971773995665065,31.2052771755499,1.67440363518281e-07,1.25148168474792e-05,"fau"
"156","FBgn0061492",1290.32107340144,-0.357718831121925,0.0712362744195598,31.1524386853914,1.7192296425583e-07,1.27674842365628e-05,"loj"
"157","FBgn0029771",473.835393562097,0.183479640571791,0.055983127964908,31.1299974070683,1.73862913181074e-07,1.28293111414188e-05,"CG12730"
"158","FBgn0003514",2326.9315982652,0.0937906287026376,0.0432562510098875,31.1061975513842,1.7594422849245e-07,1.29007208043356e-05,"sqh"
"159","FBgn0028327",7627.31456931019,-0.217590274354508,0.0595667413857502,31.0540173068113,1.80595041254034e-07,1.30762097057999e-05,"l(1)G0320"
"160","FBgn0031636",460.321249975503,0.704010927337579,0.128674118606751,31.0658081299341,1.79533491371204e-07,1.30762097057999e-05,"CG12194"
"161","FBgn0266417",744.682476455257,0.279855708743333,0.0762015175483372,30.9761935065372,1.877608509556e-07,1.33920857101238e-05,"ringer"
"162","FBgn0035995",1169.76526795129,0.178714491926552,0.0504785442907702,30.969125760397,1.88425547755735e-07,1.33920857101238e-05,"CG3529"
"163","FBgn0001297",3199.51082104415,0.327367301129748,0.0637425391263946,30.9838138607313,1.87046810036587e-07,1.33920857101238e-05,"kay"
"164","FBgn0016693",2893.04415627531,0.0861140859570883,0.0469559345816803,30.954488768393,1.89809597778418e-07,1.34081962820913e-05,"Past1"
"165","FBgn0030824",11.0741829692842,1.7975532133165,0.338460105909719,30.8779015801163,1.97219051370937e-07,1.38471679401958e-05,"CG5070"
"166","FBgn0022355",55302.1130124292,-0.964843603162078,0.195574603289267,30.851742227062,1.99815556474335e-07,1.39449591671998e-05,"Tsf1"
"167","FBgn0027525",3322.19148445042,0.267890609006645,0.0492803261751503,30.8329182294077,2.01705098492296e-07,1.39925363235524e-05,"LTV1"
"168","FBgn0000244",1887.47640139213,0.265218777276576,0.0504625631972091,30.801965118095,2.04851080362495e-07,1.41261890833304e-05,"by"
"169","FBgn0011336",3266.99936958089,-0.196373001930628,0.0494271234897524,30.635013876219,2.22685151877549e-07,1.5265133044387e-05,"Stt3B"
"170","FBgn0063667",36.273937426082,-1.52480499156063,0.266566686395653,30.6119811813064,2.25264495259906e-07,1.53511128093295e-05,"CG32335"
"171","FBgn0000083",4631.03382768594,0.172369859220279,0.0574990999213466,30.4839362215871,2.40158164768585e-07,1.62703645546436e-05,"AnxB9"
"172","FBgn0031304",1378.31532824552,0.236540351252464,0.0458497874046768,30.4496132153112,2.44315208399294e-07,1.64557656354989e-05,"CG4552"
"173","FBgn0030893",253.612427269324,0.386295056406863,0.0783067850066384,30.4320352000148,2.46471960606838e-07,1.65050732001747e-05,"RhoGAP16F"
"174","FBgn0263116",231.840600269233,-0.844975221419338,0.16411160046875,30.1465753451594,2.84285258207505e-07,1.89278431973215e-05,"5-HT1B"
"175","FBgn0036824",8540.78129768306,-0.575644023103462,0.104080952715083,30.0751561770576,2.94620400103315e-07,1.95038704868394e-05,"CG3902"
"176","FBgn0032249",456.408323420858,0.360472660609656,0.0687321154610167,30.0032711953446,3.05402396327317e-07,2.0102765690068e-05,"TBC1D16"
"177","FBgn0037974",178.875624645186,-0.601253488685377,0.109779898165832,29.9882947925195,3.07697894834159e-07,2.01394356590606e-05,"CG12224"
"178","FBgn0036030",6631.38681888463,-0.57220091890591,0.103756889454418,29.9593589270742,3.12182006973917e-07,2.03181379258024e-05,"CG6767"
"179","FBgn0053523",2006.62367824471,0.142330637215864,0.0443422252141799,29.8320118678517,3.32706228201e-07,2.15329701324502e-05,"CG33523"
"180","FBgn0011828",996.178664591637,0.677838785457298,0.148688365622064,29.8140061567176,3.35715058027473e-07,2.16069941513793e-05,"Pxn"
"181","FBgn0086359",1386.45781135647,0.63496422418796,0.115636116989818,29.7893877055556,3.39872988359241e-07,2.17537490063083e-05,"Invadolysin"
"182","FBgn0037676",484.57534051135,0.487799573148142,0.0895474472605745,29.7743981585022,3.42429828936893e-07,2.17969756496368e-05,"CG8861"
"183","FBgn0011770",2457.89119460493,-0.569899790830349,0.103992451101136,29.7482372001177,3.46938398027082e-07,2.19632860171789e-05,"Gip"
"184","FBgn0026756",32.8607468321063,-1.28835382801408,0.235005600649749,29.5918049876732,3.75164029791172e-07,2.36210613322322e-05,"Ugt37a1"
"185","FBgn0020385",10230.8534932003,-0.935562122409286,0.166109880896745,29.5559869442594,3.8194337506952e-07,2.38196051783706e-05,"pug"
"186","FBgn0033927",1343.57271020321,-0.42764464340101,0.0784626064995414,29.5534426650862,3.82429569544837e-07,2.38196051783706e-05,"CR10102"
"187","FBgn0033232",614.935929442721,-0.102775783773191,0.0400754682966238,29.3847572047904,4.16084029790263e-07,2.57771844124075e-05,"CG12159"
"188","FBgn0033663",9845.51925960091,-0.187458700488272,0.0420088878767943,29.220716231124,4.51650080298206e-07,2.78317350013549e-05,"ERp60"
"189","FBgn0035092",1253.57271254321,0.484081282197631,0.0896248129499997,29.1898235829347,4.5868057165736e-07,2.81154202256641e-05,"Nplp1"
"190","FBgn0263240",142.296899611538,0.324267207803579,0.061289702240033,29.1629594528964,4.64883162464521e-07,2.83456391429025e-05,"Coop"
