"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0036023",240.036634356136,4.1020574175759,0.417456024469567,9.82632224026016,8.67283243507366e-23,1.07014079416374e-18
"FBgn0034500",865.433645019376,-0.752265576011453,0.0878204134882283,-8.56595347404381,1.07185161791269e-17,6.61278855671232e-14
"FBgn0035282",203.459891936737,-2.26805535606382,0.267794743330076,-8.46937967437355,2.46703311980738e-17,1.01469072217677e-13
"FBgn0086359",1386.45781135647,-1.28498492544859,0.156622457437394,-8.20434659545701,2.31848348573794e-16,5.72155354610409e-13
"FBgn0039241",12346.7909096625,1.75090118077945,0.213036751212108,8.21877526209638,2.05591896996791e-16,5.72155354610409e-13
"FBgn0026593",1663.6463935915,-0.86254900050713,0.106617953952554,-8.09009147644096,5.96199384649229e-16,1.22608403453114e-12
"FBgn0033853",2956.28801380236,-0.644798251829121,0.082621603993185,-7.80423304154573,5.98644820374554e-15,1.05523977694309e-11
"FBgn0053494",1069.49096159606,-0.960342466830459,0.125426407440333,-7.65662101330062,1.9088888176977e-14,2.94422239019649e-11
"FBgn0025595",2234.97210717838,-1.12596048934375,0.149080775251583,-7.55268737664951,4.26367580413927e-14,5.84549952747494e-11
"FBgn0035022",71.7418670487766,2.01462148039511,0.270642106521251,7.44385826097214,9.77864173109975e-14,1.09689691200036e-10
"FBgn0263116",231.840600269233,1.39779352285421,0.187640655720062,7.44931058511948,9.3829246250307e-14,1.09689691200036e-10
"FBgn0034387",696.023427739098,-0.792091667945032,0.108880756351913,-7.27485457012178,3.4679384814233e-13,3.56590774352351e-10
"FBgn0026563",356.022731989555,2.14543710469792,0.319555436986723,6.71381818731833,1.89596524765698e-11,1.67102251363139e-08
"FBgn0033446",7492.75758246827,-1.71953598627339,0.255921041291553,-6.71900980706951,1.8296359658694e-11,1.67102251363139e-08
"FBgn0037801",2024.83480089935,1.02746210958164,0.155046523907179,6.6267987420134,3.43044829758072e-11,2.8218867695899e-08
"FBgn0259682",8386.20978894198,-0.822958377253423,0.125830289216586,-6.54022479306952,6.14264340182241e-11,4.73712980844292e-08
"FBgn0038463",1397.55955714,0.956027014882106,0.146980711307928,6.50443861901859,7.79840499261323e-11,5.34580662243637e-08
"FBgn0037613",1418.17062674297,0.794397221115354,0.122074520145182,6.50747772893626,7.64230771672651e-11,5.34580662243637e-08
"FBgn0024289",5330.67004886893,2.14914629295595,0.333303205657468,6.44802167058846,1.13319565227514e-10,7.3592111333805e-08
"FBgn0000053",7219.48148917856,1.22703528943763,0.192701891246543,6.3675311202201,1.92095083064216e-10,1.18513061496468e-07
"FBgn0000052",7317.78298376812,0.935886617338782,0.147593442452377,6.3409769552652,2.28312693758136e-10,1.34150015632459e-07
"FBgn0040104",70.574600958605,-3.11006081078302,0.493729324142248,-6.2991211149674,2.99338036394041e-10,1.67887819593912e-07
"FBgn0086254",11023.5554291643,0.897541594623235,0.144347077694985,6.21794087525486,5.03721280072133e-10,2.58975703117085e-07
"FBgn0053459",61.715645581714,1.60795666159154,0.258517197802593,6.21992144143305,4.97403859305347e-10,2.58975703117085e-07
"FBgn0001125",10351.6787258227,1.15165844208485,0.191598065268739,6.01080413035235,1.84605338076322e-09,9.09022803925745e-07
"FBgn0036997",1340.08270325225,1.39493148936025,0.232301950696733,6.00482038646894,1.91543827717557e-09,9.09022803925745e-07
"FBgn0031636",460.321249975503,-1.22257806676496,0.205671207215869,-5.9443326234856,2.77585435987198e-09,1.2685654424615e-06
"FBgn0039114",8819.4551662195,-0.929445964060397,0.156676025353971,-5.93227944071559,2.98757578353023e-09,1.3165606283207e-06
"FBgn0035186",1116.94300018647,-0.844033040222514,0.14430025402127,-5.84914452124322,4.94107644645346e-09,2.10234283699273e-06
