"X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0029722",7.3351028272891,-0.0911450993199685,0.45060477076498,-0.202272823621539,0.839703444450628,0.999999592678844
"FBgn0038740",1792.2344432314,0.647898375632642,0.865147738984577,0.748887555775248,0.453924981388163,0.999999592678844
"FBgn0038741",254.233670547706,-0.304521828752338,0.360101288120882,-0.845656038448033,0.39774465417546,0.999999592678844
"FBgn0038746",1066.53084376366,-0.127689745021735,0.551096474427565,-0.231701255491371,0.816770056177662,0.999999592678844
"FBgn0038747",1429.96558300596,0.182855449987207,0.172330722464382,1.06107284512197,0.288656797470832,0.999999592678844
"FBgn0038744",420.187240619965,-0.0518049595508281,0.50798888304612,-0.101980498549857,0.918772154273762,0.999999592678844
"FBgn0032615",96.9688932503564,-0.144065160463445,1.15818595545039,-0.124388626701506,0.901007577989157,0.999999592678844
"FBgn0266101",1961.96481953711,-0.0830711769649148,0.351364013335498,-0.236424829555879,0.81310303103773,0.999999592678844
"FBgn0031737",347.764821158243,0.342779146102871,1.30484154898227,0.262697908700277,0.792783428806779,0.999999592678844
"FBgn0029720",420.475917458691,-0.268698813778582,1.03160599750988,-0.260466509914807,0.794503945200821,0.999999592678844
"FBgn0030519",3807.67898766088,0.346452942600297,0.577122813603189,0.600310600160241,0.548299255560366,0.999999592678844
"FBgn0266100",258.391577896874,-0.211262993439327,1.71481265504092,-0.123198877042511,0.901949614785888,0.999999592678844
"FBgn0052333",445.834703857248,-0.536977170060034,1.66069621978369,-0.323344609124224,0.746434273677519,0.999999592678844
"FBgn0030514",1396.35151590742,0.0795568184608507,0.170085669150678,0.467745571147279,0.639966547983794,0.999999592678844
"FBgn0030512",1769.69874116227,0.181371813658415,0.14702619033341,1.23360207624995,0.217351218970706,0.999999592678844
"FBgn0030511",286.892758878883,0.198354490664803,0.473344949912066,0.419048498778009,0.675180688259519,0.999999592678844
"FBgn0030510",654.020009261838,0.228632992215792,0.21086304290498,1.0842724693052,0.278244008184795,0.999999592678844
"FBgn0036964",436.073591518638,0.134767102756498,0.101629237387479,1.32606626026992,0.184817750672395,0.999999592678844
"FBgn0036967",1069.69671936416,-0.350737755612547,0.279506838301218,-1.25484498964052,0.209535036934219,0.999999592678844
"FBgn0000964",1146.5943787492,0.174509012348304,0.253120881144218,0.689429538801564,0.490553000061928,0.999999592678844
"FBgn0036962",12.0569225424239,-0.085284581528949,1.24936346959138,-0.068262426111148,0.94557673395048,0.999999592678844
"FBgn0033431",390.67495460738,0.464583878230168,0.342800613702697,1.35525976226253,0.175334810092657,0.999999592678844
"FBgn0036969",2.50136003419599,-0.391317085581899,1.43503470495432,-0.272688238292018,0.785092876670183,0.999999592678844
"FBgn0031608",262.648128269635,-0.0198783359602322,0.454047220603921,-0.0437803273716604,0.965079508529761,0.999999592678844
"FBgn0031609",300.764665534261,-0.00290641916411318,0.171925166302879,-0.0169051409203988,0.986512291492552,0.999999592678844
"FBgn0050287",17.2950452621132,0.502764946514825,0.984988085555902,0.510427439567532,0.609752037223561,0.999999592678844
"FBgn0038052",19.6970010213595,-0.0980071146015031,0.956006750164683,-0.102517178445257,0.918346178258785,0.999999592678844
"FBgn0034988",634.677341507021,0.189885805267525,0.334996047784298,0.56682998657283,0.570829695387403,0.999999592678844
"FBgn0034989",1572.31977563953,0.0206989262552678,0.087868687564141,0.235566580417608,0.813769008653667,0.999999592678844
"FBgn0010228",2294.71787654153,0.315945596771954,0.433784391495633,0.728347084325959,0.466401146619601,0.999999592678844
"FBgn0010226",2126.87240400811,0.53995802929413,0.138343386954049,3.90302739568952,9.49969452957006e-05,0.0920593474488643
"FBgn0010225",13716.5339484839,0.440071763288842,0.86178545075738,0.510651186907467,0.609595326603674,0.999999592678844
"FBgn0040104",70.574600958605,0.377287036765811,1.19822052514869,0.314872787477073,0.752858243871014,0.999999592678844
"FBgn0034232",389.51629929628,0.0318735639629372,0.373142997614339,0.0854191668253681,0.931928155927791,0.999999592678844
"FBgn0010222",3021.07198269144,-0.0460762573643811,0.625940109492364,-0.0736112875107953,0.941319689373723,0.999999592678844
"FBgn0034982",654.09069954915,0.0197160552286363,0.238984050251607,0.0824994605618193,0.934249547283096,0.999999592678844
"FBgn0044508",10.3608829975476,-0.496228274275021,0.245783388074665,-2.01896587951776,0.0434907660036747,0.999999592678844
"FBgn0265633",7.35439838229728,0.0524401248824921,0.853145874063127,0.0614667742958713,0.950987474624416,0.999999592678844
"FBgn0267552",5.12706871594893,-0.185177308591241,0.806958998944972,-0.229475486156476,0.818499371526182,0.999999592678844
"FBgn0037899",3557.5236264027,-0.317231480441215,0.15805021814262,-2.00715623280541,0.0447330302166767,0.999999592678844
"FBgn0037754",970.794614627566,-0.29114585501212,1.40923506715633,-0.206598502831481,0.836323429607613,0.999999592678844
"FBgn0265252",14.6932275837241,-0.360813253181549,0.456867604687292,-0.789754514173777,0.429671147806605,0.999999592678844
"FBgn0265253",5.23380402086737,-0.758350643711822,0.980162475235849,-0.773698915100118,0.439108861738966,0.999999592678844
"FBgn0265254",42.937099216785,-0.0263029069897782,0.155765770435091,-0.168861919510994,0.865905252821536,0.999999592678844
