"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0033542","FBgn0033542",28.7069331673058,2.34696721781888,0.269866174008272,8.69678175282147,3.41429221034759e-18,2.25386278019902e-17
"FBgn0085317","FBgn0085317",103.753665000714,-4.31057073063195,0.438567582730333,-9.82874909220649,8.46638299747398e-23,6.95780737258116e-22
"FBgn0086695","FBgn0086695",500.364455183582,-1.43003474096417,0.321640782600589,-4.44606162627074,8.74588685193544e-06,2.29922165422172e-05
"FBgn0086691","FBgn0086691",2689.58851102032,0.532365085778715,0.231683128414999,2.29781550957445,0.0215722916574959,0.0348469089272838
"FBgn0086690","FBgn0086690",2211.80931090042,0.632581459825682,0.210190097798266,3.0095683214954,0.00261619230915951,0.00494470957395899
"FBgn0086693","FBgn0086693",43.5850982347646,1.22250045510422,0.196229482961232,6.22995299511511,4.66575143979036e-10,1.88760400692741e-09
"FBgn0035235","FBgn0035235",449.598320944777,0.712022122673176,0.0958139971551607,7.43129546636209,1.07539191359242e-13,5.54532010525403e-13
"FBgn0035234","FBgn0035234",30.009365400302,1.39248481822369,0.246416775450173,5.65093352788091,1.59578797211731e-08,5.6839763055854e-08
"FBgn0035237","FBgn0035237",3102.28588489845,1.14783776242754,0.145879121081773,7.86841704224493,3.59156589682499e-15,2.02007519507608e-14
"FBgn0033744","FBgn0033744",453.027999712803,0.543580841159923,0.24634770049974,2.20655942822773,0.0273448540759358,0.0433097877622638
"FBgn0035231","FBgn0035231",392.923390177989,1.39241143703897,0.114836886677326,12.1251235324014,7.77428853060756e-34,9.35144343136753e-33
"FBgn0036254","FBgn0036254",566.233957015836,-0.540401997800088,0.204823258184606,-2.63838200109593,0.00833026855357409,0.0144667272520454
"FBgn0035233","FBgn0035233",413.426100892964,-0.525459175726081,0.09611931032456,-5.46673893052079,4.5839041054508e-08,1.56724677866255e-07
"FBgn0035232","FBgn0035232",2938.62465621799,0.38205836687129,0.142284938913178,2.68516379730409,0.00724942686123731,0.0127267041674463
"FBgn0263029","FBgn0263029",448.118417840031,3.14784463727366,0.140070103549804,22.4733512541053,7.56611903863427e-112,5.20201692590691e-110
"FBgn0036255","FBgn0036255",268.783170900438,0.525087079691283,0.12660800074491,4.14734516461744,3.36352789003807e-05,8.25593209372981e-05
"FBgn0035239","FBgn0035239",31.2626785287916,1.476326191199,0.339349595203603,4.3504580882533,1.35853421083467e-05,3.50052783959078e-05
"FBgn0035238","FBgn0035238",622.663000602417,0.293914595187173,0.0725065543876825,4.05362794673228,5.0429397944957e-05,0.000121000187860732
"FBgn0031900","FBgn0031900",7.86863792626248,-2.84719418300691,1.27868716864125,-2.22665422226171,0.0259703921107062,0.0412679304795283
"FBgn0033740","FBgn0033740",293.490915994411,-1.41153057547312,0.308874363530227,-4.5699182002037,4.87914618308895e-06,1.32705182178178e-05
"FBgn0038428","FBgn0038428",1008.83433381789,-0.36004805181134,0.0807275040031902,-4.46004191826755,8.19436242906059e-06,2.16327041717248e-05
"FBgn0036787","FBgn0036787",469.998576967572,1.93130659468771,0.223675244766056,8.63442262780434,5.90243961218357e-18,3.83795840829425e-17
"FBgn0037307","FBgn0037307",13.3658193483151,-1.58488040875222,0.367997656432026,-4.30676766835598,1.65657442307157e-05,4.23036723992013e-05
"FBgn0250819","FBgn0250819",1111.76552502636,-0.778236029586934,0.182973204938916,-4.25327866911847,2.10663148523551e-05,5.30431005547992e-05
"FBgn0086673","FBgn0086673",13.5985210602438,3.38727979050561,0.660982550891571,5.12461302637514,2.98149454349575e-07,9.36190774800688e-07
"FBgn0014189","FBgn0014189",3970.24668131199,-0.478217877498481,0.0778721048673755,-6.14106782284795,8.19685737949514e-10,3.25854216583911e-09
"FBgn0038975","FBgn0038975",1476.15330693505,2.9638558337177,0.222467994452015,13.3226167701933,1.71006887350884e-40,2.45057933559092e-39
"FBgn0038974","FBgn0038974",428.460860616159,-0.205200185938368,0.0848673860488276,-2.41789214316449,0.0156107032282095,0.0258813899087274
"FBgn0038977","FBgn0038977",66.8052969212109,-0.489674468731086,0.209245780862366,-2.34018801580127,0.019274034177732,0.0314248928371419
"FBgn0250815","FBgn0250815",62047.0035322081,-9.74511841103434,0.956678683228509,-10.1864069743327,2.28036991617657e-24,2.03054595083748e-23
"FBgn0052647","FBgn0052647",3128.86527777999,1.54135513107818,0.255666547163143,6.02877125764376,1.65210921877896e-09,6.37828726317178e-09
"FBgn0033749","FBgn0033749",226.29842009591,0.491567657160364,0.0944093608015193,5.20676819530435,1.92157890423187e-07,6.15511857765921e-07
"FBgn0002774","FBgn0002774",1555.78286629194,1.03884574256762,0.0766543713531347,13.5523352971199,7.67489945854103e-42,1.14685967918484e-40
"FBgn0002775","FBgn0002775",527.703300720683,-0.279707770202419,0.0950884822808254,-2.94155257811726,0.00326571397716239,0.00607469149329644
"FBgn0052649","FBgn0052649",650.647125449046,-0.337056386508605,0.128177883549735,-2.62959862633262,0.0085485731306672,0.0148172127193904
"FBgn0014184","FBgn0014184",24544.2546858063,-0.660998698550179,0.265669748276522,-2.4880465421384,0.0128446922228938,0.0215856708359089
"FBgn0265457","FBgn0265457",8.39742414250281,-2.04870450284544,0.939005238447933,-2.18178176112384,0.0291256432891281,0.045870427320542
"FBgn0266680","FBgn0266680",23.1501655952595,1.36403365828839,0.291408400509394,4.68083162978144,2.85713523237723e-06,7.99210215512901e-06
"FBgn0042178","FBgn0042178",1146.87983144265,-0.301414174239605,0.124935958345953,-2.41254942316107,0.0158413895437647,0.0262389170108894
"FBgn0042175","FBgn0042175",1429.54756913909,0.554060106584806,0.136911855528458,4.04683805099437,5.19141316466963e-05,0.000124273897332331
"FBgn0042177","FBgn0042177",2255.34398686762,-0.339758381925476,0.120589412348838,-2.81748103177278,0.00484019735671306,0.00877765395534213
"FBgn0262484","FBgn0262484",3304.68505099723,-6.76183749223207,0.844265206897027,-8.00913911528371,1.15514182912714e-15,6.6761573238758e-15
"FBgn0034425","FBgn0034425",449.309756345514,-0.253089284162805,0.0925442650308339,-2.73479165973689,0.0062419769666263,0.011085229316034
"FBgn0042173","FBgn0042173",257.514952741458,0.368280672574516,0.118375368479957,3.11112588119946,0.00186375470789227,0.00360543692107943
"FBgn0031904","FBgn0031904",966.883607457924,-0.394125071814671,0.0695567909136255,-5.66623426178601,1.45969926884897e-08,5.21463265208908e-08
"FBgn0031903","FBgn0031903",9.95224597998201,6.56200999356136,0.873824900819638,7.5095250632092,5.93422572113705e-14,3.12927192050907e-13
"FBgn0260397","FBgn0260397",696.160360577303,-0.529917467049497,0.16614230335077,-3.18953966787557,0.0014249958075293,0.00280803402511099
"FBgn0260429","FBgn0260429",29.6376441948902,0.731483107749289,0.253965911714346,2.88024130014756,0.00397370913912926,0.00730846490111451
"FBgn0260398","FBgn0260398",851.423004239754,-0.790734031491777,0.205422411342641,-3.84930751383717,0.000118452224019757,0.000271024892274337
"FBgn0034420","FBgn0034420",2335.20047370231,-0.187210046071418,0.0699648304746277,-2.67577359655446,0.00745569915367729,0.0130560343425981
"FBgn0264550","FBgn0264550",2.67094049692093,-3.38485184636627,1.4654097360694,-2.30983305423185,0.0208973985472584,0.0338262020483218
"FBgn0264554","FBgn0264554",71.6350572388722,0.628704237607941,0.186409474052303,3.372705388523,0.000744335490214682,0.00152652471685104
"FBgn0022740","FBgn0022740",6.87914220175332,-2.97369151595332,0.977940290771272,-3.04077001839045,0.00235973998366092,0.00449375639086146
"FBgn0262730","FBgn0262730",1570.63491479817,2.12311217423085,0.216826324202386,9.79176390155069,1.22146137581801e-22,9.95364444983306e-22
