"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.5354",1.67718592342953,-0.394981291196927,0.576567772610163,-0.685056137301637,0.493308497402437,NA
"MSTRG.5355",4.38663107193597,-0.401483547243548,0.365429524049302,-1.0986620423953,0.27191550486532,NA
"MSTRG.5356",0.0557476885866856,-0.280067763475097,3.63969498273449,-0.0769481412051412,0.938664799901748,NA
"MSTRG.10899",0.188238656859931,0.0928217329865811,3.6384885819693,0.0255110689220144,0.979647319638538,NA
"MSTRG.1853",0.0945090774698652,0.13022854377098,3.64054401065423,0.035771726255708,0.971464377812071,NA
"MSTRG.12417",1.76838629743092,-0.0463063443474947,1.25577902541091,-0.0368745960957123,0.970584995346401,NA
"MSTRG.12412",3.1006955018706,-0.606189860831283,0.354566519026251,-1.70966469844944,0.0873278942071861,NA
"MSTRG.12413",0.019505979517621,0.0424579426709363,3.64058073836459,0.0116624093028655,0.990694954608606,NA
"MSTRG.1858",0.422752877723056,0.135236493235767,1.95186994239729,0.0692856067395911,0.944762282362115,NA
"MSTRG.12419",2.77937622964869,-0.86339727015407,0.409337181231687,-2.10925689075233,0.0349224136693568,NA
"MSTRG.7604",0.776307055275245,-0.348412354849151,1.10338617407534,-0.315766467838088,0.752179771636331,NA
"MSTRG.7600",5.58014003182253,0.144077149741541,0.397145117284461,0.362782125402144,0.716767645405889,NA
"FBgn0053888",0,NA,NA,NA,NA,NA
"FBgn0034413",0.0467119906708039,0.399749414863426,3.64058073836459,0.109803749344397,0.912565017480947,NA
"MSTRG.1768",0.0796900241862919,-0.190713349675675,3.64055579032616,-0.0523857786172229,0.958221305577282,NA
"FBgn0265947",0.0261228417336553,0.0592757679341179,3.64058073836459,0.0162819539502221,0.987009454295945,NA
"MSTRG.6170",0.302371506733222,-0.659287030310454,3.63792865387075,-0.181225937350084,0.856190236608928,NA
"FBgn0053889",0,NA,NA,NA,NA,NA
"MSTRG.4952",6.61898694452883,0.112313370627472,0.577425588238162,0.194507089597747,0.845778845041631,NA
"FBgn0264441",1.0881942547121,-0.355929545326017,0.716965287629259,-0.496439020782925,0.619584700289449,NA
"FBgn0083941",0.74377884732626,1.0103725474747,0.795317335124023,1.27040176650638,0.203941554343946,NA
"FBgn0264444",0,NA,NA,NA,NA,NA
"MSTRG.5668",0.511666242859282,-2.07964915248257,3.62894329370248,-0.573072926240404,0.566595317617603,NA
"FBgn0032416",5.02721531170255,-0.259042002173238,0.413565264778137,-0.626363053754537,0.531076837245105,NA
"FBgn0029606",1.64649002787342,-0.991773969943017,0.896417274667996,-1.10637534323548,0.26856409313812,NA
"FBgn0266944",0.0651871745095969,-0.0501015778804954,3.64002184899927,-0.0137640871288368,0.989018194138144,NA
"MSTRG.11995",0.0239646224409937,0.0506869515190751,3.64058073836459,0.0139227653942498,0.988891599331092,NA
"MSTRG.11997",3.62683868926627,0.0272819439704548,0.275408131376447,0.0990600525630955,0.921090589467103,NA
"FBgn0266942",0.973665284163423,0.373400012111535,0.852674149326283,0.437916421421439,0.661446871146941,NA
"MSTRG.3723",4.80607938684568,0.184523131285091,0.370746595294806,0.497706880189592,0.618690657990155,NA
"MSTRG.3721",0.172225389490315,0.376272662798332,3.63947587823872,0.103386497228393,0.917656228368076,NA
"MSTRG.3720",0.737462105490396,0.455071739170895,1.90265191640739,0.239177610600559,0.810967863044416,NA
"FBgn0031367",0.0827985388147339,0.582684946990923,3.64036336282935,0.160062303928378,0.872831995369412,NA
"MSTRG.11190",1.52029873154137,0.338863733425543,0.604777457394247,0.560311448918047,0.575267019542354,NA
"MSTRG.11192",1.18421321523143,-0.250504054971511,0.702198735956868,-0.356742389503386,0.721284668497524,NA
"MSTRG.11195",0.183442551278448,-15.9616222049282,3.63795312369877,-4.38752827818181,1.14646091675199e-05,NA
"MSTRG.11196",0.0574000370948432,0.0672461253111087,3.64058073836459,0.0184712632801866,0.985262902234068,NA
"MSTRG.1475",0.441759180910425,-0.71204635887744,1.59824073553143,-0.445518840214443,0.655944847638291,NA
"MSTRG.1474",0.334897893118004,0.301483133772297,1.561118088685,0.193120005435495,0.846864985494323,NA
"MSTRG.7863",0.432588188981571,0.240156437007172,1.37075338485429,0.175200323895388,0.860922229836923,NA
