sn,pl3c
13905,FBgn0262204
13906,FBgn0004870
13907,FBgn0004876
13908,FBgn0004875
13909,FBgn0262201
13910,FBgn0023214
13911,FBgn0023215
13912,FBgn0023216
13913,FBgn0004878
13914,FBgn0039016
13915,FBgn0023213
13916,FBgn0034569
13917,FBgn0267658
13918,FBgn0001218
13919,FBgn0035091
13920,FBgn0266487
13921,FBgn0036489
13922,FBgn0036488
13923,FBgn0036487
13924,FBgn0036486
13925,FBgn0036485
13926,FBgn0036484
13927,FBgn0036483
13928,FBgn0036482
13929,FBgn0036481
13930,FBgn0036480
13931,FBgn0039288
13932,FBgn0032258
13933,FBgn0032259
13934,FBgn0032256
13935,FBgn0039937
13936,FBgn0039286
13937,FBgn0032252
13938,FBgn0032253
13939,FBgn0039282
13940,FBgn0032251
13941,FBgn0014469
13942,FBgn0001624
13943,FBgn0053062
13944,FBgn0001330
13945,FBgn0033971
13946,FBgn0014465
13947,FBgn0014464
13948,FBgn0014466
13949,FBgn0050384
13950,FBgn0033353
13951,FBgn0040375
13952,FBgn0267692
13953,FBgn0263231
13954,FBgn0263232
13955,FBgn0263233
13956,FBgn0263234
13957,FBgn0263235
13958,FBgn0263236
13959,FBgn0263237
13960,FBgn0051700
13961,FBgn0037085
13962,FBgn0040370
13963,FBgn0040371
13964,FBgn0011818
13965,FBgn0040372
13966,FBgn0040373
13967,FBgn0038889
13968,FBgn0038888
13969,FBgn0053207
13970,FBgn0024189
13971,FBgn0024188
13972,FBgn0053202
13973,FBgn0053203
13974,FBgn0038881
13975,FBgn0024184
13976,FBgn0024187
13977,FBgn0053208
13978,FBgn0262033
13979,FBgn0024183
13980,FBgn0024182
13981,FBgn0033355
13982,FBgn0033708
13983,FBgn0033703
13984,FBgn0033702
13985,FBgn0033701
13986,FBgn0033706
13987,FBgn0033705
13988,FBgn0267514
13989,FBgn0028530
13990,FBgn0028531
13991,FBgn0028532
13992,FBgn0028533
13993,FBgn0028534
13994,FBgn0051253
13995,FBgn0028537
13996,FBgn0028538
13997,FBgn0028539
13998,FBgn0262036
13999,FBgn0015299
14000,FBgn0029114
14001,FBgn0029117
14002,FBgn0033778
14003,FBgn0029113
14004,FBgn0043025
14005,FBgn0086856
14006,FBgn0086855
14007,FBgn0024985
14008,FBgn0024984
14009,FBgn0024987
14010,FBgn0024986
14011,FBgn0035709
14012,FBgn0024980
14013,FBgn0024983
14014,FBgn0035704
14015,FBgn0035707
14016,FBgn0044049
14017,FBgn0024989
14018,FBgn0035703
14019,FBgn0035702
14020,FBgn0020294
14021,FBgn0020299
14022,FBgn0259851
14023,FBgn0259850
14024,FBgn0259853
14025,FBgn0259852
14026,FBgn0259855
14027,FBgn0259857
14028,FBgn0259856
14029,FBgn0259859
14030,FBgn0259858
14031,FBgn0034681
14032,FBgn0003660
14033,FBgn0031284
14034,FBgn0031285
14035,FBgn0031286
14036,FBgn0031287
14037,FBgn0031281
14038,FBgn0031282
14039,FBgn0042104
14040,FBgn0031288
14041,FBgn0031289
14042,FBgn0052009
14043,FBgn0042106
14044,FBgn0052553
14045,FBgn0052000
14046,FBgn0052551
14047,FBgn0052557
14048,FBgn0052006
14049,FBgn0025582
14050,FBgn0025583
14051,FBgn0265157
14052,FBgn0025629
14053,FBgn0052161
14054,FBgn0050254
14055,FBgn0265303
14056,FBgn0016684
14057,FBgn0045770
14058,FBgn0040514
14059,FBgn0034121
14060,FBgn0026179
14061,FBgn0043021
14062,FBgn0043022
14063,FBgn0026176
14064,FBgn0026174
14065,FBgn0026175
14066,FBgn0027492
14067,FBgn0266398
14068,FBgn0266976
14069,FBgn0265308
14070,FBgn0265309
14071,FBgn0265306
14072,FBgn0265307
14073,FBgn0265304
14074,FBgn0265305
14075,FBgn0265302
14076,FBgn0027490
14077,FBgn0265300
14078,FBgn0265301
14079,FBgn0263382
14080,FBgn0034646
14081,FBgn0003089
14082,FBgn0016698
14083,FBgn0016694
14084,FBgn0003082
14085,FBgn0016696
14086,FBgn0016697
14087,FBgn0003087
14088,FBgn0003086
14089,FBgn0264310
14090,FBgn0038196
14091,FBgn0261791
14092,FBgn0261790
14093,FBgn0261793
14094,FBgn0261792
14095,FBgn0261794
14096,FBgn0261797
14097,FBgn0031752
14098,FBgn0031753
14099,FBgn0039591
14100,FBgn0051380
14101,FBgn0031756
14102,FBgn0031757
14103,FBgn0030089
14104,FBgn0030088
14105,FBgn0267655
14106,FBgn0267652
14107,FBgn0267653
14108,FBgn0267650
14109,FBgn0267651
14110,FBgn0030081
14111,FBgn0030082
14112,FBgn0023180
14113,FBgn0023181
14114,FBgn0030087
14115,FBgn0016691
14116,FBgn0028552
14117,FBgn0034651
14118,FBgn0032149
14119,FBgn0266388
14120,FBgn0000216
14121,FBgn0033773
14122,FBgn0016693
14123,FBgn0267120
14124,FBgn0039709
14125,FBgn0259146
14126,FBgn0259145
14127,FBgn0024249
14128,FBgn0259143
14129,FBgn0259140
14130,FBgn0039703
14131,FBgn0039702
14132,FBgn0039705
14133,FBgn0031758
14134,FBgn0039707
14135,FBgn0263077
14136,FBgn0031759
14137,FBgn0031139
14138,FBgn0031134
14139,FBgn0031135
14140,FBgn0031132
14141,FBgn0021795
14142,FBgn0031130
14143,FBgn0030881
14144,FBgn0030880
14145,FBgn0030883
14146,FBgn0030882
14147,FBgn0030669
14148,FBgn0030884
14149,FBgn0030887
14150,FBgn0030886
14151,FBgn0030889
14152,FBgn0037368
14153,FBgn0030667
14154,FBgn0030666
14155,FBgn0030661
14156,FBgn0041721
14157,FBgn0030663
14158,FBgn0030662
14159,FBgn0011758
14160,FBgn0261799
14161,FBgn0267007
14162,FBgn0011754
14163,FBgn0029709
14164,FBgn0036133
14165,FBgn0029809
14166,FBgn0031751
14167,FBgn0034459
14168,FBgn0266655
14169,FBgn0266654
14170,FBgn0029801
14171,FBgn0029800
14172,FBgn0266651
14173,FBgn0266650
14174,FBgn0266653
14175,FBgn0283741
14176,FBgn0010591
14177,FBgn0010590
14178,FBgn0051118
14179,FBgn0051119
14180,FBgn0016715
14181,FBgn0023516
14182,FBgn0051111
14183,FBgn0051116
14184,FBgn0267009
14185,FBgn0051115
14186,FBgn0041096
14187,FBgn0041097
14188,FBgn0041094
14189,FBgn0029707
14190,FBgn0041092
14191,FBgn0036135
14192,FBgn0267657
14193,FBgn0014879
14194,FBgn0035521
14195,FBgn0263934
14196,FBgn0263933
14197,FBgn0029702
14198,FBgn0033289
14199,FBgn0033286
14200,FBgn0033287
14201,FBgn0039218
14202,FBgn0033283
14203,FBgn0033280
14204,FBgn0034948
14205,FBgn0036138
14206,FBgn0015295
14207,FBgn0034942
14208,FBgn0029730
14209,FBgn0034945
14210,FBgn0034946
14211,FBgn0038078
14212,FBgn0038079
14213,FBgn0267121
14214,FBgn0034143
14215,FBgn0266786
14216,FBgn0038070
14217,FBgn0038071
14218,FBgn0038072
14219,FBgn0038073
14220,FBgn0038074
14221,FBgn0038076
14222,FBgn0265610
14223,FBgn0030085
14224,FBgn0041711
14225,FBgn0040324
14226,FBgn0036010
14227,FBgn0033063
14228,FBgn0033060
14229,FBgn0033061
14230,FBgn0266268
14231,FBgn0036547
14232,FBgn0036544
14233,FBgn0036545
14234,FBgn0036018
14235,FBgn0036019
14236,FBgn0036549
14237,FBgn0266260
14238,FBgn0266261
14239,FBgn0266262
14240,FBgn0266263
14241,FBgn0266391
14242,FBgn0065080
14243,FBgn0015618
14244,FBgn0034093
14245,FBgn0015615
14246,FBgn0015614
14247,FBgn0267719
14248,FBgn0034091
14249,FBgn0001108
14250,FBgn0001104
14251,FBgn0001105
14252,FBgn0264997
14253,FBgn0035236
14254,FBgn0034725
14255,FBgn0034094
14256,FBgn0034095
14257,FBgn0053172
14258,FBgn0040775
14259,FBgn0015577
14260,FBgn0266393
14261,FBgn0037689
14262,FBgn0021760
14263,FBgn0021761
14264,FBgn0053496
14265,FBgn0021767
14266,FBgn0021764
14267,FBgn0021765
14268,FBgn0041712
14269,FBgn0021768
14270,FBgn0045497
14271,FBgn0265689
14272,FBgn0265688
14273,FBgn0004687
14274,FBgn0265683
14275,FBgn0265682
14276,FBgn0265681
14277,FBgn0265680
14278,FBgn0265687
14279,FBgn0265686
14280,FBgn0265685
14281,FBgn0265684
14282,FBgn0266888
14283,FBgn0266889
14284,FBgn0053491
14285,FBgn0052633
14286,FBgn0052631
14287,FBgn0266880
14288,FBgn0266881
14289,FBgn0266882
14290,FBgn0266883
14291,FBgn0266884
14292,FBgn0266885
14293,FBgn0266886
14294,FBgn0266887
14295,FBgn0034835
14296,FBgn0083010
14297,FBgn0083011
14298,FBgn0083012
14299,FBgn0083013
14300,FBgn0083014
14301,FBgn0083015
14302,FBgn0083016
14303,FBgn0038655
14304,FBgn0267133
14305,FBgn0262412
14306,FBgn0267131
14307,FBgn0262410
14308,FBgn0267137
14309,FBgn0267136
14310,FBgn0262415
14311,FBgn0032620
14312,FBgn0267139
14313,FBgn0262418
14314,FBgn0250821
14315,FBgn0023407
14316,FBgn0264382
14317,FBgn0035193
14318,FBgn0263026
14319,FBgn0035932
14320,FBgn0035933
14321,FBgn0035931
14322,FBgn0035936
14323,FBgn0035934
14324,FBgn0038927
14325,FBgn0052944
14326,FBgn0028980
14327,FBgn0025463
14328,FBgn0028982
14329,FBgn0028984
14330,FBgn0028987
14331,FBgn0028986
14332,FBgn0025469
14333,FBgn0028988
14334,FBgn0035197
14335,FBgn0039704
14336,FBgn0003270
14337,FBgn0003274
14338,FBgn0259149
14339,FBgn0003277
14340,FBgn0003278
14341,FBgn0003279
14342,FBgn0038719
14343,FBgn0259148
14344,FBgn0029587
14345,FBgn0267713
14346,FBgn0053177
14347,FBgn0029580
14348,FBgn0285991
14349,FBgn0028686
14350,FBgn0285993
14351,FBgn0285992
14352,FBgn0285994
14353,FBgn0029588
14354,FBgn0029589
14355,FBgn0086444
14356,FBgn0039806
14357,FBgn0086446
14358,FBgn0086447
14359,FBgn0086442
14360,FBgn0086443
14361,FBgn0011963
14362,FBgn0011962
14363,FBgn0011961
14364,FBgn0011960
14365,FBgn0086448
14366,FBgn0011966
14367,FBgn0011965
14368,FBgn0036837
14369,FBgn0001227
14370,FBgn0039805
14371,FBgn0036834
14372,FBgn0046698
14373,FBgn0039802
14374,FBgn0039136
14375,FBgn0039137
14376,FBgn0003416
14377,FBgn0039135
14378,FBgn0039132
14379,FBgn0003411
14380,FBgn0039130
14381,FBgn0039131
14382,FBgn0032857
14383,FBgn0039139
14384,FBgn0053547
14385,FBgn0053544
14386,FBgn0053543
14387,FBgn0053542
14388,FBgn0024841
14389,FBgn0033516
14390,FBgn0024846
14391,FBgn0053548
14392,FBgn0053745
14393,FBgn0052499
14394,FBgn0017572
14395,FBgn0012051
14396,FBgn0052493
14397,FBgn0052496
14398,FBgn0017578
14399,FBgn0052495
14400,FBgn0046692
14401,FBgn0263748
14402,FBgn0037424
14403,FBgn0037360
14404,FBgn0037912
14405,FBgn0036350
14406,FBgn0011509
14407,FBgn0037363
14408,FBgn0266464
14409,FBgn0037913
14410,FBgn0046697
14411,FBgn0037365
14412,FBgn0046696
14413,FBgn0030668
14414,FBgn0263454
14415,FBgn0263455
14416,FBgn0263456
14417,FBgn0263457
14418,FBgn0263451
14419,FBgn0263452
14420,FBgn0030664
14421,FBgn0263458
14422,FBgn0263459
14423,FBgn0014127
14424,FBgn0266798
14425,FBgn0266799
14426,FBgn0041720
14427,FBgn0266796
14428,FBgn0266797
14429,FBgn0266790
14430,FBgn0266791
14431,FBgn0036389
14432,FBgn0030660
14433,FBgn0034715
14434,FBgn0262734
14435,FBgn0034717
14436,FBgn0034716
14437,FBgn0030237
14438,FBgn0034710
14439,FBgn0034713
14440,FBgn0034712
14441,FBgn0261286
14442,FBgn0264844
14443,FBgn0034718
14444,FBgn0038665
14445,FBgn0030418
14446,FBgn0038666
14447,FBgn0033512
14448,FBgn0038660
14449,FBgn0038662
14450,FBgn0030412
14451,FBgn0030410
14452,FBgn0030411
14453,FBgn0284235
14454,FBgn0036847
14455,FBgn0036846
14456,FBgn0036844
14457,FBgn0036843
14458,FBgn0036842
14459,FBgn0284233
14460,FBgn0262683
14461,FBgn0036849
14462,FBgn0036848
14463,FBgn0034579
14464,FBgn0034578
14465,FBgn0040628
14466,FBgn0010109
14467,FBgn0284231
14468,FBgn0034570
14469,FBgn0010100
14470,FBgn0284230
14471,FBgn0034577
14472,FBgn0010105
14473,FBgn0284224
14474,FBgn0051562
14475,FBgn0284226
14476,FBgn0051560
14477,FBgn0284220
14478,FBgn0284221
14479,FBgn0284222
14480,FBgn0284223
14481,FBgn0051569
14482,FBgn0051568
14483,FBgn0284228
14484,FBgn0284229
14485,FBgn0261924
14486,FBgn0026722
14487,FBgn0026721
14488,FBgn0033277
14489,FBgn0265512
14490,FBgn0265511
14491,FBgn0265510
14492,FBgn0082998
14493,FBgn0082999
14494,FBgn0262681
14495,FBgn0082997
14496,FBgn0082994
14497,FBgn0051591
14498,FBgn0082993
14499,FBgn0082990
14500,FBgn0034560
14501,FBgn0021979
14502,FBgn0267925
14503,FBgn0262220
14504,FBgn0267787
14505,FBgn0043825
14506,FBgn0051301
14507,FBgn0051300
14508,FBgn0026756
14509,FBgn0267616
14510,FBgn0267551
14511,FBgn0000028
14512,FBgn0260953
14513,FBgn0260954
14514,FBgn0260955
14515,FBgn0003345
14516,FBgn0260959
14517,FBgn0000022
14518,FBgn0267783
14519,FBgn0000024
14520,FBgn0003346
14521,FBgn0085412
14522,FBgn0085413
14523,FBgn0085410
14524,FBgn0085411
14525,FBgn0085417
14526,FBgn0085414
14527,FBgn0085415
14528,FBgn0036717
14529,FBgn0036716
14530,FBgn0036715
14531,FBgn0085419
14532,FBgn0036713
14533,FBgn0036712
14534,FBgn0036711
14535,FBgn0036710
14536,FBgn0266656
14537,FBgn0032018
14538,FBgn0032014
14539,FBgn0029807
14540,FBgn0032016
14541,FBgn0032017
14542,FBgn0032010
14543,FBgn0005670
14544,FBgn0262222
14545,FBgn0032013
14546,FBgn0004855
14547,FBgn0037009
14548,FBgn0004856
14549,FBgn0004852
14550,FBgn0061515
14551,FBgn0037001
14552,FBgn0037003
14553,FBgn0004859
14554,FBgn0037005
14555,FBgn0037007
14556,FBgn0036892
14557,FBgn0033651
14558,FBgn0005674
14559,FBgn0052733
14560,FBgn0052343
14561,FBgn0036998
14562,FBgn0037543
14563,FBgn0001319
14564,FBgn0001311
14565,FBgn0052732
14566,FBgn0001316
14567,FBgn0052679
14568,FBgn0263212
14569,FBgn0263213
14570,FBgn0033499
14571,FBgn0263211
14572,FBgn0263216
14573,FBgn0263217
14574,FBgn0263214
14575,FBgn0263215
14576,FBgn0033491
14577,FBgn0263219
14578,FBgn0033497
14579,FBgn0033494
14580,FBgn0267550
14581,FBgn0261974
14582,FBgn0033278
14583,FBgn0036895
14584,FBgn0053958
14585,FBgn0033949
14586,FBgn0000318
14587,FBgn0053229
14588,FBgn0037429
14589,FBgn0053222
14590,FBgn0053223
14591,FBgn0053221
14592,FBgn0035543
14593,FBgn0035542
14594,FBgn0038861
14595,FBgn0035540
14596,FBgn0040321
14597,FBgn0038866
14598,FBgn0035545
14599,FBgn0035544
14600,FBgn0265053
14601,FBgn0029733
14602,FBgn0038869
14603,FBgn0035548
14604,FBgn0263133
14605,FBgn0263132
14606,FBgn0263131
14607,FBgn0014877
14608,FBgn0020765
14609,FBgn0243516
14610,FBgn0028518
14611,FBgn0243514
14612,FBgn0243513
14613,FBgn0034313
14614,FBgn0243511
14615,FBgn0020762
14616,FBgn0033725
14617,FBgn0033724
14618,FBgn0033727
14619,FBgn0033726
14620,FBgn0028516
14621,FBgn0033720
14622,FBgn0033723
14623,FBgn0028515
14624,FBgn0022943
14625,FBgn0022942
14626,FBgn0035168
14627,FBgn0263657
14628,FBgn0038159
14629,FBgn0035767
14630,FBgn0035094
14631,FBgn0035097
14632,FBgn0037546
14633,FBgn0035763
14634,FBgn0035762
14635,FBgn0035761
14636,FBgn0035760
14637,FBgn0052791
14638,FBgn0052793
14639,FBgn0052792
14640,FBgn0035099
14641,FBgn0261506
14642,FBgn0052797
14643,FBgn0035768
14644,FBgn0000317
14645,FBgn0263659
14646,FBgn0051373
14647,FBgn0026576
14648,FBgn0267299
14649,FBgn0261501
14650,FBgn0037549
14651,FBgn0261502
14652,FBgn0032870
14653,FBgn0030671
14654,FBgn0267956
14655,FBgn0267438
14656,FBgn0065064
14657,FBgn0263930
14658,FBgn0261238
14659,FBgn0267293
14660,FBgn0262850
14661,FBgn0052579
14662,FBgn0260798
14663,FBgn0260799
14664,FBgn0052574
14665,FBgn0260794
14666,FBgn0260795
14667,FBgn0052571
14668,FBgn0260793
14669,FBgn0052573
14670,FBgn0052572
14671,FBgn0045759
14672,FBgn0266835
14673,FBgn0033285
14674,FBgn0264488
14675,FBgn0264489
14676,FBgn0264486
14677,FBgn0264487
14678,FBgn0264484
14679,FBgn0266407
14680,FBgn0264482
14681,FBgn0266837
14682,FBgn0264480
14683,FBgn0264481
14684,FBgn0266836
14685,FBgn0262429
14686,FBgn0267430
14687,FBgn0262620
14688,FBgn0029176
14689,FBgn0262622
14690,FBgn0262623
14691,FBgn0262624
14692,FBgn0029172
14693,FBgn0261822
14694,FBgn0026575
14695,FBgn0266833
14696,FBgn0266832
14697,FBgn0265875
14698,FBgn0025709
14699,FBgn0260940
14700,FBgn0025700
14701,FBgn0025702
14702,FBgn0039099
14703,FBgn0039098
14704,FBgn0035551
14705,FBgn0053818
14706,FBgn0039091
14707,FBgn0039093
14708,FBgn0260944
14709,FBgn0039094
14710,FBgn0265835
14711,FBgn0034940
14712,FBgn0031738
14713,FBgn0031739
14714,FBgn0027512
14715,FBgn0031734
14716,FBgn0031735
14717,FBgn0031736
14718,FBgn0266242
14719,FBgn0031730
14720,FBgn0031731
14721,FBgn0031732
14722,FBgn0031733
14723,FBgn0030063
14724,FBgn0030061
14725,FBgn0030060
14726,FBgn0030067
14727,FBgn0030066
14728,FBgn0030065
14729,FBgn0028669
14730,FBgn0261723
14731,FBgn0028422
14732,FBgn0032618
14733,FBgn0259168
14734,FBgn0260243
14735,FBgn0267961
14736,FBgn0266965
14737,FBgn0000233
14738,FBgn0031607
14739,FBgn0259163
14740,FBgn0259162
14741,FBgn0000239
14742,FBgn0259164
14743,FBgn0259167
14744,FBgn0259166
14745,FBgn0035553
14746,FBgn0036726
14747,FBgn0037521
14748,FBgn0034387
14749,FBgn0034485
14750,FBgn0034382
14751,FBgn0034383
14752,FBgn0034380
14753,FBgn0034381
14754,FBgn0046222
14755,FBgn0046225
14756,FBgn0034389
14757,FBgn0030607
14758,FBgn0041707
14759,FBgn0030605
14760,FBgn0028847
14761,FBgn0030603
14762,FBgn0030600
14763,FBgn0037520
14764,FBgn0030608
14765,FBgn0000039
14766,FBgn0011770
14767,FBgn0011771
14768,FBgn0086785
14769,FBgn0011774
14770,FBgn0036763
14771,FBgn0261575
14772,FBgn0029798
14773,FBgn0085407
14774,FBgn0035555
14775,FBgn0264719
14776,FBgn0266637
14777,FBgn0266636
14778,FBgn0266635
14779,FBgn0266634
14780,FBgn0266633
14781,FBgn0266632
14782,FBgn0266631
14783,FBgn0266630
14784,FBgn0029825
14785,FBgn0029824
14786,FBgn0029827
14787,FBgn0029826
14788,FBgn0029821
14789,FBgn0029820
14790,FBgn0029823
14791,FBgn0085400
14792,FBgn0032867
14793,FBgn0051174
14794,FBgn0051176
14795,FBgn0035678
14796,FBgn0265159
14797,FBgn0050222
14798,FBgn0050220
14799,FBgn0050227
14800,FBgn0050225
14801,FBgn0263911
14802,FBgn0050229
14803,FBgn0263916
14804,FBgn0033260
14805,FBgn0033261
14806,FBgn0033264
14807,FBgn0033265
14808,FBgn0033266
14809,FBgn0033268
14810,FBgn0035677
14811,FBgn0034962
14812,FBgn0034963
14813,FBgn0034961
14814,FBgn0034966
14815,FBgn0083969
14816,FBgn0034964
14817,FBgn0034965
14818,FBgn0083965
14819,FBgn0083966
14820,FBgn0083967
14821,FBgn0083960
14822,FBgn0083961
14823,FBgn0083962
14824,FBgn0083963
14825,FBgn0034223
14826,FBgn0038053
14827,FBgn0002899
14828,FBgn0038051
14829,FBgn0038056
14830,FBgn0038057
14831,FBgn0038054
14832,FBgn0038055
14833,FBgn0002891
14834,FBgn0036723
14835,FBgn0029531
14836,FBgn0039374
14837,FBgn0036038
14838,FBgn0036039
14839,FBgn0039192
14840,FBgn0032455
14841,FBgn0036032
14842,FBgn0036030
14843,FBgn0034118
14844,FBgn0036036
14845,FBgn0029643
14846,FBgn0032002
14847,FBgn0266246
14848,FBgn0266247
14849,FBgn0266244
14850,FBgn0266245
14851,FBgn0033000
14852,FBgn0261963
14853,FBgn0036522
14854,FBgn0266241
14855,FBgn0033458
14856,FBgn0039370
14857,FBgn0036528
14858,FBgn0036529
14859,FBgn0266248
14860,FBgn0266249
14861,FBgn0051798
14862,FBgn0033062
14863,FBgn0040475
14864,FBgn0034114
14865,FBgn0040493
14866,FBgn0032452
14867,FBgn0031473
14868,FBgn0051792
14869,FBgn0051793
14870,FBgn0004862
14871,FBgn0032051
14872,FBgn0051797
14873,FBgn0001124
14874,FBgn0004863
14875,FBgn0001122
14876,FBgn0001123
14877,FBgn0001120
14878,FBgn0029648
14879,FBgn0036014
14880,FBgn0034110
14881,FBgn0001977
14882,FBgn0001128
14883,FBgn0004449
14884,FBgn0003870
14885,FBgn0036016
14886,FBgn0039378
14887,FBgn0033065
14888,FBgn0001970
14889,FBgn0004868
14890,FBgn0263581
14891,FBgn0037012
14892,FBgn0037529
14893,FBgn0037139
14894,FBgn0261849
14895,FBgn0033069
14896,FBgn0023395
14897,FBgn0032271
14898,FBgn0037014
14899,FBgn0038129
14900,FBgn0002772
14901,FBgn0265641
14902,FBgn0032609
14903,FBgn0083033
14904,FBgn0039879
14905,FBgn0083031
14906,FBgn0266279
14907,FBgn0083037
14908,FBgn0083034
14909,FBgn0083035
14910,FBgn0032601
14911,FBgn0032600
14912,FBgn0083038
14913,FBgn0083039
14914,FBgn0039877
14915,FBgn0039876
14916,FBgn0039875
14917,FBgn0032354
14918,FBgn0262435
14919,FBgn0262434
14920,FBgn0086608
14921,FBgn0262436
14922,FBgn0262431
14923,FBgn0262430
14924,FBgn0262433
14925,FBgn0262432
14926,FBgn0086602
14927,FBgn0262515
14928,FBgn0086600
14929,FBgn0086601
14930,FBgn0085353
14931,FBgn0262438
14932,FBgn0086604
14933,FBgn0086605
14934,FBgn0267011
14935,FBgn0024285
14936,FBgn0035959
14937,FBgn0035954
14938,FBgn0035955
14939,FBgn0035956
14940,FBgn0035957
14941,FBgn0035951
14942,FBgn0024288
14943,FBgn0024289
14944,FBgn0028707
14945,FBgn0032551
14946,FBgn0028704
14947,FBgn0028703
14948,FBgn0034623
14949,FBgn0025781
14950,FBgn0003250
14951,FBgn0034622
14952,FBgn0003256
14953,FBgn0003257
14954,FBgn0003254
14955,FBgn0003255
14956,FBgn0040068
14957,FBgn0040069
14958,FBgn0026718
14959,FBgn0033753
14960,FBgn0037801
14961,FBgn0285971
14962,FBgn0285970
14963,FBgn0285976
14964,FBgn0285975
14965,FBgn0037807
14966,FBgn0037809
14967,FBgn0011704
14968,FBgn0011949
14969,FBgn0011948
14970,FBgn0002789
14971,FBgn0002787
14972,FBgn0011944
14973,FBgn0002783
14974,FBgn0002781
14975,FBgn0002780
14976,FBgn0034457
14977,FBgn0003435
14978,FBgn0003430
14979,FBgn0038870
14980,FBgn0004465
14981,FBgn0035379
14982,FBgn0058470
14983,FBgn0035371
14984,FBgn0035372
14985,FBgn0035523
14986,FBgn0035374
14987,FBgn0035375
14988,FBgn0037554
14989,FBgn0010348
14990,FBgn0039867
14991,FBgn0004463
14992,FBgn0039444
14993,FBgn0267809
14994,FBgn0267808
14995,FBgn0266408
14996,FBgn0266409
14997,FBgn0266404
14998,FBgn0266405
14999,FBgn0266406
15000,FBgn0267800
15001,FBgn0266400
15002,FBgn0261361
15003,FBgn0267805
15004,FBgn0039273
15005,FBgn0041717
15006,FBgn0003139
15007,FBgn0032554
15008,FBgn0011937
15009,FBgn0263478
15010,FBgn0263479
15011,FBgn0263476
15012,FBgn0263477
15013,FBgn0263474
15014,FBgn0263475
15015,FBgn0263472
15016,FBgn0263473
15017,FBgn0036745
15018,FBgn0263471
15019,FBgn0053402
15020,FBgn0031078
15021,FBgn0031227
15022,FBgn0034776
15023,FBgn0265155
15024,FBgn0031070
15025,FBgn0036746
15026,FBgn0053400
15027,FBgn0034770
15028,FBgn0038609
15029,FBgn0038608
15030,FBgn0038607
15031,FBgn0038606
15032,FBgn0038603
15033,FBgn0038602
15034,FBgn0038601
15035,FBgn0053407
15036,FBgn0052218
15037,FBgn0001324
15038,FBgn0030478
15039,FBgn0030479
15040,FBgn0001325
15041,FBgn0030474
15042,FBgn0036860
15043,FBgn0036747
15044,FBgn0036862
15045,FBgn0052214
15046,FBgn0264299
15047,FBgn0264298
15048,FBgn0011569
15049,FBgn0037782
15050,FBgn0001206
15051,FBgn0053051
15052,FBgn0264291
15053,FBgn0264297
15054,FBgn0264296
15055,FBgn0264295
15056,FBgn0264294
15057,FBgn0266277
15058,FBgn0034592
15059,FBgn0034590
15060,FBgn0040648
15061,FBgn0040649
15062,FBgn0034595
15063,FBgn0046332
15064,FBgn0034599
15065,FBgn0034598
15066,FBgn0041623
15067,FBgn0051097
15068,FBgn0267752
15069,FBgn0026259
15070,FBgn0267750
15071,FBgn0267757
15072,FBgn0051092
15073,FBgn0051091
15074,FBgn0267754
15075,FBgn0262985
15076,FBgn0026252
15077,FBgn0267759
15078,FBgn0026250
15079,FBgn0051549
15080,FBgn0051548
15081,FBgn0262983
15082,FBgn0051098
15083,FBgn0265539
15084,FBgn0265538
15085,FBgn0265535
15086,FBgn0265534
15087,FBgn0265537
15088,FBgn0265536
15089,FBgn0265531
15090,FBgn0265530
15091,FBgn0265533
15092,FBgn0265532
15093,FBgn0082970
15094,FBgn0082971
15095,FBgn0082972
15096,FBgn0082973
15097,FBgn0082974
15098,FBgn0082975
15099,FBgn0082976
15100,FBgn0082978
15101,FBgn0082979
15102,FBgn0040634
15103,FBgn0265872
15104,FBgn0010380
15105,FBgn0010382
15106,FBgn0010383
15107,FBgn0010385
15108,FBgn0051898
15109,FBgn0010388
15110,FBgn0051320
15111,FBgn0051323
15112,FBgn0051324
15113,FBgn0051327
15114,FBgn0051890
15115,FBgn0262185
15116,FBgn0065099
15117,FBgn0262187
15118,FBgn0262181
15119,FBgn0262180
15120,FBgn0262182
15121,FBgn0260972
15122,FBgn0265453
15123,FBgn0260970
15124,FBgn0260971
15125,FBgn0262189
15126,FBgn0065095
15127,FBgn0030296
15128,FBgn0265455
15129,FBgn0265158
15130,FBgn0000003
15131,FBgn0085382
15132,FBgn0085383
15133,FBgn0000008
15134,FBgn0085386
15135,FBgn0085387
15136,FBgn0085384
15137,FBgn0085385
15138,FBgn0039518
15139,FBgn0085475
15140,FBgn0283469
15141,FBgn0283468
15142,FBgn0036735
15143,FBgn0033926
15144,FBgn0033925
15145,FBgn0033924
15146,FBgn0039510
15147,FBgn0015000
15148,FBgn0033929
15149,FBgn0033928
15150,FBgn0085478
15151,FBgn0085479
15152,FBgn0015001
15153,FBgn0032036
15154,FBgn0032034
15155,FBgn0031360
15156,FBgn0032032
15157,FBgn0032033
15158,FBgn0004839
15159,FBgn0004838
15160,FBgn0004781
15161,FBgn0004780
15162,FBgn0004783
15163,FBgn0004782
15164,FBgn0036621
15165,FBgn0004832
15166,FBgn0032039
15167,FBgn0037022
15168,FBgn0037023
15169,FBgn0041111
15170,FBgn0037021
15171,FBgn0037026
15172,FBgn0037027
15173,FBgn0037024
15174,FBgn0037025
15175,FBgn0265984
15176,FBgn0265985
