sn,pl3c
3033,FBgn0039239
3034,FBgn0039238
3035,FBgn0032229
3036,FBgn0045495
3037,FBgn0085324
3038,FBgn0265366
3039,FBgn0035016
3040,FBgn0053450
3041,FBgn0032223
3042,FBgn0039942
3043,FBgn0032221
3044,FBgn0039232
3045,FBgn0039235
3046,FBgn0039234
3047,FBgn0032225
3048,FBgn0039944
3049,FBgn0267025
3050,FBgn0267024
3051,FBgn0267027
3052,FBgn0267026
3053,FBgn0267021
3054,FBgn0029723
3055,FBgn0267023
3056,FBgn0015904
3057,FBgn0026372
3058,FBgn0267029
3059,FBgn0267028
3060,FBgn0029728
3061,FBgn0029729
3062,FBgn0035688
3063,FBgn0035689
3064,FBgn0035685
3065,FBgn0035686
3066,FBgn0035687
3067,FBgn0033076
3068,FBgn0023514
3069,FBgn0053398
3070,FBgn0034135
3071,FBgn0052392
3072,FBgn0051885
3073,FBgn0053727
3074,FBgn0053725
3075,FBgn0262003
3076,FBgn0053723
3077,FBgn0266834
3078,FBgn0053721
3079,FBgn0264902
3080,FBgn0267127
3081,FBgn0053729
3082,FBgn0262867
3083,FBgn0053406
3084,FBgn0044817
3085,FBgn0044811
3086,FBgn0044810
3087,FBgn0044812
3088,FBgn0016047
3089,FBgn0016041
3090,FBgn0267128
3091,FBgn0003366
3092,FBgn0000261
3093,FBgn0003360
3094,FBgn0051609
3095,FBgn0053290
3096,FBgn0037501
3097,FBgn0035287
3098,FBgn0015584
3099,FBgn0038548
3100,FBgn0038549
3101,FBgn0262567
3102,FBgn0027535
3103,FBgn0267129
3104,FBgn0038540
3105,FBgn0038541
3106,FBgn0035022
3107,FBgn0035023
3108,FBgn0035024
3109,FBgn0038545
3110,FBgn0038546
3111,FBgn0038547
3112,FBgn0040965
3113,FBgn0263630
3114,FBgn0263631
3115,FBgn0263632
3116,FBgn0263633
3117,FBgn0052588
3118,FBgn0042105
3119,FBgn0038472
3120,FBgn0029989
3121,FBgn0261258
3122,FBgn0266579
3123,FBgn0261709
3124,FBgn0266574
3125,FBgn0261707
3126,FBgn0029980
3127,FBgn0261705
3128,FBgn0261702
3129,FBgn0261703
3130,FBgn0261700
3131,FBgn0266573
3132,FBgn0031855
3133,FBgn0031854
3134,FBgn0031857
3135,FBgn0031856
3136,FBgn0031498
3137,FBgn0031850
3138,FBgn0031853
3139,FBgn0263270
3140,FBgn0038473
3141,FBgn0031859
3142,FBgn0031858
3143,FBgn0263271
3144,FBgn0030945
3145,FBgn0266181
3146,FBgn0266180
3147,FBgn0262008
3148,FBgn0034318
3149,FBgn0031149
3150,FBgn0036196
3151,FBgn0034649
3152,FBgn0034647
3153,FBgn0034310
3154,FBgn0034645
3155,FBgn0267001
3156,FBgn0034315
3157,FBgn0034314
3158,FBgn0031145
3159,FBgn0015245
3160,FBgn0284084
3161,FBgn0261113
3162,FBgn0284080
3163,FBgn0284081
3164,FBgn0284082
3165,FBgn0284083
3166,FBgn0038157
3167,FBgn0038156
3168,FBgn0266186
3169,FBgn0038153
3170,FBgn0261111
3171,FBgn0038151
3172,FBgn0038150
3173,FBgn0266966
3174,FBgn0064116
3175,FBgn0265379
3176,FBgn0266722
3177,FBgn0026181
3178,FBgn0265373
3179,FBgn0265372
3180,FBgn0265371
3181,FBgn0265370
3182,FBgn0265377
3183,FBgn0265376
3184,FBgn0026189
3185,FBgn0265374
3186,FBgn0264369
3187,FBgn0264368
3188,FBgn0053390
3189,FBgn0264363
3190,FBgn0264362
3191,FBgn0026702
3192,FBgn0264360
3193,FBgn0264367
3194,FBgn0264366
3195,FBgn0264365
3196,FBgn0264364
3197,FBgn0040958
3198,FBgn0040959
3199,FBgn0040339
3200,FBgn0040228
3201,FBgn0040950
3202,FBgn0040227
3203,FBgn0015024
3204,FBgn0015025
3205,FBgn0010051
3206,FBgn0010052
3207,FBgn0010053
3208,FBgn0267623
3209,FBgn0267622
3210,FBgn0267621
3211,FBgn0267620
3212,FBgn0267627
3213,FBgn0267626
3214,FBgn0267625
3215,FBgn0267624
3216,FBgn0026323
3217,FBgn0023130
3218,FBgn0267629
3219,FBgn0267628
3220,FBgn0051619
3221,FBgn0026326
3222,FBgn0026324
3223,FBgn0000289
3224,FBgn0039212
3225,FBgn0030941
3226,FBgn0000280
3227,FBgn0000281
3228,FBgn0000283
3229,FBgn0000286
3230,FBgn0000287
3231,FBgn0038478
3232,FBgn0265451
3233,FBgn0027588
3234,FBgn0027589
3235,FBgn0027584
3236,FBgn0027585
3237,FBgn0027586
3238,FBgn0027587
3239,FBgn0027580
3240,FBgn0027581
3241,FBgn0027582
3242,FBgn0027583
3243,FBgn0037102
3244,FBgn0051471
3245,FBgn0030539
3246,FBgn0051473
3247,FBgn0051472
3248,FBgn0051475
3249,FBgn0051477
3250,FBgn0037668
3251,FBgn0037669
3252,FBgn0265708
3253,FBgn0265709
3254,FBgn0037660
3255,FBgn0030817
3256,FBgn0030814
3257,FBgn0030815
3258,FBgn0030812
3259,FBgn0030813
3260,FBgn0037666
3261,FBgn0037667
3262,FBgn0039210
3263,FBgn0082598
3264,FBgn0033320
3265,FBgn0000137
3266,FBgn0000139
3267,FBgn0036641
3268,FBgn0036640
3269,FBgn0036643
3270,FBgn0262458
3271,FBgn0036646
3272,FBgn0036648
3273,FBgn0032943
3274,FBgn0032940
3275,FBgn0032946
3276,FBgn0032763
3277,FBgn0032945
3278,FBgn0004907
3279,FBgn0032949
3280,FBgn0004903
3281,FBgn0053395
3282,FBgn0004901
3283,FBgn0032769
3284,FBgn0086031
3285,FBgn0086030
3286,FBgn0086033
3287,FBgn0086032
3288,FBgn0041579
3289,FBgn0086034
3290,FBgn0086037
3291,FBgn0086036
3292,FBgn0086039
3293,FBgn0086038
3294,FBgn0033322
3295,FBgn0027329
3296,FBgn0084017
3297,FBgn0083046
3298,FBgn0020440
3299,FBgn0003950
3300,FBgn0020443
3301,FBgn0020445
3302,FBgn0263546
3303,FBgn0038846
3304,FBgn0013972
3305,FBgn0013973
3306,FBgn0038418
3307,FBgn0263114
3308,FBgn0263545
3309,FBgn0004638
3310,FBgn0032313
3311,FBgn0053116
3312,FBgn0263116
3313,FBgn0053110
3314,FBgn0053111
3315,FBgn0053113
3316,FBgn0262422
3317,FBgn0011828
3318,FBgn0021875
3319,FBgn0032341
3320,FBgn0011822
3321,FBgn0000711
3322,FBgn0011826
3323,FBgn0032614
3324,FBgn0011824
3325,FBgn0262421
3326,FBgn0033549
3327,FBgn0033548
3328,FBgn0033544
3329,FBgn0033547
3330,FBgn0033541
3331,FBgn0033540
3332,FBgn0033543
3333,FBgn0033542
3334,FBgn0085315
3335,FBgn0083049
3336,FBgn0266806
3337,FBgn0085314
3338,FBgn0083048
3339,FBgn0085317
3340,FBgn0284256
3341,FBgn0085316
3342,FBgn0032311
3343,FBgn0086698
3344,FBgn0065070
3345,FBgn0086695
3346,FBgn0086694
3347,FBgn0086691
3348,FBgn0086690
3349,FBgn0086693
3350,FBgn0036257
3351,FBgn0035235
3352,FBgn0035234
3353,FBgn0035237
3354,FBgn0033744
3355,FBgn0035231
3356,FBgn0036254
3357,FBgn0035233
3358,FBgn0035232
3359,FBgn0263029
3360,FBgn0036255
3361,FBgn0035239
3362,FBgn0035238
3363,FBgn0033742
3364,FBgn0065110
3365,FBgn0032768
3366,FBgn0266987
3367,FBgn0039002
3368,FBgn0031900
3369,FBgn0033740
3370,FBgn0038428
3371,FBgn0036787
3372,FBgn0266988
3373,FBgn0037307
3374,FBgn0038979
3375,FBgn0038978
3376,FBgn0014006
3377,FBgn0250819
3378,FBgn0086673
3379,FBgn0267059
3380,FBgn0014189
3381,FBgn0038975
3382,FBgn0038974
3383,FBgn0038977
3384,FBgn0250815
3385,FBgn0052643
3386,FBgn0052642
3387,FBgn0052641
3388,FBgn0052640
3389,FBgn0052647
3390,FBgn0033749
3391,FBgn0002774
3392,FBgn0002775
3393,FBgn0052649
3394,FBgn0028573
3395,FBgn0014184
3396,FBgn0265457
3397,FBgn0266683
3398,FBgn0266680
3399,FBgn0266681
3400,FBgn0034427
3401,FBgn0042178
3402,FBgn0037653
3403,FBgn0034426
3404,FBgn0262480
3405,FBgn0042175
3406,FBgn0262482
3407,FBgn0042177
3408,FBgn0262484
3409,FBgn0034425
3410,FBgn0262486
3411,FBgn0042173
3412,FBgn0043550
3413,FBgn0031904
3414,FBgn0012027
3415,FBgn0012026
3416,FBgn0012025
3417,FBgn0012024
3418,FBgn0031903
3419,FBgn0012028
3420,FBgn0038454
3421,FBgn0031902
3422,FBgn0260392
3423,FBgn0265141
3424,FBgn0265142
3425,FBgn0265143
3426,FBgn0265144
3427,FBgn0260397
3428,FBgn0265146
3429,FBgn0052460
3430,FBgn0260428
3431,FBgn0260429
3432,FBgn0260398
3433,FBgn0034420
3434,FBgn0028912
3435,FBgn0028913
3436,FBgn0028910
3437,FBgn0028911
3438,FBgn0264550
3439,FBgn0264551
3440,FBgn0264552
3441,FBgn0264553
3442,FBgn0264554
3443,FBgn0264556
3444,FBgn0032631
3445,FBgn0262732
3446,FBgn0022740
3447,FBgn0262730
3448,FBgn0262731
3449,FBgn0262736
3450,FBgn0262737
3451,FBgn0029067
3452,FBgn0037892
3453,FBgn0262738
3454,FBgn0262739
3455,FBgn0030350
3456,FBgn0037896
3457,FBgn0037895
3458,FBgn0037894
3459,FBgn0026666
3460,FBgn0265849
3461,FBgn0000455
3462,FBgn0000454
3463,FBgn0260646
3464,FBgn0264089
3465,FBgn0000451
3466,FBgn0260642
3467,FBgn0260643
3468,FBgn0264083
3469,FBgn0264081
3470,FBgn0264086
3471,FBgn0264087
3472,FBgn0264084
3473,FBgn0264085
3474,FBgn0283728
3475,FBgn0039141
3476,FBgn0039140
3477,FBgn0039147
3478,FBgn0039145
3479,FBgn0030178
3480,FBgn0039149
3481,FBgn0038732
3482,FBgn0031446
3483,FBgn0034127
3484,FBgn0031332
3485,FBgn0031333
3486,FBgn0034122
3487,FBgn0031443
3488,FBgn0034120
3489,FBgn0031441
3490,FBgn0034138
3491,FBgn0035743
3492,FBgn0034128
3493,FBgn0031449
3494,FBgn0000639
3495,FBgn0052328
3496,FBgn0030317
3497,FBgn0030316
3498,FBgn0030311
3499,FBgn0037470
3500,FBgn0037473
3501,FBgn0052329
3502,FBgn0000633
3503,FBgn0038363
3504,FBgn0000635
3505,FBgn0037478
3506,FBgn0000636
3507,FBgn0044020
3508,FBgn0039319
3509,FBgn0011591
3510,FBgn0011224
3511,FBgn0011225
3512,FBgn0037786
3513,FBgn0044028
3514,FBgn0283500
3515,FBgn0039494
3516,FBgn0283503
3517,FBgn0039491
3518,FBgn0039490
3519,FBgn0015240
3520,FBgn0266490
3521,FBgn0283508
3522,FBgn0283509
3523,FBgn0039498
3524,FBgn0038369
3525,FBgn0015905
3526,FBgn0036951
3527,FBgn0262869
3528,FBgn0037781
3529,FBgn0015903
3530,FBgn0019643
3531,FBgn0037780
3532,FBgn0262866
3533,FBgn0036953
3534,FBgn0036952
3535,FBgn0052324
3536,FBgn0052774
3537,FBgn0032935
3538,FBgn0259926
3539,FBgn0051874
3540,FBgn0266729
3541,FBgn0266728
3542,FBgn0261119
3543,FBgn0032934
3544,FBgn0019644
3545,FBgn0266721
3546,FBgn0261112
3547,FBgn0266723
3548,FBgn0036956
3549,FBgn0266725
3550,FBgn0266724
3551,FBgn0266727
3552,FBgn0266726
3553,FBgn0034782
3554,FBgn0034783
3555,FBgn0034786
3556,FBgn0036438
3557,FBgn0034784
3558,FBgn0034785
3559,FBgn0034788
3560,FBgn0034789
3561,FBgn0051286
3562,FBgn0051287
3563,FBgn0051282
3564,FBgn0051281
3565,FBgn0051288
3566,FBgn0033378
3567,FBgn0033379
3568,FBgn0085319
3569,FBgn0085318
3570,FBgn0040296
3571,FBgn0033372
3572,FBgn0033373
3573,FBgn0036250
3574,FBgn0033371
3575,FBgn0085311
3576,FBgn0085310
3577,FBgn0085313
3578,FBgn0085312
3579,FBgn0036784
3580,FBgn0036785
3581,FBgn0036786
3582,FBgn0037836
3583,FBgn0036780
3584,FBgn0036781
3585,FBgn0036782
3586,FBgn0036783
3587,FBgn0053641
3588,FBgn0032938
3589,FBgn0036789
3590,FBgn0034876
3591,FBgn0034877
3592,FBgn0034870
3593,FBgn0034871
3594,FBgn0259923
3595,FBgn0267535
3596,FBgn0034878
3597,FBgn0034879
3598,FBgn0038365
3599,FBgn0038366
3600,FBgn0038360
3601,FBgn0038361
3602,FBgn0033690
3603,FBgn0037788
3604,FBgn0002945
3605,FBgn0030170
3606,FBgn0266943
3607,FBgn0002941
3608,FBgn0030174
3609,FBgn0030177
3610,FBgn0037293
3611,FBgn0263741
3612,FBgn0040294
3613,FBgn0033158
3614,FBgn0033159
3615,FBgn0036436
3616,FBgn0036437
3617,FBgn0033154
3618,FBgn0033155
3619,FBgn0033153
3620,FBgn0040569
3621,FBgn0069913
3622,FBgn0010313
3623,FBgn0031639
3624,FBgn0015765
3625,FBgn0010316
3626,FBgn0010315
3627,FBgn0010314
3628,FBgn0051862
3629,FBgn0262139
3630,FBgn0267244
3631,FBgn0051861
3632,FBgn0051866
3633,FBgn0051867
3634,FBgn0051864
3635,FBgn0051865
3636,FBgn0267450
3637,FBgn0267451
3638,FBgn0267452
3639,FBgn0267453
3640,FBgn0267454
3641,FBgn0267455
3642,FBgn0267456
3643,FBgn0267457
3644,FBgn0035263
3645,FBgn0031634
3646,FBgn0015766
3647,FBgn0031637
3648,FBgn0267458
3649,FBgn0267459
3650,FBgn0051860
3651,FBgn0035260
3652,FBgn0030298
3653,FBgn0031816
3654,FBgn0262256
3655,FBgn0262251
3656,FBgn0262252
3657,FBgn0265917
3658,FBgn0265916
3659,FBgn0265915
3660,FBgn0038082
3661,FBgn0265913
3662,FBgn0265912
3663,FBgn0265911
3664,FBgn0265910
3665,FBgn0033464
3666,FBgn0040290
3667,FBgn0036830
3668,FBgn0053403
3669,FBgn0265918
3670,FBgn0266934
3671,FBgn0266935
3672,FBgn0266936
3673,FBgn0266937
3674,FBgn0266930
3675,FBgn0266931
3676,FBgn0266932
3677,FBgn0266933
3678,FBgn0266938
3679,FBgn0025378
3680,FBgn0039969
3681,FBgn0032208
3682,FBgn0267049
3683,FBgn0267048
3684,FBgn0267047
3685,FBgn0267046
3686,FBgn0267045
3687,FBgn0267044
3688,FBgn0267043
3689,FBgn0267042
3690,FBgn0267041
3691,FBgn0267040
3692,FBgn0086758
3693,FBgn0041210
3694,FBgn0014411
3695,FBgn0086757
3696,FBgn0086200
3697,FBgn0014417
3698,FBgn0002569
3699,FBgn0002567
3700,FBgn0002566
3701,FBgn0002565
3702,FBgn0002564
3703,FBgn0002563
3704,FBgn0002562
3705,FBgn0002561
3706,FBgn0259821
3707,FBgn0259822
3708,FBgn0259823
3709,FBgn0259824
3710,FBgn0003169
3711,FBgn0266570
3712,FBgn0003165
3713,FBgn0003162
3714,FBgn0042094
3715,FBgn0042092
3716,FBgn0053701
3717,FBgn0053252
3718,FBgn0053703
3719,FBgn0053702
3720,FBgn0053257
3721,FBgn0053704
3722,FBgn0053255
3723,FBgn0042098
3724,FBgn0028398
3725,FBgn0053379
3726,FBgn0052536
3727,FBgn0260771
3728,FBgn0024689
3729,FBgn0044872
3730,FBgn0044871
3731,FBgn0260775
3732,FBgn0003380
3733,FBgn0053121
3734,FBgn0003382
3735,FBgn0022359
3736,FBgn0052511
3737,FBgn0003386
3738,FBgn0053120
3739,FBgn0003388
3740,FBgn0085430
3741,FBgn0022355
3742,FBgn0036831
3743,FBgn0035003
3744,FBgn0035000
3745,FBgn0035001
3746,FBgn0035006
3747,FBgn0038567
3748,FBgn0035004
3749,FBgn0024973
3750,FBgn0263616
3751,FBgn0263617
3752,FBgn0038568
3753,FBgn0038569
3754,FBgn0263612
3755,FBgn0263613
3756,FBgn0263611
3757,FBgn0051032
3758,FBgn0020261
3759,FBgn0031842
3760,FBgn0028397
3761,FBgn0020269
3762,FBgn0261276
3763,FBgn0261277
3764,FBgn0262680
3765,FBgn0036688
3766,FBgn0261270
3767,FBgn0031837
3768,FBgn0031836
3769,FBgn0031835
3770,FBgn0031782
3771,FBgn0031785
3772,FBgn0031784
3773,FBgn0261278
3774,FBgn0031830
3775,FBgn0038519
3776,FBgn0020416
3777,FBgn0040233
3778,FBgn0262966
3779,FBgn0052079
3780,FBgn0052071
3781,FBgn0052072
3782,FBgn0052073
3783,FBgn0052074
3784,FBgn0052075
3785,FBgn0052076
3786,FBgn0259791
3787,FBgn0259794
3788,FBgn0259795
3789,FBgn0034661
3790,FBgn0034660
3791,FBgn0034663
3792,FBgn0034662
3793,FBgn0031169
3794,FBgn0034664
3795,FBgn0034667
3796,FBgn0034666
3797,FBgn0031164
3798,FBgn0064766
3799,FBgn0031161
3800,FBgn0015221
3801,FBgn0015222
3802,FBgn0038170
3803,FBgn0038173
3804,FBgn0038172
3805,FBgn0038179
3806,FBgn0038414
3807,FBgn0030786
3808,FBgn0030787
3809,FBgn0030780
3810,FBgn0265356
3811,FBgn0265351
3812,FBgn0030788
3813,FBgn0030789
3814,FBgn0267326
3815,FBgn0011693
3816,FBgn0011692
3817,FBgn0011695
3818,FBgn0011694
3819,FBgn0038415
3820,FBgn0264345
3821,FBgn0027835
3822,FBgn0264347
3823,FBgn0264346
3824,FBgn0030294
3825,FBgn0264340
3826,FBgn0264343
3827,FBgn0029154
3828,FBgn0040796
3829,FBgn0040797
3830,FBgn0040794
3831,FBgn0040795
3832,FBgn0040793
3833,FBgn0051679
3834,FBgn0015591
3835,FBgn0051677
3836,FBgn0051676
3837,FBgn0051675
3838,FBgn0051674
3839,FBgn0051673
3840,FBgn0040798
3841,FBgn0040799
3842,FBgn0267605
3843,FBgn0267604
3844,FBgn0267607
3845,FBgn0267606
3846,FBgn0026309
3847,FBgn0051741
3848,FBgn0267603
3849,FBgn0267602
3850,FBgn0051216
3851,FBgn0267609
3852,FBgn0029629
3853,FBgn0014000
3854,FBgn0262609
3855,FBgn0026582
3856,FBgn0040236
3857,FBgn0053808
3858,FBgn0039778
3859,FBgn0039779
3860,FBgn0039770
3861,FBgn0039771
3862,FBgn0039773
3863,FBgn0039774
3864,FBgn0039776
3865,FBgn0039777
3866,FBgn0051493
3867,FBgn0267818
3868,FBgn0051491
3869,FBgn0051497
3870,FBgn0051496
3871,FBgn0051495
3872,FBgn0266430
3873,FBgn0263024
3874,FBgn0037199
3875,FBgn0261353
3876,FBgn0037310
3877,FBgn0037643
3878,FBgn0037312
3879,FBgn0037313
3880,FBgn0037646
3881,FBgn0037315
3882,FBgn0041775
3883,FBgn0037645
3884,FBgn0265764
3885,FBgn0265765
3886,FBgn0014179
3887,FBgn0265767
3888,FBgn0265760
3889,FBgn0265761
3890,FBgn0265762
3891,FBgn0265763
3892,FBgn0000157
3893,FBgn0000150
3894,FBgn0266437
3895,FBgn0014143
3896,FBgn0000153
3897,FBgn0266436
3898,FBgn0000158
3899,FBgn0027509
3900,FBgn0053666
3901,FBgn0267810
3902,FBgn0265914
3903,FBgn0031320
3904,FBgn0261358
3905,FBgn0262108
3906,FBgn0267812
3907,FBgn0283712
3908,FBgn0061469
3909,FBgn0032925
3910,FBgn0004431
3911,FBgn0001150
3912,FBgn0004389
3913,FBgn0004436
3914,FBgn0032922
3915,FBgn0032923
3916,FBgn0004387
3917,FBgn0004381
3918,FBgn0032929
3919,FBgn0053667
3920,FBgn0052475
3921,FBgn0033680
3922,FBgn0261850
3923,FBgn0262450
3924,FBgn0000355
3925,FBgn0025720
3926,FBgn0265919
3927,FBgn0058100
3928,FBgn0283426
3929,FBgn0004657
3930,FBgn0004656
3931,FBgn0004655
3932,FBgn0004654
3933,FBgn0004652
3934,FBgn0004650
3935,FBgn0266994
3936,FBgn0015400
3937,FBgn0035228
3938,FBgn0053138
3939,FBgn0036099
3940,FBgn0086681
3941,FBgn0011848
3942,FBgn0011849
3943,FBgn0259982
3944,FBgn0011844
3945,FBgn0011845
3946,FBgn0011840
3947,FBgn0263027
3948,FBgn0053380
3949,FBgn0033527
3950,FBgn0266232
3951,FBgn0266231
3952,FBgn0266230
3953,FBgn0033523
3954,FBgn0025373
3955,FBgn0033521
3956,FBgn0266234
3957,FBgn0013995
3958,FBgn0266239
3959,FBgn0266238
3960,FBgn0085506
3961,FBgn0033529
3962,FBgn0033528
3963,FBgn0037519
3964,FBgn0266992
3965,FBgn0035258
3966,FBgn0035257
3967,FBgn0035256
3968,FBgn0053099
3969,FBgn0035254
3970,FBgn0035253
3971,FBgn0035252
3972,FBgn0035251
3973,FBgn0035227
3974,FBgn0065032
3975,FBgn0035718
3976,FBgn0263480
3977,FBgn0002174
3978,FBgn0027085
3979,FBgn0066114
3980,FBgn0051892
3981,FBgn0013334
3982,FBgn0028687
3983,FBgn0028684
3984,FBgn0028685
3985,FBgn0013997
3986,FBgn0028683
3987,FBgn0065058
3988,FBgn0264983
3989,FBgn0264982
3990,FBgn0263484
3991,FBgn0264987
3992,FBgn0264986
3993,FBgn0028688
3994,FBgn0028689
3995,FBgn0030234
3996,FBgn0034317
3997,FBgn0032209
3998,FBgn0037515
3999,FBgn0052191
4000,FBgn0267125
4001,FBgn0038993
4002,FBgn0052190
4003,FBgn0062961
4004,FBgn0085233
4005,FBgn0250874
4006,FBgn0259848
4007,FBgn0250871
4008,FBgn0039965
4009,FBgn0002716
4010,FBgn0052666
4011,FBgn0052660
4012,FBgn0032204
4013,FBgn0030300
4014,FBgn0052669
4015,FBgn0002719
4016,FBgn0266991
4017,FBgn0031240
4018,FBgn0032741
4019,FBgn0039966
4020,FBgn0085234
4021,FBgn0064117
4022,FBgn0085235
4023,FBgn0032200
4024,FBgn0267182
4025,FBgn0023479
4026,FBgn0267180
4027,FBgn0267181
4028,FBgn0033308
4029,FBgn0267187
4030,FBgn0267184
4031,FBgn0267185
4032,FBgn0053392
4033,FBgn0053393
4034,FBgn0267188
4035,FBgn0263039
4036,FBgn0053396
4037,FBgn0053397
4038,FBgn0053394
4039,FBgn0031713
4040,FBgn0052449
4041,FBgn0052448
4042,FBgn0265168
4043,FBgn0033454
4044,FBgn0012001
4045,FBgn0012000
4046,FBgn0012003
4047,FBgn0012002
4048,FBgn0265162
4049,FBgn0033453
4050,FBgn0260400
4051,FBgn0031711
4052,FBgn0052445
4053,FBgn0260407
4054,FBgn0052447
4055,FBgn0052446
4056,FBgn0040718
4057,FBgn0264572
4058,FBgn0264573
4059,FBgn0264570
4060,FBgn0264571
4061,FBgn0032375
4062,FBgn0264574
4063,FBgn0267988
4064,FBgn0267989
4065,FBgn0267982
4066,FBgn0267983
4067,FBgn0267986
4068,FBgn0267987
4069,FBgn0267984
4070,FBgn0267985
4071,FBgn0031718
4072,FBgn0064119
4073,FBgn0040376
4074,FBgn0036091
4075,FBgn0052712
4076,FBgn0265298
4077,FBgn0265299
4078,FBgn0000439
4079,FBgn0265295
4080,FBgn0265296
4081,FBgn0265297
4082,FBgn0260660
4083,FBgn0003449
4084,FBgn0085802
4085,FBgn0259678
4086,FBgn0031701
4087,FBgn0030041
4088,FBgn0259677
4089,FBgn0259676
4090,FBgn0003447
4091,FBgn0037778
4092,FBgn0030040
4093,FBgn0039165
4094,FBgn0031318
4095,FBgn0031319
4096,FBgn0039161
4097,FBgn0039160
4098,FBgn0039163
4099,FBgn0031312
4100,FBgn0031313
4101,FBgn0031310
4102,FBgn0039169
4103,FBgn0031317
4104,FBgn0031314
4105,FBgn0031315
4106,FBgn0031060
4107,FBgn0065057
4108,FBgn0031062
4109,FBgn0052479
4110,FBgn0040734
4111,FBgn0000382
4112,FBgn0000384
4113,FBgn0266420
4114,FBgn0038268
4115,FBgn0011202
4116,FBgn0030049
4117,FBgn0016920
4118,FBgn0016926
4119,FBgn0011207
4120,FBgn0011204
4121,FBgn0011205
4122,FBgn0030599
4123,FBgn0283521
4124,FBgn0262564
4125,FBgn0031925
4126,FBgn0283525
4127,FBgn0263409
4128,FBgn0263408
4129,FBgn0262808
4130,FBgn0065051
4131,FBgn0038260
4132,FBgn0263403
4133,FBgn0263402
4134,FBgn0262806
4135,FBgn0263400
4136,FBgn0263407
4137,FBgn0263406
4138,FBgn0263405
4139,FBgn0263404
4140,FBgn0038262
4141,FBgn0259185
4142,FBgn0011971
4143,FBgn0261290
4144,FBgn0266138
4145,FBgn0029986
4146,FBgn0250869
4147,FBgn0038694
4148,FBgn0038695
4149,FBgn0038697
4150,FBgn0038690
4151,FBgn0038691
4152,FBgn0038692
4153,FBgn0038693
4154,FBgn0030377
4155,FBgn0030376
4156,FBgn0030375
4157,FBgn0030374
4158,FBgn0030373
4159,FBgn0037412
4160,FBgn0037411
4161,FBgn0030370
4162,FBgn0085377
4163,FBgn0085376
4164,FBgn0085374
4165,FBgn0036239
4166,FBgn0085371
4167,FBgn0085370
4168,FBgn0036235
4169,FBgn0033316
4170,FBgn0036237
4171,FBgn0036230
4172,FBgn0036232
4173,FBgn0033313
4174,FBgn0283625
4175,FBgn0015271
4176,FBgn0034858
4177,FBgn0034859
4178,FBgn0034500
4179,FBgn0034501
4180,FBgn0034502
4181,FBgn0034503
4182,FBgn0034504
4183,FBgn0034505
4184,FBgn0034850
4185,FBgn0034507
4186,FBgn0052650
4187,FBgn0283626
4188,FBgn0036878
4189,FBgn0038348
4190,FBgn0038349
4191,FBgn0038344
4192,FBgn0038345
4193,FBgn0038342
4194,FBgn0038343
4195,FBgn0038341
4196,FBgn0002926
4197,FBgn0030191
4198,FBgn0002924
4199,FBgn0002922
4200,FBgn0002921
4201,FBgn0052224
4202,FBgn0030314
4203,FBgn0047000
4204,FBgn0052227
4205,FBgn0019990
4206,FBgn0052226
4207,FBgn0263842
4208,FBgn0052221
4209,FBgn0012058
4210,FBgn0052220
4211,FBgn0040582
4212,FBgn0015781
4213,FBgn0010339
4214,FBgn0053700
4215,FBgn0032810
4216,FBgn0015789
4217,FBgn0040588
4218,FBgn0010333
4219,FBgn0267472
4220,FBgn0051805
4221,FBgn0051806
4222,FBgn0030998
4223,FBgn0267476
4224,FBgn0267477
4225,FBgn0262114
4226,FBgn0051803
4227,FBgn0030993
4228,FBgn0030992
4229,FBgn0030991
4230,FBgn0267479
4231,FBgn0030997
4232,FBgn0051809
4233,FBgn0030995
4234,FBgn0030994
4235,FBgn0260987
4236,FBgn0260986
4237,FBgn0260985
4238,FBgn0004057
4239,FBgn0032819
4240,FBgn0032042
4241,FBgn0032040
4242,FBgn0032047
4243,FBgn0262239
4244,FBgn0083952
4245,FBgn0262237
4246,FBgn0262235
4247,FBgn0032048
4248,FBgn0262233
4249,FBgn0052364
4250,FBgn0265939
4251,FBgn0265938
4252,FBgn0053893
4253,FBgn0053892
4254,FBgn0053895
4255,FBgn0053894
4256,FBgn0053897
4257,FBgn0053896
4258,FBgn0265931
4259,FBgn0053898
4260,FBgn0041182
4261,FBgn0265932
4262,FBgn0041184
4263,FBgn0265934
4264,FBgn0265937
4265,FBgn0011573
4266,FBgn0264836
4267,FBgn0034580
4268,FBgn0010622
4269,FBgn0010621
4270,FBgn0262581
4271,FBgn0053098
4272,FBgn0262583
4273,FBgn0039904
4274,FBgn0267065
4275,FBgn0039902
4276,FBgn0032261
4277,FBgn0039900
4278,FBgn0267069
4279,FBgn0267068
4280,FBgn0053093
4281,FBgn0053092
4282,FBgn0053095
4283,FBgn0264839
4284,FBgn0032269
4285,FBgn0039908
4286,FBgn0041232
4287,FBgn0041233
4288,FBgn0264838
4289,FBgn0041236
4290,FBgn0041237
4291,FBgn0041234
4292,FBgn0041235
4293,FBgn0041238
4294,FBgn0041239
4295,FBgn0086778
4296,FBgn0086779
4297,FBgn0040679
4298,FBgn0002543
4299,FBgn0002542
4300,FBgn0003145
4301,FBgn0003140
4302,FBgn0003882
4303,FBgn0003638
4304,FBgn0003149
