FBgn_ID,GO_Term,GO_Category
FBgn0034390,GO:0050661,F
FBgn0034390,GO:0055114,P
FBgn0034390,GO:0005739,C
FBgn0034394,GO:0016021,C
FBgn0034394,GO:0055085,P
FBgn0034394,GO:0006820,P
FBgn0034394,GO:0022857,F
FBgn0034394,GO:0005886,C
FBgn0034396,GO:0003779,F
FBgn0034396,GO:0004842,F
FBgn0034396,GO:0031463,C
FBgn0034398,GO:0016021,C
FBgn0034400,GO:0005802,C
FBgn0034400,GO:0005768,C
FBgn0034400,GO:0006895,P
FBgn0034415,GO:0055114,P
FBgn0034415,GO:0004602,F
FBgn0034415,GO:0006979,P
FBgn0034415,GO:0032504,P
FBgn0034415,GO:0005615,C
FBgn0034417,GO:0005975,P
FBgn0034417,GO:0032504,P
FBgn0034417,GO:0005615,C
FBgn0034417,GO:0032504,P
FBgn0034417,GO:0005615,C
FBgn0034417,GO:0004553,F
FBgn0034417,GO:0005764,C
FBgn0034418,GO:0005737,C
FBgn0034454,GO:0005634,C
FBgn0034454,GO:0031625,F
FBgn0034454,GO:0005829,C
FBgn0034454,GO:0060548,P
FBgn0034461,GO:0003674,F
FBgn0034461,GO:0005575,C
FBgn0034461,GO:0008150,P
FBgn0040730,GO:0003674,F
FBgn0040730,GO:0005575,C
FBgn0040730,GO:0008150,P
FBgn0032860,GO:0003674,F
FBgn0032860,GO:0005575,C
FBgn0032860,GO:0008150,P
FBgn0032625,GO:0003674,F
FBgn0032625,GO:0005575,C
FBgn0032625,GO:0008150,P
FBgn0032635,GO:0008270,F
FBgn0032647,GO:0003674,F
FBgn0032647,GO:0008150,P
FBgn0032647,GO:0005575,C
FBgn0032648,GO:0003674,F
FBgn0032648,GO:0005575,C
FBgn0032648,GO:0008150,P
FBgn0032649,GO:0005575,C
FBgn0032649,GO:0008150,P
FBgn0032649,GO:0003674,F
FBgn0032663,GO:0003674,F
FBgn0032663,GO:0005575,C
FBgn0032663,GO:0008150,P
FBgn0032669,GO:0016747,F
FBgn0032688,GO:0003674,F
FBgn0032688,GO:0000790,C
FBgn0032688,GO:0031124,P
FBgn0032709,GO:0019233,P
FBgn0032732,GO:0005769,C
FBgn0032732,GO:0005794,C
FBgn0032732,GO:0072546,C
FBgn0032732,GO:0005886,C
FBgn0032732,GO:0098655,P
FBgn0032732,GO:0022890,F
FBgn0032733,GO:0042060,P
FBgn0032740,GO:0003674,F
FBgn0032740,GO:0005575,C
FBgn0032740,GO:0008150,P
FBgn0037461,GO:0005509,F
FBgn0037449,GO:0008150,P
FBgn0037449,GO:0005575,C
FBgn0037449,GO:0003674,F
FBgn0030296,GO:0005575,C
FBgn0030296,GO:0008150,P
FBgn0030296,GO:0003674,F
FBgn0030270,GO:0005615,C
FBgn0030270,GO:0051607,P
FBgn0030278,GO:0046692,P
FBgn0030272,GO:0005615,C
FBgn0030271,GO:0005615,C
FBgn0030271,GO:0051607,P
FBgn0030261,GO:0005615,C
FBgn0030261,GO:0051607,P
FBgn0030247,GO:0046692,P
FBgn0030234,GO:0016021,C
FBgn0030331,GO:0055085,P
FBgn0030331,GO:0016021,C
FBgn0034551,GO:0005615,C
FBgn0034554,GO:0008270,F
FBgn0034554,GO:0004089,F
FBgn0039601,GO:0008150,P
FBgn0039601,GO:0005575,C
FBgn0039601,GO:0003674,F
FBgn0033104,GO:0090266,P
FBgn0033104,GO:0005680,C
FBgn0030156,GO:0008150,P
FBgn0030156,GO:0005575,C
FBgn0030156,GO:0003674,F
FBgn0030161,GO:0005575,C
FBgn0030161,GO:0008150,P
FBgn0030161,GO:0003674,F
FBgn0028948,GO:0006508,P
FBgn0028948,GO:0004222,F
FBgn0028948,GO:0008270,F
FBgn0028949,GO:0008270,F
FBgn0028949,GO:0004222,F
FBgn0028949,GO:0006508,P
FBgn0028949,GO:0019233,P
FBgn0028950,GO:0004222,F
FBgn0028950,GO:0006508,P
FBgn0028950,GO:0008270,F
FBgn0028852,GO:0006355,P
FBgn0028852,GO:0005634,C
FBgn0028852,GO:0000932,C
FBgn0028852,GO:0000288,P
FBgn0028852,GO:0017148,P
FBgn0028852,GO:0030015,C
FBgn0028878,GO:0001077,F
FBgn0028878,GO:0045944,P
FBgn0028878,GO:0000978,F
FBgn0028878,GO:0005634,C
FBgn0028879,GO:0006821,P
FBgn0028879,GO:0005229,F
FBgn0028879,GO:0005227,F
FBgn0028879,GO:0006812,P
FBgn0028879,GO:0005886,C
FBgn0028886,GO:0005328,F
FBgn0028886,GO:0003333,P
FBgn0028886,GO:0005416,F
FBgn0028886,GO:0016021,C
FBgn0028886,GO:0006836,P
FBgn0028886,GO:0005326,F
FBgn0028886,GO:0005887,C
FBgn0028886,GO:0005215,F
FBgn0028855,GO:0005575,C
FBgn0028855,GO:0003674,F
FBgn0028855,GO:0008150,P
FBgn0028844,GO:0090175,P
FBgn0028531,GO:0008270,F
FBgn0031144,GO:0008270,F
FBgn0031144,GO:0000122,P
FBgn0031144,GO:0000978,F
FBgn0031144,GO:0001078,F
FBgn0031144,GO:0005634,C
FBgn0028526,GO:0005576,C
FBgn0030191,GO:0003674,F
FBgn0030191,GO:0008017,F
FBgn0030183,GO:0005575,C
FBgn0030183,GO:0003674,F
FBgn0030137,GO:0003674,F
FBgn0030137,GO:0005575,C
FBgn0030137,GO:0008150,P
FBgn0029987,GO:0046331,P
FBgn0029986,GO:0008150,P
FBgn0029986,GO:0003674,F
FBgn0029986,GO:0005575,C
FBgn0029989,GO:0003674,F
FBgn0029989,GO:0005575,C
FBgn0029989,GO:0008150,P
FBgn0030009,GO:0005575,C
FBgn0030009,GO:0008150,P
FBgn0030009,GO:0043565,F
FBgn0030014,GO:0003674,F
FBgn0030014,GO:0008150,P
FBgn0030014,GO:0005575,C
FBgn0030029,GO:0008615,P
FBgn0030029,GO:0010181,F
FBgn0030029,GO:0004733,F
FBgn0030029,GO:0042823,P
FBgn0031377,GO:0006355,P
FBgn0031377,GO:0070822,C
FBgn0031377,GO:0005634,C
FBgn0031373,GO:0030246,F
FBgn0031378,GO:0003824,F
FBgn0030104,GO:0008270,F
FBgn0030105,GO:0004869,F
FBgn0029694,GO:0005575,C
FBgn0029694,GO:0008150,P
FBgn0029694,GO:0003674,F
FBgn0031397,GO:0005737,C
FBgn0031397,GO:0016311,P
FBgn0031397,GO:0052642,F
FBgn0040715,GO:0003674,F
FBgn0040715,GO:0008150,P
FBgn0040715,GO:0005575,C
FBgn0040715,GO:0034551,P
FBgn0031403,GO:0003674,F
FBgn0031403,GO:0008150,P
FBgn0031403,GO:0005575,C
FBgn0031419,GO:0006355,P
FBgn0031419,GO:0003690,F
FBgn0031419,GO:0003727,F
FBgn0031419,GO:0032502,P
FBgn0031419,GO:0019843,F
FBgn0031419,GO:0008380,P
FBgn0031419,GO:0042255,P
FBgn0031446,GO:0003677,F
FBgn0031446,GO:0006352,P
FBgn0031460,GO:0003674,F
FBgn0031460,GO:0005575,C
FBgn0031460,GO:0008150,P
FBgn0031512,GO:0008150,P
FBgn0031512,GO:0003674,F
FBgn0031512,GO:0005575,C
FBgn0031517,GO:0016021,C
FBgn0031517,GO:0005355,F
FBgn0031517,GO:0046323,P
FBgn0031517,GO:0005351,F
FBgn0031523,GO:0016021,C
FBgn0031523,GO:0005355,F
FBgn0031523,GO:0005351,F
FBgn0031523,GO:0046323,P
FBgn0031554,GO:0004867,F
FBgn0039828,GO:0006364,P
FBgn0039828,GO:0005730,C
FBgn0039828,GO:0005730,C
FBgn0039828,GO:0003723,F
FBgn0039828,GO:0006364,P
FBgn0039828,GO:0030687,C
FBgn0039828,GO:0034399,C
FBgn0039828,GO:0042273,P
FBgn0039828,GO:0005730,C
FBgn0265269,GO:0005575,C
FBgn0265269,GO:0008150,P
FBgn0265269,GO:0003674,F
FBgn0031596,GO:0046331,P
FBgn0031602,GO:0003674,F
FBgn0031602,GO:0005575,C
FBgn0031602,GO:0008150,P
FBgn0031603,GO:0008150,P
FBgn0031603,GO:0003723,F
FBgn0031603,GO:0005634,C
FBgn0031603,GO:0005654,C
FBgn0031603,GO:0005730,C
FBgn0031608,GO:0005575,C
FBgn0031608,GO:0008150,P
FBgn0031608,GO:0003674,F
FBgn0031608,GO:0008270,F
FBgn0031608,GO:0005634,C
FBgn0031608,GO:0003676,F
FBgn0031610,GO:0008150,P
FBgn0031610,GO:0008270,F
FBgn0031610,GO:0001077,F
FBgn0031610,GO:0005634,C
FBgn0031610,GO:0003677,F
FBgn0031606,GO:0046331,P
FBgn0039827,GO:0030976,F
FBgn0039827,GO:0031966,C
FBgn0039827,GO:0006091,P
FBgn0039827,GO:0004591,F
FBgn0039827,GO:0045252,C
FBgn0039827,GO:0005739,C
FBgn0039827,GO:0004591,F
FBgn0039827,GO:0006099,P
FBgn0031607,GO:0003676,F
FBgn0031609,GO:0046331,P
FBgn0031155,GO:0003676,F
FBgn0031146,GO:0019991,P
FBgn0031132,GO:0016746,F
FBgn0031132,GO:0008152,P
FBgn0040651,GO:0003674,F
FBgn0040651,GO:0008150,P
FBgn0040651,GO:0005753,C
FBgn0031108,GO:0003674,F
FBgn0031108,GO:0008150,P
FBgn0031108,GO:0005753,C
FBgn0040649,GO:0008150,P
FBgn0040649,GO:0003674,F
FBgn0040649,GO:0005575,C
FBgn0061196,GO:0005575,C
FBgn0061196,GO:0008150,P
FBgn0061196,GO:0003674,F
FBgn0029726,GO:0008150,P
FBgn0029726,GO:0005575,C
FBgn0029726,GO:0003674,F
FBgn0032457,GO:0015020,F
FBgn0032457,GO:0005794,C
FBgn0032457,GO:0035269,P
FBgn0032452,GO:0008150,P
FBgn0032452,GO:0005575,C
FBgn0032452,GO:0003674,F
FBgn0038894,GO:0003674,F
FBgn0038894,GO:0005615,C
FBgn0038894,GO:0032504,P
FBgn0038894,GO:0005615,C
FBgn0038894,GO:0007623,P
FBgn0038892,GO:0005575,C
FBgn0038892,GO:0008150,P
FBgn0038892,GO:0003674,F
FBgn0039712,GO:0005575,C
FBgn0039712,GO:0008150,P
FBgn0039712,GO:0003674,F
FBgn0039712,GO:0003677,F
FBgn0039719,GO:0040003,P
FBgn0039719,GO:0008010,F
FBgn0039719,GO:0031012,C
FBgn0039719,GO:0042302,F
FBgn0039718,GO:0003674,F
FBgn0039718,GO:0008150,P
FBgn0039718,GO:0005575,C
FBgn0030258,GO:0005615,C
FBgn0039732,GO:0005575,C
FBgn0039732,GO:0008150,P
FBgn0039732,GO:0003674,F
FBgn0039744,GO:0001682,P
FBgn0039744,GO:0004526,F
FBgn0039744,GO:0030681,C
FBgn0039742,GO:0006470,P
FBgn0039742,GO:0008138,F
FBgn0039742,GO:0005575,C
FBgn0039742,GO:0004725,F
FBgn0039742,GO:0008138,F
FBgn0039742,GO:0035335,P
FBgn0039748,GO:0035556,P
FBgn0039748,GO:0007169,P
FBgn0039748,GO:0006955,P
FBgn0039755,GO:0016717,F
FBgn0039755,GO:0055114,P
FBgn0039755,GO:0006629,P
FBgn0039768,GO:0004767,F
FBgn0039768,GO:0006685,P
FBgn0039769,GO:0006685,P
FBgn0039769,GO:0004767,F
FBgn0039764,GO:0008150,P
FBgn0039764,GO:0003674,F
FBgn0039764,GO:0005575,C
FBgn0039766,GO:0005575,C
FBgn0039766,GO:0003674,F
FBgn0039766,GO:0008150,P
FBgn0039770,GO:0051424,F
FBgn0039770,GO:0005615,C
FBgn0039770,GO:0042562,F
FBgn0039770,GO:0042445,P
FBgn0039782,GO:0004656,F
FBgn0039782,GO:0055114,P
FBgn0039782,GO:0005506,F
FBgn0039782,GO:0016702,F
FBgn0039782,GO:0005783,C
FBgn0039782,GO:0031418,F
FBgn0039799,GO:0005524,F
FBgn0039799,GO:0019205,F
FBgn0039799,GO:0006139,P
FBgn0039806,GO:0008150,P
FBgn0039806,GO:0005575,C
FBgn0039806,GO:0003674,F
FBgn0039807,GO:0005575,C
FBgn0039807,GO:0003674,F
FBgn0039807,GO:0008150,P
FBgn0039809,GO:1902176,P
FBgn0039809,GO:0004550,F
FBgn0039809,GO:0005622,C
FBgn0039812,GO:0003674,F
FBgn0039812,GO:0008150,P
FBgn0039812,GO:0005575,C
FBgn0039811,GO:0005575,C
FBgn0039811,GO:0008150,P
FBgn0039811,GO:0003674,F
FBgn0039817,GO:0055085,P
FBgn0039817,GO:0016021,C
FBgn0039821,GO:0007186,P
FBgn0039821,GO:0016021,C
FBgn0039821,GO:0004930,F
FBgn0039821,GO:0007166,P
FBgn0039821,GO:0004930,F
FBgn0039821,GO:0016021,C
FBgn0039821,GO:0007186,P
FBgn0039829,GO:0003676,F
FBgn0039832,GO:0008150,P
FBgn0039832,GO:0003674,F
FBgn0039832,GO:0005575,C
FBgn0039833,GO:0008150,P
FBgn0039833,GO:0005575,C
FBgn0039833,GO:0003674,F
FBgn0029697,GO:0042600,C
FBgn0029696,GO:0003674,F
FBgn0029696,GO:0007306,P
FBgn0029696,GO:0042600,C
FBgn0029696,GO:0007306,P
FBgn0029702,GO:0003674,F
FBgn0029702,GO:0008150,P
FBgn0029702,GO:0005575,C
FBgn0029700,GO:0005575,C
FBgn0029700,GO:0003674,F
FBgn0029700,GO:0008150,P
FBgn0040906,GO:0008150,P
FBgn0040906,GO:0003674,F
FBgn0040906,GO:0005575,C
FBgn0030667,GO:0005575,C
FBgn0030667,GO:0008150,P
FBgn0030667,GO:0003674,F
FBgn0030673,GO:0003674,F
FBgn0030673,GO:0008150,P
FBgn0030673,GO:0005575,C
FBgn0034196,GO:0005575,C
FBgn0034196,GO:0003674,F
FBgn0034196,GO:0008150,P
FBgn0034194,GO:0005575,C
FBgn0034194,GO:0005089,F
FBgn0034194,GO:0035025,P
FBgn0034194,GO:0034976,P
FBgn0034168,GO:0007186,P
FBgn0034168,GO:0004930,F
FBgn0034168,GO:0016021,C
FBgn0031632,GO:0016747,F
FBgn0031617,GO:0005615,C
FBgn0031617,GO:0032504,P
FBgn0030643,GO:0003674,F
FBgn0030643,GO:0032504,P
FBgn0030643,GO:0005615,C
FBgn0030642,GO:0005575,C
FBgn0030642,GO:0008150,P
FBgn0030642,GO:0003674,F
FBgn0030665,GO:0005575,C
FBgn0030665,GO:0008150,P
FBgn0030665,GO:0003674,F
FBgn0034567,GO:0003674,F
FBgn0034567,GO:0005794,C
FBgn0034567,GO:0035269,P
FBgn0034567,GO:0005791,C
FBgn0034578,GO:0003735,F
FBgn0034578,GO:0003723,F
FBgn0034578,GO:0022625,C
FBgn0034578,GO:0006412,P
FBgn0034605,GO:0008152,P
FBgn0034605,GO:0015020,F
FBgn0034605,GO:0043231,C
FBgn0034651,GO:0006457,P
FBgn0034651,GO:0007021,P
FBgn0034651,GO:0015631,F
FBgn0034651,GO:0016272,C
FBgn0034651,GO:0007017,P
FBgn0034651,GO:0005844,C
FBgn0034651,GO:0005737,C
FBgn0038832,GO:0008152,P
FBgn0038832,GO:0003824,F
FBgn0038832,GO:0032504,P
FBgn0038832,GO:0005615,C
FBgn0038833,GO:0006355,P
FBgn0038833,GO:0043565,F
FBgn0034095,GO:0008574,F
FBgn0034095,GO:0036158,P
FBgn0034095,GO:0003341,P
FBgn0034095,GO:0036157,C
FBgn0034095,GO:0045503,F
FBgn0034095,GO:0045504,F
FBgn0034104,GO:0008150,P
FBgn0034104,GO:0003674,F
FBgn0034099,GO:0003677,F
FBgn0029993,GO:0003341,P
FBgn0029993,GO:0036157,C
FBgn0029993,GO:0036158,P
FBgn0029993,GO:0045504,F
FBgn0029993,GO:0003341,P
FBgn0029993,GO:0045503,F
FBgn0029993,GO:0036157,C
FBgn0029993,GO:0008574,F
FBgn0034120,GO:0003674,F
FBgn0034120,GO:0008150,P
FBgn0034120,GO:0005575,C
FBgn0034120,GO:0003676,F
FBgn0034131,GO:0008150,P
FBgn0034131,GO:0005575,C
FBgn0034131,GO:0003674,F
FBgn0030451,GO:0055114,P
FBgn0030451,GO:0016491,F
FBgn0030440,GO:0034220,P
FBgn0030440,GO:0042625,F
FBgn0030440,GO:0016020,C
FBgn0030309,GO:0035208,P
FBgn0030309,GO:0016021,C
FBgn0030438,GO:0007304,P
FBgn0030438,GO:0042600,C
FBgn0030438,GO:0004867,F
FBgn0030438,GO:1900004,P
FBgn0030417,GO:0003676,F
FBgn0030417,GO:0031463,C
FBgn0030417,GO:0004842,F
FBgn0030409,GO:0003674,F
FBgn0030409,GO:0005575,C
FBgn0030409,GO:0008150,P
FBgn0030390,GO:0008150,P
FBgn0030390,GO:0005575,C
FBgn0030390,GO:0003674,F
FBgn0030374,GO:0003674,F
FBgn0030374,GO:0008150,P
FBgn0030374,GO:0005575,C
FBgn0030347,GO:0016311,P
FBgn0030347,GO:0016791,F
FBgn0030347,GO:0005829,C
FBgn0030338,GO:0003674,F
FBgn0030338,GO:0008150,P
FBgn0030338,GO:0005575,C
FBgn0030465,GO:0046854,P
FBgn0030465,GO:0016311,P
FBgn0030465,GO:0004441,F
FBgn0030465,GO:0005737,C
FBgn0030465,GO:0007165,P
FBgn0030465,GO:0006796,P
FBgn0030465,GO:0006661,P
FBgn0030465,GO:0008934,F
FBgn0030465,GO:0012505,C
FBgn0030466,GO:0016021,C
FBgn0030466,GO:0007166,P
FBgn0030466,GO:0004930,F
FBgn0030466,GO:0007186,P
FBgn0030474,GO:0000398,P
FBgn0030474,GO:0071011,C
FBgn0030474,GO:0071013,C
FBgn0029999,GO:0071339,C
FBgn0029999,GO:0097344,C
FBgn0030492,GO:0042302,F
FBgn0030493,GO:0031012,C
FBgn0030493,GO:0008010,F
FBgn0030493,GO:0040003,P
FBgn0030493,GO:0042302,F
FBgn0030508,GO:0031301,C
FBgn0029817,GO:0005575,C
FBgn0029817,GO:0003674,F
FBgn0029817,GO:0008150,P
FBgn0029814,GO:0030246,F
FBgn0029814,GO:0007399,P
FBgn0029814,GO:0005887,C
FBgn0029814,GO:0004888,F
FBgn0029809,GO:0000413,P
FBgn0029809,GO:0003755,F
FBgn0029809,GO:0042981,P
FBgn0029801,GO:0016787,F
FBgn0029801,GO:0008152,P
FBgn0029799,GO:0019028,C
FBgn0029799,GO:0005198,F
FBgn0030336,GO:0017183,P
FBgn0030336,GO:0017178,F
FBgn0029766,GO:0008150,P
FBgn0029766,GO:0005575,C
FBgn0029766,GO:0003674,F
FBgn0029766,GO:0005634,C
FBgn0034904,GO:0006511,P
FBgn0038606,GO:0008150,P
FBgn0038606,GO:0005737,C
FBgn0038606,GO:0008022,F
FBgn0035405,GO:0003677,F
FBgn0035405,GO:0005634,C
FBgn0035405,GO:0006357,P
FBgn0030873,GO:0008270,F
FBgn0030873,GO:0030433,P
FBgn0030873,GO:0061630,F
FBgn0030873,GO:0000139,C
FBgn0030873,GO:0005789,C
FBgn0030873,GO:0030968,P
FBgn0031910,GO:0030246,F
FBgn0030246,GO:0004386,F
FBgn0030246,GO:0005524,F
FBgn0030246,GO:0046872,F
FBgn0030246,GO:0003723,F
FBgn0030246,GO:0006396,P
FBgn0030246,GO:0004004,F
FBgn0030246,GO:0003723,F
FBgn0030246,GO:0005739,C
FBgn0035312,GO:0003674,F
FBgn0035312,GO:0005575,C
FBgn0035312,GO:0008150,P
FBgn0031292,GO:0008150,P
FBgn0031292,GO:0005575,C
FBgn0031292,GO:0003674,F
FBgn0040528,GO:0055114,P
FBgn0040528,GO:0005783,C
FBgn0040528,GO:0005506,F
FBgn0040528,GO:0004656,F
FBgn0040528,GO:0031418,F
FBgn0040528,GO:0016702,F
FBgn0033798,GO:0008150,P
FBgn0033798,GO:0005575,C
FBgn0033798,GO:0003674,F
FBgn0035003,GO:0004252,F
FBgn0035003,GO:0006508,P
FBgn0035569,GO:0032879,P
FBgn0035316,GO:0003674,F
FBgn0035316,GO:0005575,C
FBgn0035316,GO:0008150,P
FBgn0035309,GO:0008150,P
FBgn0035309,GO:0003674,F
FBgn0035309,GO:0005575,C
FBgn0030983,GO:0003674,F
FBgn0030983,GO:0005575,C
FBgn0030983,GO:0008150,P
FBgn0038132,GO:0003674,F
FBgn0038132,GO:0005575,C
FBgn0038132,GO:0008150,P
FBgn0038131,GO:0005575,C
FBgn0038131,GO:0008150,P
FBgn0038131,GO:0003674,F
FBgn0030576,GO:0016021,C
FBgn0030576,GO:0055085,P
FBgn0029860,GO:0008150,P
FBgn0029860,GO:0003674,F
FBgn0029860,GO:0005575,C
FBgn0029859,GO:0005575,C
FBgn0029859,GO:0003674,F
FBgn0029859,GO:0008150,P
FBgn0033090,GO:0008150,P
FBgn0033090,GO:0005575,C
FBgn0033090,GO:0003674,F
FBgn0029712,GO:0016787,F
FBgn0029712,GO:0008152,P
FBgn0030700,GO:0003674,F
FBgn0030700,GO:0008150,P
FBgn0030700,GO:0005575,C
FBgn0030704,GO:0006364,P
FBgn0038814,GO:0060271,P
FBgn0038814,GO:0036038,C
FBgn0038814,GO:0010826,P
FBgn0038814,GO:0051726,P
FBgn0030389,GO:0005575,C
FBgn0030389,GO:0008150,P
FBgn0030389,GO:0003674,F
FBgn0033191,GO:0016887,F
FBgn0033191,GO:0005524,F
FBgn0033186,GO:0045893,P
FBgn0033186,GO:0005634,C
FBgn0033186,GO:0043565,F
FBgn0033185,GO:0005634,C
FBgn0033185,GO:0043565,F
FBgn0033185,GO:0003713,F
FBgn0033185,GO:0045944,P
FBgn0033185,GO:0045944,P
FBgn0039844,GO:0015171,F
FBgn0039844,GO:0003333,P
FBgn0039844,GO:0015297,F
FBgn0039844,GO:0005887,C
FBgn0039844,GO:0015179,F
FBgn0033183,GO:0003677,F
FBgn0030468,GO:0071011,C
FBgn0030468,GO:0000398,P
FBgn0030218,GO:1990575,P
FBgn0030218,GO:0000064,F
FBgn0030218,GO:0005743,C
FBgn0030218,GO:0015171,F
FBgn0030218,GO:0003333,P
FBgn0030218,GO:0016021,C
FBgn0030218,GO:0005743,C
FBgn0030218,GO:0000064,F
FBgn0030218,GO:0006839,P
FBgn0030027,GO:0004252,F
FBgn0030027,GO:0006508,P
FBgn0039854,GO:0047617,F
FBgn0039854,GO:0006637,P
FBgn0039854,GO:0005739,C
FBgn0030245,GO:0008150,P
FBgn0030245,GO:0005575,C
FBgn0030245,GO:0046872,F
FBgn0030245,GO:0003993,F
FBgn0030478,GO:0030170,F
FBgn0030478,GO:0003824,F
FBgn0030478,GO:0009058,P
FBgn0030478,GO:0005739,C
FBgn0030478,GO:0005829,C
FBgn0039600,GO:0005685,C
FBgn0039600,GO:0000398,P
FBgn0039600,GO:0000398,P
FBgn0039600,GO:0005685,C
FBgn0039600,GO:0000381,P
FBgn0039600,GO:0005634,C
FBgn0039600,GO:0000381,P
FBgn0039600,GO:0000243,C
FBgn0039600,GO:0071004,C
FBgn0039600,GO:0000395,P
FBgn0039600,GO:0030627,F
FBgn0039600,GO:0005685,C
FBgn0039602,GO:0008270,F
FBgn0039602,GO:0006355,P
FBgn0039602,GO:0000976,F
FBgn0039602,GO:0000981,F
FBgn0039602,GO:0005634,C
FBgn0030286,GO:0007165,P
FBgn0030286,GO:0043087,P
FBgn0030286,GO:0051223,P
FBgn0030286,GO:0005085,F
FBgn0030286,GO:0032794,F
FBgn0030286,GO:0005085,F
FBgn0030286,GO:0005829,C
FBgn0030286,GO:0051223,P
FBgn0030286,GO:0017112,F
FBgn0030286,GO:0032483,P
FBgn0030481,GO:0016021,C
FBgn0030481,GO:0005739,C
FBgn0030481,GO:0061668,P
FBgn0033449,GO:0000980,F
FBgn0033449,GO:0000122,P
FBgn0033449,GO:0005634,C
FBgn0033449,GO:0001206,F
FBgn0030816,GO:0003333,P
FBgn0030816,GO:0015171,F
FBgn0030816,GO:0005774,C
FBgn0030816,GO:0015171,F
FBgn0030816,GO:0003333,P
FBgn0031558,GO:0004867,F
FBgn0033454,GO:0034388,C
FBgn0033454,GO:0030515,F
FBgn0033454,GO:0000462,P
FBgn0033454,GO:0032040,C
FBgn0039101,GO:0004252,F
FBgn0039101,GO:0006508,P
FBgn0039101,GO:0006508,P
FBgn0039101,GO:0004252,F
FBgn0036032,GO:0008150,P
FBgn0036032,GO:0003674,F
FBgn0036032,GO:0005575,C
FBgn0031560,GO:0004867,F
FBgn0031560,GO:0046331,P
FBgn0036028,GO:0016787,F
FBgn0036029,GO:0007498,P
FBgn0029820,GO:0003674,F
FBgn0029820,GO:0005634,C
FBgn0029820,GO:0019933,P
FBgn0039092,GO:0016747,F
FBgn0038719,GO:0055085,P
FBgn0038719,GO:0008514,F
FBgn0038719,GO:0005887,C
FBgn0030482,GO:0009082,P
FBgn0030482,GO:0005737,C
FBgn0030482,GO:0004084,F
FBgn0030482,GO:0005739,C
FBgn0030482,GO:0004084,F
FBgn0030482,GO:0005739,C
FBgn0030482,GO:0009099,P
FBgn0030482,GO:0009098,P
FBgn0039086,GO:0008152,P
FBgn0039086,GO:0015020,F
FBgn0039086,GO:0043231,C
FBgn0034505,GO:0005575,C
FBgn0034505,GO:0003674,F
FBgn0034505,GO:0008150,P
FBgn0039897,GO:0030018,C
FBgn0039897,GO:0003779,F
FBgn0039897,GO:0005634,C
FBgn0039897,GO:0015629,C
FBgn0039897,GO:0032233,P
FBgn0037678,GO:0006508,P
FBgn0037678,GO:0004252,F
FBgn0037678,GO:0006508,P
FBgn0037678,GO:0004252,F
FBgn0037678,GO:0005737,C
FBgn0029765,GO:0003796,F
FBgn0029765,GO:0005615,C
FBgn0029765,GO:0050829,P
FBgn0029765,GO:0050830,P
FBgn0029765,GO:0050829,P
FBgn0029765,GO:0005615,C
FBgn0029765,GO:0016998,P
FBgn0029765,GO:0003796,F
FBgn0035348,GO:0009116,P
FBgn0035348,GO:0004731,F
FBgn0029941,GO:0046872,F
FBgn0029941,GO:0071011,C
FBgn0029941,GO:0000398,P
FBgn0029941,GO:0071013,C
FBgn0036767,GO:0019233,P
FBgn0037698,GO:0006357,P
FBgn0037698,GO:0000118,C
FBgn0037698,GO:0008134,F
FBgn0037698,GO:0044212,F
FBgn0037698,GO:0003700,F
FBgn0037698,GO:0005667,C
FBgn0029661,GO:0008270,F
FBgn0029661,GO:0004842,F
FBgn0029661,GO:0005741,C
FBgn0029661,GO:0000209,P
FBgn0029661,GO:0005789,C
FBgn0029661,GO:0008270,F
FBgn0037712,GO:0005524,F
FBgn0037713,GO:0005515,F
FBgn0037713,GO:0000175,F
FBgn0037713,GO:0034477,P
FBgn0037713,GO:0005634,C
FBgn0038881,GO:0006909,P
FBgn0034538,GO:0050829,P
FBgn0034538,GO:0005615,C
FBgn0034538,GO:0003796,F
FBgn0034538,GO:0005615,C
FBgn0034538,GO:0050829,P
FBgn0034538,GO:0016998,P
FBgn0034538,GO:0003796,F
FBgn0034538,GO:0050830,P
FBgn0032462,GO:0005575,C
FBgn0032462,GO:0003674,F
FBgn0032462,GO:0008150,P
FBgn0032488,GO:0005634,C
FBgn0032490,GO:0046983,F
FBgn0032491,GO:0046983,F
FBgn0032495,GO:0005615,C
FBgn0032495,GO:0005615,C
FBgn0032495,GO:0007623,P
FBgn0032495,GO:0032504,P
FBgn0040973,GO:0005575,C
FBgn0040973,GO:0008150,P
FBgn0040973,GO:0003674,F
FBgn0032503,GO:0008150,P
FBgn0032503,GO:0003674,F
FBgn0032503,GO:0005575,C
FBgn0032505,GO:0005575,C
FBgn0032505,GO:0003674,F
FBgn0032505,GO:0008150,P
FBgn0035009,GO:0007018,P
FBgn0035009,GO:0030286,C
FBgn0035009,GO:0042623,F
FBgn0035009,GO:0007018,P
FBgn0035009,GO:0005868,C
FBgn0035009,GO:0036157,C
FBgn0035009,GO:0045505,F
FBgn0032522,GO:0006747,P
FBgn0032522,GO:0003919,F
FBgn0032522,GO:0055114,P
FBgn0032522,GO:0005737,C
FBgn0028942,GO:0019233,P
FBgn0032338,GO:0003824,F
FBgn0032338,GO:0008152,P
FBgn0032338,GO:0005615,C
FBgn0032338,GO:0032504,P
