FBgn_ID,GO_Term,GO_Category
FBgn0043467,GO:0048149,P
FBgn0043467,GO:0005575,C
FBgn0043467,GO:0003674,F
FBgn0026615,GO:0008150,P
FBgn0026615,GO:0003674,F
FBgn0070057,GO:0005575,C
FBgn0070057,GO:0003674,F
FBgn0010339,GO:0005525,F
FBgn0020238,GO:0000077,P
FBgn0020238,GO:0000077,P
FBgn0020238,GO:0007093,P
FBgn0020238,GO:0009314,P
FBgn0020238,GO:0007444,P
FBgn0020238,GO:0005694,C
FBgn0020238,GO:0007088,P
FBgn0020238,GO:0000077,P
FBgn0020238,GO:0005737,C
FBgn0020238,GO:0005634,C
FBgn0020238,GO:0008103,P
FBgn0020238,GO:0007294,P
FBgn0020238,GO:0045172,C
FBgn0020238,GO:0019904,F
FBgn0020238,GO:0048190,P
FBgn0020238,GO:0005515,F
FBgn0020238,GO:0040008,P
FBgn0020238,GO:0008340,P
FBgn0020238,GO:0009411,P
FBgn0020238,GO:0045927,P
FBgn0020238,GO:0046982,F
FBgn0020238,GO:0008134,F
FBgn0020238,GO:0042994,P
FBgn0020238,GO:0035332,P
FBgn0020238,GO:0005886,C
FBgn0020238,GO:0007280,P
FBgn0020238,GO:0007411,P
FBgn0020238,GO:0050815,F
FBgn0020238,GO:0046579,P
FBgn0020238,GO:0005737,C
FBgn0020238,GO:0005634,C
FBgn0020238,GO:0005813,C
FBgn0020238,GO:0005737,C
FBgn0020238,GO:0005654,C
FBgn0004907,GO:0005515,F
FBgn0004907,GO:0008355,P
FBgn0004907,GO:0005634,C
FBgn0004907,GO:0045448,P
FBgn0004907,GO:0007059,P
FBgn0004907,GO:0007611,P
FBgn0004907,GO:0007611,P
FBgn0004907,GO:0008426,F
FBgn0004907,GO:0007294,P
FBgn0004907,GO:0008103,P
FBgn0004907,GO:0045172,C
FBgn0004907,GO:0019904,F
FBgn0004907,GO:0006457,P
FBgn0004907,GO:0006457,P
FBgn0004907,GO:0050821,P
FBgn0004907,GO:0050821,P
FBgn0004907,GO:0005515,F
FBgn0004907,GO:0040040,P
FBgn0004907,GO:0042803,F
FBgn0004907,GO:0046982,F
FBgn0004907,GO:0035332,P
FBgn0004907,GO:0042994,P
FBgn0004907,GO:0008134,F
FBgn0004907,GO:0005886,C
FBgn0004907,GO:0046579,P
FBgn0004907,GO:0031965,C
FBgn0004907,GO:0005634,C
FBgn0004907,GO:0005737,C
FBgn0004907,GO:0005515,F
FBgn0010340,GO:0007275,P
FBgn0266130,GO:0042332,P
FBgn0266131,GO:0042332,P
FBgn0004364,GO:0009653,P
FBgn0004364,GO:0005886,C
FBgn0004364,GO:0004888,F
FBgn0004364,GO:0007155,P
FBgn0004364,GO:0019731,P
FBgn0004364,GO:0005886,C
FBgn0004364,GO:0006955,P
FBgn0004364,GO:0048598,P
FBgn0004364,GO:0006952,P
FBgn0004364,GO:0007275,P
FBgn0004364,GO:0019731,P
FBgn0004364,GO:0019730,P
FBgn0004364,GO:0007165,P
FBgn0004364,GO:0030703,P
FBgn0004364,GO:0007297,P
FBgn0004364,GO:0060026,P
FBgn0004364,GO:0003401,P
FBgn0004364,GO:0007419,P
FBgn0070056,GO:0005575,C
FBgn0070056,GO:0003674,F
FBgn0069070,GO:0003674,F
FBgn0069070,GO:0005575,C
FBgn0069070,GO:0048477,P
FBgn0015579,GO:0008150,P
FBgn0015579,GO:0003674,F
FBgn0069069,GO:0005575,C
FBgn0069069,GO:0003674,F
FBgn0069069,GO:0048477,P
FBgn0043850,GO:0001745,P
FBgn0043850,GO:0005575,C
FBgn0043850,GO:0003674,F
FBgn0250848,GO:0004197,F
FBgn0250848,GO:0005764,C
FBgn0250848,GO:0005615,C
FBgn0250848,GO:0051603,P
FBgn0066318,GO:0016319,P
FBgn0066318,GO:0005575,C
FBgn0066318,GO:0003674,F
FBgn0069068,GO:0005575,C
FBgn0069068,GO:0003674,F
FBgn0069068,GO:0048477,P
FBgn0066317,GO:0016319,P
FBgn0066317,GO:0005575,C
FBgn0066317,GO:0003674,F
FBgn0067331,GO:0007474,P
FBgn0067331,GO:0005575,C
FBgn0067331,GO:0003674,F
FBgn0070055,GO:0003674,F
FBgn0070055,GO:0005575,C
FBgn0070055,GO:0001700,P
FBgn0070054,GO:0003674,F
FBgn0070054,GO:0005575,C
FBgn0070054,GO:0007350,P
FBgn0070053,GO:0003674,F
FBgn0070053,GO:0005575,C
FBgn0070053,GO:0001700,P
FBgn0070052,GO:0005575,C
FBgn0070052,GO:0003674,F
FBgn0070052,GO:0001700,P
FBgn0260100,GO:0035001,P
FBgn0260103,GO:0035149,P
FBgn0260080,GO:0035001,P
FBgn0260603,GO:0007427,P
FBgn0260606,GO:0007427,P
FBgn0260605,GO:0007427,P
FBgn0260618,GO:0007427,P
FBgn0260594,GO:0007427,P
FBgn0260602,GO:0007427,P
FBgn0260601,GO:0007427,P
FBgn0260624,GO:0007427,P
FBgn0260617,GO:0007427,P
FBgn0260611,GO:0007427,P
FBgn0260607,GO:0007427,P
FBgn0260094,GO:0007430,P
FBgn0260098,GO:0007430,P
FBgn0260613,GO:0007427,P
FBgn0260587,GO:0007427,P
FBgn0260612,GO:0007427,P
FBgn0260592,GO:0007427,P
FBgn0260609,GO:0007427,P
FBgn0260593,GO:0007427,P
FBgn0260586,GO:0007427,P
FBgn0260622,GO:0007427,P
FBgn0260599,GO:0007427,P
FBgn0260600,GO:0007427,P
FBgn0260621,GO:0007427,P
FBgn0260107,GO:0007430,P
FBgn0260595,GO:0007427,P
FBgn0260620,GO:0007427,P
FBgn0260598,GO:0007427,P
FBgn0260120,GO:0007430,P
FBgn0260120,GO:0007427,P
FBgn0260585,GO:0007427,P
FBgn0260604,GO:0007427,P
FBgn0260608,GO:0007427,P
FBgn0260619,GO:0007427,P
FBgn0260596,GO:0007427,P
FBgn0260610,GO:0007427,P
FBgn0260108,GO:0007430,P
FBgn0260615,GO:0007427,P
FBgn0260597,GO:0007427,P
FBgn0260590,GO:0007427,P
FBgn0260118,GO:0007430,P
FBgn0260084,GO:0007427,P
FBgn0260588,GO:0007427,P
FBgn0260589,GO:0007427,P
FBgn0260109,GO:0007430,P
FBgn0260616,GO:0007427,P
FBgn0260095,GO:0007430,P
FBgn0260584,GO:0007427,P
FBgn0260591,GO:0007427,P
FBgn0260623,GO:0007427,P
FBgn0260110,GO:0007430,P
FBgn0260099,GO:0007430,P
FBgn0260119,GO:0035149,P
FBgn0260614,GO:0007427,P
FBgn0021755,GO:0007475,P
FBgn0021755,GO:0005575,C
FBgn0021755,GO:0003674,F
FBgn0021754,GO:0007475,P
FBgn0021754,GO:0005575,C
FBgn0021754,GO:0003674,F
FBgn0260793,GO:0005575,C
FBgn0260793,GO:0003674,F
FBgn0260793,GO:0007614,P
FBgn0029514,GO:0090071,P
FBgn0029514,GO:0017148,P
FBgn0029514,GO:0005739,C
FBgn0029514,GO:0043023,F
FBgn0027097,GO:0007298,P
FBgn0027097,GO:0005575,C
FBgn0027097,GO:0003674,F
FBgn0070051,GO:0005575,C
FBgn0070051,GO:0003674,F
FBgn0067329,GO:0008587,P
FBgn0067329,GO:0005575,C
FBgn0067329,GO:0003674,F
FBgn0070050,GO:0003674,F
FBgn0070050,GO:0005575,C
FBgn0070050,GO:0001700,P
FBgn0070049,GO:0005575,C
FBgn0070049,GO:0003674,F
FBgn0070049,GO:0007379,P
FBgn0070048,GO:0003674,F
FBgn0070048,GO:0005575,C
FBgn0070048,GO:0007379,P
FBgn0070047,GO:0005575,C
FBgn0070047,GO:0003674,F
FBgn0070047,GO:0030703,P
FBgn0070046,GO:0003674,F
FBgn0070046,GO:0005575,C
FBgn0070046,GO:0007379,P
FBgn0021753,GO:0007475,P
FBgn0021753,GO:0005575,C
FBgn0021753,GO:0003674,F
FBgn0067328,GO:0035220,P
FBgn0067328,GO:0003674,F
FBgn0067328,GO:0005575,C
FBgn0070045,GO:0003674,F
FBgn0070045,GO:0005575,C
FBgn0070045,GO:0007379,P
FBgn0070044,GO:0005575,C
FBgn0070044,GO:0003674,F
FBgn0070044,GO:0007379,P
FBgn0070043,GO:0003674,F
FBgn0070043,GO:0005575,C
FBgn0070043,GO:0007310,P
FBgn0070042,GO:0005575,C
FBgn0070042,GO:0003674,F
FBgn0070042,GO:0016331,P
FBgn0070041,GO:0003674,F
FBgn0070041,GO:0005575,C
FBgn0070041,GO:0007379,P
FBgn0070040,GO:0005575,C
FBgn0070040,GO:0003674,F
FBgn0070040,GO:0008362,P
FBgn0070039,GO:0005575,C
FBgn0070039,GO:0003674,F
FBgn0070039,GO:0001700,P
FBgn0070038,GO:0005575,C
FBgn0070038,GO:0003674,F
FBgn0070038,GO:0001700,P
FBgn0070037,GO:0003674,F
FBgn0070037,GO:0005575,C
FBgn0070037,GO:0001700,P
FBgn0070036,GO:0005575,C
FBgn0070036,GO:0003674,F
FBgn0070036,GO:0007310,P
FBgn0021751,GO:0007475,P
FBgn0021751,GO:0003674,F
FBgn0021751,GO:0005575,C
FBgn0069066,GO:0005575,C
FBgn0069066,GO:0003674,F
FBgn0069066,GO:0007293,P
FBgn0052016,GO:0005737,C
FBgn0052016,GO:0005634,C
FBgn0052016,GO:0000932,C
FBgn0004168,GO:0007198,P
FBgn0004168,GO:0007208,P
FBgn0004168,GO:0004993,F
FBgn0004168,GO:0007210,P
FBgn0004168,GO:0016021,C
FBgn0004168,GO:0004993,F
FBgn0004168,GO:0001586,F
FBgn0004168,GO:0007198,P
FBgn0004168,GO:0007208,P
FBgn0004168,GO:0008227,F
FBgn0004168,GO:0016021,C
FBgn0004168,GO:0045187,P
FBgn0004168,GO:0007615,P
FBgn0004168,GO:0004993,F
FBgn0004168,GO:0007210,P
FBgn0004168,GO:0002121,P
FBgn0004168,GO:0008049,P
FBgn0004168,GO:0030594,F
FBgn0263116,GO:0007198,P
FBgn0263116,GO:0007208,P
FBgn0263116,GO:0016021,C
FBgn0263116,GO:0007210,P
FBgn0263116,GO:0004993,F
FBgn0263116,GO:0007198,P
FBgn0263116,GO:0001586,F
FBgn0263116,GO:0007208,P
FBgn0263116,GO:0004993,F
FBgn0263116,GO:0008227,F
FBgn0263116,GO:0016021,C
FBgn0263116,GO:0009649,P
FBgn0263116,GO:0004993,F
FBgn0263116,GO:0007210,P
FBgn0263116,GO:0030594,F
FBgn0087012,GO:0005886,C
FBgn0087012,GO:0005886,C
FBgn0087012,GO:0007377,P
FBgn0087012,GO:0016021,C
FBgn0087012,GO:0004993,F
FBgn0087012,GO:0007210,P
FBgn0087012,GO:0007210,P
FBgn0087012,GO:0001587,F
FBgn0087012,GO:0004993,F
FBgn0087012,GO:0008227,F
FBgn0087012,GO:0007186,P
FBgn0087012,GO:0016021,C
FBgn0087012,GO:0007210,P
FBgn0087012,GO:0004993,F
FBgn0087012,GO:0007210,P
FBgn0087012,GO:2000253,P
FBgn0087012,GO:0030594,F
FBgn0261929,GO:0008227,F
FBgn0261929,GO:0007186,P
FBgn0261929,GO:0005886,C
FBgn0261929,GO:0016021,C
FBgn0261929,GO:0007210,P
FBgn0261929,GO:0004993,F
FBgn0261929,GO:0004969,F
FBgn0004573,GO:0004993,F
FBgn0004573,GO:0016021,C
FBgn0004573,GO:0007210,P
FBgn0004573,GO:0007192,P
FBgn0004573,GO:0004993,F
FBgn0004573,GO:0008227,F
FBgn0004573,GO:0016021,C
FBgn0004573,GO:0016546,P
FBgn0004573,GO:0016545,P
FBgn0004573,GO:0060179,P
FBgn0004573,GO:0016543,P
FBgn0004573,GO:0007619,P
FBgn0004573,GO:0060180,P
FBgn0004573,GO:0004993,F
FBgn0004573,GO:0007210,P
FBgn0004573,GO:0007198,P
FBgn0004573,GO:0051378,F
FBgn0004573,GO:0030594,F
FBgn0259178,GO:0046030,F
FBgn0259178,GO:0046856,P
FBgn0259178,GO:0004445,F
FBgn0259178,GO:0046855,P
FBgn0259178,GO:0048016,P
FBgn0000002,GO:0022625,C
FBgn0053353,GO:0006412,P
FBgn0053353,GO:0022626,C
FBgn0053353,GO:0003735,F
FBgn0053354,GO:0006412,P
FBgn0053354,GO:0022626,C
FBgn0053354,GO:0003735,F
FBgn0053355,GO:0022626,C
FBgn0053355,GO:0006412,P
FBgn0053355,GO:0003735,F
FBgn0053357,GO:0003735,F
FBgn0053357,GO:0022626,C
FBgn0053357,GO:0006412,P
FBgn0053358,GO:0006412,P
FBgn0053358,GO:0003735,F
FBgn0053358,GO:0022626,C
FBgn0053359,GO:0003735,F
FBgn0053359,GO:0022626,C
FBgn0053359,GO:0006412,P
FBgn0053360,GO:0022626,C
FBgn0053360,GO:0003735,F
FBgn0053360,GO:0006412,P
FBgn0053361,GO:0022626,C
FBgn0053361,GO:0006412,P
FBgn0053361,GO:0003735,F
FBgn0053362,GO:0003735,F
FBgn0053362,GO:0022626,C
FBgn0053362,GO:0006412,P
FBgn0053364,GO:0006412,P
FBgn0053364,GO:0003735,F
FBgn0053364,GO:0022626,C
FBgn0053365,GO:0003735,F
FBgn0053365,GO:0006412,P
FBgn0053365,GO:0022626,C
FBgn0053366,GO:0006412,P
FBgn0053366,GO:0022626,C
FBgn0053366,GO:0003735,F
FBgn0053367,GO:0006412,P
FBgn0053367,GO:0003735,F
FBgn0053367,GO:0022626,C
FBgn0053368,GO:0022626,C
FBgn0053368,GO:0003735,F
FBgn0053368,GO:0006412,P
FBgn0053369,GO:0003735,F
FBgn0053369,GO:0022626,C
FBgn0053369,GO:0006412,P
FBgn0053370,GO:0006412,P
FBgn0053370,GO:0022626,C
FBgn0053370,GO:0003735,F
FBgn0053372,GO:0006412,P
FBgn0053372,GO:0022626,C
FBgn0053372,GO:0003735,F
FBgn0053373,GO:0003735,F
FBgn0053373,GO:0006412,P
FBgn0053373,GO:0022626,C
FBgn0053374,GO:0003735,F
FBgn0053374,GO:0022626,C
FBgn0053374,GO:0006412,P
FBgn0053375,GO:0006412,P
FBgn0053375,GO:0022626,C
FBgn0053375,GO:0003735,F
FBgn0053376,GO:0006412,P
FBgn0053376,GO:0003735,F
FBgn0053376,GO:0022626,C
FBgn0053377,GO:0006412,P
FBgn0053377,GO:0022626,C
FBgn0053377,GO:0003735,F
FBgn0053378,GO:0003735,F
FBgn0053378,GO:0006412,P
FBgn0053378,GO:0022626,C
FBgn0053379,GO:0006412,P
FBgn0053379,GO:0022626,C
FBgn0053379,GO:0003735,F
FBgn0053380,GO:0003735,F
FBgn0053380,GO:0006412,P
FBgn0053380,GO:0022626,C
FBgn0053381,GO:0003735,F
FBgn0053381,GO:0006412,P
FBgn0053381,GO:0022626,C
FBgn0053382,GO:0003735,F
FBgn0053382,GO:0022626,C
FBgn0053382,GO:0006412,P
FBgn0053383,GO:0022626,C
FBgn0053383,GO:0003735,F
FBgn0053383,GO:0006412,P
FBgn0053384,GO:0006412,P
FBgn0053384,GO:0003735,F
FBgn0053384,GO:0022626,C
FBgn0053385,GO:0003735,F
FBgn0053385,GO:0022626,C
FBgn0053385,GO:0006412,P
FBgn0053386,GO:0006412,P
FBgn0053386,GO:0022626,C
FBgn0053386,GO:0003735,F
FBgn0053387,GO:0003735,F
FBgn0053387,GO:0022626,C
FBgn0053387,GO:0006412,P
FBgn0053388,GO:0003735,F
FBgn0053388,GO:0022626,C
FBgn0053388,GO:0006412,P
FBgn0053389,GO:0006412,P
FBgn0053389,GO:0022626,C
FBgn0053389,GO:0003735,F
FBgn0053390,GO:0003735,F
FBgn0053390,GO:0006412,P
FBgn0053390,GO:0022626,C
FBgn0053391,GO:0003735,F
FBgn0053391,GO:0022626,C
FBgn0053391,GO:0006412,P
FBgn0053392,GO:0003735,F
FBgn0053392,GO:0022626,C
FBgn0053392,GO:0006412,P
FBgn0053393,GO:0022626,C
FBgn0053393,GO:0003735,F
FBgn0053393,GO:0006412,P
FBgn0053394,GO:0006412,P
FBgn0053394,GO:0022626,C
FBgn0053394,GO:0003735,F
FBgn0053395,GO:0003735,F
FBgn0053395,GO:0022626,C
FBgn0053395,GO:0006412,P
FBgn0053396,GO:0003735,F
FBgn0053396,GO:0022626,C
FBgn0053396,GO:0006412,P
FBgn0053397,GO:0006412,P
FBgn0053397,GO:0003735,F
FBgn0053397,GO:0022626,C
FBgn0053398,GO:0006412,P
FBgn0053398,GO:0022626,C
FBgn0053398,GO:0003735,F
FBgn0053399,GO:0022626,C
FBgn0053399,GO:0003735,F
FBgn0053399,GO:0006412,P
FBgn0053400,GO:0003735,F
FBgn0053400,GO:0006412,P
FBgn0053400,GO:0022626,C
FBgn0053401,GO:0022626,C
FBgn0053401,GO:0006412,P
FBgn0053401,GO:0003735,F
FBgn0053402,GO:0003735,F
FBgn0053402,GO:0022626,C
FBgn0053402,GO:0006412,P
FBgn0053403,GO:0006412,P
FBgn0053403,GO:0003735,F
FBgn0053403,GO:0022626,C
FBgn0053404,GO:0022626,C
FBgn0053404,GO:0003735,F
FBgn0053404,GO:0006412,P
FBgn0053405,GO:0006412,P
FBgn0053405,GO:0022626,C
FBgn0053405,GO:0003735,F
FBgn0053406,GO:0022626,C
FBgn0053406,GO:0006412,P
FBgn0053406,GO:0003735,F
FBgn0053407,GO:0006412,P
FBgn0053407,GO:0003735,F
FBgn0053407,GO:0022626,C
FBgn0053408,GO:0003735,F
FBgn0053408,GO:0006412,P
FBgn0053408,GO:0022626,C
FBgn0053409,GO:0003735,F
FBgn0053409,GO:0006412,P
FBgn0053409,GO:0022626,C
FBgn0053410,GO:0006412,P
FBgn0053410,GO:0022626,C
FBgn0053410,GO:0003735,F
FBgn0053411,GO:0003735,F
FBgn0053411,GO:0022626,C
FBgn0053411,GO:0006412,P
FBgn0053412,GO:0022626,C
FBgn0053412,GO:0003735,F
FBgn0053412,GO:0006412,P
FBgn0053413,GO:0022626,C
FBgn0053413,GO:0006412,P
FBgn0053413,GO:0003735,F
FBgn0053414,GO:0006412,P
FBgn0053414,GO:0003735,F
FBgn0053414,GO:0022626,C
FBgn0053415,GO:0003735,F
FBgn0053415,GO:0006412,P
FBgn0053415,GO:0022626,C
FBgn0053417,GO:0003735,F
FBgn0053417,GO:0022626,C
FBgn0053417,GO:0006412,P
FBgn0053418,GO:0006412,P
FBgn0053418,GO:0022626,C
FBgn0053418,GO:0003735,F
FBgn0053419,GO:0006412,P
FBgn0053419,GO:0022626,C
FBgn0053419,GO:0003735,F
FBgn0053420,GO:0006412,P
FBgn0053420,GO:0022626,C
FBgn0053420,GO:0003735,F
FBgn0053421,GO:0006412,P
FBgn0053421,GO:0003735,F
FBgn0053421,GO:0022626,C
FBgn0053422,GO:0006412,P
FBgn0053422,GO:0003735,F
FBgn0053422,GO:0022626,C
FBgn0053423,GO:0022626,C
FBgn0053423,GO:0003735,F
FBgn0053423,GO:0006412,P
FBgn0053424,GO:0022626,C
FBgn0053424,GO:0003735,F
FBgn0053424,GO:0006412,P
FBgn0053425,GO:0006412,P
FBgn0053425,GO:0003735,F
FBgn0053425,GO:0022626,C
FBgn0053426,GO:0003735,F
FBgn0053426,GO:0022626,C
FBgn0053426,GO:0006412,P
FBgn0053427,GO:0022626,C
FBgn0053427,GO:0006412,P
FBgn0053427,GO:0003735,F
FBgn0053428,GO:0022626,C
FBgn0053428,GO:0006412,P
FBgn0053428,GO:0003735,F
FBgn0053429,GO:0006412,P
FBgn0053429,GO:0022626,C
FBgn0053429,GO:0003735,F
FBgn0053430,GO:0006412,P
FBgn0053430,GO:0022626,C
FBgn0053430,GO:0003735,F
FBgn0053431,GO:0022626,C
FBgn0053431,GO:0006412,P
FBgn0053431,GO:0003735,F
FBgn0053432,GO:0006412,P
FBgn0053432,GO:0022626,C
FBgn0053432,GO:0003735,F
FBgn0053433,GO:0022626,C
FBgn0053433,GO:0003735,F
FBgn0053433,GO:0006412,P
FBgn0053434,GO:0022626,C
FBgn0053434,GO:0003735,F
FBgn0053434,GO:0006412,P
FBgn0053435,GO:0022626,C
FBgn0053435,GO:0003735,F
FBgn0053435,GO:0006412,P
FBgn0053436,GO:0006412,P
FBgn0053436,GO:0022626,C
FBgn0053436,GO:0003735,F
FBgn0053437,GO:0022626,C
FBgn0053437,GO:0006412,P
FBgn0053437,GO:0003735,F
FBgn0053438,GO:0006412,P
FBgn0053438,GO:0022626,C
FBgn0053438,GO:0003735,F
FBgn0053439,GO:0006412,P
FBgn0053439,GO:0003735,F
FBgn0053439,GO:0022626,C
FBgn0053440,GO:0022626,C
FBgn0053440,GO:0006412,P
FBgn0053440,GO:0003735,F
FBgn0053441,GO:0006412,P
FBgn0053441,GO:0003735,F
FBgn0053441,GO:0022626,C
FBgn0053442,GO:0003735,F
FBgn0053442,GO:0022626,C
FBgn0053442,GO:0006412,P
FBgn0053443,GO:0003735,F
FBgn0053443,GO:0006412,P
FBgn0053443,GO:0022626,C
FBgn0053444,GO:0003735,F
FBgn0053444,GO:0022626,C
FBgn0053444,GO:0006412,P
FBgn0053445,GO:0003735,F
FBgn0053445,GO:0022626,C
FBgn0053445,GO:0006412,P
FBgn0053446,GO:0003735,F
FBgn0053446,GO:0006412,P
FBgn0053446,GO:0022626,C
FBgn0053447,GO:0003735,F
FBgn0053447,GO:0006412,P
FBgn0053447,GO:0022626,C
FBgn0053448,GO:0003735,F
FBgn0053448,GO:0022626,C
FBgn0053448,GO:0006412,P
FBgn0053449,GO:0003735,F
FBgn0053449,GO:0022626,C
FBgn0053449,GO:0006412,P
FBgn0053450,GO:0022626,C
FBgn0053450,GO:0003735,F
FBgn0053450,GO:0006412,P
FBgn0053451,GO:0003735,F
FBgn0053451,GO:0006412,P
FBgn0053451,GO:0022626,C
FBgn0053452,GO:0022626,C
FBgn0053452,GO:0003735,F
FBgn0053452,GO:0006412,P
FBgn0044335,GO:0005575,C
FBgn0044335,GO:0003674,F
FBgn0044334,GO:0005575,C
FBgn0044334,GO:0003674,F
FBgn0062518,GO:0005575,C
FBgn0062518,GO:0003674,F
FBgn0041707,GO:0045862,P
FBgn0041707,GO:0016504,F
FBgn0041707,GO:0010952,P
FBgn0041707,GO:0030141,C
FBgn0041707,GO:0007218,P
FBgn0000003,GO:0005786,C
FBgn0000003,GO:0006614,P
FBgn0052208,GO:0008150,P
FBgn0052208,GO:0005575,C
FBgn0052208,GO:0003674,F
FBgn0266128,GO:0042332,P
FBgn0023418,GO:0005575,C
FBgn0023418,GO:0003674,F
FBgn0044332,GO:0005575,C
FBgn0044332,GO:0003674,F
FBgn0044331,GO:0005575,C
FBgn0044331,GO:0003674,F
FBgn0070035,GO:0005575,C
FBgn0070035,GO:0003674,F
FBgn0025723,GO:0007423,P
FBgn0025723,GO:0007219,P
FBgn0025723,GO:0005575,C
FBgn0025723,GO:0003674,F
FBgn0028965,GO:0008150,P
FBgn0028965,GO:0008157,F
FBgn0028965,GO:0008157,F
FBgn0028965,GO:0008157,F
FBgn0028965,GO:0008157,F
FBgn0020515,GO:0003674,F
FBgn0019643,GO:0008080,F
FBgn0019643,GO:0006584,P
FBgn0019643,GO:0004059,F
FBgn0019643,GO:0004060,F
FBgn0019643,GO:0030431,P
FBgn0019643,GO:0046334,P
FBgn0019643,GO:0042429,P
FBgn0019643,GO:0042420,P
FBgn0019643,GO:0045187,P
FBgn0019643,GO:0048066,P
FBgn0019643,GO:0004059,F
FBgn0019643,GO:0005737,C
FBgn0019643,GO:0004059,F
FBgn0031791,GO:0019186,F
FBgn0031791,GO:0004059,F
FBgn0031791,GO:0006807,P
FBgn0031791,GO:0005737,C
FBgn0032839,GO:0006807,P
FBgn0032839,GO:0008080,F
FBgn0032839,GO:0005737,C
FBgn0034429,GO:0005737,C
FBgn0034429,GO:0008080,F
FBgn0034429,GO:0006807,P
FBgn0034426,GO:0008080,F
FBgn0034426,GO:0005737,C
FBgn0034426,GO:0006807,P
FBgn0034428,GO:0008080,F
FBgn0034428,GO:0006807,P
FBgn0034428,GO:0005737,C
FBgn0040376,GO:0008080,F
FBgn0040376,GO:0005737,C
FBgn0040376,GO:0006807,P
FBgn0031170,GO:0055085,P
FBgn0031170,GO:0005524,F
FBgn0031170,GO:0016021,C
FBgn0031170,GO:0042626,F
FBgn0031170,GO:0006869,P
FBgn0031170,GO:0042626,F
FBgn0031170,GO:0043231,C
FBgn0035244,GO:0015886,P
FBgn0035244,GO:0042626,F
FBgn0035244,GO:0005743,C
FBgn0035244,GO:0016226,P
FBgn0035244,GO:0015232,F
FBgn0035244,GO:0005524,F
FBgn0035244,GO:0016021,C
FBgn0035244,GO:0055085,P
FBgn0035244,GO:0005743,C
FBgn0035244,GO:0006879,P
FBgn0033246,GO:0003989,F
FBgn0033246,GO:0006633,P
FBgn0033246,GO:0005524,F
FBgn0033246,GO:0046872,F
FBgn0033246,GO:0000902,P
FBgn0033246,GO:0005737,C
FBgn0033246,GO:0071329,P
FBgn0033246,GO:0009744,P
FBgn0033246,GO:0005977,P
FBgn0033246,GO:0019432,P
FBgn0040510,GO:0016021,C
FBgn0040510,GO:0007283,P
FBgn0040510,GO:0004016,F
FBgn0040510,GO:0004016,F
FBgn0040510,GO:0035556,P
FBgn0040510,GO:0008074,C
FBgn0040510,GO:0006182,P
FBgn0040510,GO:0005886,C
FBgn0040510,GO:0004383,F
FBgn0040510,GO:0007165,P
FBgn0040509,GO:0004016,F
FBgn0040509,GO:0016021,C
FBgn0040509,GO:0007283,P
FBgn0040509,GO:0004016,F
FBgn0040509,GO:0035556,P
FBgn0040509,GO:0006182,P
FBgn0040509,GO:0004383,F
FBgn0040509,GO:0007165,P
FBgn0040509,GO:0008074,C
FBgn0040509,GO:0005886,C
FBgn0040508,GO:0007283,P
FBgn0040508,GO:0016021,C
FBgn0040508,GO:0004016,F
FBgn0040508,GO:0004016,F
FBgn0040508,GO:0035556,P
FBgn0040508,GO:0008074,C
FBgn0040508,GO:0007165,P
FBgn0040508,GO:0005886,C
FBgn0040508,GO:0006182,P
FBgn0040508,GO:0004383,F
FBgn0040507,GO:0004016,F
FBgn0040507,GO:0016021,C
FBgn0040507,GO:0004016,F
FBgn0040507,GO:0035556,P
FBgn0040507,GO:0004383,F
FBgn0040507,GO:0007165,P
FBgn0040507,GO:0008074,C
FBgn0040507,GO:0006182,P
FBgn0040507,GO:0005886,C
FBgn0040506,GO:0016021,C
FBgn0040506,GO:0004016,F
FBgn0040506,GO:0004016,F
FBgn0040506,GO:0035556,P
FBgn0040506,GO:0008074,C
FBgn0040506,GO:0004383,F
FBgn0040506,GO:0007165,P
FBgn0040506,GO:0005886,C
FBgn0040506,GO:0006182,P
FBgn0026573,GO:0005515,F
FBgn0026573,GO:0031490,F
FBgn0026573,GO:0005700,C
FBgn0026573,GO:0005721,C
FBgn0026573,GO:0035064,F
FBgn0026573,GO:0070868,P
FBgn0026573,GO:0005705,C
FBgn0026573,GO:0005704,C
FBgn0026573,GO:0005701,C
FBgn0026573,GO:0000792,C
FBgn0033983,GO:0016491,F
FBgn0033983,GO:0055114,P
FBgn0033983,GO:0071949,F
FBgn0033983,GO:0008609,F
FBgn0033983,GO:0008611,P
FBgn0033983,GO:0008609,F
FBgn0033983,GO:0005777,C
FBgn0033983,GO:0005777,C
FBgn0033983,GO:0005777,C
FBgn0033983,GO:0008610,P
FBgn0053138,GO:0004553,F
FBgn0053138,GO:0003844,F
FBgn0053138,GO:0005978,P
FBgn0053138,GO:0043169,F
FBgn0053138,GO:0008340,P
FBgn0262739,GO:0030422,P
FBgn0262739,GO:0030423,P
FBgn0262739,GO:0016246,P
FBgn0262739,GO:0035279,P
FBgn0262739,GO:0019899,F
FBgn0262739,GO:0035196,P
FBgn0262739,GO:0007416,P
FBgn0262739,GO:0006342,P
FBgn0262739,GO:0005634,C
FBgn0262739,GO:0005737,C
FBgn0262739,GO:0035279,P
FBgn0262739,GO:0035195,P
FBgn0262739,GO:0007367,P
FBgn0262739,GO:0005515,F
FBgn0262739,GO:0007367,P
