"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0035022",71.7418670487766,-1.73179535509548,0.170531974723164,123.90584136493,1.24219109001838e-27,1.43907837778629e-23
"FBgn0039677",54.5710093461248,-1.29925352249826,0.1335622019028,106.932896374416,6.02305162086833e-24,3.48885265138798e-20
"FBgn0000639",251.507139147576,-1.98949196344087,0.239717537621206,97.5987140344446,6.40779378670516e-22,2.47447636729931e-18
"FBgn0026563",356.022731989555,-1.97315019863515,0.201118185131176,92.2556618550645,9.26696592287693e-21,2.68394500541323e-17
"FBgn0053459",61.715645581714,-1.59720188880488,0.167527105277376,91.4790633808752,1.36638719059448e-20,3.16591912060741e-17
"FBgn0025595",2234.97210717838,1.49604713948636,0.158845671679767,85.1543425280671,3.22826713594736e-19,6.2332457949917e-16
"FBgn0034387",696.023427739098,0.653117985570245,0.0711402860062926,83.6706289777921,6.77881479714491e-19,1.12189384892748e-15
"FBgn0053494",1069.49096159606,0.860424198457503,0.0970447777706362,81.7196927539131,1.79801862897102e-18,2.60375572707866e-15
"FBgn0015035",3101.44718950936,2.28348380519497,0.281267579386661,80.8899255543708,2.7225498790593e-18,3.50452670543356e-15
"FBgn0034479",2801.4794408543,1.0420502280938,0.13618368434219,75.368755898667,4.30410247388958e-17,4.98630271600107e-14
"FBgn0033782",1680.78508779029,1.17316789716876,0.143961368501817,68.5647593610901,1.29226528646669e-15,1.36099030397424e-12
"FBgn0004554",84.4354035080524,-1.79004400660135,0.253619659526294,65.5417844672426,5.85844471455323e-15,5.65584016817493e-12
"FBgn0039679",38.2244956203602,-1.0879138073051,0.147336685426215,64.1400222567157,1.18078582894375e-14,1.05226183294718e-11
"FBgn0040609",1561.78360768139,1.50567821331074,0.183307661813575,63.0185947786015,2.06864522558113e-14,1.71180392416838e-11
"FBgn0051664",670.002432035623,-1.00566425204322,0.13995692909619,61.9288045033388,3.56722880852423e-14,2.75508971645021e-11
"FBgn0000346",2287.32835002024,0.392123589711671,0.0528016020152489,61.5537642817627,4.3029858310138e-14,3.11563067826843e-11
"FBgn0265266",18.4927455433436,-1.80965429895646,0.257688795095532,59.6418335656582,1.11928425847742e-13,7.62759302027115e-11
"FBgn0035282",203.459891936737,1.72174545193406,0.215304984389394,59.1225984873182,1.45107834358036e-13,9.33930145021028e-11
"FBgn0039748",133.005205153799,0.454280699585416,0.0814274040421228,58.7733874008447,1.72790986661936e-13,1.05357030551501e-10
"FBgn0024289",5330.67004886893,-1.72723617698159,0.216817416100684,57.8633991692561,2.7234695145452e-13,1.57756971630031e-10
"FBgn0039152",1455.67473233859,1.3669099247713,0.182889833071243,56.2664501661501,6.05195358086256e-13,3.33866105877585e-10
"FBgn0003261",15284.6710628388,0.260711958121465,0.0357495403970268,55.7825934948214,7.70839088998901e-13,4.05916856638739e-10
"FBgn0026593",1663.6463935915,0.550211832932592,0.0736369298793916,55.3392631917743,9.62125403293107e-13,4.84618382484811e-10
"FBgn0036995",980.139335552262,-1.28954811043935,0.175580872183455,55.1384266287436,1.06375787247197e-12,5.13484789691159e-10
"FBgn0033446",7492.75758246827,1.28855138233122,0.168236661832349,54.7128551918854,1.31599564020808e-12,6.09832379672423e-10
"FBgn0036381",2952.54303277508,1.4685582128183,0.193462606029432,53.3930997857727,2.54586690600005e-12,1.13437954253887e-09
"FBgn0039226",391.176998331761,0.426262210244208,0.0657443850972393,53.2915704674565,2.67844360708348e-12,1.14925071066897e-09
"FBgn0038484",817.833135224146,2.2850104037924,0.302905857900656,52.2720854925113,4.45924009698264e-12,1.84501059012657e-09
"FBgn0050287",17.2950452621132,-1.32295487380248,0.204245850428804,52.0030840294957,5.10121680853328e-12,2.03784816299511e-09
"FBgn0038981",902.487854271923,0.23272285039622,0.0526843186189233,51.71506798784,5.89136147972177e-12,2.27504742475256e-09
"FBgn0027657",4696.69018982305,-0.499821813878874,0.0818504711685572,51.4873752226046,6.60174167668514e-12,2.46713475239992e-09
"FBgn0027578",2177.19108806852,-0.740722538602463,0.110131167749202,51.06600666465,8.14999882925896e-12,2.95055426365516e-09
"FBgn0036024",3840.56781854208,-3.38106328793272,0.432251181506631,50.7343072398616,9.62022348789587e-12,3.3772814880992e-09
"FBgn0028864",51.876213521853,-1.02860519684817,0.151106786564836,50.2596154835005,1.21972848559331e-11,4.04860645787691e-09
"FBgn0051780",51.8978060404148,-1.02895207710395,0.150996377097707,50.254022949781,1.22314394497792e-11,4.04860645787691e-09
"FBgn0005616",303.648309752982,0.341307337233499,0.0489444682298885,49.9426629177183,1.42918530348083e-11,4.59919770578483e-09
"FBgn0024179",1025.09616396943,0.654557221814152,0.0929130264295761,49.3417847729493,1.93004561327713e-11,6.04312930535556e-09
"FBgn0039767",1808.94281667757,-0.199956834324936,0.0406532140763644,47.8780504358759,4.01248522014558e-11,1.2232800335628e-08
"FBgn0039877",1715.82649779911,-0.269242934863488,0.0426362285012235,47.3792671354977,5.14899966079242e-11,1.52951695052e-08
"FBgn0039676",74.3289227155067,-1.06477325561936,0.160280480056557,46.4373828482718,8.24613494288573e-11,2.38828683283328e-08
"FBgn0058160",1913.88768641777,-0.28127215580788,0.0534285647894729,45.5283626838001,1.29909723424615e-10,3.67074181920528e-08
"FBgn0034996",16.5081385301557,-1.21714240997096,0.184525023169678,45.3300009857522,1.43454888948977e-10,3.95696402017595e-08
"FBgn0024740",292.851930721321,-1.32509947649776,0.194717920305087,45.2730265932566,1.47600281493225e-10,3.97662618860236e-08
"FBgn0002562",34.0785914161358,-4.03871419436767,0.598219052183735,45.1069163013889,1.60382721006943e-10,4.22280414287599e-08
"FBgn0086357",10656.4561835461,-0.311061406889394,0.0634110142475567,44.5839149303479,2.0831756094839e-10,5.363019874638e-08
"FBgn0034276",721.293266684961,-1.81652835140412,0.264352724618258,44.4502906382565,2.22711184839843e-10,5.60893277471647e-08
"FBgn0033654",187.256720799403,0.500109092665945,0.0777577975887784,44.2181656634668,2.50119370072588e-10,6.03673521310612e-08
"FBgn0031805",697.28331823603,1.07421515346205,0.166503216493343,44.2344026000397,2.48097004262916e-10,6.03673521310612e-08
"FBgn0037612",252.908592726091,-2.00926100035555,0.28679342643173,44.0825703960587,2.67664924863765e-10,6.32836358070759e-08
"FBgn0002868",4691.04567202806,0.262726891777611,0.134528715723543,43.9654645803794,2.83805409567022e-10,6.5757713396679e-08
"FBgn0031322",619.93817739426,0.356536968610632,0.064325842937392,43.8670117050006,2.98125716033212e-10,6.77213023577404e-08
"FBgn0033128",702.777474607449,0.407532878947937,0.0687214343917995,43.49670393743,3.58765562962688e-10,7.99288278254374e-08
"FBgn0025700",3960.85203912987,-0.392748695335455,0.0777286185672867,43.3932478598123,3.77812177051037e-10,8.25840390780427e-08
"FBgn0033926",4708.5369738563,-0.526394943214208,0.0801130982232993,43.0122888797276,4.57088339860048e-10,9.80623780977529e-08
"FBgn0036208",681.909080125986,-1.03832157260836,0.158159523682359,42.8341303056727,4.99674038632014e-10,1.05249522500943e-07
"FBgn0016123",3088.34974065973,0.795308997673419,0.121217590287729,42.1071359372897,7.18706556592938e-10,1.48682418895164e-07
"FBgn0050418",150.556542160898,0.449633104769923,0.0768413430003893,42.0649024105452,7.34044688778754e-10,1.49191363500033e-07
"FBgn0036997",1340.08270325225,-1.10771216467065,0.16793033223161,41.9578889382083,7.74390793106299e-10,1.54677885140284e-07
"FBgn0038914",25978.9340096753,-1.19256842754659,0.180399172470909,41.7885865293075,8.42798457125176e-10,1.65488476708393e-07
"FBgn0004117",4053.82186836528,0.405876700894201,0.0782450751844271,41.4948220061591,9.76143996422824e-10,1.8847713664264e-07
"FBgn0261805",102.570236832721,-0.938328606733179,0.155198131725926,41.2402319279354,1.10865755443538e-09,2.10554061772686e-07
"FBgn0027095",2049.60143540969,-0.260446455987151,0.0507089251864816,41.1278338380405,1.17274706777653e-09,2.18516036083411e-07
"FBgn0011016",4431.54670058894,-0.337876476512162,0.0704800413787773,41.1014762877853,1.18830472794604e-09,2.18516036083411e-07
"FBgn0039613",148.716946326308,-0.757363400595459,0.126085469382525,40.811964933031,1.37339169538631e-09,2.48605356110163e-07
"FBgn0030993",724.684017848098,0.0334750915617451,0.100493238598483,40.7269793975479,1.43300858273048e-09,2.55406222014347e-07
"FBgn0086254",11023.5554291643,-0.708891423428855,0.109924272665183,40.3956434248909,1.69120978931484e-09,2.9685856680625e-07
"FBgn0250785",935.536394952716,0.34676544157858,0.0625164249055187,40.1459356009498,1.91611181512676e-09,3.31315751914082e-07
"FBgn0025628",2288.00821997944,0.333191272891503,0.0629423520493917,39.9950509587322,2.06626030529714e-09,3.52023906424521e-07
"FBgn0034761",1214.54266213462,0.177172399122032,0.0960017749409885,39.9124917448819,2.1533396541922e-09,3.61542607156762e-07
"FBgn0052283",11.9183788981564,-0.149345351623787,0.389984584295937,39.8403917740359,2.23238372585516e-09,3.69459506629029e-07
"FBgn0259682",8386.20978894198,0.582751642573291,0.0975713295650642,39.4264466622705,2.74571772149559e-09,4.48016053570794e-07
"FBgn0028482",1003.58767183847,0.70218404489752,0.124412817577457,39.1972720664988,3.07907677506668e-09,4.9543200609927e-07
"FBgn0039430",2939.84973152931,0.389383031637042,0.0624194602329972,38.912541989851,3.55016770075521e-09,5.45127363004154e-07
"FBgn0038321",702.218210453068,0.143800925984364,0.0614239989252785,38.8718147820249,3.62320301694604e-09,5.45127363004154e-07
"FBgn0032387",386.691871477003,-1.2891996789843,0.200903222374067,38.8760858060646,3.61547387912375e-09,5.45127363004154e-07
"FBgn0035410",308.983617004624,0.424447447798254,0.0689431197859281,38.9711406502087,3.44765921321412e-09,5.45127363004154e-07
"FBgn0031053",59.5393098252447,0.54064108361941,0.102105091660117,38.8958369237879,3.57994477763659e-09,5.45127363004154e-07
"FBgn0050021",757.372015744955,0.407397245553517,0.0747555137612278,38.8459358522047,3.67038995372948e-09,5.45147020691745e-07
"FBgn0037130",541.812170885307,0.397966857456894,0.0752042486891701,38.7500921344296,3.85056453389833e-09,5.64668229433065e-07
"FBgn0039043",405.123286033173,0.290318253919061,0.0467401689753851,38.5962154663484,4.1585152677345e-09,5.9477036267536e-07
"FBgn0033188",2882.0449065394,0.811638076544988,0.129379776969485,38.6151413770324,4.11934902991624e-09,5.9477036267536e-07
"FBgn0265356",1639.8441838427,0.492042588789286,0.0910257939392127,38.4272189456008,4.52517551455229e-09,6.39319004098637e-07
"FBgn0030347",718.121955040182,0.169218007410465,0.0797719593683521,38.3804625876496,4.63221216366422e-09,6.46556360434337e-07
"FBgn0004133",239.785322968227,0.362750462261201,0.0670715044801591,38.3321948069417,4.74536538577519e-09,6.54464976121495e-07
"FBgn0038467",2414.25054654351,-0.807674094585874,0.128193076206712,37.9844082150385,5.64664593706513e-09,7.69604625657642e-07
"FBgn0041096",292.380564760148,0.372714242364266,0.0745725703631937,37.8878023546782,5.92609013784732e-09,7.89123612034037e-07
"FBgn0010638",3738.30115792161,-0.251678578824121,0.0636236864440067,37.9097681225176,5.86136068644904e-09,7.89123612034037e-07
"FBgn0037613",1418.17062674297,-0.775252607235885,0.123380524855844,37.7908744081385,6.22036528723e-09,8.18896952869995e-07
"FBgn0039241",12346.7909096625,-1.14509629078124,0.178821561887814,37.7065056205181,6.48838092084592e-09,8.4458306705618e-07
"FBgn0034500",865.433645019376,0.396804269091504,0.0648082928014471,37.4243787548616,7.47135563196372e-09,9.61729499958885e-07
"FBgn0001125",10351.6787258227,-0.89561539958345,0.143563510563394,37.3576162844665,7.72496811071995e-09,9.81258382154875e-07
"FBgn0038113",85.9091422555591,-0.569613675771661,0.0956231883143688,37.3402157707606,7.79247053588679e-09,9.81258382154875e-07
"FBgn0043791",733.145676893822,3.37232745260212,0.540125010802029,36.6878579131417,1.07977402958844e-08,1.34507334761097e-06
"FBgn0037536",2293.84709662237,0.207567398741825,0.0345919824267133,36.5462228196967,1.15901364121635e-08,1.42251183293747e-06
"FBgn0035264",143.719962290346,0.427582202377808,0.103454894417853,36.533351795674,1.16649653974156e-08,1.42251183293747e-06
"FBgn0037447",949.622426068333,0.539715972126306,0.101816507141687,36.5024740746157,1.1846456574769e-08,1.42959582727811e-06
"FBgn0031049",2995.76787242448,-0.299506750632599,0.0751060327996446,36.3489916533529,1.27913608603402e-08,1.52771046976331e-06
"FBgn0043576",92.893950389567,-3.16501302333943,0.507752017183027,36.1808826005012,1.39130122689906e-08,1.64471680751282e-06
"FBgn0265262",2727.7598844563,0.418203274937153,0.0799299241921461,35.9569405625457,1.55614321604316e-08,1.82100193513738e-06
"FBgn0039114",8819.4551662195,0.614404042862983,0.106065816703439,35.6868425791207,1.78115041195153e-08,2.06346275224585e-06
"FBgn0036369",336.45797315673,0.533048379134773,0.105792276635863,35.6454590591015,1.81838949121569e-08,2.08574675799344e-06
"FBgn0038463",1397.55955714,-0.630539050872782,0.106315930200773,35.4120108374143,2.04352309417974e-08,2.32100147510512e-06
"FBgn0014029",1177.01653476368,0.155326245832238,0.0367693177902512,35.3263266447826,2.13297436591327e-08,2.39907844942769e-06
"FBgn0001296",1304.70668320256,0.373207746156911,0.0650717793191394,35.0449661402837,2.45517409651745e-08,2.73492229886103e-06
"FBgn0039017",201.764068403406,-0.431732335043363,0.0846727818078813,34.9805987338444,2.53547596554461e-08,2.79747514865089e-06
"FBgn0030306",1769.7006778687,-0.304595068413643,0.0539396314561189,34.9097673941886,2.62688056919317e-08,2.86403185522621e-06
"FBgn0266369",3653.07928202966,-0.604946292261331,0.102184450102181,34.8958355773949,2.64524306007082e-08,2.86403185522621e-06
