"","entrZ","go_path","FBgn","symbol"
"3181","37633","GO_0007154","FBgn0034789","PIP5K59B"
"3182","37637","GO_0007154","FBgn0034793","asrij"
"3183","37655","GO_0007154","FBgn0003900","twi"
"3184","37729","GO_0007154","FBgn0010501","Dcp-1"
"3185","37733","GO_0007154","FBgn0015277","Pi3K59F"
"3186","37734","GO_0007154","FBgn0015903","apt"
"3187","37741","GO_0007154","FBgn0266377","Pde8"
"3188","37751","GO_0007154","FBgn0034894","sigmar"
"3189","37755","GO_0007154","FBgn0034897","Sesn"
"3190","37762","GO_0007154","FBgn0034903","sona"
"3191","37774","GO_0007154","FBgn0034913","Snap29"
"3192","37778","GO_0007154","FBgn0024234","gbb"
"3193","37781","GO_0007154","FBgn0025790","TBPH"
"3194","37785","GO_0007154","FBgn0011236","ken"
"3195","37795","GO_0007154","FBgn0263667","Lpt"
"3196","37805","GO_0007154","FBgn0001123","Galphas"
"3197","37824","GO_0007154","FBgn0034950","Pask"
"3198","37837","GO_0007154","FBgn0013764","Chi"
"3199","37838","GO_0007154","FBgn0034962","MAN1"
"3200","37842","GO_0007154","FBgn0028552","gammaSnap1"
"3201","37850","GO_0007154","FBgn0283666","Rap2l"
"3202","37851","GO_0007154","FBgn0034970","yki"
"3203","37854","GO_0007154","FBgn0034972","CG10339"
"3204","37858","GO_0007154","FBgn0023081","gek"
"3205","37883","GO_0007154","FBgn0034996","CG13575"
"3206","37892","GO_0007154","FBgn0000037","mAChR-A"
"3207","37893","GO_0007154","FBgn0035001","Slik"
"3208","37905","GO_0007154","FBgn0035010","CG13579"
"3209","37912","GO_0007154","FBgn0284252","Letm1"
"3210","37921","GO_0007154","FBgn0035023","ITP"
"3211","37922","GO_0007154","FBgn0016687","Nurf-38"
"3212","37934","GO_0007154","FBgn0035035","CG3570"
"3213","37956","GO_0007154","FBgn0035056","spz6"
"3214","37959","GO_0007154","FBgn0035059","CG3894"
"3215","37961","GO_0007154","FBgn0035060","Eps-15"
"3216","37967","GO_0007154","FBgn0041205","key"
"3217","37978","GO_0007154","FBgn0265193","Atf-2"
"3218","37981","GO_0007154","FBgn0085434","NaCP60E"
"3219","38003","GO_0007154","FBgn0035092","Nplp1"
"3220","38005","GO_0007154","FBgn0001148","gsb"
"3221","38013","GO_0007154","FBgn0052475","mthl8"
"3222","38017","GO_0007154","FBgn0020386","Pdk1"
"3223","38027","GO_0007154","FBgn0035106","rno"
"3224","38050","GO_0007154","FBgn0264707","RhoGEF3"
"3225","38056","GO_0007154","FBgn0035131","mthl9"
"3226","38057","GO_0007154","FBgn0035132","mthl10"
"3227","38058","GO_0007154","FBgn0023000","mth"
"3228","38059","GO_0007154","FBgn0261985","Ptpmeg"
"3229","38070","GO_0007154","FBgn0035142","Hipk"
"3230","38073","GO_0007154","FBgn0035145","MED14"
"3231","38082","GO_0007154","FBgn0035153","ebd1"
"3232","38084","GO_0007154","FBgn0035155","RabX6"
"3233","38092","GO_0007154","FBgn0035161","CG13898"
"3234","38103","GO_0007154","FBgn0052479","Usp10"
"3235","38109","GO_0007154","FBgn0264574","Glut1"
"3236","38137","GO_0007154","FBgn0283500","Sac1"
"3237","38144","GO_0007154","FBgn0262937","Rabex-5"
"3238","38146","GO_0007154","FBgn0010333","Rac1"
"3239","38151","GO_0007154","FBgn0035207","Herc4"
"3240","38160","GO_0007154","FBgn0267487","Ptp61F"
"3241","38168","GO_0007154","FBgn0004635","rho"
"3242","38169","GO_0007154","FBgn0020248","stet"
"3243","38176","GO_0007154","FBgn0035227","Iml1"
"3244","38178","GO_0007154","FBgn0035229","pns"
"3245","38196","GO_0007154","FBgn0013342","nSyb"
"3246","38209","GO_0007154","FBgn0035255","RabX5"
"3247","38227","GO_0007154","FBgn0035270","CG13933"
"3248","38231","GO_0007154","FBgn0250789","alpha-Spec"
"3249","38232","GO_0007154","FBgn0011573","Cdc37"
"3250","38242","GO_0007154","FBgn0035282","CNMa"
"3251","38244","GO_0007154","FBgn0004636","Rap1"
"3252","38284","GO_0007154","FBgn0040507","ACXD"
"3253","38285","GO_0007154","FBgn0052301","CG32301"
"3254","38290","GO_0007154","FBgn0035323","CG13807"
"3255","38296","GO_0007154","FBgn0264002","MsR2"
"3256","38298","GO_0007154","FBgn0035331","MsR1"
"3257","38321","GO_0007154","FBgn0016794","dos"
"3258","38337","GO_0007154","FBgn0264606","Fife"
"3259","38344","GO_0007154","FBgn0044452","Atg2"
"3260","38350","GO_0007154","FBgn0035379","spz5"
"3261","38352","GO_0007154","FBgn0262593","Shab"
"3262","38356","GO_0007154","FBgn0035384","CG2113"
"3263","38357","GO_0007154","FBgn0035385","FMRFaR"
"3264","38362","GO_0007154","FBgn0035390","scramb2"
"3265","38375","GO_0007154","FBgn0035402","Usp5"
"3266","38412","GO_0007154","FBgn0035437","Strip"
"3267","38424","GO_0007154","FBgn0014388","sty"
"3268","38434","GO_0007154","FBgn0035452","CG10359"
"3269","38454","GO_0007154","FBgn0035469","CG14977"
"3270","38488","GO_0007154","FBgn0035498","Fit1"
"3271","38489","GO_0007154","FBgn0028484","Ack"
"3272","38490","GO_0007154","FBgn0035499","Chd64"
"3273","38493","GO_0007154","FBgn0004574","Rop"
"3274","38494","GO_0007154","FBgn0003206","Ras64B"
"3275","38495","GO_0007154","FBgn0004552","Akh"
"3276","38500","GO_0007154","FBgn0261274","Ero1L"
"3277","38513","GO_0007154","FBgn0001257","ImpL2"
"3278","38515","GO_0007154","FBgn0011692","pav"
"3279","38525","GO_0007154","FBgn0261952","srw"
"3280","38539","GO_0007154","FBgn0035538","DopEcR"
"3281","38541","GO_0007154","FBgn0035540","Syx17"
"3282","38543","GO_0007154","FBgn0035542","DOR"
"3283","38545","GO_0007154","FBgn0000038","nAChRbeta1"
"3284","38558","GO_0007154","FBgn0261526","NT1"
"3285","38559","GO_0007154","FBgn0014073","Tie"
"3286","38565","GO_0007154","FBgn0015805","HDAC1"
"3287","38578","GO_0007154","FBgn0035574","RhoGEF64C"
"3288","38594","GO_0007154","FBgn0263831","Gen"
"3289","38600","GO_0007154","FBgn0035590","Prpk"
"3290","38603","GO_0007154","FBgn0035593","CG4603"
"3291","38611","GO_0007154","FBgn0004380","Klp64D"
"3292","38613","GO_0007154","FBgn0035601","Uev1A"
"3293","38616","GO_0007154","FBgn0035604","Ir64a"
"3294","38622","GO_0007154","FBgn0035610","Lkr"
"3295","38636","GO_0007154","FBgn0035623","mthl2"
"3296","38639","GO_0007154","FBgn0035626","lin-28"
"3297","38643","GO_0007154","FBgn0263106","DnaJ-1"
"3298","38644","GO_0007154","FBgn0016756","Usp47"
"3299","38654","GO_0007154","FBgn0283472","S6k"
"3300","38657","GO_0007154","FBgn0003984","vn"
"3301","38677","GO_0007154","FBgn0052406","PVRAP"
"3302","38714","GO_0007154","FBgn0035688","CG10289"
"3303","38736","GO_0007154","FBgn0020251","sfl"
"3304","38738","GO_0007154","FBgn0002926","ndl"
"3305","38745","GO_0007154","FBgn0035711","CG8519"
"3306","38755","GO_0007154","FBgn0035719","tow"
"3307","38760","GO_0007154","FBgn0261445","sgl"
"3308","38765","GO_0007154","FBgn0001104","Galphai"
"3309","38769","GO_0007154","FBgn0260660","Mp"
"3310","38771","GO_0007154","FBgn0035733","CG8641"
"3311","38785","GO_0007154","FBgn0023001","melt"
"3312","38801","GO_0007154","FBgn0035756","unc-13-4A"
"3313","38806","GO_0007154","FBgn0035761","RhoGEF4"
"3314","38807","GO_0007154","FBgn0035762","Rint1"
"3315","38831","GO_0007154","FBgn0014011","Rac2"
"3316","38833","GO_0007154","FBgn0052382","sphinx2"
"3317","38839","GO_0007154","FBgn0035789","mthl6"
"3318","38846","GO_0007154","FBgn0028582","lqf"
"3319","38850","GO_0007154","FBgn0035798","frac"
"3320","38858","GO_0007154","FBgn0035806","PGRP-SD"
"3321","38863","GO_0007154","FBgn0261788","Ank2"
"3322","38879","GO_0007154","FBgn0003041","pbl"
"3323","38884","GO_0007154","FBgn0041156","exex"
"3324","38890","GO_0007154","FBgn0011817","nmo"
"3325","38895","GO_0007154","FBgn0262579","Ect4"
"3326","38897","GO_0007154","FBgn0027549","CG7927"
"3327","38898","GO_0007154","FBgn0262716","Arp3"
"3328","38910","GO_0007154","FBgn0035847","mthl7"
"3329","38913","GO_0007154","FBgn0035850","Atg18a"
"3330","38916","GO_0007154","FBgn0035853","UbcE2M"
"3331","38930","GO_0007154","FBgn0015793","Rab19"
"3332","38936","GO_0007154","FBgn0035871","BI-1"
"3333","38959","GO_0007154","FBgn0266667","Exo70"
"3334","38961","GO_0007154","FBgn0020224","Cbl"
"3335","38993","GO_0007154","FBgn0000121","Arr2"
"3336","38995","GO_0007154","FBgn0001168","h"
"3337","39013","GO_0007154","FBgn0263930","dally"
"3338","39015","GO_0007154","FBgn0035934","TrpA1"
"3339","39016","GO_0007154","FBgn0266757","mfr"
"3340","39017","GO_0007154","FBgn0035936","Tsp66E"
"3341","39020","GO_0007154","FBgn0040321","GNBP3"
"3342","39048","GO_0007154","FBgn0023479","teq"
"3343","39052","GO_0007154","FBgn0263456","nwk"
"3344","39054","GO_0007154","FBgn0004244","Rdl"
"3345","39063","GO_0007154","FBgn0035976","PGRP-LC"
"3346","39064","GO_0007154","FBgn0035977","PGRP-LF"
"3347","39127","GO_0007154","FBgn0053696","CNMaR"
"3348","39136","GO_0007154","FBgn0040475","SH3PX1"
"3349","39139","GO_0007154","FBgn0036036","CG14174"
"3350","39149","GO_0007154","FBgn0044051","Ilp1"
"3351","39150","GO_0007154","FBgn0036046","Ilp2"
"3352","39151","GO_0007154","FBgn0044050","Ilp3"
"3353","39152","GO_0007154","FBgn0044049","Ilp4"
"3354","39156","GO_0007154","FBgn0028429","I-2"
"3355","39158","GO_0007154","FBgn0004390","RasGAP1"
"3356","39161","GO_0007154","FBgn0027567","CG8108"
"3357","39164","GO_0007154","FBgn0011836","Taf2"
"3358","39173","GO_0007154","FBgn0026404","Dronc"
"3359","39241","GO_0007154","FBgn0020412","JIL-1"
"3360","39252","GO_0007154","FBgn0036134","FoxK"
"3361","39259","GO_0007154","FBgn0036141","wls"
"3362","39266","GO_0007154","FBgn0061469","Ube3a"
"3363","39270","GO_0007154","FBgn0041094","scyl"
"3364","39284","GO_0007154","FBgn0036165","chrb"
"3365","39297","GO_0007154","FBgn0003292","rt"
"3366","39329","GO_0007154","FBgn0015278","Pi3K68D"
"3367","39381","GO_0007154","FBgn0046296","CG11534"
"3368","39383","GO_0007154","FBgn0036255","Atg12"
"3369","39385","GO_0007154","FBgn0036257","RhoGAP68F"
"3370","39387","GO_0007154","FBgn0013997","Nrx-IV"
"3371","39389","GO_0007154","FBgn0036260","Rh7"
"3372","39409","GO_0007154","FBgn0036278","CrzR"
"3373","39417","GO_0007154","FBgn0020655","ArfGAP1"
"3374","39423","GO_0007154","FBgn0036289","CG10657"
"3375","39429","GO_0007154","FBgn0002466","sti"
"3376","39434","GO_0007154","FBgn0036298","nst"
"3377","39441","GO_0007154","FBgn0014343","mirr"
"3378","39454","GO_0007154","FBgn0260945","Atg1"
"3379","39485","GO_0007154","FBgn0036341","Syx13"
"3380","39494","GO_0007154","FBgn0003034","SP"
"3381","39516","GO_0007154","FBgn0036368","CG10738"
"3382","39523","GO_0007154","FBgn0086785","Vps36"
"3383","39524","GO_0007154","FBgn0036376","Liprin-beta"
"3384","39533","GO_0007154","FBgn0264006","dysc"
"3385","39536","GO_0007154","FBgn0001108","DCTN1-p150"
"3386","39550","GO_0007154","FBgn0036397","Nprl3"
"3387","39564","GO_0007154","FBgn0285896","btl"
"3388","39581","GO_0007154","FBgn0003459","stwl"
"3389","39596","GO_0007154","FBgn0041604","dlp"
"3390","39610","GO_0007154","FBgn0036448","mop"
"3391","39612","GO_0007154","FBgn0036450","Tdrd3"
"3392","39617","GO_0007154","FBgn0259099","DCX-EMAP"
"3393","39619","GO_0007154","FBgn0026320","Tom"
"3394","39620","GO_0007154","FBgn0000216","Brd"
"3395","39621","GO_0007154","FBgn0040296","Ocho"
"3396","39629","GO_0007154","FBgn0036463","Reck"
"3397","39630","GO_0007154","FBgn0261090","Sytbeta"
"3398","39651","GO_0007154","FBgn0014002","Pdi"
"3399","39654","GO_0007154","FBgn0036486","Msh6"
"3400","39659","GO_0007154","FBgn0026323","Tak1"
"3401","39663","GO_0007154","FBgn0036494","Toll-6"
"3402","39686","GO_0007154","FBgn0267390","dop"
"3403","39693","GO_0007154","FBgn0036518","RhoGAP71E"
"3404","39732","GO_0007154","FBgn0036544","sff"
"3405","39739","GO_0007154","FBgn0036550","CG17026"
"3406","39740","GO_0007154","FBgn0036551","CG17029"
"3407","39741","GO_0007154","FBgn0036552","CG17028"
"3408","39742","GO_0007154","FBgn0036553","CG17027"
"3409","39745","GO_0007154","FBgn0000115","Arl1"
"3410","39747","GO_0007154","FBgn0259824","Hip14"
"3411","39750","GO_0007154","FBgn0263601","mib1"
"3412","39751","GO_0007154","FBgn0044028","Notum"
"3413","39753","GO_0007154","FBgn0260635","Diap1"
"3414","39769","GO_0007154","FBgn0266724","Trs20"
"3415","39833","GO_0007154","FBgn0004569","aos"
"3416","39835","GO_0007154","FBgn0263131","CG43373"
"3417","39844","GO_0007154","FBgn0036641","Smn"
"3418","39847","GO_0007154","FBgn0036643","Syx8"
"3419","39858","GO_0007154","FBgn0017572","Mo25"
"3420","39861","GO_0007154","FBgn0010223","Galphaf"
"3421","39866","GO_0007154","FBgn0000414","Dab"
"3422","39884","GO_0007154","FBgn0003410","sina"
"3423","39887","GO_0007154","FBgn0003250","Rh4"
"3424","39900","GO_0007154","FBgn0261547","Exn"
"3425","39907","GO_0007154","FBgn0036688","Fit2"
"3426","39909","GO_0007154","FBgn0036690","Ilp8"
"3427","39916","GO_0007154","FBgn0010424","TpnC73F"
"3428","39933","GO_0007154","FBgn0036713","Mip"
"3429","39949","GO_0007154","FBgn0036727","CG7589"
"3430","39958","GO_0007154","FBgn0259174","Nedd4"
"3431","39965","GO_0007154","FBgn0036741","CG7510"
"3432","39966","GO_0007154","FBgn0036742","CG7497"
"3433","39976","GO_0007154","FBgn0036752","Adgf-A"
"3434","39981","GO_0007154","FBgn0036756","Cln3"
"3435","39984","GO_0007154","FBgn0001134","Grd"
"3436","39995","GO_0007154","FBgn0036769","Tsp74F"
"3437","39997","GO_0007154","FBgn0036771","CG14353"
"3438","39999","GO_0007154","FBgn0000568","Eip75B"
"3439","40009","GO_0007154","FBgn0003997","hid"
"3440","40014","GO_0007154","FBgn0015946","grim"
"3441","40015","GO_0007154","FBgn0011706","rpr"
"3442","40019","GO_0007154","FBgn0036789","AstC-R2"
"3443","40020","GO_0007154","FBgn0036790","AstC-R1"
"3444","40030","GO_0007154","FBgn0013717","not"
"3445","40033","GO_0007154","FBgn0040322","GNBP2"
"3446","40034","GO_0007154","FBgn0040323","GNBP1"
"3447","40044","GO_0007154","FBgn0036813","Atg3"
"3448","40045","GO_0007154","FBgn0001078","ftz-f1"
"3449","40048","GO_0007154","FBgn0000261","Cat"
"3450","40052","GO_0007154","FBgn0036819","Dysb"
"3451","40057","GO_0007154","FBgn0036822","NijB"
"3452","40081","GO_0007154","FBgn0036844","Mkp3"
"3453","40083","GO_0007154","FBgn0036846","MESR6"
"3454","40090","GO_0007154","FBgn0016797","fz2"
"3455","40092","GO_0007154","FBgn0040075","rept"
"3456","40105","GO_0007154","FBgn0052206","CG32206"
"3457","40129","GO_0007154","FBgn0005564","Shal"
"3458","40134","GO_0007154","FBgn0010417","Taf6"
"3459","40141","GO_0007154","FBgn0029094","asf1"
"3460","40143","GO_0007154","FBgn0036896","wnd"
"3461","40144","GO_0007154","FBgn0036897","CG8786"
"3462","40148","GO_0007154","FBgn0004623","Gbeta76C"
"3463","40152","GO_0007154","FBgn0262516","Trpml"
"3464","40153","GO_0007154","FBgn0261360","CG42637"
"3465","40155","GO_0007154","FBgn0261283","SREBP"
"3466","40157","GO_0007154","FBgn0260874","Ir76a"
"3467","40165","GO_0007154","FBgn0003744","trc"
"3468","40168","GO_0007154","FBgn0262518","Rab8"
"3469","40179","GO_0007154","FBgn0036921","RhoGDI"
"3470","40180","GO_0007154","FBgn0004852","Ac76E"
"3471","40190","GO_0007154","FBgn0036929","CG7668"
"3472","40193","GO_0007154","FBgn0036932","CG14184"
"3473","40195","GO_0007154","FBgn0036934","sNPF-R"
"3474","40198","GO_0007154","FBgn0036937","Ir76b"
"3475","40201","GO_0007154","FBgn0005198","gig"
"3476","40205","GO_0007154","FBgn0261556","CG42674"
"3477","40217","GO_0007154","FBgn0260397","Su(var)3-3"
"3478","40224","GO_0007154","FBgn0265959","rdgC"
"3479","40233","GO_0007154","FBgn0250791","alphaSnap"
"3480","40240","GO_0007154","FBgn0036974","eRF1"
"3481","40245","GO_0007154","FBgn0036978","Toll-9"
"3482","40248","GO_0007154","FBgn0001247","Ide"
"3483","40249","GO_0007154","FBgn0036980","RhoBTB"
"3484","40260","GO_0007154","FBgn0284421","Psn"
"3485","40278","GO_0007154","FBgn0037007","CG5059"
"3486","40288","GO_0007154","FBgn0037015","cmpy"
"3487","40292","GO_0007154","FBgn0016696","Pitslre"
"3488","40305","GO_0007154","FBgn0259243","Pka-R1"
"3489","40314","GO_0007154","FBgn0011591","fng"
"3490","40327","GO_0007154","FBgn0026179","siz"
"3491","40333","GO_0007154","FBgn0024150","Ac78C"
"3492","40336","GO_0007154","FBgn0041100","park"
"3493","40346","GO_0007154","FBgn0037063","CG9391"
"3494","40347","GO_0007154","FBgn0037064","CG9389"
"3495","40351","GO_0007154","FBgn0259785","pzg"
"3496","40359","GO_0007154","FBgn0086913","Rab26"
"3497","40373","GO_0007154","FBgn0037084","Syx6"
"3498","40391","GO_0007154","FBgn0037098","Wnk"
"3499","40393","GO_0007154","FBgn0037100","CapaR"
"3500","40399","GO_0007154","FBgn0037105","S1P"
"3501","40410","GO_0007154","FBgn0037116","Als2"
"3502","40412","GO_0007154","FBgn0052447","CG32447"
"3503","40437","GO_0007154","FBgn0037140","SLC22A"
"3504","40456","GO_0007154","FBgn0028500","Rich"
"3505","40458","GO_0007154","FBgn0037156","CG11523"
"3506","40459","GO_0007154","FBgn0004179","Csp"
"3507","40461","GO_0007154","FBgn0025702","Srpk79D"
"3508","40464","GO_0007154","FBgn0004449","Ten-m"
"3509","40468","GO_0007154","FBgn0037163","laza"
"3510","40471","GO_0007154","FBgn0037166","CG11426"
"3511","40495","GO_0007154","FBgn0052451","SPoCk"
"3512","40506","GO_0007154","FBgn0010348","Arf79F"
"3513","40521","GO_0007154","FBgn0266347","nAChRalpha4"
"3514","40527","GO_0007154","FBgn0037218","aux"
"3515","40549","GO_0007154","FBgn0261434","hkb"
"3516","40554","GO_0007154","FBgn0003882","tub"
"3517","40560","GO_0007154","FBgn0052944","CG32944"
"3518","40562","GO_0007154","FBgn0037248","srl"
"3519","40575","GO_0007154","FBgn0087012","5-HT2A"
"3520","40582","GO_0007154","FBgn0037265","spartin"
"3521","40587","GO_0007154","FBgn0037270","eIF3f1"
"3522","40605","GO_0007154","FBgn0003002","opa"
"3523","40608","GO_0007154","FBgn0265082","Cdep"
"3524","40610","GO_0007154","FBgn0004436","Ubc6"
"3525","40620","GO_0007154","FBgn0259212","cno"
"3526","40627","GO_0007154","FBgn0087005","rtp"
"3527","40640","GO_0007154","FBgn0037315","Cerk"
"3528","40644","GO_0007154","FBgn0041707","7B2"
"3529","40651","GO_0007154","FBgn0037325","CG12147"
"3530","40652","GO_0007154","FBgn0037326","CG14669"
"3531","40653","GO_0007154","FBgn0037327","PEK"
"3532","40660","GO_0007154","FBgn0015402","ksr"
"3533","40664","GO_0007154","FBgn0010051","Itp-r83A"
"3534","40665","GO_0007154","FBgn0010399","Nmdar1"
"3535","40675","GO_0007154","FBgn0023023","CRMP"
"3536","40685","GO_0007154","FBgn0044823","Spec2"
"3537","40687","GO_0007154","FBgn0037351","RpL13A"
"3538","40700","GO_0007154","FBgn0037363","Atg17"
"3539","40701","GO_0007154","FBgn0037364","Rab23"
"3540","40710","GO_0007154","FBgn0027497","Madm"
"3541","40712","GO_0007154","FBgn0266672","Sec8"
"3542","40723","GO_0007154","FBgn0037382","Hpr1"
"3543","40754","GO_0007154","FBgn0037408","NPFR"
"3544","40813","GO_0007154","FBgn0010355","Taf1"
"3545","40817","GO_0007154","FBgn0002522","lab"
"3546","40830","GO_0007154","FBgn0000166","bcd"
"3547","40863","GO_0007154","FBgn0086372","lap"
"3548","40876","GO_0007154","FBgn0028400","Syt4"
"3549","40890","GO_0007154","FBgn0015770","MstProx"
"3550","40891","GO_0007154","FBgn0037501","Ir84a"
"3551","40912","GO_0007154","FBgn0083963","Nlg3"
"3552","40913","GO_0007154","FBgn0051146","Nlg1"
"3553","40919","GO_0007154","FBgn0037516","CG11286"
"3554","40955","GO_0007154","FBgn0037546","mAChR-B"
"3555","40958","GO_0007154","FBgn0243512","puc"
"3556","40975","GO_0007154","FBgn0010433","ato"
"3557","40993","GO_0007154","FBgn0004908","Arl2"
"3558","40999","GO_0007154","FBgn0020249","stck"
"3559","41017","GO_0007154","FBgn0261929","5-HT2B"
"3560","41020","GO_0007154","FBgn0024326","Mkk4"
"3561","41037","GO_0007154","FBgn0037616","CG8136"
"3562","41042","GO_0007154","FBgn0037621","M1BP"
"3563","41062","GO_0007154","FBgn0262614","pyd"
"3564","41071","GO_0007154","FBgn0037647","RagA-B"
"3565","41084","GO_0007154","FBgn0264075","tgo"
"3566","41085","GO_0007154","FBgn0002932","neur"
"3567","41086","GO_0007154","FBgn0037657","hyx"
"3568","41087","GO_0007154","FBgn0014018","Rel"
"3569","41091","GO_0007154","FBgn0037660","beag"
"3570","41094","GO_0007154","FBgn0003165","pum"
"3571","41096","GO_0007154","FBgn0260935","Vps15"
"3572","41107","GO_0007154","FBgn0285911","Vps16A"
"3573","41140","GO_0007154","FBgn0003205","Ras85D"
"3574","41150","GO_0007154","FBgn0024833","AP-1mu"
"3575","41153","GO_0007154","FBgn0261049","Vps45"
"3576","41170","GO_0007154","FBgn0012344","Dh44"
"3577","41177","GO_0007154","FBgn0069242","eca"
"3578","41179","GO_0007154","FBgn0037734","trbd"
"3579","41181","GO_0007154","FBgn0002431","hyd"
"3580","41189","GO_0007154","FBgn0037741","CG16908"
"3581","41193","GO_0007154","FBgn0266720","Snap24"
"3582","41203","GO_0007154","FBgn0037754","CG8500"
"3583","41239","GO_0007154","FBgn0266721","gammaSnap2"
"3584","41247","GO_0007154","FBgn0004575","Syn"
"3585","41260","GO_0007154","FBgn0266717","Bruce"
"3586","41273","GO_0007154","FBgn0001235","hth"
"3587","41286","GO_0007154","FBgn0004841","TkR86C"
"3588","41310","GO_0007154","FBgn0037848","Tsp86D"
"3589","41361","GO_0007154","FBgn0026063","KP78b"
"3590","41362","GO_0007154","FBgn0026064","KP78a"
"3591","41379","GO_0007154","FBgn0037906","PGRP-LB"
"3592","41398","GO_0007154","FBgn0262081","Csk"
"3593","41426","GO_0007154","FBgn0037950","HisCl1"
"3594","41427","GO_0007154","FBgn0025802","Sbf"
"3595","41438","GO_0007154","FBgn0037960","mthl5"
"3596","41450","GO_0007154","FBgn0260744","Tango9"
"3597","41456","GO_0007154","FBgn0037976","Tk"
"3598","41491","GO_0007154","FBgn0003651","svp"
"3599","41513","GO_0007154","FBgn0085431","CG34402"
"3600","41532","GO_0007154","FBgn0029512","Aos1"
"3601","41547","GO_0007154","FBgn0028374","Hug"
"3602","41549","GO_0007154","FBgn0038063","Octbeta2R"
"3603","41551","GO_0007154","FBgn0038065","Snx3"
"3604","41561","GO_0007154","FBgn0038074","Gnmt"
"3605","41565","GO_0007154","FBgn0005355","Su(fu)"
"3606","41602","GO_0007154","FBgn0020496","CtBP"
"3607","41607","GO_0007154","FBgn0003450","snk"
"3608","41625","GO_0007154","FBgn0000024","Ace"
"3609","41633","GO_0007154","FBgn0038134","wntD"
"3610","41638","GO_0007154","FBgn0038139","PK2-R2"
"3611","41639","GO_0007154","FBgn0038140","PK2-R1"
"3612","41641","GO_0007154","FBgn0086371","poly"
"3613","41648","GO_0007154","FBgn0038147","CCHa2"
"3614","41673","GO_0007154","FBgn0038167","Lkb1"
"3615","41678","GO_0007154","FBgn0002937","ninaB"
"3616","41694","GO_0007154","FBgn0266464","Nsf2"
"3617","41701","GO_0007154","FBgn0016672","Ipp"
"3618","41704","GO_0007154","FBgn0264493","rdx"
"3619","41709","GO_0007154","FBgn0038197","foxo"
"3620","41711","GO_0007154","FBgn0038199","CCHa1"
"3621","41713","GO_0007154","FBgn0038201","PK1-R"
"3622","41719","GO_0007154","FBgn0038206","twf"
"3623","41726","GO_0007154","FBgn0011582","Dop1R1"
"3624","41742","GO_0007154","FBgn0013767","Crz"
"3625","41749","GO_0007154","FBgn0285955","cv-c"
"3626","41760","GO_0007154","FBgn0038237","Pde6"
"3627","41770","GO_0007154","FBgn0020299","stumps"
"3628","41772","GO_0007154","FBgn0003169","put"
"3629","41783","GO_0007154","FBgn0262127","kibra"
"3630","41809","GO_0007154","FBgn0038279","Sdr"
"3631","41817","GO_0007154","FBgn0261859","CG42788"
"3632","41823","GO_0007154","FBgn0266064","GlyS"
"3633","41825","GO_0007154","FBgn0038295","Gyc88E"
"3634","41839","GO_0007154","FBgn0045035","tefu"
"3635","41840","GO_0007154","FBgn0266599","Hsc70-4"
"3636","41858","GO_0007154","FBgn0000533","ea"
"3637","41860","GO_0007154","FBgn0013269","FK506-bp1"
"3638","41880","GO_0007154","FBgn0262483","Rbp"
"3639","41889","GO_0007154","FBgn0019940","Rh6"
"3640","41890","GO_0007154","FBgn0038343","Trissin"
"3641","41899","GO_0007154","FBgn0053207","pxb"
"3642","41921","GO_0007154","FBgn0265048","cv-d"
"3643","41927","GO_0007154","FBgn0051183","CG31183"
"3644","41935","GO_0007154","FBgn0038385","Fbxl7"
"3645","41938","GO_0007154","FBgn0013334","Sap47"
"3646","41943","GO_0007154","FBgn0022787","Hel89B"
"3647","41957","GO_0007154","FBgn0010379","Akt1"
"3648","41983","GO_0007154","FBgn0027095","Manf"
"3649","42001","GO_0007154","FBgn0038435","Gyc89Da"
"3650","42002","GO_0007154","FBgn0038436","Gyc89Db"
"3651","42005","GO_0007154","FBgn0038438","Der-2"
"3652","42013","GO_0007154","FBgn0038445","CG14891"
"3653","42018","GO_0007154","FBgn0027109","NPF"
"3654","42032","GO_0007154","FBgn0051217","modSP"
"3655","42059","GO_0007154","FBgn0020493","Dad"
"3656","42064","GO_0007154","FBgn0266465","GckIII"
"3657","42093","GO_0007154","FBgn0038504","Sur-8"
"3658","42101","GO_0007154","FBgn0000564","Eh"
"3659","42130","GO_0007154","FBgn0261885","osa"
"3660","42132","GO_0007154","FBgn0038539","Atg8b"
"3661","42133","GO_0007154","FBgn0016650","Lgr1"
"3662","42135","GO_0007154","FBgn0038541","TyrRII"
"3663","42136","GO_0007154","FBgn0038542","TyrR"
"3664","42137","GO_0007154","FBgn0262562","CG43102"
"3665","42150","GO_0007154","FBgn0053547","Rim"
"3666","42160","GO_0007154","FBgn0010389","htl"
"3667","42162","GO_0007154","FBgn0003499","sr"
"3668","42169","GO_0007154","FBgn0042693","wrd"
"3669","42171","GO_0007154","FBgn0261532","cdm"
"3670","42177","GO_0007154","FBgn0011481","Ssdp"
"3671","42186","GO_0007154","FBgn0020238","14-3-3epsilon"
"3672","42192","GO_0007154","FBgn0038593","Vps39"
"3673","42221","GO_0007154","FBgn0051122","CG31122"
"3674","42233","GO_0007154","FBgn0038630","CG14305"
"3675","42249","GO_0007154","FBgn0000303","ChAT"
"3676","42250","GO_0007154","FBgn0038645","CG7714"
"3677","42253","GO_0007154","FBgn0024329","Mekk1"
"3678","42258","GO_0007154","FBgn0038653","CG18208"
