"","entrZ","go_path","FBgn","symbol"
"1750","35337","GO_0044281","FBgn0032881","CG9319"
"1751","35383","GO_0044281","FBgn0032922","CG9249"
"1752","35407","GO_0044281","FBgn0032945","CG8665"
"1753","35419","GO_0044281","FBgn0023416","Ac3"
"1754","35491","GO_0044281","FBgn0033020","COX4L"
"1755","35529","GO_0044281","FBgn0033052","SCAP"
"1756","35568","GO_0044281","FBgn0033086","CG9410"
"1757","35573","GO_0044281","FBgn0259977","Tdc1"
"1758","35590","GO_0044281","FBgn0014028","SdhB"
"1759","35670","GO_0044281","FBgn0050502","fa2h"
"1760","35671","GO_0044281","FBgn0025885","Inos"
"1761","35689","GO_0044281","FBgn0033190","CG2137"
"1762","35692","GO_0044281","FBgn0050499","CG30499"
"1763","35724","GO_0044281","FBgn0000337","cn"
"1764","35728","GO_0044281","FBgn0001091","Gapdh1"
"1765","35761","GO_0044281","FBgn0033246","ACC"
"1766","35766","GO_0044281","FBgn0013307","Odc1"
"1767","35767","GO_0044281","FBgn0013308","Odc2"
"1768","35790","GO_0044281","FBgn0263593","Lpin"
"1769","35797","GO_0044281","FBgn0033274","CG14757"
"1770","35848","GO_0044281","FBgn0033315","beta3GalTII"
"1771","35886","GO_0044281","FBgn0003074","Pgi"
"1772","35892","GO_0044281","FBgn0033351","AIMP1"
"1773","35918","GO_0044281","FBgn0033373","CG8080"
"1774","35930","GO_0044281","FBgn0033382","Hydr1"
"1775","35970","GO_0044281","FBgn0017558","Pdk"
"1776","36020","GO_0044281","FBgn0027580","PCB"
"1777","36029","GO_0044281","FBgn0033464","CG1441"
"1778","36031","GO_0044281","FBgn0033465","Etf-QO"
"1779","36060","GO_0044281","FBgn0003071","Pfk"
"1780","36076","GO_0044281","FBgn0005619","Hdc"
"1781","36079","GO_0044281","FBgn0033500","CG12913"
"1782","36103","GO_0044281","FBgn0033523","CG12895"
"1783","36121","GO_0044281","FBgn0033538","CG11883"
"1784","36128","GO_0044281","FBgn0033543","CG12338"
"1785","36159","GO_0044281","FBgn0033570","ND-B14"
"1786","36203","GO_0044281","FBgn0015582","dare"
"1787","36242","GO_0044281","FBgn0086712","Egm"
"1788","36252","GO_0044281","FBgn0010516","wal"
"1789","36280","GO_0044281","FBgn0011704","RnrS"
"1790","36282","GO_0044281","FBgn0033673","CG8298"
"1791","36318","GO_0044281","FBgn0033697","Cyp6t3"
"1792","36356","GO_0044281","FBgn0033733","CG8834"
"1793","36358","GO_0044281","FBgn0033735","CG8525"
"1794","36392","GO_0044281","FBgn0033761","CG8778"
"1795","36396","GO_0044281","FBgn0261625","GLS"
"1796","36419","GO_0044281","FBgn0013305","Nmda1"
"1797","36420","GO_0044281","FBgn0002069","AspRS"
"1798","36467","GO_0044281","FBgn0033817","GstE14"
"1799","36506","GO_0044281","FBgn0033853","CG6145"
"1800","36507","GO_0044281","FBgn0053156","CG33156"
"1801","36510","GO_0044281","FBgn0033856","CG13334"
"1802","36536","GO_0044281","FBgn0033879","CG6543"
"1803","36540","GO_0044281","FBgn0033883","CG16935"
"1804","36543","GO_0044281","FBgn0033885","DJ-1alpha"
"1805","36547","GO_0044281","FBgn0275436","PheRS-m"
"1806","36563","GO_0044281","FBgn0033900","CysRS-m"
"1807","36587","GO_0044281","FBgn0261270","SelD"
"1808","36614","GO_0044281","FBgn0265974","ttv"
"1809","36624","GO_0044281","FBgn0033949","CG10131"
"1810","36627","GO_0044281","FBgn0033952","Adgf-E"
"1811","36640","GO_0044281","FBgn0033961","ND-B15"
"1812","36666","GO_0044281","FBgn0013772","Cyp6a8"
"1813","36669","GO_0044281","FBgn0033983","ADPS"
"1814","36695","GO_0044281","FBgn0034007","ND-51L2"
"1815","36760","GO_0044281","FBgn0020236","ATPCL"
"1816","36773","GO_0044281","FBgn0034072","Dg"
"1817","36782","GO_0044281","FBgn0001124","Got1"
"1818","36784","GO_0044281","FBgn0027091","CysRS"
"1819","36839","GO_0044281","FBgn0034127","CG7848"
"1820","36845","GO_0044281","FBgn0285943","knon"
"1821","36857","GO_0044281","FBgn0034142","CG8306"
"1822","36858","GO_0044281","FBgn0034143","CG8303"
"1823","36860","GO_0044281","FBgn0034145","CG5065"
"1824","36904","GO_0044281","FBgn0034173","CG9010"
"1825","36909","GO_0044281","FBgn0034177","AsnRS-m"
"1826","36911","GO_0044281","FBgn0034179","CG6805"
"1827","36914","GO_0044281","FBgn0263864","Dark"
"1828","36936","GO_0044281","FBgn0034199","Gbp1"
"1829","36953","GO_0044281","FBgn0022029","l(2)k01209"
"1830","36955","GO_0044281","FBgn0034215","Mtap"
"1831","36968","GO_0044281","FBgn0034225","veil"
"1832","36969","GO_0044281","FBgn0050103","CG30103"
"1833","36991","GO_0044281","FBgn0034245","UQCR-6.4"
"1834","36998","GO_0044281","FBgn0034251","ND-51L1"
"1835","37026","GO_0044281","FBgn0034276","Sardh"
"1836","37028","GO_0044281","FBgn0027572","CG5009"
"1837","37062","GO_0044281","FBgn0034299","CG5757"
"1838","37088","GO_0044281","FBgn0053958","CG33958"
"1839","37130","GO_0044281","FBgn0034356","CG10924"
"1840","37131","GO_0044281","FBgn0003067","Pepck"
"1841","37143","GO_0044281","FBgn0000566","Eip55E"
"1842","37158","GO_0044281","FBgn0034382","CG18609"
"1843","37159","GO_0044281","FBgn0034383","CG17821"
"1844","37166","GO_0044281","FBgn0034390","CG15093"
"1845","37177","GO_0044281","FBgn0034401","MetRS"
"1846","37197","GO_0044281","FBgn0034417","CG15117"
"1847","37198","GO_0044281","FBgn0027535","botv"
"1848","37228","GO_0044281","FBgn0261439","SdhA"
"1849","37268","GO_0044281","FBgn0034472","CG8517"
"1850","37285","GO_0044281","FBgn0034488","CG11208"
"1851","37289","GO_0044281","FBgn0034491","Hsl"
"1852","37315","GO_0044281","FBgn0034513","CG13423"
"1853","37357","GO_0044281","FBgn0034552","CG17999"
"1854","37358","GO_0044281","FBgn0034553","CG9993"
"1855","37360","GO_0044281","FBgn0050295","Ipk1"
"1856","37367","GO_0044281","FBgn0020617","Rx"
"1857","37376","GO_0044281","FBgn0034568","CG3216"
"1858","37415","GO_0044281","FBgn0003162","Pu"
"1859","37420","GO_0044281","FBgn0027073","CG4302"
"1860","37445","GO_0044281","FBgn0034628","Acox57D-p"
"1861","37446","GO_0044281","FBgn0034629","Acox57D-d"
"1862","37465","GO_0044281","FBgn0034644","CG10082"
"1863","37466","GO_0044281","FBgn0034645","ND-B12"
"1864","37517","GO_0044281","FBgn0034691","Synj"
"1865","37551","GO_0044281","FBgn0017482","T3dh"
"1866","37617","GO_0044281","FBgn0011211","blw"
"1867","37638","GO_0044281","FBgn0267823","Gmer"
"1868","37644","GO_0044281","FBgn0034800","CG3788"
"1869","37657","GO_0044281","FBgn0265187","CG44252"
"1870","37672","GO_0044281","FBgn0034825","CG3215"
"1871","37699","GO_0044281","FBgn0085453","CG34424"
"1872","37728","GO_0044281","FBgn0034877","levy"
"1873","37741","GO_0044281","FBgn0266377","Pde8"
"1874","37756","GO_0044281","FBgn0034898","CG18128"
"1875","37784","GO_0044281","FBgn0025352","Thiolase"
"1876","37804","GO_0044281","FBgn0023477","Taldo"
"1877","37824","GO_0044281","FBgn0034950","Pask"
"1878","37834","GO_0044281","FBgn0283494","Adk2"
"1879","37867","GO_0044281","FBgn0019643","Dat"
"1880","37875","GO_0044281","FBgn0034988","cN-IIIB"
"1881","37887","GO_0044281","FBgn0034999","CG3394"
"1882","37901","GO_0044281","FBgn0035006","CG4563"
"1883","37946","GO_0044281","FBgn0035046","ND-19"
"1884","37965","GO_0044281","FBgn0035064","TyrRS-m"
"1885","37966","GO_0044281","FBgn0035065","CG3589"
"1886","37986","GO_0044281","FBgn0043792","CG30427"
"1887","38076","GO_0044281","FBgn0035147","Gale"
"1888","38121","GO_0044281","FBgn0035187","Trh"
"1889","38147","GO_0044281","FBgn0035203","CG9149"
"1890","38154","GO_0044281","FBgn0011361","ND-ACP"
"1891","38182","GO_0044281","FBgn0035233","Pex10"
"1892","38221","GO_0044281","FBgn0035266","Gk2"
"1893","38261","GO_0044281","FBgn0035298","SCOT"
"1894","38284","GO_0044281","FBgn0040507","ACXD"
"1895","38285","GO_0044281","FBgn0052301","CG32301"
"1896","38288","GO_0044281","FBgn0015360","oxt"
"1897","38291","GO_0044281","FBgn0000543","ecd"
"1898","38301","GO_0044281","FBgn0035334","CG8993"
"1899","38315","GO_0044281","FBgn0035348","CG16758"
"1900","38331","GO_0044281","FBgn0027082","ProRS-m"
"1901","38355","GO_0044281","FBgn0035383","CPT2"
"1902","38364","GO_0044281","FBgn0035392","CG1271"
"1903","38411","GO_0044281","FBgn0035436","CG12016"
"1904","38447","GO_0044281","FBgn0004888","Scsalpha"
"1905","38457","GO_0044281","FBgn0035471","Sc2"
"1906","38477","GO_0044281","FBgn0035488","CG11593"
"1907","38484","GO_0044281","FBgn0004516","Gad1"
"1908","38530","GO_0044281","FBgn0035529","Fdx2"
"1909","38581","GO_0044281","FBgn0027085","LeuRS-m"
"1910","38592","GO_0044281","FBgn0035585","ATPsynCF6L"
"1911","38595","GO_0044281","FBgn0028962","AlaRS-m"
"1912","38612","GO_0044281","FBgn0035600","Cyt-c1"
"1913","38631","GO_0044281","FBgn0003486","spo"
"1914","38647","GO_0044281","FBgn0035632","Ppat-Dpck"
"1915","38655","GO_0044281","FBgn0035639","kri"
"1916","38658","GO_0044281","FBgn0035641","CG5568"
"1917","38697","GO_0044281","FBgn0035679","CG10467"
"1918","38746","GO_0044281","FBgn0005626","ple"
"1919","38753","GO_0044281","FBgn0041194","Prat2"
"1920","38760","GO_0044281","FBgn0261445","sgl"
"1921","38864","GO_0044281","FBgn0035811","CG12262"
"1922","38871","GO_0044281","FBgn0001208","Hn"
"1923","38979","GO_0044281","FBgn0035911","CG6638"
"1924","39023","GO_0044281","FBgn0035942","ValRS-m"
"1925","39031","GO_0044281","FBgn0263199","Galk"
"1926","39050","GO_0044281","FBgn0035964","Dhpr"
"1927","39065","GO_0044281","FBgn0035978","UGP"
"1928","39066","GO_0044281","FBgn0085484","Pdxk"
"1929","39070","GO_0044281","FBgn0011769","Fdx1"
"1930","39085","GO_0044281","FBgn0023129","aay"
"1931","39097","GO_0044281","FBgn0035999","CG3552"
"1932","39132","GO_0044281","FBgn0036030","CG6767"
"1933","39143","GO_0044281","FBgn0019644","ATPsynB"
"1934","39150","GO_0044281","FBgn0036046","Ilp2"
"1935","39213","GO_0044281","FBgn0036099","CG11811"
"1936","39214","GO_0044281","FBgn0047038","ND-13B"
"1937","39226","GO_0044281","FBgn0036111","Aps"
"1938","39242","GO_0044281","FBgn0036125","Iyd"
"1939","39245","GO_0044281","FBgn0036128","Elo68beta"
"1940","39262","GO_0044281","FBgn0036144","GlcAT-P"
"1941","39265","GO_0044281","FBgn0036147","Plod"
"1942","39276","GO_0044281","FBgn0036157","CG7560"
"1943","39279","GO_0044281","FBgn0036160","CG12289"
"1944","39280","GO_0044281","FBgn0036161","CG7551"
"1945","39281","GO_0044281","FBgn0036162","CG6140"
"1946","39333","GO_0044281","FBgn0036208","CG10361"
"1947","39335","GO_0044281","FBgn0036210","CG14130"
"1948","39348","GO_0044281","FBgn0036222","SdhAL"
"1949","39390","GO_0044281","FBgn0027843","CAH2"
"1950","39391","GO_0044281","FBgn0036262","CG6910"
"1951","39396","GO_0044281","FBgn0022709","Adk1"
"1952","39405","GO_0044281","FBgn0036274","CG4328"
"1953","39434","GO_0044281","FBgn0036298","nst"
"1954","39436","GO_0044281","FBgn0036300","Pmm2"
"1955","39454","GO_0044281","FBgn0260945","Atg1"
"1956","39469","GO_0044281","FBgn0036327","CG10748"
"1957","39470","GO_0044281","FBgn0036328","CG10749"
"1958","39479","GO_0044281","FBgn0036337","AdenoK"
"1959","39489","GO_0044281","FBgn0036345","CG17300"
"1960","39516","GO_0044281","FBgn0036368","CG10738"
"1961","39556","GO_0044281","FBgn0036403","CG6661"
"1962","39588","GO_0044281","FBgn0036428","Gbs-70E"
"1963","39592","GO_0044281","FBgn0003388","shd"
"1964","39603","GO_0044281","FBgn0036442","CG13473"
"1965","39644","GO_0044281","FBgn0027088","GlyRS"
"1966","39645","GO_0044281","FBgn0266452","CTPsyn"
"1967","39652","GO_0044281","FBgn0036484","Pex3"
"1968","39675","GO_0044281","FBgn0000565","Eip71CD"
"1969","39739","GO_0044281","FBgn0036550","CG17026"
"1970","39740","GO_0044281","FBgn0036551","CG17029"
"1971","39741","GO_0044281","FBgn0036552","CG17028"
"1972","39742","GO_0044281","FBgn0036553","CG17027"
"1973","39758","GO_0044281","FBgn0036565","CG5235"
"1974","39761","GO_0044281","FBgn0036568","ATPsynbetaL"
"1975","39762","GO_0044281","FBgn0036569","IleRS-m"
"1976","39778","GO_0044281","FBgn0263608","l(3)72Dr"
"1977","39812","GO_0044281","FBgn0011693","Pdh"
"1978","39828","GO_0044281","FBgn0036629","GluRS-m"
"1979","39829","GO_0044281","FBgn0027080","TyrRS"
"1980","39835","GO_0044281","FBgn0263131","CG43373"
"1981","39846","GO_0044281","FBgn0250814","UQCR-C2"
"1982","39860","GO_0044281","FBgn0260960","Baldspot"
"1983","39878","GO_0044281","FBgn0036663","CG9674"
"1984","39899","GO_0044281","FBgn0010352","Nc73EF"
"1985","39910","GO_0044281","FBgn0036691","beg"
"1986","39926","GO_0044281","FBgn0036706","ND-24L"
"1987","39945","GO_0044281","FBgn0036723","CG12229"
"1988","39950","GO_0044281","FBgn0036728","UQCR-Q"
"1989","39975","GO_0044281","FBgn0036751","Adgf-B"
"1990","39976","GO_0044281","FBgn0036752","Adgf-A"
"1991","39988","GO_0044281","FBgn0036762","CG7430"
"1992","39989","GO_0044281","FBgn0036763","TrpRS-m"
"1993","39999","GO_0044281","FBgn0000568","Eip75B"
"1994","40023","GO_0044281","FBgn0036793","CG4174"
"1995","40024","GO_0044281","FBgn0265268","CG18234"
"1996","40025","GO_0044281","FBgn0036795","CG18233"
"1997","40026","GO_0044281","FBgn0036796","CG18231"
"1998","40028","GO_0044281","FBgn0052199","CG32199"
"1999","40056","GO_0044281","FBgn0036821","CG3961"
"2000","40066","GO_0044281","FBgn0036830","CG14077"
"2001","40105","GO_0044281","FBgn0052206","CG32206"
"2002","40145","GO_0044281","FBgn0022774","Oat"
"2003","40153","GO_0044281","FBgn0261360","CG42637"
"2004","40155","GO_0044281","FBgn0261283","SREBP"
"2005","40167","GO_0044281","FBgn0020389","Papss"
"2006","40180","GO_0044281","FBgn0004852","Ac76E"
"2007","40188","GO_0044281","FBgn0036927","Gabat"
"2008","40203","GO_0044281","FBgn0036941","CG7335"
"2009","40204","GO_0044281","FBgn0036942","CG7328"
"2010","40222","GO_0044281","FBgn0036959","CG6951"
"2011","40241","GO_0044281","FBgn0036975","CG5618"
"2012","40259","GO_0044281","FBgn0029158","Las"
"2013","40263","GO_0044281","FBgn0036992","CG11796"
"2014","40272","GO_0044281","FBgn0037001","ND-39"
"2015","40293","GO_0044281","FBgn0037019","Pex16"
"2016","40299","GO_0044281","FBgn0037024","tzn"
"2017","40302","GO_0044281","FBgn0037027","HIPP1"
"2018","40314","GO_0044281","FBgn0011591","fng"
"2019","40333","GO_0044281","FBgn0024150","Ac78C"
"2020","40340","GO_0044281","FBgn0053054","CG33054"
"2021","40346","GO_0044281","FBgn0037063","CG9391"
"2022","40347","GO_0044281","FBgn0037064","CG9389"
"2023","40348","GO_0044281","FBgn0012034","AcCoAS"
"2024","40349","GO_0044281","FBgn0027945","ppl"
"2025","40406","GO_0044281","FBgn0043783","CG32444"
"2026","40409","GO_0044281","FBgn0037115","CG11249"
"2027","40434","GO_0044281","FBgn0037138","P5CDh1"
"2028","40443","GO_0044281","FBgn0037146","CG7470"
"2029","40445","GO_0044281","FBgn0037147","CG7140"
"2030","40453","GO_0044281","FBgn0037153","olf413"
"2031","40477","GO_0044281","FBgn0037172","ND-B14.5AL"
"2032","40528","GO_0044281","FBgn0261436","DhpD"
"2033","40543","GO_0044281","FBgn0037232","Suv3"
"2034","40562","GO_0044281","FBgn0037248","srl"
"2035","40567","GO_0044281","FBgn0051522","CG31522"
"2036","40630","GO_0044281","FBgn0037305","CG12173"
"2037","40633","GO_0044281","FBgn0264785","Hph"
"2038","40675","GO_0044281","FBgn0023023","CRMP"
"2039","40692","GO_0044281","FBgn0037356","CG12170"
"2040","40787","GO_0044281","FBgn0037440","CRAT"
"2041","40812","GO_0044281","FBgn0026565","CG1315"
"2042","40846","GO_0044281","FBgn0037469","Dpck"
"2043","40875","GO_0044281","FBgn0001112","Gld"
"2044","40916","GO_0044281","FBgn0037513","pyd3"
"2045","40925","GO_0044281","FBgn0051472","sgll"
"2046","40929","GO_0044281","FBgn0037526","ArgRS-m"
"2047","40935","GO_0044281","FBgn0004901","Prat"
"2048","40936","GO_0044281","FBgn0014930","CG2846"
"2049","40943","GO_0044281","FBgn0037534","CG2781"
"2050","40988","GO_0044281","FBgn0037574","Coq2"
"2051","40994","GO_0044281","FBgn0037578","CG9601"
"2052","40995","GO_0044281","FBgn0037579","COX7AL"
"2053","41022","GO_0044281","FBgn0000447","Dhod"
"2054","41033","GO_0044281","FBgn0037612","CG8112"
"2055","41039","GO_0044281","FBgn0037618","ouib"
"2056","41067","GO_0044281","FBgn0037643","skap"
"2057","41070","GO_0044281","FBgn0037646","CAHbeta"
"2058","41092","GO_0044281","FBgn0037661","Ada"
"2059","41117","GO_0044281","FBgn0037684","CG8129"
"2060","41121","GO_0044281","FBgn0037687","CG8132"
"2061","41126","GO_0044281","FBgn0011740","alpha-Man-IIa"
"2062","41132","GO_0044281","FBgn0037696","GstZ1"
"2063","41133","GO_0044281","FBgn0037697","GstZ2"
"2064","41149","GO_0044281","FBgn0037709","CG8199"
"2065","41174","GO_0044281","FBgn0028997","nmdyn-D7"
"2066","41192","GO_0044281","FBgn0037744","CG8417"
"2067","41208","GO_0044281","FBgn0037759","CG8526"
"2068","41210","GO_0044281","FBgn0037761","CG8534"
"2069","41211","GO_0044281","FBgn0037762","eloF"
"2070","41212","GO_0044281","FBgn0037763","CG16904"
"2071","41213","GO_0044281","FBgn0037764","CG9459"
"2072","41214","GO_0044281","FBgn0037765","CG9458"
"2073","41253","GO_0044281","FBgn0037801","CG3999"
"2074","41269","GO_0044281","FBgn0024957","Irp-1B"
"2075","41274","GO_0044281","FBgn0037818","CG6465"
"2076","41275","GO_0044281","FBgn0037819","CG14688"
"2077","41279","GO_0044281","FBgn0020385","pug"
"2078","41311","GO_0044281","FBgn0011768","Fdh"
"2079","41318","GO_0044281","FBgn0042094","Adk3"
"2080","41324","GO_0044281","FBgn0037860","CG6629"
"2081","41326","GO_0044281","FBgn0037862","CG4706"
"2082","41333","GO_0044281","FBgn0026314","Ugt35b"
"2083","41334","GO_0044281","FBgn0026315","Ugt35a"
"2084","41340","GO_0044281","FBgn0037873","SdhC"
"2085","41360","GO_0044281","FBgn0037891","CG5214"
"2086","41417","GO_0044281","FBgn0037942","CG14721"
"2087","41432","GO_0044281","FBgn0019624","COX5A"
"2088","41433","GO_0044281","FBgn0037955","CG6950"
"2089","41468","GO_0044281","FBgn0037988","CG14740"
"2090","41476","GO_0044281","FBgn0037995","CG3809"
"2091","41477","GO_0044281","FBgn0037996","CG4830"
"2092","41480","GO_0044281","FBgn0037999","CG4860"
"2093","41513","GO_0044281","FBgn0085431","CG34402"
"2094","41536","GO_0044281","FBgn0043043","Desat2"
"2095","41550","GO_0044281","FBgn0005671","Vha55"
"2096","41561","GO_0044281","FBgn0038074","Gnmt"
"2097","41595","GO_0044281","FBgn0041710","yellow-f"
"2098","41596","GO_0044281","FBgn0038105","yellow-f2"
"2099","41605","GO_0044281","FBgn0003308","ry"
"2100","41627","GO_0044281","FBgn0003598","Su(var)3-7"
"2101","41629","GO_0044281","FBgn0038130","CG8630"
"2102","41678","GO_0044281","FBgn0002937","ninaB"
"2103","41679","GO_0044281","FBgn0038172","Adgf-D"
"2104","41680","GO_0044281","FBgn0038173","Adgf-C"
"2105","41701","GO_0044281","FBgn0016672","Ipp"
"2106","41709","GO_0044281","FBgn0038197","foxo"
"2107","41710","GO_0044281","FBgn0038198","Npc2b"
"2108","41733","GO_0044281","FBgn0027083","MetRS-m"
"2109","41745","GO_0044281","FBgn0038224","ATPsynE"
"2110","41760","GO_0044281","FBgn0038237","Pde6"
"2111","41787","GO_0044281","FBgn0038258","CG7362"
"2112","41800","GO_0044281","FBgn0038271","UQCR-C1"
"2113","41823","GO_0044281","FBgn0266064","GlyS"
"2114","41825","GO_0044281","FBgn0038295","Gyc88E"
"2115","41845","GO_0044281","FBgn0016691","ATPsynO"
"2116","41862","GO_0044281","FBgn0021750","SerRS-m"
"2117","41869","GO_0044281","FBgn0038326","CG5044"
"2118","41894","GO_0044281","FBgn0267408","AOX1"
"2119","41895","GO_0044281","FBgn0038348","AOX2"
"2120","41896","GO_0044281","FBgn0038349","AOX3"
"2121","41897","GO_0044281","FBgn0038350","AOX4"
"2122","41908","GO_0044281","FBgn0038361","CG9589"
"2123","41913","GO_0044281","FBgn0026616","alpha-Man-IIb"
"2124","41927","GO_0044281","FBgn0051183","CG31183"
"2125","41994","GO_0044281","FBgn0038429","CG14882"
"2126","42001","GO_0044281","FBgn0038435","Gyc89Da"
"2127","42002","GO_0044281","FBgn0038436","Gyc89Db"
"2128","42003","GO_0044281","FBgn0004087","Dhfr"
"2129","42004","GO_0044281","FBgn0038437","Sdhaf3"
"2130","42021","GO_0044281","FBgn0038449","CG17562"
"2131","42022","GO_0044281","FBgn0038450","CG17560"
"2132","42023","GO_0044281","FBgn0038451","CG14893"
"2133","42047","GO_0044281","FBgn0038463","CG3534"
"2134","42051","GO_0044281","FBgn0038467","AdSL"
"2135","42074","GO_0044281","FBgn0038486","CG5265"
"2136","42106","GO_0044281","FBgn0038516","P5cr-2"
"2137","42131","GO_0044281","FBgn0261987","Pxt"
"2138","42185","GO_0044281","FBgn0262559","Mdh2"
"2139","42268","GO_0044281","FBgn0038662","Mpc1"
"2140","42273","GO_0044281","FBgn0022338","dnk"
"2141","42283","GO_0044281","FBgn0260779","GatA"
"2142","42284","GO_0044281","FBgn0015781","P5cr"
"2143","42291","GO_0044281","FBgn0016120","ATPsynD"
"2144","42295","GO_0044281","FBgn0261285","Ppcs"
"2145","42326","GO_0044281","FBgn0038708","CG6255"
"2146","42351","GO_0044281","FBgn0038730","CG6300"
"2147","42352","GO_0044281","FBgn0038731","CG11659"
"2148","42353","GO_0044281","FBgn0038732","CG11391"
"2149","42354","GO_0044281","FBgn0038733","CG11407"
"2150","42355","GO_0044281","FBgn0038734","CG11453"
"2151","42364","GO_0044281","FBgn0038742","Arc42"
"2152","42375","GO_0044281","FBgn0038751","CG4770"
"2153","42396","GO_0044281","FBgn0038771","CG4390"
"2154","42462","GO_0044281","FBgn0038828","CG17270"
"2155","42466","GO_0044281","FBgn0027493","AdSS"
"2156","42493","GO_0044281","FBgn0003257","r-l"
"2157","42495","GO_0044281","FBgn0038852","HHEX"
"2158","42521","GO_0044281","FBgn0000527","e"
"2159","42586","GO_0044281","FBgn0038922","Idh3b"
"2160","42591","GO_0044281","FBgn0019957","ND-42"
"2161","42620","GO_0044281","FBgn0267385","PyK"
"2162","42621","GO_0044281","FBgn0038952","CG7069"
"2163","42624","GO_0044281","FBgn0263048","CG43343"
"2164","42655","GO_0044281","FBgn0038983","CG5326"
"2165","42656","GO_0044281","FBgn0038984","AdipoR"
"2166","42657","GO_0044281","FBgn0260942","bond"
"2167","42658","GO_0044281","FBgn0038986","sit"
"2168","42659","GO_0044281","FBgn0053110","CG33110"
"2169","42681","GO_0044281","FBgn0263986","cd"
"2170","42689","GO_0044281","FBgn0024958","Irp-1A"
"2171","42708","GO_0044281","FBgn0039030","CG6660"
"2172","42728","GO_0044281","FBgn0039049","CG6726"
"2173","42729","GO_0044281","FBgn0039050","CG17110"
"2174","42730","GO_0044281","FBgn0039051","CG17109"
"2175","42731","GO_0044281","FBgn0039052","CG6733"
"2176","42732","GO_0044281","FBgn0039053","CG6738"
"2177","42756","GO_0044281","FBgn0039071","bb8"
"2178","42759","GO_0044281","FBgn0016119","ATPsynCF6"
"2179","42783","GO_0044281","FBgn0039094","CG10184"
"2180","42803","GO_0044281","FBgn0263782","Hmgcr"
"2181","42808","GO_0044281","FBgn0039112","SdhD"
"2182","42832","GO_0044281","FBgn0001098","Gdh"
"2183","42833","GO_0044281","FBgn0039131","CG12268"
"2184","42834","GO_0044281","FBgn0005674","GluProRS"
"2185","42861","GO_0044281","FBgn0039153","GatB"
"2186","42867","GO_0044281","FBgn0039156","CG6178"
"2187","42888","GO_0044281","FBgn0039175","beta-PheRS"
"2188","42894","GO_0044281","FBgn0263398","CG6364"
"2189","42901","GO_0044281","FBgn0039184","CG6432"
"2190","42973","GO_0044281","FBgn0039241","CG11089"
"2191","42987","GO_0044281","FBgn0039254","Nmnat"
"2192","42991","GO_0044281","FBgn0039258","beta4GalT7"
"2193","42993","GO_0044281","FBgn0015240","Hr96"
"2194","43017","GO_0044281","FBgn0039280","Mocs2"
"2195","43043","GO_0044281","FBgn0039304","CG10425"
"2196","43073","GO_0044281","FBgn0039331","ND-49L"
"2197","43092","GO_0044281","FBgn0039349","Ssadh"
"2198","43102","GO_0044281","FBgn0039358","CG5028"
"2199","43104","GO_0044281","FBgn0039360","CLS"
"2200","43165","GO_0044281","FBgn0028833","Dak1"
"2201","43183","GO_0044281","FBgn0000064","Ald"
"2202","43189","GO_0044281","FBgn0039425","CG5432"
"2203","43191","GO_0044281","FBgn0042710","Hex-t2"
"2204","43236","GO_0044281","FBgn0004510","Ets97D"
"2205","43240","GO_0044281","FBgn0039464","CG6330"
"2206","43244","GO_0044281","FBgn0051075","CG31075"
"2207","43276","GO_0044281","FBgn0261995","CG42813"
"2208","43332","GO_0044281","FBgn0039543","CG12428"
"2209","43350","GO_0044281","FBgn0027579","mino"
"2210","43369","GO_0044281","FBgn0039576","UQCR-14L"
"2211","43373","GO_0044281","FBgn0039580","Gfat2"
"2212","43416","GO_0044281","FBgn0039616","CG11828"
"2213","43420","GO_0044281","FBgn0039620","wat"
"2214","43437","GO_0044281","FBgn0039635","CG11876"
"2215","43447","GO_0044281","FBgn0014869","Pglym78"
"2216","43456","GO_0044281","FBgn0039650","Mesh1"
"2217","43457","GO_0044281","FBgn0039651","Cyt-c1L"
"2218","43477","GO_0044281","FBgn0039669","ND-20L"
"2219","43492","GO_0044281","FBgn0039681","CG7582"
"2220","43493","GO_0044281","FBgn0013972","Gycalpha99B"
"2221","43499","GO_0044281","FBgn0024841","Pcd"
"2222","43503","GO_0044281","FBgn0039689","CIA30"
"2223","43504","GO_0044281","FBgn0039690","CG1969"
"2224","43507","GO_0044281","FBgn0020235","ATPsyngamma"
"2225","43512","GO_0044281","FBgn0262112","sro"
"2226","43515","GO_0044281","FBgn0039697","CG7834"
"2227","43562","GO_0044281","FBgn0039737","CG7920"
"2228","43582","GO_0044281","FBgn0086355","Tpi"
"2229","43591","GO_0044281","FBgn0039754","CG9747"
"2230","43592","GO_0044281","FBgn0039755","CG15531"
"2231","43593","GO_0044281","FBgn0039756","CG9743"
"2232","43618","GO_0044281","FBgn0039774","CDase"
"2233","43620","GO_0044281","FBgn0039776","PH4alphaEFB"
"2234","43623","GO_0044281","FBgn0039779","PH4alphaSG2"
"2235","43624","GO_0044281","FBgn0026190","PH4alphaMP"
"2236","43625","GO_0044281","FBgn0039780","PH4alphaNE1"
"2237","43626","GO_0044281","FBgn0051371","CG31371"
"2238","43627","GO_0044281","FBgn0039782","CG15539"
"2239","43628","GO_0044281","FBgn0039783","PH4alphaNE2"
"2240","43629","GO_0044281","FBgn0039784","CG9698"
"2241","43637","GO_0044281","FBgn0039790","CG2246"
