"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0267243",103.129155196633,-2.70193004247478,0.366972831404083,-7.36275225644597,1.80156542382207e-13,1.32999938586191e-09
"FBgn0002868",4691.04567202806,-1.41264212325023,0.192935780706444,-7.32182552182789,2.44620082005134e-13,1.32999938586191e-09
"FBgn0267507",444.830872865753,-4.54692151351795,0.636126022838892,-7.14783132629291,8.81595426111891e-13,3.19548955451357e-09
"FBgn0033448",1730.31448897012,-0.608983306445407,0.0895450499381521,-6.80085953233625,1.03996785772896e-11,2.82715262123617e-08
"FBgn0035267",444.65445322306,0.97641901462458,0.145884646583454,6.69308962589161,2.1850721467022e-11,4.75209490464795e-08
"FBgn0263116",231.840600269233,1.15132415662261,0.185901057994346,6.19320927510605,5.89513728518084e-10,1.06839538065094e-06
"FBgn0030347",718.121955040182,-0.706476060788953,0.116604623539067,-6.05873111499955,1.37199513445269e-09,2.1312964417198e-06
"FBgn0000639",251.507139147576,2.17792466619576,0.363790740974796,5.98675123055606,2.14073820832391e-09,2.90979840966428e-06
"FBgn0042201",1365.47378108029,-1.15651370098207,0.194970900964918,-5.93172465869751,2.99769029084717e-09,3.62187602474135e-06
"FBgn0033486",1163.44004127866,0.372224556064702,0.0634521651780867,5.86622308348353,4.45833869825139e-09,4.84799750047856e-06
"FBgn0004554",84.4354035080524,2.02781677804345,0.346629541858635,5.85009796675219,4.91283562813756e-09,4.85656132912435e-06
"FBgn0004598",5068.91165498119,0.595646545367657,0.102634415954546,5.80357514414516,6.49156397713057e-09,5.88243889060982e-06
"FBgn0039767",1808.94281667757,0.31799901033664,0.0557645139969557,5.70253352076196,1.18039689022082e-08,9.87356598789322e-06
"FBgn0028983",676.150760321341,-0.906225283031917,0.161794538011228,-5.60108699694811,2.13011790103611e-08,1.65449300399048e-05
"FBgn0033038",548.085943374025,-0.353684837373123,0.0633083410726541,-5.5867020266291,2.31422296196071e-08,1.67765736589072e-05
"FBgn0266441",354.43963404418,0.799408828198543,0.143970720209725,5.5525792121761,2.81485092901741e-08,1.91304306263346e-05
"FBgn0052368",215.751172470887,-1.21663606295948,0.222643311366795,-5.4645075816139,4.64193542668705e-08,2.96920034292912e-05
"FBgn0266521",4076.13845596711,0.81133323906417,0.148975627554453,5.44608035812846,5.14918808694926e-08,3.11068173652701e-05
"FBgn0035022",71.7418670487766,1.39010237784672,0.257341027787792,5.40179072803355,6.59788972452696e-08,3.58727264322531e-05
"FBgn0283536",7569.39087594225,-0.387965832389924,0.071787955269854,-5.40433044696069,6.50509233320896e-08,3.58727264322531e-05
"FBgn0015520",574.838951655745,0.620591033416673,0.115443392275194,5.37571723409952,7.62784223174631e-08,3.94976935371473e-05
"FBgn0030090",679.118859193986,0.651545054789249,0.122868146997292,5.30279873760615,1.1404062908234e-07,5.61787722660988e-05
"FBgn0035309",192.399686215955,-0.720463346653648,0.136057317642499,-5.29529288933006,1.1882580118818e-07,5.61787722660988e-05
"FBgn0000042",36097.081442408,-0.6647369328025,0.127933519938366,-5.19595593963763,2.03670497568219e-07,9.2279707939867e-05
"FBgn0038815",419.934411642187,0.676010062957912,0.130591960155477,5.17650598209172,2.2607980681706e-07,9.83356727731483e-05
"FBgn0038873",22.28747701537,3.81687072704519,0.738485151446909,5.16851384156719,2.35962815413881e-07,9.86869098004054e-05
"FBgn0040298",376.911436663386,0.369702706515779,0.0717346346333766,5.15375464592893,2.55321959438602e-07,0.00010282855507168
"FBgn0025628",2288.00821997944,-0.492565854980736,0.0959593174570569,-5.13306959692754,2.85054438014227e-07,0.000110702927105954
"FBgn0039748",133.005205153799,-0.721172147004511,0.140927576687119,-5.11732454326966,3.09900119346375e-07,0.000116201858543879
"FBgn0004687",3809.93133438398,-0.498978653477226,0.0982335103828761,-5.0795156513536,3.78398351134513e-07,0.00013715678900789
"FBgn0031968",955.513782168667,-0.660578836754889,0.131009684317876,-5.04221378895999,4.60176740951672e-07,0.00015637380878464
"FBgn0038981",902.487854271923,-0.443031562488786,0.0878298624294985,-5.04420194036408,4.55418130466401e-07,0.00015637380878464
"FBgn0034420",2335.20047370231,-0.34682045073406,0.0692825832232838,-5.00588220875551,5.56067555500989e-07,0.00018119645160409
"FBgn0259933",1480.27448703783,0.590645866609107,0.118075243792201,5.00228369334199,5.66551347667744e-07,0.00018119645160409
"FBgn0034417",425.949742852095,-0.60843832190894,0.12275871959219,-4.95637559539722,7.1820316554281e-07,0.00020985364117425
"FBgn0031437",725.851628757766,-0.26015092216364,0.0525311502550866,-4.95231726128917,7.33349123102951e-07,0.00020985364117425
"FBgn0033443",298.693175712811,-1.07827991191436,0.217430859544799,-4.95918525167855,7.07894387667186e-07,0.00020985364117425
"FBgn0038830",779.203940417425,-0.464264011528352,0.0935230862973205,-4.96416478442984,6.89973442037327e-07,0.00020985364117425
"FBgn0026593",1663.6463935915,-0.526194867305565,0.106751024963961,-4.92917859555175,8.25760621104125e-07,0.000230238999843237
"FBgn0003514",2326.9315982652,-0.346732069312499,0.0705659458101248,-4.91358920130494,8.94240188290808e-07,0.000243099195186856
"FBgn0029118",803.556235241201,-0.398859591728384,0.0816461010308617,-4.88522521825773,1.03310693595227e-06,0.000267476305274882
"FBgn0037109",1488.62959754537,0.31551878290062,0.0645819197075739,4.88555905939751,1.0313578364106e-06,0.000267476305274882
"FBgn0040104",70.574600958605,-2.40339744290303,0.494094743167994,-4.86424410730043,1.14895044475517e-06,0.000283947434915175
"FBgn0032002",361.418975461769,-0.962211426612352,0.197755241970035,-4.86566837382824,1.1407065040227e-06,0.000283947434915175
"FBgn0014931",260.696401415925,0.640939879276016,0.132588355029298,4.83405861045933,1.33777171337481e-06,0.000318915871586625
"FBgn0033226",1805.72321726024,-0.38543607988035,0.0797611212612555,-4.83238041022347,1.34910153512827e-06,0.000318915871586625
"FBgn0032295",729.833999225715,0.643826407822016,0.133420878263871,4.82552967871115,1.39631668796254e-06,0.000323054205636269
"FBgn0037895",86.3253794072513,-0.798832575885856,0.166703410748572,-4.79193900291988,1.65177126240053e-06,0.00037419501473632
"FBgn0027506",2553.20297697524,0.373545566513764,0.0780422848460578,4.78645092529775,1.69756423151499e-06,0.000376720682724368
"FBgn0028895",169.253488787181,0.47572943952055,0.0995314057009068,4.77969175829911,1.7556415255071e-06,0.000381816918967284
"FBgn0003292",315.525234474056,0.775453679648796,0.162548035163593,4.77061244615082,1.83666619937544e-06,0.000391606044157029
"FBgn0040850",280.548341422757,-0.679860102195894,0.142641861695223,-4.76620323175901,1.87729904258706e-06,0.000392572111328687
"FBgn0039677",54.5710093461248,0.933323473431043,0.199306212013713,4.68286193391115,2.82897069199452e-06,0.000580419383108461
"FBgn0032744",337.007575882033,-0.529672283611828,0.113509196103495,-4.66633807474846,3.06615064774053e-06,0.000617431891546862
"FBgn0031942",167.610214610485,-0.897490369543017,0.192795360348137,-4.65514506117983,3.2375268563597e-06,0.000640088491564644
"FBgn0275436",689.774146047122,-0.436315616210391,0.0944423879372072,-4.61991300453445,3.83900977468166e-06,0.000723390689204007
"FBgn0030421",367.36922065764,0.752970108359331,0.162870462644989,4.62312254862683,3.78006249005635e-06,0.000723390689204007
"FBgn0034387",696.023427739098,-0.50454944232052,0.109236660433627,-4.61886550099258,3.85843847469491e-06,0.000723390689204007
"FBgn0003447",2146.73798584703,0.733576382409197,0.160098737246434,4.58202478686656,4.60495295352363e-06,0.000756159476793686
"FBgn0029835",336.254431024527,-0.660041771987988,0.143356201171324,-4.60420802584729,4.14038443119271e-06,0.000756159476793686
"FBgn0037717",525.330818059662,0.603350030017557,0.131133191558897,4.60104739955611,4.20371745378881e-06,0.000756159476793686
"FBgn0026616",1362.36764800248,0.633077240395165,0.138084063363566,4.58472342842575,4.54587754778331e-06,0.000756159476793686
"FBgn0039304",861.97601284851,-0.351657807307475,0.0766032520899103,-4.59063809581777,4.41892970655825e-06,0.000756159476793686
"FBgn0039348",3885.0011546222,-0.481528881476421,0.104763293520931,-4.59635111968119,4.29953932499312e-06,0.000756159476793686
"FBgn0035186",1116.94300018647,-0.662814394214417,0.144285388724712,-4.59377349344104,4.35301863694889e-06,0.000756159476793686
"FBgn0053523",2006.62367824471,-0.350244578696292,0.0763972190832711,-4.5845199982284,4.55030537400695e-06,0.000756159476793686
"FBgn0039703",919.178815696949,-4.30944443500317,0.941012662066266,-4.57958177261986,4.65906611598096e-06,0.000756159476793686
"FBgn0034186",354.939632677704,-0.552853101083642,0.120893028940941,-4.57307675989924,4.80613964478233e-06,0.000768558272020046
"FBgn0033446",7492.75758246827,-1.16792838265983,0.255649298236451,-4.56847873519141,4.91276900729416e-06,0.000774223915729227
"FBgn0052485",646.464802738965,-0.43198817968765,0.0946591828832118,-4.56361619158097,5.02799619427794e-06,0.000781063294522548
"FBgn0030993",724.684017848098,-0.705108730751845,0.155017837449659,-4.54856513516274,5.40129261826178e-06,0.000815072717627797
"FBgn0051163",1708.97551026532,0.860958199962403,0.18933591984572,4.54725231569347,5.43508248045705e-06,0.000815072717627797
"FBgn0001291",941.332873999163,-0.33688984242502,0.0741095666429955,-4.54583473747598,5.4717958788697e-06,0.000815072717627797
"FBgn0033127",1411.23907262247,-0.519377346606571,0.115170890212514,-4.50962344432879,6.49427963059472e-06,0.000954308063555229
"FBgn0014028",3780.88488729575,-0.37423188723674,0.0830526470230561,-4.50595978154495,6.60736022679737e-06,0.000957979134749261
"FBgn0039609",478.591031732898,0.914918775733182,0.203840761055022,4.48839952813079,7.17602538747092e-06,0.00102673815872841
"FBgn0031636",460.321249975503,-0.923912308557465,0.206190098047224,-4.48087622687807,7.43372145794034e-06,0.00104979593680056
"FBgn0260635",4377.06513269046,-0.282393474280413,0.0631053296531735,-4.47495442670921,7.64276126347211e-06,0.00106547930742302
"FBgn0024238",3224.65258360217,-0.578824437304303,0.129758036515317,-4.46079836631913,8.16548892628995e-06,0.00110989408230596
"FBgn0038199",78.6903013370031,-0.729061161965909,0.163376722294155,-4.46245433087619,8.10262011585062e-06,0.00110989408230596
"FBgn0030710",824.650708197883,0.945602614249388,0.212660502790009,4.44653615430939,8.72659856728311e-06,0.00116161996535336
"FBgn0260795",4364.60914053614,0.61495233582866,0.138324491515732,4.44572272842023,8.75968706630269e-06,0.00116161996535336
"FBgn0261610",347.449908477386,0.573401104702272,0.129130623645981,4.44047344086469,8.97611828299883e-06,0.00117597964107626
"FBgn0030773",7160.29327992463,-1.44266756821873,0.325115201152251,-4.43740422811891,9.10502108566834e-06,0.0011786666581614
"FBgn0034141",1306.14799113722,-0.383348281064456,0.0865779384727639,-4.42778250241025,9.52068324012016e-06,0.00121176250577236
"FBgn0086532",1079.39583932591,-0.348146206124428,0.0786528958025079,-4.42636221555783,9.58355485528998e-06,0.00121176250577236
"FBgn0032934",442.684010798207,0.546432905856702,0.123729144650893,4.41636372253673,1.00375132704877e-05,0.00123876283516293
"FBgn0260771",613.507949713998,0.580770808942448,0.131649875980787,4.411480106728,1.02666388253619e-05,0.00123876283516293
"FBgn0027490",406.453948054337,0.523940198007272,0.118670942616559,4.41506729832079,1.00978570964064e-05,0.00123876283516293
"FBgn0035936",1846.12487606362,0.382287563712289,0.0866987091030511,4.40938011266001,1.03666928453032e-05,0.00123876283516293
"FBgn0283468",3102.5224198746,0.293942009688343,0.0666109277344349,4.41281963314238,1.02032996844439e-05,0.00123876283516293
"FBgn0035995",1169.76526795129,-0.38548866086625,0.0875198689262268,-4.40458453144154,1.05986807367639e-05,0.0012527179818649
"FBgn0014857",2834.34794329975,-0.445048990297884,0.101193126178325,-4.3980160224876,1.09244915960808e-05,0.00127734324318046
"FBgn0031872",263.825868915901,0.590948242820078,0.134707147630325,4.38691081516927,1.14971903764445e-05,0.00133000476758998
"FBgn0037358",2692.43739721071,-0.605622633261793,0.138326747190905,-4.37820338843054,1.19661654676488e-05,0.00136968508731804
"FBgn0000206",1048.89091219522,-3.224296163594,0.737665699012892,-4.37094495231187,1.23709981403981e-05,0.00140127326852801
"FBgn0030520",4113.04068235833,0.431565110645191,0.0989205672806765,4.36274399256801,1.28441212870043e-05,0.0014357661533759
"FBgn0264704",74.956000258296,0.954529118249223,0.21887226160597,4.36112420662805,1.29395882868161e-05,0.0014357661533759
"FBgn0039632",1211.75488994755,0.342527995223017,0.0787035836339204,4.35212704946502,1.34823091232337e-05,0.00148087504450548
"FBgn0010812",890.104554211089,-0.401570163939712,0.0923568294841245,-4.34802890249432,1.37366505240563e-05,0.00149095109077831
"FBgn0015797",1758.00557980949,-0.212131948497105,0.0488080045896965,-4.34625324842488,1.38482674423956e-05,0.00149095109077831
"FBgn0030833",666.870860380663,0.464176285989675,0.107433802084843,4.32057952880699,1.55619956246882e-05,0.0016590307884594
"FBgn0039017",201.764068403406,0.600971127358041,0.1392644357168,4.31532375272133,1.59369161257346e-05,0.0016825051063227
"FBgn0003598",2325.80252480578,0.435861923398274,0.101253251639149,4.3046708756734,1.67234170428766e-05,0.00171058870780506
"FBgn0035904",1518.59024941964,-0.448965828244157,0.104212388150379,-4.30818097745058,1.64602678576916e-05,0.00171058870780506
"FBgn0039543",1858.41823034854,-0.497624452428436,0.115639601575106,-4.3032356186841,1.68321677152052e-05,0.00171058870780506
"FBgn0003495",1071.84642286291,0.662266085454907,0.153765489307942,4.3069877931361,1.65492738998014e-05,0.00171058870780506
"FBgn0039112",1886.49245260783,-0.432000892253134,0.100445589516338,-4.30084480894871,1.70148193099481e-05,0.00171314023311459
"FBgn0030258",446.391233041615,-0.656855792198598,0.152806210360513,-4.2986197396617,1.71865044216176e-05,0.00171455090899697
"FBgn0000376",1056.84993027039,0.554523082522494,0.129080180179218,4.29595838611768,1.73940212754206e-05,0.0017194780668084
"FBgn0014417",2032.36796020732,0.480579976779187,0.112122865059917,4.28619065809967,1.81763007360488e-05,0.00176472405539102
"FBgn0000114",5376.63332556827,0.847960746954424,0.197748258055383,4.28808200533903,1.80222561265485e-05,0.00176472405539102
"FBgn0063495",273.199269573176,-0.561040155026814,0.131282808798148,-4.27352339703087,1.92408084057849e-05,0.00184925408317839
"FBgn0036805",1690.1114530005,-0.432619348653896,0.101272476399099,-4.2718353894005,1.93870669010793e-05,0.00184925408317839
"FBgn0032796",1133.06151395755,0.366699460925531,0.0859235682242104,4.26774013817325,1.97463158278599e-05,0.00185104688200128
"FBgn0040364",1264.14465067313,-0.70752793251921,0.165756803372034,-4.26846993985033,1.96818344273268e-05,0.00185104688200128
"FBgn0035264",143.719962290346,-0.664080834210149,0.156077113854346,-4.25482518103123,2.09212408411006e-05,0.00194442370005238
"FBgn0004655",1912.82489597413,0.486460876820985,0.114463045524697,4.2499382625288,2.13829443788225e-05,0.00196804094736012
"FBgn0030121",468.375703977271,0.368565167406981,0.0867553749390422,4.24832660415507,2.15373250630729e-05,0.00196804094736012
"FBgn0016693",2893.04415627531,-0.349295447789246,0.0823906079387017,-4.23950564910409,2.2401255675695e-05,0.00202992711847923
