"MMgrey60"	"MMblack"	"MMtan"	"MMgreenyellow"	"MMblue"	"MMmagenta"	"MMpink"	"MMcyan"	"MMpurple"	"MMsalmon"	"MMlightcyan"	"MMmidnightblue"	"MMlightgreen"	"MMred"	"MMbrown"	"MMturquoise"
"FBgn0010043"	0.375581672758723	0.923999258867408	0.753150884625707	0.425490157631649	-0.167073670821672	-0.580718737245486	-0.568755954504406	-0.915274096669045	-0.796407316496261	-0.823623542822574	-0.509929944771112	-0.549196911076641	-0.0663949202971366	-0.392856605523861	0.0666818904416582	0.506787853170595
"FBgn0038247"	-0.566531364630652	-0.706494035025908	-0.800858096456604	-0.00881727024687077	0.574913240537621	0.808570072483808	0.831780765919738	0.671287131270009	0.418125036030374	0.762153767944307	0.412688920627039	0.672612437907377	-0.0524836584643157	-0.113806220358414	-0.50424159668675	-0.765903848814424
"FBgn0036090"	0.0723963973790925	0.724340149290445	0.451803523928115	0.0310297995290775	-0.338930024827002	-0.603769887721454	-0.39325102783095	-0.724987797261752	-0.458878524719602	-0.528421013765138	-0.0161255640478686	-0.133912210598811	0.434060892585095	-0.10405144457396	0.259354220427973	0.542283325283717
"FBgn0038244"	-0.447891766972981	-0.775095690415026	-0.833202713798133	0.150059607903689	0.743800607978524	0.96320110371255	0.896920976312063	0.730702284478727	0.376239065962302	0.777487807829383	0.284130312286364	0.613301534521885	-0.256736856028393	-0.231288105120073	-0.665894497150247	-0.926758621177287
"FBgn0038243"	0.437593707063886	0.647837052538235	0.742371534746457	-0.168298721167784	-0.687502538524649	-0.849072636644144	-0.825156583856301	-0.58925599825664	-0.267914568987563	-0.645189167131004	-0.279602855602149	-0.599320402052819	0.162902338761864	0.268802121456109	0.634979797403063	0.843008443517044
"FBgn0051233"	0.221908248519293	0.913223135018845	0.579239704154536	0.566267759464485	0.0690711233459211	-0.373939352757658	-0.322345203457702	-0.914535043712338	-0.867791143067655	-0.713618223963516	-0.443916829764691	-0.358617370315689	-0.0611694743354821	-0.605098179473888	-0.177414034905229	0.289113096515159
"FBgn0029170"	0.258995418265451	0.363946858792222	0.536150726726118	-0.640916947348192	-0.971126684021274	-0.92181568422609	-0.806805400067051	-0.274196693843741	0.182636682039806	-0.362089853038106	0.0833418912212631	-0.388642340469849	0.469600816897416	0.717853305912281	0.962504346382063	0.95712419922594
"FBgn0038248"	0.03062050351268	0.0331221132518301	0.0914365503594788	-0.353128135268609	-0.39792001420328	-0.333877092879703	-0.250135769402059	-0.0190052547747029	0.194113953280287	-0.0250172294156364	0.176117160517382	-0.0388610364858615	0.31209141004283	0.370167739617453	0.418906070605511	0.344347922063652
"FBgn0039293"	-0.315257536673123	-0.388513219324534	-0.576600793828491	0.602496963161213	0.972036741019061	0.93025347269666	0.842711394908039	0.292075608502269	-0.150022782004065	0.402850559975197	-0.0277752025803085	0.444179614472305	-0.422488712491077	-0.694886195638132	-0.947764988845607	-0.957453407794802
"FBgn0036094"	0.282200061452971	0.442221682438758	0.583800382856965	-0.580265566713899	-0.953555744095933	-0.945376374090896	-0.830918146331792	-0.352079582930598	0.0994244205161471	-0.43147519748879	0.0369371959375708	-0.422189932050407	0.457067526488278	0.654035600520248	0.934022566186275	0.970608366647453
"FBgn0036373"	-0.235002046380988	-0.695129009256772	-0.632479580747283	-0.0048380613105495	0.460811301243034	0.711210524183281	0.595195100690747	0.701874572252856	0.450351366347159	0.657966713206039	0.198755728349254	0.368563126195113	-0.25940098219104	0.00424839688952228	-0.375443300918169	-0.647821488535709
"FBgn0036372"	-0.363088174387201	-0.336270408827498	-0.562212846526735	0.59905412026742	0.938852650995212	0.896713035131748	0.836156024807437	0.254933361702991	-0.148711714450876	0.414986738944193	0.0195294840677556	0.468136955196353	-0.357340680624194	-0.685356960813043	-0.922531878652416	-0.920866216398817
"FBgn0036374"	-0.770116033492872	-0.718018921437199	-0.938298370035417	-0.322130841310102	0.355160998832619	0.676505033000062	0.850575223189221	0.716542204124731	0.644571871366931	0.953032705716039	0.749530293263112	0.889100495558777	0.312397769840625	0.135404259340634	-0.262412771180431	-0.606394784917724
"FBgn0036377"	0.271000293130112	0.535725747827809	0.592093595653308	-0.486568841730906	-0.875738991969023	-0.924486403813182	-0.801932621849615	-0.442087479894838	-0.008131082854656	-0.471414420236252	-0.00324348328925314	-0.420684085600002	0.433585140568003	0.535515597090554	0.853208731475469	0.944070121388047
"FBgn0036376"	-0.235208496854791	0.286903514720253	-0.231256851408501	0.654080533437373	0.71691776143405	0.439801933569296	0.526233978579387	-0.353462388802964	-0.560595081101655	-0.0132403583801891	-0.052537218761686	0.319962424708836	-0.0885176877084678	-0.831341422932999	-0.751348689723536	-0.498112761528487
"FBgn0051909"	0.286826662173471	0.572801944421545	0.639505032350479	-0.484302260872253	-0.914673675652214	-0.972435677611256	-0.841169435012252	-0.485160657440835	-0.031773226286263	-0.511539723616122	-0.00806338997654772	-0.442220252998498	0.455908476287619	0.541014200867005	0.88017868706801	0.987441156193183
"FBgn0051908"	-0.13831201325642	-0.0728657831983508	-0.219320273103803	0.584333919399486	0.691290416641547	0.567205957759129	0.522569351185356	-0.016839640593447	-0.29790030782162	0.146270513589065	-0.127107661826339	0.227408454269981	-0.326082778656795	-0.633361612734522	-0.71348728532496	-0.604265635764668
"FBgn0051729"	0.00454261233488783	0.0444382395381307	0.236667076011724	-0.765160014051638	-0.897327427924744	-0.67737869204127	-0.555819618244598	0.0784307107932864	0.506986187683023	0.00326459477008951	0.335230843121575	-0.138531679280174	0.54038569837155	0.861521469143206	0.920542744134251	0.746009235656067
"FBgn0005614"	0.0228884308597696	-0.243290885272869	0.057953997862328	-0.901538220954878	-0.856351071357324	-0.534734119710517	-0.444816996215053	0.336351935047623	0.70573617409381	0.170035370302389	0.394734682140812	-0.0533910089887769	0.47998953557781	0.977389517276769	0.911287342499013	0.614701715028775
"FBgn0005617"	-0.579171786743532	-0.439739721233187	-0.787489561750876	0.322104822669792	0.843567269467252	0.88535604925333	0.963448069055708	0.361153056276249	0.0483401198710701	0.611367968064059	0.331518509679753	0.741829240094953	-0.0565666339708315	-0.521961483965184	-0.801664106019633	-0.888715478424509
"FBgn0005612"	0.0981393169148236	0.496460065179576	0.498854038450172	-0.568673655434795	-0.910918410882164	-0.916336145564071	-0.697497792736117	-0.423529616835314	0.0824638075832442	-0.332579016573387	0.203652381931757	-0.232256884559767	0.629988919266304	0.582894290750681	0.876180240233512	0.937759343486938
"FBgn0025809"	-0.394801143153179	-0.492528695735045	-0.711591633065407	0.452801834679658	0.930059463456074	0.958774558597641	0.910921038128148	0.411804241715662	-0.00338224772829385	0.535741429732227	0.114931740889796	0.564019073632103	-0.322298026351737	-0.582913355639866	-0.886440867834949	-0.968188254940672
"FBgn0027338"	-0.266399309060083	0.0824990205588862	-0.330656506923203	0.627395504390653	0.760317111516486	0.571103324805444	0.62826807528096	-0.163164057596753	-0.398758592722705	0.155254367182353	0.00536196949910591	0.382533773623227	-0.139670559619263	-0.76176944185919	-0.78051960915509	-0.613788330944959
"FBgn0005619"	0.192181156254338	0.195782266081433	0.416895039892993	-0.748238553949822	-0.980136633362747	-0.846083893604612	-0.736293240123252	-0.100281662945287	0.344947705388264	-0.224797863611204	0.177781291952562	-0.307221613443449	0.491930056230899	0.827071575445488	0.98793621708275	0.895251890702282
"FBgn0039419"	0.258018093846915	0.56025587669034	0.570379288250046	-0.498869949058956	-0.888527918957443	-0.936566966695144	-0.785021877588738	-0.468923047414623	-2.33985767264679e-06	-0.443662035427605	0.047473295213112	-0.383923865773587	0.485500652818513	0.535538267814188	0.863562745466647	0.962459886447506
"FBgn0266041"	0.338459922735144	0.684956110108113	0.653900617233286	-0.121560410966462	-0.595749326417615	-0.78834874267085	-0.726510601725362	-0.626428976250182	-0.315721214390419	-0.620155293334498	-0.208207612459893	-0.489787849611488	0.236718844237442	0.171355388928847	0.540070001848144	0.769617438477671
"FBgn0267270"	-0.0108670696875857	-0.183531768482337	0.106523198481133	-0.864750103997329	-0.862380368284629	-0.56503811725361	-0.467768367263025	0.277973270802376	0.654785863716794	0.131687857275254	0.382480663818321	-0.0664893661508576	0.494488389617746	0.945080514506605	0.901766439871142	0.632832263005071
"FBgn0262351"	0.0540824717529996	-0.215460175133303	0.0577372424573365	-0.804659335426383	-0.762869825513892	-0.474752292373336	-0.41496486402293	0.313727380396685	0.632743894088091	0.143242509344384	0.332609999035638	-0.0715318932790151	0.398864233976981	0.87806318142828	0.810782716603918	0.543771311674345
"FBgn0262352"	-0.207718150458856	-0.311488883753718	-0.446024422590145	0.594565047716363	0.883739423381158	0.821151530237503	0.690501836685934	0.232686845494542	-0.20738582973167	0.274399916058962	-0.152646798256667	0.28634190991562	-0.484933512492775	-0.66886323095367	-0.87716211660493	-0.854614619512818
"FBgn0262353"	0.339704890690098	0.538925710601478	0.680194341429196	-0.479977297029689	-0.928651912439154	-0.978500631876012	-0.87843582113817	-0.462952915050607	-0.0195909033193502	-0.529314321800218	-0.0562491230868991	-0.4967963013323	0.400895672497539	0.563801688576898	0.892269403283278	0.990783259834847
"FBgn0267277"	0.0447782292684818	0.118159161277486	0.163176624688785	-0.626869759062921	-0.701441113432457	-0.57586195277002	-0.432482974689549	-0.0237559418008825	0.325268963161648	-0.0364870412760457	0.275776101250093	-0.0762659030908922	0.484842500989304	0.627703639698873	0.723988630458013	0.625325095979875
"FBgn0267278"	0.172737583944991	-0.0580364898679737	-0.0485710057852802	0.0869732292455074	0.138574745975719	0.113565117650376	0.0298578258098904	0.0479623953705455	-0.0623180547480687	-0.039819742762847	-0.159138316074081	-0.0928003172394509	-0.208943299472917	-0.100487304861529	-0.120451078248621	-0.117830928921439
"FBgn0265813"	0.190601435131911	0.0585372968307469	0.258183882452745	-0.624273055143363	-0.750350369428961	-0.602905364137407	-0.518630968649767	0.00221160877355253	0.331834179324664	-0.117448584099111	0.160482442553541	-0.195734050759657	0.348996064133495	0.662537331484387	0.740158772260011	0.636143426907754
"FBgn0265810"	-0.044643676120029	-0.456450136203806	-0.460393927603112	0.583186249066785	0.89915346392335	0.887022563223789	0.665467853052858	0.382935819278598	-0.112195454596472	0.305509940447502	-0.237559242771409	0.193659865778226	-0.654981621707825	-0.594245499822836	-0.863521777369429	-0.904290323853683
"FBgn0265811"	-0.233564916938524	-0.613928888513367	-0.455267581607363	-0.430786987146092	-0.0710623629165685	0.250848891553804	0.25872038003617	0.62067408592498	0.633890490102443	0.537279819084769	0.394428147970444	0.31739277594631	0.1320257498566	0.437778259762862	0.140021739219278	-0.188830505944919
"FBgn0265814"	0.00164251618980479	-0.184027259568573	0.0805609321965258	-0.748046301535485	-0.730924120269117	-0.465695811630176	-0.404661331484865	0.273288962327738	0.577221527015984	0.114441280359095	0.304850268314158	-0.0762932720313707	0.386636012125379	0.823319485492331	0.7722260705886	0.531917067710348
"FBgn0260933"	0.070928488413069	-0.0833182001580408	0.21013469477536	-0.714136983943622	-0.803121735551175	-0.56351534832861	-0.529653437191125	0.18553078621238	0.511953694256808	0.00997663725090277	0.219954937673588	-0.201503498997491	0.357491430786204	0.820980101225962	0.826630154658849	0.624949120370517
"FBgn0035876"	0.216503671308279	0.800095462350239	0.496754189416826	0.538879647199225	0.115683403273605	-0.308355554024301	-0.23614631083042	-0.847433894734379	-0.824469429095332	-0.649551803317221	-0.377318727077364	-0.261858274445658	-0.010473735799168	-0.602308471974564	-0.211093849363178	0.220421841278746
"FBgn0035875"	0.137176807858518	0.802890860108115	0.572107672768247	0.14626239662111	-0.312437201770412	-0.600084595732941	-0.467479739051346	-0.757169334030001	-0.517725638337448	-0.550165877723266	-0.173792078452526	-0.296703932436411	0.24470013151121	-0.160867854371196	0.24273904302885	0.568269773198707
"FBgn0265819"	0.291573157981135	0.222081386821631	0.414700032364118	-0.531497756448688	-0.771488270426551	-0.704898783079053	-0.680352204679413	-0.128850506819533	0.193449535895445	-0.281021209765739	-0.0104129675068634	-0.392633312594873	0.251855725421079	0.618187890495681	0.78244271434901	0.736514639910241
"FBgn0035873"	0.0383574630013395	-0.286149421866323	0.0457181804622792	-0.888712951924127	-0.829935425671999	-0.501625851950608	-0.432456094789517	0.369405024733815	0.711115809354297	0.166653157732725	0.370586117175836	-0.062441407838987	0.43928049020804	0.971016314236892	0.886782860772767	0.579269770128455
"FBgn0035872"	-0.272854405784128	-0.432191362714879	-0.544283553923578	0.59145459269582	0.94897594025466	0.934215729694677	0.800555207168402	0.344262687369014	-0.116244787204889	0.403767416169679	-0.0842826181120912	0.373993549296923	-0.506784091041073	-0.656133778320082	-0.927367007564232	-0.95360788778742
"FBgn0035871"	0.505806234341594	0.673262900652386	0.886785940774735	-0.171612120860713	-0.790494523295938	-0.949513875362921	-0.963227741926705	-0.60756081853251	-0.274373433841158	-0.745497588576807	-0.357661050572954	-0.72354917620324	0.127483991607009	0.3346885902072	0.719388079046642	0.930162609937662
"FBgn0035870"	0.232664177833324	0.190974185463909	0.417125895223794	-0.575915601186566	-0.821864678042255	-0.721207330516908	-0.672424478070695	-0.100791122310995	0.260572609085286	-0.237675871237583	0.0720048127066799	-0.343912943887229	0.34443812173078	0.681785277631467	0.826918822388998	0.760148618019057
"FBgn0036565"	-0.191482635543914	-0.069573820511343	-0.387087599511661	0.723204001010446	0.950214137685671	0.757446708139435	0.70128776695988	-0.0230407573317386	-0.423470976720394	0.156725658235218	-0.162485411296854	0.314605947589039	-0.413864704433246	-0.848710137316056	-0.938121523193777	-0.797426747097328
"FBgn0028646"	0.402313861874013	0.561110429310013	0.762632036609315	-0.349645937469636	-0.863619805189008	-0.943480211323421	-0.891338247858727	-0.49884556460854	-0.102096828856966	-0.586300202057823	-0.172406814028333	-0.577985714476085	0.269144244545949	0.474218547332124	0.809737152163532	0.947103596311432
"FBgn0028863"	0.0759465485781096	0.054250117353191	0.248713496716009	-0.843650402971452	-0.951611405067388	-0.744198870938413	-0.615915366144143	0.0545380120751233	0.496212178257298	-0.0514577237528249	0.308912582603248	-0.175877815899958	0.542559649016566	0.89898904712063	0.981891251842481	0.810195072913844
"FBgn0028644"	0.126067475178341	-0.00839546466954231	0.257941357384126	-0.838584609232484	-0.947642416257924	-0.721799883521252	-0.619409529771299	0.104170532702999	0.525053031467899	-0.0465649375298839	0.28505340461183	-0.195943728571358	0.502268136119203	0.921522459094194	0.979679453115855	0.784939002071481
