"MEblack"	"MEblue"	"MEbrown"	"MEcyan"	"MEdarkgreen"	"MEdarkgrey"	"MEdarkred"	"MEdarkturquoise"	"MEgreenyellow"	"MEgrey"	"MElightcyan"	"MElightgreen"	"MElightyellow"	"MEpink"	"MEred"	"MEroyalblue"	"MEsalmon"	"MEskyblue"	"MEsteelblue"	"MEtan"	"MEturquoise"	"MEwhite"
-0.0393884241854645	0.00186301328203823	0.181001379634547	0.152996802250369	-0.0641735405831403	-0.160258854882392	-0.028290536619218	0.104384229184629	0.0440685243039552	-0.122644126010633	-0.0476307273621216	-0.0351788295475729	-0.00498989731480638	-0.101296572013546	-0.0823978155417278	-0.076879672285052	-0.171234440718663	-0.047750957935314	0.0612581457119655	-0.158382953789638	0.0855763400740686	-0.0429129349978008
-0.165459207162069	0.159549779791697	-0.0891849651485513	-0.00389556439112115	0.130845379432878	0.133920183230346	0.142873214561067	-0.20823644297476	-0.174930519267714	-0.0245695174494539	-0.119423780688194	-0.10146681620239	-0.0241649842184733	-0.0929583250327074	0.183963117897228	-0.00537884859495696	0.0424236169073483	0.105534032174973	-0.00407834166887672	-0.0107542730822979	0.109135712658443	-0.023140212801294
0.191443172488771	-0.173802077952717	-0.0986987030769422	-0.166825272664902	-0.078617915638025	0.00297044156672736	-0.145099254645482	0.0571277592431956	0.117079786029076	0.142686677445223	0.18247760418771	0.144728288299486	0.0480649559527249	0.17882718241198	-0.119112995804443	0.0973654817151201	0.0993679101685366	-0.0449794894269364	-0.0335739508329959	0.144477115476308	-0.204257748763003	-0.0963702685174848
-0.0492502894825305	0.0225536838290244	0.195914444296651	0.168836086831989	0.0810021958569305	-0.116650469606483	-0.112261623792254	0.131474990855397	0.0219926843682354	-0.0345757766472411	0.0864834653652938	-0.118788914178987	-0.117860433022531	-0.0471414364339643	-0.0682218165811886	0.0973800206982989	-0.148806415523677	-0.15958385387719	0.239603740529467	-0.193019537765649	0.0979927031406387	-0.0261282631919198
-0.118147379314341	0.144517850292503	-0.0873396484681272	-0.0230235815713308	0.123619901684783	0.115913317815534	0.0858451805273421	-0.182872157629887	-0.159051326290474	-0.000307735756476156	-0.0659344203577729	-0.109575474590652	-0.0738554452999474	-0.0643630041231674	0.166202236772875	0.013819813795992	0.0417864003087979	0.0348200018861977	0.0212958989390026	-0.0202023388301033	0.0944567264070912	-0.0373449345819769
0.180455961627715	-0.159178578849691	-0.10301736297524	-0.165208927576594	0.0359593594011086	0.0317222763704099	-0.270034859362663	0.066749902336238	0.0753428948661298	0.235587263616518	0.321451941170229	0.0337059271631465	-0.114383473525543	0.227901906235886	-0.111708929095978	0.260858123321742	0.115278378164945	-0.226918322232822	0.136482561048398	0.0832220363834543	-0.201124315863092	-0.0988664536770733
-0.0255551336686563	-0.00761121924832317	0.173209565292647	0.13107055989467	-0.0705109797169296	-0.165264290661805	0.019296318276363	0.0738096315222662	0.0427708529845152	-0.111028294286434	-0.0134643509054996	-0.0403340426617678	-0.0062547975294885	-0.0863977691473631	-0.0905885434372482	-0.0647125396702931	-0.162229826331956	-0.0217135191510286	0.028617730249808	-0.153023504296012	0.0751860081302464	-0.043166952771847
-0.0962194680238839	0.14251807023398	-0.0909812621568342	-0.0275396327715427	0.14508025553047	0.118345019356781	0.0610468290583418	-0.164519624281141	-0.150282924235173	0.0121607564499603	-0.0310482010108696	-0.104869806433314	-0.0793444402805534	-0.0547977102224556	0.163056442205116	0.0531735640871197	0.0408791189708324	0.0168686389247302	0.0671343367731729	-0.0263006389411315	0.0933874254363465	-0.0332644093233116
0.173670735690318	-0.170277929700013	-0.0710526391816416	-0.151191714068346	-0.0696793224746545	-0.0161836784313845	-0.14693749015283	0.0681974328310593	0.117651097260763	0.131498990168149	0.18596932696165	0.118025166244439	0.0305074762529024	0.164113417334131	-0.121419490752632	0.106146088107723	0.0720105371229069	-0.0496523545478973	0.0104369889777622	0.105945171507029	-0.188109997991269	-0.0709284425026361
-0.0183615356779646	-0.0100199798990265	0.166922052226985	0.143331592991304	-0.069903441520442	-0.162927495886821	0.0117856215510093	0.1081618759575	0.055156781246579	-0.114243731144599	-0.028933626519475	-0.0354588467745104	-0.00869667104837923	-0.0769707690746689	-0.0922084553020056	-0.0694393444419513	-0.150947643969028	-0.020784119294147	0.0528123990167597	-0.146668003955238	0.0788992510652215	-0.00353174736890013
