MEdarkgreen	MEsteelblue	MEturquoise	MEblue	MEred	MEdarkred	MEskyblue	MEwhite	MEbrown	MEcyan	MEdarkturquoise	MElightyellow	MEblack	MEgreenyellow	MElightgreen	MEroyalblue	MElightcyan	MEpink	MEdarkgrey	MEsalmon	MEtan	MEgrey
-0.0632201696850475	0.0661358678841251	0.0868029981502665	0.000480537852072332	-0.0826151004351955	-0.000587830594107354	-0.0515736972842405	-0.0429129349978008	0.18013769769696	0.147844851471926	0.109591765822671	0.00430927026001622	-0.0397620321165974	0.0390700462947216	-0.034514199505807	-0.0962215282677573	-0.0430256964924303	-0.100646671045194	-0.160075113570293	-0.17247169690976	-0.153541431609496	-0.0138581144829614
0.104982392406141	-0.00713508386414691	0.108038234068564	0.160615973805639	0.18397941046244	0.128395860998078	0.0968697460683541	-0.023140212801294	-0.0901049568914691	0.00813294159113442	-0.203359003261446	-0.0314597968700663	-0.165087045446023	-0.173573205056791	-0.100431465112015	0.00470818211665414	-0.111545092851806	-0.0859455587424462	0.13250958544622	0.0327371251242615	-0.0174516089951822	0.323950725029966
-0.0452726044670375	-0.034655716071711	-0.204108055562526	-0.173048339030192	-0.118867291171151	-0.145984794887637	-0.0423769780461553	-0.0963702685174848	-0.0983986810641361	-0.168835263335723	0.0518926959792032	0.0385620332875152	0.191490565668691	0.120083916020485	0.142720348414672	0.0903624713009364	0.175162553369653	0.176676890291923	0.00445819701016376	0.107650158173396	0.148127363054619	-0.0546192409333016
0.0992513762297099	0.248024345012226	0.0991520371980713	0.0222634131121797	-0.0670039042404583	-0.0864753175360723	-0.164103528344455	-0.0261282631919198	0.194366752367047	0.152497587604565	0.130940766003934	-0.101222527563478	-0.0491227175599124	0.0102743885086292	-0.115865450371078	0.0780216287821475	0.0990361880167648	-0.0328468022481183	-0.116239329459984	-0.13675077078629	-0.182506097058558	0.0405325898498773
0.0994240780579425	0.0118318545828424	0.0928184267651518	0.144992353865521	0.166202509269325	0.0687633863007321	0.0323697571276512	-0.0373449345819769	-0.0886336249790801	-0.0164248175889921	-0.183988221293325	-0.0811568080451438	-0.11806472447701	-0.159132461124985	-0.11012201446506	0.0174039598140291	-0.0625602674801343	-0.0592615538133238	0.114380828253779	0.0298765436846334	-0.0241769969851224	0.240666694221728
0.0937118055412986	0.137596866377085	-0.201516552908338	-0.158205585486268	-0.110149861977539	-0.272861748031747	-0.227920217458712	-0.0988664536770733	-0.104436545472518	-0.181574823756437	0.0545906993996611	-0.119922715978269	0.180785541384823	0.0761663186375436	0.0307458992259237	0.239799000964851	0.323365452210594	0.236010549013915	0.0378135736416263	0.132980091818652	0.0966159600415353	-0.0472286259052052
-0.0640767543823699	0.0213977826896292	0.0764889028865755	-0.00943966745654157	-0.0905713605041431	0.0321563935800932	-0.0231633715229271	-0.043166952771847	0.171411680107497	0.127620179627441	0.0789262036914486	0.00147357485734237	-0.0260108927811254	0.036335217400316	-0.0401897034712099	-0.0849540704317452	-0.0142090341322758	-0.0831688172265292	-0.168004838760785	-0.15735528587069	-0.153292730136223	0.107453354365509
0.122332469372266	0.0605224387758935	0.0915171762239583	0.142821075542802	0.163609462700409	0.0478428060065171	0.0224594323143284	-0.0332644093233116	-0.0919283406506376	-0.0223699484349323	-0.170389437696223	-0.082944455674782	-0.0963154220187617	-0.14853722029127	-0.106470656241642	0.04555751768421	-0.0296920522359536	-0.0473398836148953	0.119141027912712	0.0282079983897307	-0.0273784897381192	0.183806081926494
-0.0340649000050035	0.0130469438982086	-0.187827301476401	-0.16936632953313	-0.121518028082818	-0.151320818793737	-0.0449772537447212	-0.0709284425026361	-0.0711935097323752	-0.153686485824394	0.0633247974941325	0.0229885275319628	0.173752432068976	0.120790351940778	0.115944977324865	0.093190790277232	0.175688934254703	0.162959028575731	-0.0150120808800642	0.083364219772108	0.111935917219144	-0.116264131887245
-0.0677092399812234	0.0528079505778252	0.0801916520318873	-0.0112022452416207	-0.0926100388308087	0.0249661267328274	-0.0263928290907764	-0.00353174736890013	0.165980539545215	0.138664947145363	0.112230193788069	0.00112014882895932	-0.0188960952540231	0.050631176425853	-0.0348514878119961	-0.0913551213174533	-0.0295259927686202	-0.0782485216251972	-0.162314183231739	-0.151317763570373	-0.143238334773465	-0.0164390780588137
0.0481971948891938	-0.0526991442635161	0.101054018986016	0.142241032901061	0.166996928883924	0.1538986543415	0.129920192150717	-0.120036115791136	-0.0669479134943489	-0.00431060873548553	-0.193345498073751	-0.0274176594450392	-0.146394977641	-0.155170933379469	-0.0828034897984765	-0.0533073443020367	-0.123299093260861	-0.106690691743998	0.0960969503289968	0.0034269163798102	-0.0294499714885316	0.303421472954698
-0.0452726044670375	-0.034655716071711	-0.204108055562526	-0.173048339030193	-0.118867291171151	-0.145984794887638	-0.0423769780461552	-0.0963702685174844	-0.0983986810641361	-0.168835263335723	0.0518926959792032	0.0385620332875155	0.191490565668691	0.120083916020485	0.142720348414672	0.0903624713009365	0.175162553369653	0.176676890291923	0.00445819701016379	0.107650158173396	0.148127363054619	-0.0546192409333018
-0.0295676700882754	0.0841408132027613	0.0884575804111475	0.00429243149098511	-0.0814814711908642	0.0141207177053013	-0.0434331199909599	-0.0372066830862942	0.17937773396918	0.144964774306888	0.106496007344034	-0.0138672022512353	-0.0340754133800981	0.0346180634623653	-0.0495898414217541	-0.0563168838482502	-0.00349134276996527	-0.0795530559374591	-0.153460800958695	-0.155879567490921	-0.158135863065395	0.098051620919356
0.12218425556417	0.0466392076831397	0.0706642777820685	0.13429133321258	0.150224235030529	-0.055083776143167	-0.119770342022795	0.0270609995878329	-0.105553288879865	-0.0471516547766856	-0.16885894614188	-0.182805320190688	-0.0644614528022554	-0.159248485772408	-0.150782446708108	0.0726574837572896	0.0142951684280841	0.0029299188480448	0.109775749327187	0.0551341348447314	-0.0224279177186565	0.151488496975757
-0.0452726044670374	-0.034655716071711	-0.204108055562526	-0.173048339030193	-0.118867291171151	-0.145984794887638	-0.0423769780461553	-0.0963702685174845	-0.0983986810641361	-0.168835263335723	0.0518926959792032	0.0385620332875154	0.191490565668691	0.120083916020485	0.142720348414672	0.0903624713009366	0.175162553369653	0.176676890291923	0.00445819701016384	0.107650158173396	0.148127363054619	-0.0546192409333019
-0.0520835626224488	0.032338119849997	0.0996523117889363	0.0193601191888351	-0.0746069519437159	0.100544216343764	0.0480678262875933	-0.0702935171010033	0.184992000129182	0.158196305685143	0.100791107414046	0.0249835223609794	-0.0365853291888338	0.036779488682304	-0.0225283659486809	-0.087075328006446	-0.0297321784732679	-0.102854467542259	-0.160670539770678	-0.161502320317494	-0.158100721749235	0.37256935292317
0.0994240780579426	0.0118318545828427	0.0928184267651518	0.144992353865521	0.166202509269325	0.0687633863007318	0.0323697571276509	-0.0373449345819769	-0.0886336249790802	-0.0164248175889921	-0.183988221293325	-0.0811568080451441	-0.11806472447701	-0.159132461124985	-0.110122014465061	0.0174039598140293	-0.0625602674801341	-0.0592615538133237	0.114380828253779	0.0298765436846336	-0.0241769969851224	0.240666694221728
