"FBgn","ModID"
"FBgn0038545","black"
"FBgn0038546","grey"
"FBgn0038547","red"
"FBgn0040965","blue"
"FBgn0263631","turquoise"
"FBgn0042105","brown"
"FBgn0038472","black"
"FBgn0261258","turquoise"
"FBgn0266579","turquoise"
"FBgn0029980","lightyellow"
"FBgn0261705","turquoise"
"FBgn0261703","turquoise"
"FBgn0031855","turquoise"
"FBgn0031854","red"
"FBgn0031857","turquoise"
"FBgn0031498","black"
"FBgn0031850","turquoise"
"FBgn0031853","blue"
"FBgn0038473","black"
"FBgn0031858","blue"
"FBgn0030945","tan"
"FBgn0266181","blue"
"FBgn0266180","black"
"FBgn0262008","brown"
"FBgn0034318","brown"
"FBgn0031149","black"
"FBgn0036196","turquoise"
"FBgn0034649","black"
"FBgn0034647","turquoise"
"FBgn0034310","black"
"FBgn0034645","grey"
"FBgn0267001","grey"
"FBgn0034315","black"
"FBgn0034314","black"
"FBgn0031145","black"
"FBgn0015245","black"
"FBgn0284084","turquoise"
"FBgn0261113","turquoise"
"FBgn0284080","grey"
"FBgn0284081","grey"
"FBgn0038156","blue"
"FBgn0266186","skyblue"
"FBgn0261111","cyan"
"FBgn0038151","cyan"
"FBgn0038150","brown"
"FBgn0266966","blue"
"FBgn0064116","tan"
"FBgn0265379","blue"
"FBgn0266722","turquoise"
"FBgn0026181","black"
"FBgn0265373","turquoise"
"FBgn0265377","brown"
"FBgn0265376","blue"
"FBgn0026189","darkgreen"
"FBgn0264368","blue"
"FBgn0026702","black"
"FBgn0040958","brown"
"FBgn0040959","brown"
"FBgn0040339","black"
"FBgn0040228","grey"
"FBgn0040950","white"
"FBgn0040227","black"
"FBgn0015024","blue"
"FBgn0015025","black"
"FBgn0010051","blue"
"FBgn0010052","turquoise"
"FBgn0010053","turquoise"
"FBgn0267622","blue"
"FBgn0267624","blue"
"FBgn0026323","grey"
"FBgn0023130","pink"
"FBgn0051619","blue"
"FBgn0026326","black"
"FBgn0026324","black"
"FBgn0000289","salmon"
"FBgn0039212","black"
"FBgn0030941","turquoise"
"FBgn0000283","lightcyan"
"FBgn0000286","turquoise"
"FBgn0000287","blue"
"FBgn0038478","black"
"FBgn0265451","grey"
"FBgn0027588","red"
"FBgn0027589","red"
"FBgn0027584","turquoise"
"FBgn0027585","turquoise"
"FBgn0027586","turquoise"
"FBgn0027587","pink"
"FBgn0027580","turquoise"
"FBgn0027581","darkgreen"
"FBgn0027582","brown"
"FBgn0027583","turquoise"
"FBgn0037102","greenyellow"
"FBgn0030539","grey"
"FBgn0051473","turquoise"
"FBgn0051472","grey"
"FBgn0051475","blue"
"FBgn0051477","blue"
"FBgn0037669","black"
"FBgn0037660","tan"
"FBgn0030817","black"
"FBgn0030815","grey"
"FBgn0030812","pink"
"FBgn0030813","black"
"FBgn0037667","black"
"FBgn0039210","black"
"FBgn0082598","black"
"FBgn0033320","turquoise"
"FBgn0000137","brown"
"FBgn0000139","blue"
"FBgn0036641","black"
"FBgn0036640","black"
"FBgn0036643","turquoise"
"FBgn0036646","black"
"FBgn0036648","black"
"FBgn0032943","darkgrey"
"FBgn0032940","grey"
"FBgn0032946","blue"
"FBgn0032763","pink"
"FBgn0032945","turquoise"
"FBgn0004907","blue"
"FBgn0032949","cyan"
"FBgn0004903","darkgrey"
"FBgn0004901","black"
"FBgn0041579","turquoise"
"FBgn0086039","blue"
"FBgn0027329","black"
"FBgn0084017","black"
"FBgn0020440","grey"
"FBgn0003950","black"
"FBgn0020443","black"
"FBgn0020445","black"
"FBgn0263546","turquoise"
"FBgn0038846","cyan"
"FBgn0013972","blue"
"FBgn0013973","blue"
"FBgn0038418","grey"
"FBgn0004638","blue"
"FBgn0053116","pink"
"FBgn0263116","blue"
"FBgn0053110","turquoise"
"FBgn0053111","turquoise"
"FBgn0053113","blue"
"FBgn0011828","turquoise"
"FBgn0021875","black"
"FBgn0032341","pink"
"FBgn0011822","brown"
"FBgn0000711","red"
"FBgn0011826","black"
"FBgn0032614","turquoise"
"FBgn0011824","black"
"FBgn0033549","black"
"FBgn0033548","greenyellow"
"FBgn0033544","blue"
"FBgn0033547","black"
"FBgn0033541","cyan"
"FBgn0033540","turquoise"
"FBgn0033543","turquoise"
"FBgn0033542","blue"
"FBgn0083049","grey"
"FBgn0083048","grey"
"FBgn0085317","brown"
"FBgn0284256","black"
"FBgn0032311","black"
"FBgn0086698","black"
"FBgn0086695","black"
"FBgn0086694","pink"
"FBgn0086691","turquoise"
"FBgn0086690","blue"
"FBgn0086693","turquoise"
"FBgn0036257","turquoise"
"FBgn0035235","blue"
"FBgn0035234","blue"
"FBgn0035237","darkgrey"
"FBgn0033744","turquoise"
"FBgn0035231","blue"
"FBgn0036254","black"
"FBgn0035233","brown"
"FBgn0035232","turquoise"
"FBgn0263029","blue"
"FBgn0036255","grey"
"FBgn0035239","turquoise"
"FBgn0035238","grey"
"FBgn0033742","turquoise"
"FBgn0065110","turquoise"
"FBgn0031900","black"
"FBgn0033740","black"
"FBgn0038428","black"
"FBgn0036787","blue"
"FBgn0037307","turquoise"
"FBgn0014006","black"
"FBgn0250819","turquoise"
"FBgn0086673","blue"
"FBgn0014189","black"
"FBgn0038975","blue"
"FBgn0038974","brown"
"FBgn0038977","turquoise"
"FBgn0250815","brown"
"FBgn0052642","black"
"FBgn0052641","turquoise"
"FBgn0052640","turquoise"
"FBgn0052647","turquoise"
"FBgn0033749","salmon"
"FBgn0002774","red"
"FBgn0002775","black"
"FBgn0052649","grey"
"FBgn0028573","turquoise"
"FBgn0014184","turquoise"
"FBgn0265457","black"
"FBgn0266680","turquoise"
"FBgn0266681","black"
"FBgn0042178","black"
"FBgn0037653","black"
"FBgn0042175","turquoise"
"FBgn0042177","black"
"FBgn0262484","brown"
"FBgn0034425","black"
"FBgn0042173","tan"
"FBgn0031904","black"
"FBgn0031903","red"
"FBgn0038454","black"
"FBgn0031902","turquoise"
"FBgn0260392","grey"
"FBgn0260397","black"
"FBgn0260429","turquoise"
"FBgn0260398","black"
"FBgn0034420","turquoise"
"FBgn0264550","cyan"
"FBgn0264554","blue"
"FBgn0264556","turquoise"
"FBgn0262732","black"
"FBgn0022740","brown"
"FBgn0262730","darkgrey"
"FBgn0262731","black"
"FBgn0262736","cyan"
"FBgn0262737","darkgrey"
"FBgn0029067","grey"
"FBgn0037892","lightyellow"
"FBgn0262738","red"
"FBgn0262739","blue"
"FBgn0030350","turquoise"
"FBgn0037896","red"
"FBgn0037895","blue"
"FBgn0037894","black"
"FBgn0026666","turquoise"
"FBgn0000455","brown"
"FBgn0000454","grey"
"FBgn0264089","blue"
"FBgn0000451","grey"
"FBgn0260642","grey"
"FBgn0264087","blue"
"FBgn0264084","red"
"FBgn0264085","cyan"
"FBgn0039141","pink"
"FBgn0039140","turquoise"
"FBgn0039145","turquoise"
"FBgn0030178","grey"
"FBgn0039149","red"
"FBgn0038732","red"
"FBgn0034127","turquoise"
"FBgn0034122","brown"
"FBgn0034138","darkred"
"FBgn0035743","brown"
"FBgn0034128","blue"
"FBgn0031449","blue"
"FBgn0000639","turquoise"
"FBgn0030317","red"
"FBgn0030316","salmon"
"FBgn0030311","turquoise"
"FBgn0037470","black"
"FBgn0037473","grey"
"FBgn0000633","blue"
"FBgn0038363","grey"
"FBgn0000635","turquoise"
"FBgn0037478","grey"
"FBgn0000636","turquoise"
"FBgn0044020","tan"
"FBgn0039319","turquoise"
"FBgn0011591","red"
"FBgn0011224","salmon"
"FBgn0011225","blue"
"FBgn0037786","brown"
"FBgn0044028","turquoise"
"FBgn0283500","darkgrey"
"FBgn0039494","turquoise"
"FBgn0283503","salmon"
"FBgn0039491","blue"
"FBgn0039490","turquoise"
"FBgn0015240","black"
"FBgn0266490","grey"
"FBgn0283508","turquoise"
"FBgn0283509","blue"
"FBgn0039498","blue"
"FBgn0038369","black"
"FBgn0015905","black"
"FBgn0036951","cyan"
"FBgn0262869","blue"
"FBgn0037781","greenyellow"
"FBgn0015903","black"
"FBgn0019643","turquoise"
"FBgn0037780","red"
"FBgn0262866","grey"
"FBgn0036953","brown"
"FBgn0036952","brown"
"FBgn0052774","black"
"FBgn0032935","turquoise"
"FBgn0259926","blue"
"FBgn0261119","black"
"FBgn0032934","black"
"FBgn0019644","turquoise"
"FBgn0266721","blue"
"FBgn0261112","black"
"FBgn0266723","turquoise"
"FBgn0036956","brown"
"FBgn0266725","blue"
"FBgn0266724","blue"
"FBgn0266727","turquoise"
"FBgn0034782","brown"
"FBgn0034783","brown"
"FBgn0034786","turquoise"
"FBgn0034784","brown"
"FBgn0034785","cyan"
"FBgn0034788","red"
"FBgn0034789","blue"
"FBgn0051286","turquoise"
"FBgn0051287","cyan"
"FBgn0051288","cyan"
"FBgn0033378","black"
"FBgn0033379","black"
"FBgn0085319","brown"
"FBgn0040296","brown"
"FBgn0033372","black"
"FBgn0033373","turquoise"
"FBgn0033371","black"
"FBgn0085313","brown"
"FBgn0036786","blue"
"FBgn0037836","blue"
"FBgn0036780","brown"
"FBgn0036781","red"
"FBgn0036783","brown"
"FBgn0032938","pink"
"FBgn0036789","turquoise"
"FBgn0034876","black"
"FBgn0034877","turquoise"
"FBgn0034870","turquoise"
"FBgn0034871","grey"
"FBgn0259923","red"
"FBgn0267535","blue"
"FBgn0034878","black"
"FBgn0034879","black"
"FBgn0038365","turquoise"
"FBgn0038366","turquoise"
"FBgn0038360","brown"
"FBgn0038361","turquoise"
"FBgn0033690","lightgreen"
"FBgn0037788","brown"
"FBgn0002945","turquoise"
"FBgn0030170","black"
"FBgn0002941","turquoise"
"FBgn0030174","darkgrey"
"FBgn0030177","black"
"FBgn0037293","cyan"
"FBgn0040294","lightcyan"
"FBgn0033158","cyan"
"FBgn0033159","turquoise"
"FBgn0036436","red"
"FBgn0036437","blue"
"FBgn0033154","blue"
"FBgn0033155","black"
"FBgn0033153","turquoise"
"FBgn0069913","turquoise"
"FBgn0010313","grey"
"FBgn0031639","black"
"FBgn0015765","brown"
"FBgn0010316","black"
"FBgn0010315","black"
"FBgn0010314","black"
"FBgn0262139","turquoise"
"FBgn0051866","black"
"FBgn0051864","skyblue"
"FBgn0051865","black"
"FBgn0267450","red"
"FBgn0267451","blue"
"FBgn0267454","blue"
"FBgn0267455","turquoise"
"FBgn0267457","turquoise"
"FBgn0031634","red"
"FBgn0015766","turquoise"
"FBgn0031637","turquoise"
"FBgn0051860","red"
"FBgn0035260","red"
"FBgn0031816","grey"
"FBgn0265915","turquoise"
"FBgn0038082","brown"
"FBgn0265913","red"
"FBgn0033464","turquoise"
"FBgn0040290","black"
"FBgn0036830","red"
"FBgn0265918","black"
"FBgn0266931","turquoise"
"FBgn0266933","turquoise"
"FBgn0039969","turquoise"
"FBgn0032208","royalblue"
"FBgn0267049","turquoise"
"FBgn0267048","turquoise"
"FBgn0267046","turquoise"
"FBgn0267044","turquoise"
"FBgn0267043","turquoise"
"FBgn0267042","turquoise"
"FBgn0267041","brown"
"FBgn0086758","blue"
"FBgn0041210","darkgrey"
"FBgn0014411","pink"
"FBgn0086757","grey"
"FBgn0014417","black"
"FBgn0002569","brown"
"FBgn0002567","darkgrey"
"FBgn0002566","grey"
"FBgn0002565","turquoise"
"FBgn0002564","turquoise"
"FBgn0002563","turquoise"
"FBgn0002562","turquoise"
"FBgn0002561","brown"
"FBgn0259821","blue"
"FBgn0259822","blue"
"FBgn0259823","blue"
"FBgn0259824","pink"
"FBgn0003169","blue"
"FBgn0266570","black"
"FBgn0003165","grey"
"FBgn0003162","turquoise"
"FBgn0042094","brown"
"FBgn0042092","black"
"FBgn0053255","grey"
"FBgn0028398","cyan"
"FBgn0052536","black"
"FBgn0260771","black"
"FBgn0024689","black"
"FBgn0044872","turquoise"
"FBgn0044871","black"
"FBgn0260775","turquoise"
"FBgn0003380","blue"
"FBgn0003382","turquoise"
"FBgn0022359","turquoise"
"FBgn0003386","turquoise"
"FBgn0053120","turquoise"
"FBgn0003388","cyan"
"FBgn0085430","black"
"FBgn0022355","turquoise"
"FBgn0036831","brown"
"FBgn0035000","blue"
"FBgn0035001","darkgreen"
"FBgn0035006","brown"
"FBgn0024973","black"
"FBgn0263617","black"
"FBgn0038569","black"
"FBgn0051032","darkgrey"
"FBgn0020261","grey"
"FBgn0031842","turquoise"
"FBgn0028397","red"
"FBgn0020269","blue"
"FBgn0261276","red"
"FBgn0261277","turquoise"
"FBgn0036688","black"
"FBgn0261270","black"
"FBgn0031837","black"
"FBgn0031836","turquoise"
"FBgn0031835","blue"
"FBgn0031782","black"
"FBgn0261278","black"
"FBgn0031830","grey"
"FBgn0038519","brown"
"FBgn0020416","turquoise"
"FBgn0040233","black"
"FBgn0052072","turquoise"
"FBgn0052073","turquoise"
"FBgn0052074","red"
"FBgn0052075","black"
"FBgn0052076","black"
"FBgn0259791","black"
"FBgn0259794","blue"
"FBgn0034660","blue"
"FBgn0034663","brown"
"FBgn0034662","brown"
"FBgn0031169","turquoise"
"FBgn0034664","grey"
"FBgn0064766","brown"
"FBgn0031161","turquoise"
"FBgn0015221","cyan"
"FBgn0015222","cyan"
"FBgn0038170","blue"
"FBgn0038173","turquoise"
"FBgn0038172","turquoise"
"FBgn0038179","turquoise"
"FBgn0038414","brown"
"FBgn0030786","black"
"FBgn0030787","black"
"FBgn0030780","red"
"FBgn0265356","turquoise"
"FBgn0265351","brown"
"FBgn0030788","black"
"FBgn0030789","black"
"FBgn0011693","red"
"FBgn0011692","black"
"FBgn0011695","turquoise"
"FBgn0038415","brown"
"FBgn0264345","turquoise"
"FBgn0027835","turquoise"
"FBgn0030294","tan"
"FBgn0264343","turquoise"
"FBgn0040797","white"
"FBgn0040794","brown"
"FBgn0040793","grey"
"FBgn0015591","turquoise"
"FBgn0051676","turquoise"
"FBgn0051675","turquoise"
"FBgn0051674","brown"
"FBgn0051673","cyan"
"FBgn0040798","turquoise"
"FBgn0040799","turquoise"
"FBgn0026309","black"
"FBgn0051216","red"
"FBgn0029629","lightyellow"
"FBgn0014000","turquoise"
"FBgn0262609","black"
"FBgn0026582","black"
"FBgn0040236","black"
"FBgn0039778","brown"
"FBgn0039779","cyan"
"FBgn0039770","blue"
"FBgn0039773","steelblue"
"FBgn0039774","turquoise"
"FBgn0039776","turquoise"
"FBgn0039777","brown"
"FBgn0051495","black"
"FBgn0266430","brown"
"FBgn0037199","black"
"FBgn0261353","grey"
"FBgn0037643","turquoise"
"FBgn0037312","lightyellow"
"FBgn0037313","turquoise"
"FBgn0037646","turquoise"
"FBgn0037315","red"
"FBgn0041775","black"
"FBgn0037645","darkturquoise"
"FBgn0014179","turquoise"
"FBgn0265767","salmon"
"FBgn0265760","turquoise"
"FBgn0000157","blue"
"FBgn0000150","lightgreen"
"FBgn0266437","turquoise"
"FBgn0014143","turquoise"
"FBgn0000153","turquoise"
"FBgn0000158","black"
"FBgn0027509","black"
"FBgn0267810","red"
"FBgn0265914","turquoise"
"FBgn0031320","greenyellow"
"FBgn0262108","grey"
"FBgn0267812","blue"
"FBgn0283712","darkgrey"
"FBgn0061469","black"
"FBgn0032925","black"
"FBgn0004431","cyan"
"FBgn0001150","blue"
"FBgn0004389","brown"
"FBgn0004436","blue"
"FBgn0032922","grey"
"FBgn0032923","brown"
"FBgn0004387","red"
"FBgn0004381","salmon"
"FBgn0032929","black"
"FBgn0052475","blue"
"FBgn0261850","black"
"FBgn0000355","black"
"FBgn0025720","red"
"FBgn0265919","blue"
"FBgn0058100","cyan"
"FBgn0004657","turquoise"
"FBgn0004656","pink"
"FBgn0004655","pink"
"FBgn0004654","brown"
"FBgn0004652","red"
"FBgn0004650","black"
"FBgn0266994","turquoise"
"FBgn0015400","blue"
"FBgn0035228","turquoise"
"FBgn0053138","grey"
"FBgn0036099","black"
"FBgn0086681","blue"
"FBgn0259982","black"
"FBgn0263027","black"
"FBgn0033527","black"
"FBgn0033523","brown"
"FBgn0025373","darkturquoise"
"FBgn0033521","turquoise"
"FBgn0013995","grey"
"FBgn0033529","black"
"FBgn0033528","black"
"FBgn0037519","cyan"
"FBgn0035258","blue"
"FBgn0035257","brown"
"FBgn0053099","brown"
"FBgn0035254","black"
"FBgn0035253","darkgrey"
"FBgn0035252","brown"
"FBgn0035251","turquoise"
"FBgn0035227","blue"
"FBgn0065032","brown"
"FBgn0035718","brown"
"FBgn0002174","lightgreen"
"FBgn0027085","black"
"FBgn0066114","black"
"FBgn0013334","red"
"FBgn0028687","greenyellow"
"FBgn0028684","greenyellow"
"FBgn0028685","greenyellow"
"FBgn0013997","grey"
"FBgn0028683","black"
"FBgn0264983","black"
"FBgn0264982","turquoise"
"FBgn0263484","turquoise"
"FBgn0264987","turquoise"
"FBgn0264986","blue"
"FBgn0028688","greenyellow"
"FBgn0028689","greenyellow"
"FBgn0030234","turquoise"
"FBgn0034317","brown"
"FBgn0032209","brown"
"FBgn0037515","turquoise"
"FBgn0052191","turquoise"
"FBgn0038993","blue"
"FBgn0052190","turquoise"
"FBgn0062961","turquoise"
"FBgn0250874","black"
"FBgn0250871","turquoise"
"FBgn0039965","tan"
"FBgn0002716","black"
"FBgn0052666","grey"
"FBgn0032204","black"
"FBgn0030300","turquoise"
"FBgn0052669","brown"
"FBgn0002719","turquoise"
"FBgn0031240","red"
"FBgn0032741","blue"
"FBgn0039966","grey"
"FBgn0064117","grey"
"FBgn0032200","grey"
"FBgn0023479","turquoise"
"FBgn0267180","grey"
"FBgn0267181","blue"
"FBgn0033308","turquoise"
"FBgn0263039","black"
"FBgn0031713","lightyellow"
"FBgn0052448","turquoise"
"FBgn0033454","black"
"FBgn0033453","brown"
"FBgn0260400","blue"
"FBgn0031711","black"
"FBgn0260407","black"
"FBgn0052447","blue"
"FBgn0052446","blue"
"FBgn0040718","turquoise"
"FBgn0264572","blue"
"FBgn0264571","blue"
"FBgn0264574","darkgrey"
"FBgn0267988","grey"
"FBgn0267989","blue"
"FBgn0267987","blue"
"FBgn0031718","brown"
"FBgn0040376","blue"
"FBgn0036091","brown"
"FBgn0265298","grey"
"FBgn0000439","red"
"FBgn0265296","blue"
"FBgn0265297","black"
"FBgn0260660","blue"
"FBgn0003449","black"
"FBgn0085802","turquoise"
"FBgn0259678","turquoise"
"FBgn0031701","turquoise"
"FBgn0030041","turquoise"
"FBgn0259677","blue"
"FBgn0259676","black"
"FBgn0003447","salmon"
"FBgn0037778","black"
"FBgn0030040","brown"
"FBgn0039165","turquoise"
"FBgn0031318","darkgrey"
"FBgn0031319","red"
"FBgn0039161","blue"
"FBgn0039160","greenyellow"
"FBgn0039163","black"
"FBgn0031312","lightgreen"
"FBgn0031313","turquoise"
"FBgn0031310","black"
"FBgn0039169","pink"
"FBgn0031317","darkturquoise"
"FBgn0031314","black"
"FBgn0031315","tan"
"FBgn0031060","black"
"FBgn0031062","black"
"FBgn0052479","black"
"FBgn0040734","turquoise"
"FBgn0000382","red"
"FBgn0000384","pink"
"FBgn0266420","black"
"FBgn0038268","black"
"FBgn0011202","turquoise"
"FBgn0030049","black"
"FBgn0016920","turquoise"
"FBgn0016926","turquoise"
"FBgn0011207","black"
"FBgn0011204","black"
"FBgn0011205","turquoise"
"FBgn0283521","pink"
"FBgn0031925","turquoise"
"FBgn0283525","black"
"FBgn0263408","blue"
"FBgn0262808","blue"
"FBgn0038260","blue"
"FBgn0263402","turquoise"
"FBgn0263400","grey"
"FBgn0263406","turquoise"
"FBgn0038262","turquoise"
"FBgn0261290","brown"
"FBgn0029986","turquoise"
"FBgn0250869","black"
"FBgn0038692","black"
"FBgn0038693","grey"
"FBgn0030374","blue"
"FBgn0030373","black"
"FBgn0037412","blue"
"FBgn0085377","black"
"FBgn0085376","darkgrey"
"FBgn0036239","grey"
"FBgn0085371","red"
"FBgn0085370","grey"
"FBgn0036235","red"
"FBgn0033316","black"
"FBgn0036237","black"
"FBgn0036232","cyan"
"FBgn0033313","red"
"FBgn0015271","black"
"FBgn0034858","black"
"FBgn0034859","grey"
"FBgn0034500","cyan"
"FBgn0034501","turquoise"
"FBgn0034503","black"
"FBgn0034504","grey"
"FBgn0034505","blue"
"FBgn0034507","brown"
"FBgn0052650","blue"
"FBgn0038348","black"
"FBgn0038349","turquoise"
"FBgn0038344","grey"
"FBgn0038342","blue"
"FBgn0038343","blue"
"FBgn0038341","turquoise"
"FBgn0002926","black"
"FBgn0002924","black"
"FBgn0002922","turquoise"
"FBgn0002921","blue"
"FBgn0052224","brown"
"FBgn0030314","black"
"FBgn0047000","darkgrey"
"FBgn0052227","blue"
"FBgn0019990","lightcyan"
"FBgn0052226","darkgrey"
"FBgn0052221","turquoise"
"FBgn0012058","black"
"FBgn0052220","blue"
"FBgn0040582","turquoise"
"FBgn0015781","grey"
"FBgn0010339","black"
"FBgn0032810","turquoise"
"FBgn0015789","black"
"FBgn0040588","turquoise"
"FBgn0010333","black"
"FBgn0267472","blue"
"FBgn0051806","red"
"FBgn0030998","brown"
"FBgn0267477","turquoise"
"FBgn0262114","grey"
"FBgn0051803","blue"
"FBgn0030993","cyan"
"FBgn0030992","brown"
"FBgn0030991","black"
"FBgn0030997","blue"
"FBgn0051809","turquoise"
"FBgn0030995","black"
"FBgn0030994","turquoise"
"FBgn0260987","lightcyan"
"FBgn0260986","black"
"FBgn0260985","black"
"FBgn0004057","turquoise"
"FBgn0032819","black"
"FBgn0032042","turquoise"
"FBgn0032040","blue"
"FBgn0032047","black"
"FBgn0083952","turquoise"
"FBgn0032048","turquoise"
"FBgn0262233","brown"
"FBgn0052364","black"
"FBgn0265938","turquoise"
"FBgn0265931","turquoise"
"FBgn0041182","turquoise"
"FBgn0041184","turquoise"
"FBgn0265937","black"
"FBgn0011573","black"
"FBgn0034580","cyan"
"FBgn0010622","grey"
"FBgn0010621","black"
"FBgn0053098","turquoise"
"FBgn0039904","royalblue"
"FBgn0039902","turquoise"
"FBgn0032261","lightgreen"
"FBgn0039900","blue"
"FBgn0053093","cyan"
"FBgn0053092","blue"
"FBgn0053095","black"
"FBgn0264839","turquoise"
"FBgn0039908","red"
"FBgn0041233","turquoise"
"FBgn0264838","turquoise"
"FBgn0041237","red"
"FBgn0041234","turquoise"
"FBgn0086778","blue"
"FBgn0086779","grey"
"FBgn0002543","turquoise"
"FBgn0002542","black"
"FBgn0003145","brown"
"FBgn0003882","pink"
"FBgn0003638","darkgrey"
"FBgn0003149","turquoise"
"FBgn0053276","black"
"FBgn0053270","white"
"FBgn0053272","white"
"FBgn0004189","turquoise"
"FBgn0262993","turquoise"
"FBgn0004188","turquoise"
"FBgn0266918","blue"
"FBgn0266916","black"
"FBgn0020518","blue"
"FBgn0027660","black"
"FBgn0015277","turquoise"
"FBgn0003888","darkturquoise"
"FBgn0022338","black"
"FBgn0024958","turquoise"
"FBgn0024956","black"
"FBgn0024957","turquoise"
"FBgn0035064","black"
"FBgn0035060","darkgrey"
"FBgn0020248","black"
"FBgn0020249","turquoise"
"FBgn0012037","brown"
"FBgn0051089","turquoise"
"FBgn0033050","grey"
"FBgn0052380","black"
"FBgn0031763","blue"
"FBgn0031762","darkgrey"
"FBgn0031813","cyan"
"FBgn0031760","blue"
"FBgn0031815","blue"
"FBgn0031814","turquoise"
"FBgn0031765","blue"
"FBgn0031818","brown"
"FBgn0031769","black"
"FBgn0031768","black"
"FBgn0052053","brown"
"FBgn0028899","blue"
"FBgn0052056","turquoise"
"FBgn0052057","blue"
"FBgn0052054","brown"
"FBgn0052055","blue"
"FBgn0029840","black"
"FBgn0028897","black"
"FBgn0052476","brown"
"FBgn0028895","pink"
"FBgn0028894","brown"
"FBgn0267117","turquoise"
"FBgn0046999","turquoise"
"FBgn0010926","black"
"FBgn0031107","red"
"FBgn0040007","skyblue"
"FBgn0040005","darkgrey"
"FBgn0031100","red"
"FBgn0033055","black"
"FBgn0040009","grey"
"FBgn0032835","turquoise"
"FBgn0043070","blue"
"FBgn0026147","pink"
"FBgn0026144","black"
"FBgn0038565","blue"
"FBgn0026149","black"
"FBgn0026148","black"
"FBgn0083945","brown"
"FBgn0264911","black"
"FBgn0051157","brown"
"FBgn0033054","blue"
"FBgn0264326","black"
"FBgn0264325","turquoise"
"FBgn0264324","grey"
"FBgn0264329","red"
"FBgn0264328","turquoise"
"FBgn0051122","darkgrey"
"FBgn0051121","red"
"FBgn0051126","lightgreen"
"FBgn0051125","red"
"FBgn0267668","turquoise"
"FBgn0267667","turquoise"
"FBgn0051658","black"
"FBgn0267665","blue"
"FBgn0267661","cyan"
"FBgn0262009","blue"
"FBgn0020369","greenyellow"
"FBgn0026361","black"
"FBgn0264561","black"
"FBgn0265107","turquoise"
"FBgn0011726","greenyellow"
"FBgn0026369","blue"
"FBgn0038564","tan"
"FBgn0259110","blue"
"FBgn0259111","turquoise"
"FBgn0259112","tan"
"FBgn0259113","black"
"FBgn0039756","grey"
"FBgn0039754","darkgrey"
"FBgn0039755","brown"
"FBgn0039759","turquoise"
"FBgn0037338","black"
"FBgn0035453","red"
"FBgn0037332","grey"
"FBgn0037330","black"
"FBgn0020638","turquoise"
"FBgn0037336","darkgrey"
"FBgn0037624","black"
"FBgn0037626","blue"
"FBgn0037627","turquoise"
"FBgn0037620","black"
"FBgn0037621","black"
"FBgn0037622","pink"
"FBgn0037623","turquoise"
"FBgn0260812","darkgrey"
"FBgn0000173","red"
"FBgn0037888","blue"
"FBgn0037889","turquoise"
"FBgn0264789","turquoise"
"FBgn0033243","blue"
"FBgn0262743","black"
"FBgn0262741","turquoise"
"FBgn0020493","turquoise"
"FBgn0262740","grey"
"FBgn0004419","black"
"FBgn0033247","black"
"FBgn0263968","blue"
"FBgn0050290","brown"
"FBgn0050291","grey"
"FBgn0050296","turquoise"
"FBgn0050295","darkgrey"
"FBgn0033673","black"
"FBgn0027364","black"
"FBgn0003997","turquoise"
"FBgn0020407","black"
"FBgn0027360","turquoise"
"FBgn0037232","blue"
"FBgn0260817","black"
"FBgn0023509","grey"
"FBgn0028406","darkgrey"
"FBgn0028407","blue"
"FBgn0037235","black"
"FBgn0266557","royalblue"
"FBgn0030914","grey"
"FBgn0261274","darkturquoise"
"FBgn0033679","turquoise"
"FBgn0052412","black"
"FBgn0033501","turquoise"
"FBgn0033500","blue"
"FBgn0036571","darkgrey"
"FBgn0033502","turquoise"
"FBgn0033504","turquoise"
"FBgn0036574","black"
"FBgn0261934","grey"
"FBgn0266217","turquoise"
"FBgn0266216","blue"
"FBgn0261931","grey"
"FBgn0261930","brown"
"FBgn0261933","black"
"FBgn0266219","red"
"FBgn0261938","royalblue"
"FBgn0037580","black"
"FBgn0037583","black"
"FBgn0032908","turquoise"
"FBgn0032906","black"
"FBgn0032900","turquoise"
"FBgn0035903","blue"
"FBgn0035902","black"
"FBgn0035901","black"
"FBgn0035272","black"
"FBgn0035907","black"
"FBgn0035906","turquoise"
"FBgn0035904","turquoise"
"FBgn0035279","turquoise"
"FBgn0035909","turquoise"
"FBgn0265873","turquoise"
"FBgn0031832","black"
"FBgn0033241","greenyellow"
"FBgn0243486","blue"
"FBgn0031831","turquoise"
"FBgn0083942","blue"
"FBgn0083940","grey"
"FBgn0040551","turquoise"
"FBgn0021750","black"
"FBgn0036818","pink"
"FBgn0033246","turquoise"
"FBgn0262123","red"
"FBgn0001285","cyan"
"FBgn0001280","black"
"FBgn0029763","black"
"FBgn0039782","red"
"FBgn0250850","black"
"FBgn0250851","grey"
"FBgn0002736","black"
"FBgn0002734","brown"
"FBgn0002735","brown"
"FBgn0002732","brown"
"FBgn0002733","turquoise"
"FBgn0052600","red"
"FBgn0262598","red"
"FBgn0000079","cyan"
"FBgn0000078","cyan"
"FBgn0030629","grey"
"FBgn0032358","turquoise"
"FBgn0010389","turquoise"
"FBgn0283479","brown"
"FBgn0032670","turquoise"
"FBgn0032671","black"
"FBgn0039529","turquoise"
"FBgn0023458","red"
"FBgn0039528","grey"
