"FBgn","ModID"
"FBgn0030121","tan"
"FBgn0265576","cyan"
"FBgn0033961","cyan"
"FBgn0038552","turquoise"
"FBgn0035833","pink"
"FBgn0038804","darkturquoise"
"FBgn0035528","turquoise"
"FBgn0264895","darkgreen"
"FBgn0033624","cyan"
"FBgn0264426","darkgrey"
"FBgn0261837","darkgrey"
"FBgn0051516","turquoise"
"FBgn0264393","turquoise"
"FBgn0034975","darkgreen"
"FBgn0036624","black"
"FBgn0034970","black"
"FBgn0263511","blue"
"FBgn0263510","lightyellow"
"FBgn0036714","pink"
"FBgn0027950","tan"
"FBgn0034271","pink"
"FBgn0034275","turquoise"
"FBgn0036534","darkgreen"
"FBgn0264959","darkgreen"
"FBgn0032517","darkgreen"
"FBgn0037109","black"
"FBgn0032846","blue"
"FBgn0001092","black"
"FBgn0263352","royalblue"
"FBgn0036805","cyan"
"FBgn0285911","pink"
"FBgn0003495","royalblue"
"FBgn0261479","greenyellow"
"FBgn0034068","lightcyan"
"FBgn0034062","pink"
"FBgn0034689","tan"
"FBgn0036684","blue"
"FBgn0038223","royalblue"
"FBgn0035811","turquoise"
"FBgn0022027","lightyellow"
"FBgn0029935","darkgrey"
"FBgn0034246","turquoise"
"FBgn0083986","darkred"
"FBgn0039015","brown"
"FBgn0051897","darkgreen"
"FBgn0032633","royalblue"
"FBgn0261597","turquoise"
"FBgn0261049","darkgreen"
"FBgn0037671","brown"
"FBgn0035106","darkgreen"
"FBgn0030576","blue"
"FBgn0051713","cyan"
"FBgn0051715","lightyellow"
"FBgn0051717","cyan"
"FBgn0262527","salmon"
"FBgn0036919","cyan"
"FBgn0032138","black"
"FBgn0037749","brown"
"FBgn0069242","darkred"
"FBgn0032681","darkgrey"
"FBgn0034046","darkgrey"
"FBgn0058002","turquoise"
"FBgn0030743","cyan"
"FBgn0035483","black"
"FBgn0020660","darkgreen"
"FBgn0030744","pink"
"FBgn0263745","royalblue"
"FBgn0263746","darkgreen"
"FBgn0025571","blue"
"FBgn0027785","turquoise"
"FBgn0027780","red"
"FBgn0026787","brown"
"FBgn0037240","darkgreen"
