"geneNames","geneIDs","feature","id","pval","qval"
"FBtr0300775","MSTRG.6187","transcript","21019",0.000471338689350898,0.0971062441993816
"FBtr0333264","MSTRG.6343","transcript","21466",0.00048245171517225,0.0983035132167456
"FBtr0087744","MSTRG.3904","transcript","13075",0.000504761787289087,0.100495277496525
"FBtr0086267","MSTRG.4900","transcript","16788",0.000509392138438369,0.100495277496525
"FBtr0082869","MSTRG.9730","transcript","32480",0.000512541773302733,0.100495277496525
"FBtr0302932","MSTRG.4839","transcript","16622",0.000514887895705418,0.100495277496525
"FBtr0087439","MSTRG.4115","transcript","13814",0.000543025484542436,0.104883109733186
"FBtr0345356","MSTRG.4982","transcript","17053",0.000570734575250587,0.107670492837883
"MSTRG.1585.1","MSTRG.1585","transcript","5290",0.000572237162667522,0.107670492837883
"FBtr0083324","MSTRG.10010","transcript","33479",0.000574877510028604,0.107670492837883
"FBtr0339180","MSTRG.8905","transcript","29849",0.000590676781633714,0.109523288850523
"FBtr0077425","MSTRG.591","transcript","1832",0.000629722017784662,0.111502384944474
"FBtr0088376","MSTRG.3431","transcript","11402",0.000630111908181852,0.111502384944474
"FBtr0087801","MSTRG.3884","transcript","12947",0.000630641970624457,0.111502384944474
"FBtr0333140","MSTRG.6108","transcript","20763",0.000631072956847722,0.111502384944474
"FBtr0334939","MSTRG.2716","transcript","9097",0.000637397665017581,0.111502384944474
"MSTRG.7260.2","MSTRG.7260","transcript","24586",0.00063743138842165,0.111502384944474
"FBtr0083894","MSTRG.10413","transcript","34853",0.00064528908604311,0.111821964798237
"FBtr0310137","MSTRG.13296","transcript","45596",0.000653489928146622,0.112194539330506
"FBtr0300048","MSTRG.809","transcript","2663",0.000681147417927241,0.115870049754192
"FBtr0334298","MSTRG.9727","transcript","32469",0.000733926705711041,0.123713354339037
"FBtr0075092","MSTRG.7774","transcript","26241",0.00074880799632826,0.125084665476744
"FBtr0100012","MSTRG.11188","transcript","37501",0.000762791335974899,0.126282829925416
"MSTRG.12703.4","MSTRG.12703","transcript","43327",0.000777244727461435,0.127149771451108
"FBtr0445670","MSTRG.7638","transcript","25888",0.000786191919747159,0.127149771451108
"FBtr0343003","MSTRG.5214","transcript","17754",0.000789923113514446,0.127149771451108
"FBtr0089747","MSTRG.11594","transcript","38818",0.000803219760270091,0.127149771451108
"FBtr0300776","MSTRG.6186","transcript","21018",0.000804539786822045,0.127149771451108
"FBtr0079858","MSTRG.1256","transcript","4200",0.000809172313193329,0.127149771451108
"MSTRG.2436.3","MSTRG.2436","transcript","8080",0.000820645608198833,0.127447546513517
"FBtr0071922","MSTRG.5224","transcript","17770",0.000824814236955129,0.127447546513517
"FBtr0303096","MSTRG.6095","transcript","20738",0.000842974118385964,0.129177075232335
"FBtr0347083","MSTRG.2627","transcript","8844",0.000859498244338397,0.130330764240054
"FBtr0087247","MSTRG.4297","transcript","14513",0.000864560673148884,0.130330764240054
"FBtr0088114","MSTRG.3611","transcript","12154",0.000875172065130325,0.130866455093923
"FBtr0084708","MSTRG.10983","transcript","36878",0.000906208493012484,0.134218082223025
"FBtr0079066","MSTRG.712","transcript","2296",0.000917182504118652,0.134218082223025
"FBtr0310267","MSTRG.11508","transcript","38600",0.000925418817676826,0.134218082223025
"FBtr0329983","MSTRG.702","transcript","2223",0.000926540530932329,0.134218082223025
"FBtr0076960","MSTRG.6430","transcript","21711",0.000942150310618062,0.135031947345402
"FBtr0333693","MSTRG.7700","transcript","26062",0.000946723824555185,0.135031947345402
"FBtr0077183","MSTRG.14087","transcript","48573",0.0009653514300203,0.135683741193657
"FBtr0083360","MSTRG.10044","transcript","33570",0.000965928909371305,0.135683741193657
"MSTRG.4244.3","MSTRG.4244","transcript","14321",0.000998416684587222,0.139192798237716
"FBtr0077816","MSTRG.319","transcript","875",0.00103141783042215,0.141858753129683
"FBtr0085531","MSTRG.11519","transcript","38638",0.00105373459432634,0.141858753129683
"FBtr0075417","MSTRG.7535","transcript","25486",0.00106024931163629,0.141858753129683
"FBtr0081969","MSTRG.9097","transcript","30468",0.00106122805358111,0.141858753129683
"MSTRG.9957.3","MSTRG.9957","transcript","33221",0.00106725699968546,0.141858753129683
"FBtr0082060","MSTRG.9141","transcript","30644",0.00107735992222313,0.141858753129683
"FBtr0308753","MSTRG.1876","transcript","6167",0.00108382470987267,0.141858753129683
"FBtr0113085","MSTRG.4350","transcript","14643",0.0010864180275526,0.141858753129683
"FBtr0072809","MSTRG.5847","transcript","19805",0.00108776126553045,0.141858753129683
"FBtr0344852","MSTRG.2067","transcript","6858",0.00109777651365195,0.141858753129683
"FBtr0074610","MSTRG.13839","transcript","47725",0.00110826409165943,0.141858753129683
"MSTRG.13296.4","MSTRG.13296","transcript","45587",0.00110934738452184,0.141858753129683
"FBtr0336872","MSTRG.2999","transcript","9946",0.00114015600437822,0.144198408048497
"FBtr0078267","MSTRG.8079","transcript","27163",0.00114447898595982,0.144198408048497
"FBtr0075369","MSTRG.7512","transcript","25431",0.00115097424178501,0.144198408048497
"FBtr0079441","MSTRG.979","transcript","3239",0.00116660690228643,0.145176007934194
"FBtr0302490","MSTRG.1395","transcript","4612",0.00120188970849355,0.147543949567819
"FBtr0071242","MSTRG.12779","transcript","43613",0.00120633787959457,0.147543949567819
"MSTRG.9887.1","MSTRG.9887","transcript","32988",0.00120950708307133,0.147543949567819
"FBtr0080711","MSTRG.1918","transcript","6357",0.00124175976267782,0.150488297513543
"FBtr0073263","MSTRG.6152","transcript","20926",0.00125814740104935,0.151087617422592
"FBtr0344445","MSTRG.9326","transcript","31219",0.00127538374049097,0.151087617422592
"FBtr0100230","MSTRG.3573","transcript","12057",0.0012904515226605,0.151087617422592
"FBtr0084305","MSTRG.10690","transcript","35884",0.00129955718575392,0.151087617422592
"FBtr0329995","MSTRG.4619","transcript","15600",0.00130891556088741,0.151087617422592
"FBtr0080291","MSTRG.1586","transcript","5346",0.00131626288192344,0.151087617422592
"FBtr0072786","MSTRG.5882","transcript","19941",0.0013181308054846,0.151087617422592
"FBtr0074669","MSTRG.13880","transcript","47839",0.00131940225266725,0.151087617422592
"FBtr0073323","MSTRG.6248","transcript","21122",0.00132608645489052,0.151087617422592
"FBtr0330652","MSTRG.99","transcript","273",0.00132818906481946,0.151087617422592
"MSTRG.1263.1","MSTRG.1263","transcript","4257",0.00134856815636142,0.152470431434472
"FBtr0339392","MSTRG.3386","transcript","11285",0.00136675394163421,0.153590009610797
"MSTRG.11647.7","MSTRG.11647","transcript","38973",0.00138545611256902,0.154109689630308
"FBtr0081643","MSTRG.8835","transcript","29620",0.00139214825991796,0.154109689630308
"FBtr0073503","MSTRG.13076","transcript","44781",0.00139631257997475,0.154109689630308
"FBtr0345141","MSTRG.8597","transcript","28772",0.00147531863324568,0.161600107366293
"FBtr0087642","MSTRG.4000","transcript","13337",0.00148875261596881,0.161600107366293
"FBtr0303445","MSTRG.2022","transcript","6722",0.00149032565848539,0.161600107366293
"FBtr0070396","MSTRG.12187","transcript","41546",0.0015060292759882,0.162353458345193
"MSTRG.10320.2","MSTRG.10320","transcript","34469",0.00152600713103657,0.163556209385434
"FBtr0086293","MSTRG.4891","transcript","16766",0.00154147998436738,0.164265068219195
"FBtr0076234","MSTRG.6931","transcript","23503",0.00156470516990581,0.16578721863082
"FBtr0082736","MSTRG.9650","transcript","32185",0.00159550793729779,0.167789593022067
"FBtr0079909","MSTRG.1288","transcript","4311",0.0016017741342762,0.167789593022067
"FBtr0085265","MSTRG.11357","transcript","38053",0.00161223153983259,0.167789593022067
"FBtr0072761","MSTRG.5846","transcript","19804",0.0016198002993717,0.167789593022067
"FBtr0078339","MSTRG.8128","transcript","27308",0.00165160181031609,0.170133337593783
"FBtr0078043","MSTRG.193","transcript","488",0.00171026964215848,0.171805296294972
"MSTRG.10448.3","MSTRG.10448","transcript","34972",0.00171094520441817,0.171805296294972
"FBtr0303508","MSTRG.10733","transcript","36023",0.00172291099575772,0.171805296294972
"FBtr0081616","MSTRG.8848","transcript","29667",0.00172545960305603,0.171805296294972
"MSTRG.1223.7","MSTRG.1223","transcript","4103",0.00173166338709463,0.171805296294972
"FBtr0073851","MSTRG.13296","transcript","45588",0.0017351479120733,0.171805296294972
"FBtr0082609","MSTRG.9525","transcript","31809",0.00173825612488498,0.171805296294972
"FBtr0078445","MSTRG.8217","transcript","27562",0.00174834085056907,0.171805296294972
"FBtr0305501","MSTRG.8099","transcript","27224",0.00175450257484089,0.171805296294972
"FBtr0075399","MSTRG.7545","transcript","25536",0.00176049003861745,0.171805296294972
"FBtr0082124","MSTRG.9144","transcript","30647",0.00177816391893471,0.172621546517735
"FBtr0072784","MSTRG.5880","transcript","19934",0.00182225532451064,0.175980511599355
"FBtr0077394","MSTRG.659","transcript","2068",0.00184237735150117,0.176524893477038
"FBtr0331619","MSTRG.2049","transcript","6814",0.00185581703708104,0.176524893477038
"FBtr0075427","MSTRG.7524","transcript","25460",0.00187541001206815,0.176524893477038
"FBtr0086102","MSTRG.2785","transcript","9275",0.00188213475801047,0.176524893477038
"FBtr0075075","MSTRG.7801","transcript","26318",0.00188673479486146,0.176524893477038
"FBtr0305965","MSTRG.8589","transcript","28754",0.00188829363538945,0.176524893477038
"FBtr0073506","MSTRG.13078","transcript","44785",0.00189453423589314,0.176524893477038
"FBtr0075513","MSTRG.7455","transcript","25216",0.00192147075137539,0.178139553360012
"FBtr0300848","MSTRG.1925","transcript","6404",0.00194733393492741,0.178722349710763
"FBtr0082549","MSTRG.9496","transcript","31749",0.00195724929066743,0.178722349710763
"MSTRG.11082.2","MSTRG.11082","transcript","37107",0.00198003633619703,0.178722349710763
"FBtr0072397","MSTRG.5598","transcript","18964",0.00198085858993569,0.178722349710763
"FBtr0083408","MSTRG.10103","transcript","33775",0.00199211399385901,0.178722349710763
"FBtr0074354","MSTRG.13645","transcript","47080",0.00199377876030937,0.178722349710763
"FBtr0085579","MSTRG.11592","transcript","38815",0.00200030518666305,0.178722349710763
"FBtr0083463","MSTRG.10132","transcript","33880",0.00201069472284721,0.178722349710763
"FBtr0088010","MSTRG.3756","transcript","12523",0.00202219514637592,0.178722349710763
"FBtr0074511","MSTRG.13777","transcript","47519",0.00202414483007551,0.178722349710763
"FBtr0089498","MSTRG.10832","transcript","36329",0.00204653430909274,0.17984283961705
"FBtr0080916","MSTRG.2056","transcript","6826",0.00206094085967967,0.180254553868776
"FBtr0344622","MSTRG.11028","transcript","36992",0.00207107294695108,0.180290303203601
"FBtr0081428","MSTRG.2464","transcript","8168",0.00210314738528117,0.182004289184426
"FBtr0076594","MSTRG.6684","transcript","22585",0.00211039381806988,0.182004289184426
"FBtr0070025","MSTRG.14006","transcript","48281",0.00213344602716126,0.182943542252426
"FBtr0300278","MSTRG.9621","transcript","32083",0.00214984795787987,0.182943542252426
"FBtr0303290","MSTRG.12482","transcript","42618",0.00215764246767014,0.182943542252426
"FBtr0083180","MSTRG.9930","transcript","33150",0.00216075049904441,0.182943542252426
"FBtr0075330","MSTRG.7597","transcript","25691",0.00217627857657399,0.183420715303795
"FBtr0081979","MSTRG.9116","transcript","30512",0.00219824042416805,0.184241865712214
"FBtr0087595","MSTRG.4012","transcript","13475",0.00220589441204355,0.184241865712214
"FBtr0070907","MSTRG.12567","transcript","42850",0.00222747381908661,0.185146673419849
"FBtr0082820","MSTRG.9698","transcript","32388",0.00224151227700409,0.185146673419849
"FBtr0074183","MSTRG.13507","transcript","46400",0.00224668328764244,0.185146673419849
"MSTRG.4724.1","MSTRG.4724","transcript","15935",0.00232248476442809,0.188151698215043
"FBtr0089331","MSTRG.6979","transcript","23675",0.00232394798325286,0.188151698215043
"FBtr0070384","MSTRG.12162","transcript","41484",0.00232513020763792,0.188151698215043
"FBtr0072226","MSTRG.5383","transcript","18274",0.0023278089585107,0.188151698215043
"FBtr0077813","MSTRG.312","transcript","867",0.00233388472599827,0.188151698215043
"MSTRG.9906.1","MSTRG.9906","transcript","33067",0.00236375010857626,0.189725324889241
"FBtr0079041","MSTRG.681","transcript","2131",0.00237718202472981,0.189725324889241
"FBtr0077114","MSTRG.6343","transcript","21468",0.0023842651669238,0.189725324889241
"FBtr0086325","MSTRG.4842","transcript","16659",0.0023943331908145,0.189725324889241
"FBtr0079493","MSTRG.1024","transcript","3415",0.00242694029581947,0.191048768325974
"FBtr0331344","MSTRG.8935","transcript","29952",0.00244393401686094,0.191048768325974
"FBtr0075596","MSTRG.7411","transcript","25059",0.00246248890509559,0.191048768325974
"FBtr0290221","MSTRG.7615","transcript","25783",0.0024782328126054,0.191048768325974
"FBtr0344051","MSTRG.781","transcript","2556",0.00247936668469528,0.191048768325974
"MSTRG.9116.2","MSTRG.9116","transcript","30513",0.00248271568628633,0.191048768325974
"FBtr0472645","MSTRG.6839","transcript","23175",0.00248447727935319,0.191048768325974
"FBtr0072305","MSTRG.5511","transcript","18661",0.00249346359264835,0.191048768325974
"FBtr0083225","MSTRG.9979","transcript","33322",0.00250600470875839,0.191219503332502
"FBtr0307196","MSTRG.13918","transcript","47952",0.00252550363092596,0.191312816028582
"MSTRG.12731.1","MSTRG.12731","transcript","43414",0.00255213752155736,0.191312816028582
"FBtr0085494","MSTRG.11540","transcript","38684",0.00255639677665809,0.191312816028582
"FBtr0070837","MSTRG.12483","transcript","42621",0.00255801141334944,0.191312816028582
"FBgn0262031","MSTRG.7858","transcript","26477",0.0025681586065498,0.191312816028582
"MSTRG.6116.4","MSTRG.6116","transcript","20809",0.00256913446182272,0.191312816028582
"FBtr0071697","MSTRG.5049","transcript","17275",0.00258027071070455,0.191373518071535
"FBtr0347361","MSTRG.9220","transcript","30878",0.00268139520864419,0.197992483034702
"FBtr0331532","MSTRG.7226","transcript","24466",0.00272372186828784,0.197992483034702
"FBtr0076623","MSTRG.6650","transcript","22466",0.0027432331676438,0.197992483034702
"FBtr0080021","MSTRG.1416","transcript","4673",0.00274582887661223,0.197992483034702
"FBtr0080313","MSTRG.1596","transcript","5344",0.00275130475474727,0.197992483034702
"FBtr0336658","MSTRG.2943","transcript","9705",0.00275448237115383,0.197992483034702
"FBtr0089329","MSTRG.3060","transcript","10150",0.00275519531444623,0.197992483034702
"FBtr0301923","MSTRG.13296","transcript","45600",0.00276560579292628,0.197992483034702
"FBtr0070960","MSTRG.12616","transcript","43028",0.0027714214868696,0.197992483034702
"FBtr0332500","MSTRG.9060","transcript","30309",0.00278529649288428,0.197992483034702
"FBtr0076163","MSTRG.6952","transcript","23573",0.00279266395391964,0.197992483034702
"FBtr0085104","MSTRG.11261","transcript","37763",0.00279765022948397,0.197992483034702
"FBtr0340392","MSTRG.4709","transcript","15885",0.00281665163390077,0.198579295041019
"FBtr0087499","MSTRG.4091","transcript","13780",0.00282925550982105,0.198712332057204
"FBtr0085386","MSTRG.11452","transcript","38418",0.00284089066052529,0.198776583499849
"FBtr0074949","MSTRG.7896","transcript","26581",0.00287813278943694,0.2006253315103
"MSTRG.3321.2","MSTRG.3321","transcript","11047",0.00291565208776856,0.201951624421478
"FBtr0087047","MSTRG.4410","transcript","14882",0.0029189426892976,0.201951624421478
"FBtr0305130","MSTRG.10075","transcript","33706",0.00295260034204081,0.202786928936894
"FBtr0303262","MSTRG.9673","transcript","32247",0.00296342532543004,0.202786928936894
"FBtr0076808","MSTRG.6536","transcript","22105",0.00296382578696464,0.202786928936894
"MSTRG.8770.1","MSTRG.8770","transcript","29390",0.00297918232257488,0.202857594350595
"FBtr0083283","MSTRG.10009","transcript","33476",0.00299416869525915,0.202857594350595
"FBtr0081942","MSTRG.9053","transcript","30302",0.00299998422684933,0.202857594350595
"FBtr0074356","MSTRG.13640","transcript","47070",0.00301016283444344,0.202857594350595
"FBtr0071842","MSTRG.5168","transcript","17653",0.00301956078312826,0.202857594350595
"FBtr0080241","MSTRG.1554","transcript","5135",0.0030482796972463,0.204047661178126
"FBgn0042701","MSTRG.2591","transcript","8763",0.0030780739490418,0.205256307485913
"FBtr0334707","MSTRG.11556","transcript","38727",0.00308847534184931,0.205256307485913
"FBtr0302492","MSTRG.10344","transcript","34568",0.00314468279569036,0.207225203471084
"FBtr0086309","MSTRG.4861","transcript","16667",0.00314883875180261,0.207225203471084
"FBtr0335216","MSTRG.9363","transcript","31317",0.00315162913271738,0.207225203471084
"FBtr0332587","MSTRG.12136","transcript","41342",0.00316722557248084,0.207514828851377
"MSTRG.4724.9","MSTRG.4724","transcript","15942",0.00319710141865848,0.207905863585089
"FBtr0072899","MSTRG.5943","transcript","20134",0.00321612418817196,0.207905863585089
"FBtr0306299","MSTRG.2634","transcript","8860",0.00322708775330049,0.207905863585089
"FBtr0290215","MSTRG.8661","transcript","29011",0.0032368837229555,0.207905863585089
"FBtr0306384","MSTRG.5335","transcript","18135",0.00324443632951832,0.207905863585089
"MSTRG.14182.1","MSTRG.14182","transcript","49025",0.0032486796372182,0.207905863585089
"FBtr0085733","MSTRG.11685","transcript","39160",0.00325862964615364,0.207905863585089
"FBtr0081822","MSTRG.8944","transcript","29989",0.0032628953890228,0.207905863585089
"FBtr0113009","MSTRG.141","transcript","346",0.00329525039104572,0.208598718845979
"FBtr0339660","MSTRG.12827","transcript","43861",0.00330434936734381,0.208598718845979
"FBtr0112501","MSTRG.8498","transcript","28382",0.00331998944523382,0.208598718845979
"FBtr0074846","MSTRG.7984","transcript","26857",0.00336391309708028,0.208598718845979
"MSTRG.10894.6","MSTRG.10894","transcript","36543",0.00336442038245144,0.208598718845979
"FBtr0086340","MSTRG.4844","transcript","16653",0.00336987391172783,0.208598718845979
"FBtr0071502","MSTRG.12994","transcript","44457",0.00337114949611983,0.208598718845979
"FBtr0083751","MSTRG.10304","transcript","34445",0.00337395389114903,0.208598718845979
"FBtr0088593","MSTRG.3340","transcript","11102",0.00338435564368689,0.208598718845979
"FBtr0302896","MSTRG.5266","transcript","17913",0.00338626978603385,0.208598718845979
"FBtr0072978","MSTRG.5989","transcript","20369",0.00342218047747278,0.209480615341923
"FBtr0077823","MSTRG.331","transcript","907",0.00342812397896086,0.209480615341923
"FBgn0085753","MSTRG.14237","transcript","49322",0.00343447886225567,0.209480615341923
"FBtr0086673","MSTRG.4676","transcript","15745",0.00346878791259875,0.210304134630059
"FBtr0087121","MSTRG.4363","transcript","14707",0.00348362257818502,0.210304134630059
"MSTRG.1585.3","MSTRG.1585","transcript","5292",0.0034881963095047,0.210304134630059
"FBtr0082311","MSTRG.9322","transcript","31200",0.00350113856953838,0.210304134630059
"FBtr0100321","MSTRG.9424","transcript","31471",0.00350793031434571,0.210304134630059
"MSTRG.7112.7","MSTRG.7112","transcript","24140",0.00351603288401026,0.210304134630059
"FBtr0076783","MSTRG.6542","transcript","22135",0.00354931749072751,0.211612363064532
"MSTRG.6724.13","MSTRG.6724","transcript","22700",0.00356224787261694,0.211702564275844
"MSTRG.8359.1","MSTRG.8359","transcript","28025",0.00360479265915947,0.212805510501383
"FBtr0082749","MSTRG.9664","transcript","32222",0.00362223126935846,0.212805510501383
"FBtr0083400","MSTRG.10086","transcript","33739",0.00362347709988897,0.212805510501383
"MSTRG.9141.2","MSTRG.9141","transcript","30645",0.00362671455713715,0.212805510501383
"FBtr0300635","MSTRG.2194","transcript","7351",0.00364141442273891,0.212994025950867
"FBtr0273345","MSTRG.9342","transcript","31268",0.00368235327191435,0.214175133631925
"FBtr0081978","MSTRG.9111","transcript","30507",0.00368470864138626,0.214175133631925
"FBtr0076545","MSTRG.6728","transcript","22721",0.00373481547670917,0.214924536373689
"FBtr0084224","MSTRG.10631","transcript","35732",0.00374537179585221,0.214924536373689
"FBtr0113248","MSTRG.10362","transcript","34660",0.00375242110372564,0.214924536373689
"FBtr0073378","MSTRG.13005","transcript","44533",0.00375627220874097,0.214924536373689
"FBtr0088781","MSTRG.3172","transcript","10567",0.00376274953817135,0.214924536373689
"FBtr0082693","MSTRG.9616","transcript","32085",0.00376714886859286,0.214924536373689
"MSTRG.7324.3","MSTRG.7324","transcript","24801",0.00378875263963829,0.215021023025369
