GO:0006629,lipid metabolic process Dmel only
FBgn0000057,
FBgn0000221,
FBgn0000370,
FBgn0000406,
FBgn0000416,
FBgn0000449,
FBgn0000527,
FBgn0000536,
FBgn0000543,
FBgn0000568,
FBgn0001128,
FBgn0001404,
FBgn0001941,
FBgn0002524,
FBgn0002937,
FBgn0003034,
FBgn0003218,
FBgn0003292,
FBgn0003308,
FBgn0003312,
FBgn0003388,
FBgn0003416,
FBgn0003486,
FBgn0003656,
FBgn0003964,
FBgn0004373,
FBgn0004552,
FBgn0004611,
FBgn0004797,
FBgn0004914,
FBgn0004959,
FBgn0010052,
FBgn0010053,
FBgn0010328,
FBgn0010350,
FBgn0010379,
FBgn0010383,
FBgn0010516,
FBgn0010591,
FBgn0010611,
FBgn0011361,
FBgn0011693,
FBgn0011769,
FBgn0012034,
FBgn0013323,
FBgn0013772,
FBgn0014906,
FBgn0015277,
FBgn0015278,
FBgn0015279,
FBgn0015582,
FBgn0015591,
FBgn0016078,
FBgn0016672,
FBgn0016694,
FBgn0016984,
FBgn0019662,
FBgn0020236,
FBgn0020622,
FBgn0021765,
FBgn0023169,
FBgn0023495,
FBgn0023496,
FBgn0023508,
FBgn0023545,
FBgn0024248,
FBgn0024320,
FBgn0024740,
FBgn0025352,
FBgn0025373,
FBgn0025592,
FBgn0025595,
FBgn0025615,
FBgn0025697,
FBgn0025885,
FBgn0026379,
FBgn0026576,
FBgn0026619,
FBgn0026630,
FBgn0026718,
FBgn0027348,
FBgn0027538,
FBgn0027569,
FBgn0027572,
FBgn0027579,
FBgn0027601,
FBgn0027780,
FBgn0028479,
FBgn0028497,
FBgn0028519,
FBgn0028741,
FBgn0028841,
FBgn0028916,
FBgn0029067,
FBgn0029158,
FBgn0029172,
FBgn0029687,
FBgn0029720,
FBgn0029818,
FBgn0029831,
FBgn0029870,
FBgn0029906,
FBgn0029924,
FBgn0029945,
FBgn0029969,
FBgn0029980,
FBgn0030013,
FBgn0030035,
FBgn0030092,
FBgn0030162,
FBgn0030300,
FBgn0030421,
FBgn0030465,
FBgn0030485,
FBgn0030509,
FBgn0030582,
FBgn0030586,
FBgn0030587,
FBgn0030588,
FBgn0030589,
FBgn0030590,
FBgn0030592,
FBgn0030593,
FBgn0030594,
FBgn0030596,
FBgn0030597,
FBgn0030598,
FBgn0030607,
FBgn0030608,
FBgn0030645,
FBgn0030670,
FBgn0030683,
FBgn0030731,
FBgn0030761,
FBgn0030800,
FBgn0030828,
FBgn0030884,
FBgn0031092,
FBgn0031284,
FBgn0031312,
FBgn0031381,
FBgn0031422,
FBgn0031426,
FBgn0031491,
FBgn0031533,
FBgn0031566,
FBgn0031662,
FBgn0031703,
FBgn0031735,
FBgn0031813,
FBgn0031815,
FBgn0031948,
FBgn0031976,
FBgn0031997,
FBgn0032014,
FBgn0032029,
FBgn0032052,
FBgn0032078,
FBgn0032135,
FBgn0032160,
FBgn0032161,
FBgn0032162,
FBgn0032192,
FBgn0032234,
FBgn0032266,
FBgn0032336,
FBgn0032394,
FBgn0032402,
FBgn0032477,
FBgn0032524,
FBgn0032603,
FBgn0032612,
FBgn0032721,
FBgn0032775,
FBgn0032811,
FBgn0032845,
FBgn0032881,
FBgn0032955,
FBgn0032973,
FBgn0032981,
FBgn0033052,
FBgn0033088,
FBgn0033170,
FBgn0033187,
FBgn0033246,
FBgn0033382,
FBgn0033465,
FBgn0033476,
FBgn0033479,
FBgn0033673,
FBgn0033697,
FBgn0033733,
FBgn0033761,
FBgn0033799,
FBgn0033817,
FBgn0033844,
FBgn0033879,
FBgn0033883,
FBgn0033949,
FBgn0033983,
FBgn0033999,
FBgn0034117,
FBgn0034141,
FBgn0034145,
FBgn0034166,
FBgn0034179,
FBgn0034240,
FBgn0034270,
FBgn0034346,
FBgn0034382,
FBgn0034383,
FBgn0034488,
FBgn0034491,
FBgn0034552,
FBgn0034553,
FBgn0034588,
FBgn0034628,
FBgn0034629,
FBgn0034649,
FBgn0034657,
FBgn0034691,
FBgn0034789,
FBgn0034997,
FBgn0034999,
FBgn0035006,
FBgn0035065,
FBgn0035203,
FBgn0035233,
FBgn0035265,
FBgn0035266,
FBgn0035383,
FBgn0035392,
FBgn0035401,
FBgn0035435,
FBgn0035453,
FBgn0035464,
FBgn0035471,
FBgn0035517,
FBgn0035529,
FBgn0035586,
FBgn0035641,
FBgn0035811,
FBgn0035914,
FBgn0035945,
FBgn0036053,
FBgn0036058,
FBgn0036090,
FBgn0036128,
FBgn0036144,
FBgn0036210,
FBgn0036273,
FBgn0036367,
FBgn0036397,
FBgn0036449,
FBgn0036484,
FBgn0036545,
FBgn0036550,
FBgn0036551,
FBgn0036552,
FBgn0036553,
FBgn0036560,
FBgn0036691,
FBgn0036698,
FBgn0036713,
FBgn0036821,
FBgn0036836,
FBgn0036837,
FBgn0036893,
FBgn0036977,
FBgn0036996,
FBgn0037010,
FBgn0037019,
FBgn0037027,
FBgn0037044,
FBgn0037063,
FBgn0037064,
FBgn0037108,
FBgn0037110,
FBgn0037163,
FBgn0037164,
FBgn0037165,
FBgn0037166,
FBgn0037167,
FBgn0037315,
FBgn0037339,
FBgn0037341,
FBgn0037356,
FBgn0037440,
FBgn0037534,
FBgn0037535,
FBgn0037612,
FBgn0037618,
FBgn0037743,
FBgn0037761,
FBgn0037762,
FBgn0037763,
FBgn0037764,
FBgn0037765,
FBgn0037819,
FBgn0037896,
FBgn0037915,
FBgn0037916,
FBgn0037976,
FBgn0037996,
FBgn0037999,
FBgn0038008,
FBgn0038058,
FBgn0038067,
FBgn0038068,
FBgn0038069,
FBgn0038070,
FBgn0038130,
FBgn0038167,
FBgn0038197,
FBgn0038198,
FBgn0038398,
FBgn0038432,
FBgn0038486,
FBgn0038649,
FBgn0038730,
FBgn0038731,
FBgn0038732,
FBgn0038733,
FBgn0038734,
FBgn0038763,
FBgn0038828,
FBgn0038876,
FBgn0038983,
FBgn0038984,
FBgn0038986,
FBgn0039010,
FBgn0039030,
FBgn0039044,
FBgn0039114,
FBgn0039126,
FBgn0039141,
FBgn0039156,
FBgn0039184,
FBgn0039344,
FBgn0039360,
FBgn0039378,
FBgn0039405,
FBgn0039470,
FBgn0039471,
FBgn0039472,
FBgn0039473,
FBgn0039474,
FBgn0039475,
FBgn0039476,
FBgn0039518,
FBgn0039543,
FBgn0039625,
FBgn0039639,
FBgn0039655,
FBgn0039698,
FBgn0039754,
FBgn0039755,
FBgn0039756,
FBgn0039768,
FBgn0039769,
FBgn0039774,
FBgn0039924,
FBgn0040064,
FBgn0040212,
FBgn0040336,
FBgn0040349,
FBgn0040918,
FBgn0041087,
FBgn0041191,
FBgn0041342,
FBgn0042175,
FBgn0042207,
FBgn0042627,
FBgn0043043,
FBgn0043825,
FBgn0044028,
FBgn0045064,
FBgn0050008,
FBgn0050381,
FBgn0050502,
FBgn0050503,
FBgn0051005,
FBgn0051089,
FBgn0051091,
FBgn0051139,
FBgn0051141,
FBgn0051148,
FBgn0051272,
FBgn0051414,
FBgn0051522,
FBgn0051523,
FBgn0051683,
FBgn0051872,
FBgn0052072,
FBgn0052076,
FBgn0052333,
FBgn0052380,
FBgn0052442,
FBgn0052484,
FBgn0052699,
FBgn0053100,
FBgn0053110,
FBgn0053116,
FBgn0053120,
FBgn0053977,
FBgn0061359,
FBgn0067102,
FBgn0067628,
FBgn0085476,
FBgn0085477,
FBgn0086253,
FBgn0086368,
FBgn0086448,
FBgn0086532,
FBgn0086687,
FBgn0086712,
FBgn0086917,
FBgn0250847,
FBgn0250862,
FBgn0259178,
FBgn0259697,
FBgn0259933,
FBgn0259985,
FBgn0260750,
FBgn0260942,
FBgn0260960,
FBgn0261244,
FBgn0261283,
FBgn0261549,
FBgn0261560,
FBgn0261987,
FBgn0262103,
FBgn0262112,
FBgn0262447,
FBgn0262738,
FBgn0263006,
FBgn0263112,
FBgn0263120,
FBgn0263490,
FBgn0263593,
FBgn0263782,
FBgn0264357,
FBgn0264494,
FBgn0264740,
FBgn0264741,
FBgn0264979,
FBgn0265174,
FBgn0265187,
FBgn0265190,
FBgn0265193,
FBgn0265264,
FBgn0265267,
FBgn0266124,
FBgn0266435,
FBgn0266438,
FBgn0267350,
FBgn0267828,
FBgn0283427,
FBgn0283472,
FBgn0283499,
FBgn0283500,
FBgn0286508,
FBgn0286511,
