"feature","id","pval","qval","tname"
"gene","MSTRG.10592",0.630934066451631,0.755900591791083,"FBtr0301007"
"gene","MSTRG.12027",0.631466791267297,0.756403372171569,"MSTRG.12027.2"
"gene","MSTRG.13587",0.631702856403611,0.756550681944174,"FBtr0074276"
"gene","MSTRG.5841",0.632109675728831,0.756902403906547,"FBtr0072811"
"gene","MSTRG.2034",0.632288158219998,0.756953657001036,"FBtr0080889"
"gene","MSTRG.2309",0.632378772642569,0.756953657001036,"FBtr0081266"
"gene","MSTRG.8863",0.633057458058428,0.757630482005525,"FBtr0305154"
"gene","MSTRG.11474",0.633216861656045,0.757685709976559,"FBtr0303455"
"gene","MSTRG.12708",0.63349852224075,0.757887180577721,"FBtr0344536"
"gene","MSTRG.2233",0.633692972590711,0.757903884153807,"FBtr0081144"
"gene","MSTRG.10514",0.633739062474798,0.757903884153807,"FBtr0084012"
"gene","MSTRG.13868",0.633876936377006,0.757933280493685,"FBtr0346017"
"gene","MSTRG.3270",0.634428423907546,0.758457140089615,"FBtr0088644"
"gene","MSTRG.4105",0.635111944661074,0.759138629584167,"FBtr0087433"
"gene","MSTRG.10761",0.635248853662464,0.759166636477649,"FBtr0333777"
"gene","MSTRG.4646",0.635539092845397,0.759377840888678,"FBtr0086771"
"gene","MSTRG.12497",0.6358787653388,0.759648025020816,"FBtr0070821"
"gene","MSTRG.6816",0.636303308659043,0.760019484900732,"FBtr0345032"
"gene","MSTRG.6647",0.637538514509169,0.761358918612342,"FBtr0076655"
"gene","MSTRG.4015",0.638060637571582,0.761594249992935,"FBtr0087596"
"gene","MSTRG.9415",0.638131225422555,0.761594249992935,"FBtr0082387"
"gene","MSTRG.5078",0.638175508357703,0.761594249992935,"FBtr0299964"
"gene","MSTRG.13196",0.638190936541165,0.761594249992935,"FBtr0073652"
"gene","MSTRG.1024",0.638502841728628,0.761766708730109,"FBtr0079493"
"gene","MSTRG.9825",0.63862255983693,0.761766708730109,"FBtr0082999"
