"geneNames","geneIDs","feature","id","pval","qval"
"FBtr0346058","MSTRG.13564","transcript","46741",0.00423593942834422,0.999989508679083
"FBtr0089992","MSTRG.12125","transcript","41312",0.00434373513807129,0.999989508679083
"FBtr0076234","MSTRG.6931","transcript","23503",0.00446674262688029,0.999989508679083
"FBtr0081276","MSTRG.2300","transcript","7708",0.00449707261009014,0.999989508679083
"FBtr0082615","MSTRG.9520","transcript","31802",0.00454567305045939,0.999989508679083
"FBtr0340417","MSTRG.13539","transcript","46604",0.00458450575243219,0.999989508679083
"FBtr0330606","MSTRG.3478","transcript","11577",0.00463719429802412,0.999989508679083
"MSTRG.2222.3","MSTRG.2222","transcript","7437",0.00468338706241156,0.999989508679083
"MSTRG.14238.1","MSTRG.14238","transcript","49329",0.00469870544578876,0.999989508679083
"FBtr0303846","MSTRG.4728","transcript","15953",0.00479921762517876,0.999989508679083
"FBtr0331927","MSTRG.3706","transcript","12390",0.00483869355383337,0.999989508679083
"FBtr0332917","MSTRG.3480","transcript","11591",0.00489952406715255,0.999989508679083
"MSTRG.2502.2","MSTRG.2502","transcript","8325",0.00494928167785591,0.999989508679083
"FBtr0290016","MSTRG.11987","transcript","40763",0.00501464295015486,0.999989508679083
"MSTRG.10630.1","MSTRG.10630","transcript","35709",0.0051250510335501,0.999989508679083
"MSTRG.5962.2","MSTRG.5962","transcript","20280",0.00514042080497079,0.999989508679083
"FBtr0075749","MSTRG.7280","transcript","24647",0.00519010771584139,0.999989508679083
"FBtr0334794","MSTRG.216","transcript","547",0.00521395403965852,0.999989508679083
"FBtr0087005","MSTRG.4450","transcript","15015",0.00537273015439066,0.999989508679083
"FBtr0089990","MSTRG.12125","transcript","41308",0.00548698322540997,0.999989508679083
"FBtr0087512","MSTRG.4081","transcript","13743",0.00552819471857835,0.999989508679083
"FBtr0082358","MSTRG.9385","transcript","31383",0.00558699957725761,0.999989508679083
"MSTRG.7322.6","MSTRG.7322","transcript","24792",0.00561915477042163,0.999989508679083
"FBtr0072015","MSTRG.5305","transcript","18067",0.00563731449262228,0.999989508679083
"FBtr0339924","MSTRG.8372","transcript","28057",0.00574498702741266,0.999989508679083
"FBtr0077822","MSTRG.331","transcript","906",0.00576200762241275,0.999989508679083
"FBtr0089418","MSTRG.3586","transcript","12099",0.00593994258321806,0.999989508679083
"FBtr0310432","MSTRG.13295","transcript","45575",0.00601643540695718,0.999989508679083
"MSTRG.2001.1","MSTRG.2001","transcript","6626",0.00606720978847075,0.999989508679083
"FBtr0078066","MSTRG.179","transcript","451",0.00617238496272243,0.999989508679083
"FBtr0077629","MSTRG.437","transcript","1272",0.00622264326702404,0.999989508679083
"FBtr0082693","MSTRG.9616","transcript","32085",0.00633493209304525,0.999989508679083
"FBtr0301008","MSTRG.7918","transcript","26652",0.0065273080976026,0.999989508679083
"FBtr0089593","MSTRG.4284","transcript","14480",0.00676704533726125,0.999989508679083
"FBtr0089395","MSTRG.2362","transcript","7876",0.00683108258588017,0.999989508679083
"FBtr0336711","MSTRG.10616","transcript","35642",0.00696583040066634,0.999989508679083
"FBtr0079263","MSTRG.867","transcript","2804",0.00703516218707945,0.999989508679083
"MSTRG.12078.1","MSTRG.12078","transcript","41107",0.0071599123663364,0.999989508679083
"MSTRG.11225.2","MSTRG.11225","transcript","37640",0.00719113668971572,0.999989508679083
"FBtr0079787","MSTRG.1200","transcript","4009",0.0073958048726056,0.999989508679083
"MSTRG.406.8","MSTRG.406","transcript","1159",0.00746132418378809,0.999989508679083
"FBtr0308321","MSTRG.12099","transcript","41205",0.00756923168720158,0.999989508679083
"FBtr0071500","MSTRG.12995","transcript","44467",0.00764431585772773,0.999989508679083
"FBtr0073506","MSTRG.13078","transcript","44785",0.00790341130609051,0.999989508679083
"FBtr0300727","MSTRG.5675","transcript","19291",0.00812976294452661,0.999989508679083
"FBtr0300848","MSTRG.1925","transcript","6404",0.00814392057172519,0.999989508679083
"FBtr0085567","MSTRG.11589","transcript","38811",0.00839444493833752,0.999989508679083
"MSTRG.3586.5","MSTRG.3586","transcript","12094",0.00850449671109677,0.999989508679083
"FBtr0334953","MSTRG.8693","transcript","29106",0.00855953821865563,0.999989508679083
"MSTRG.4343.4","MSTRG.4343","transcript","14631",0.00856346527408824,0.999989508679083
"FBtr0084710","MSTRG.10987","transcript","36890",0.00858039346540107,0.999989508679083
"FBtr0308820","MSTRG.8563","transcript","28620",0.00865444798047554,0.999989508679083
"FBtr0082630","MSTRG.9565","transcript","31895",0.00876406845646815,0.999989508679083
"FBtr0080225","MSTRG.1532","transcript","5021",0.00878941631611485,0.999989508679083
"FBtr0070827","MSTRG.12504","transcript","42677",0.00891467051165518,0.999989508679083
"FBtr0072187","MSTRG.5439","transcript","18436",0.00895113737846098,0.999989508679083
"MSTRG.7657.5","MSTRG.7657","transcript","25928",0.00906275724905092,0.999989508679083
"FBtr0306634","MSTRG.10407","transcript","34830",0.00920978766380143,0.999989508679083
"MSTRG.10777.2","MSTRG.10777","transcript","36209",0.00928227544730975,0.999989508679083
"FBtr0310550","MSTRG.7540","transcript","25504",0.00929122061518406,0.999989508679083
"FBtr0346080","MSTRG.12481","transcript","42615",0.0093385553332257,0.999989508679083
"FBtr0072064","MSTRG.5331","transcript","18115",0.00944435448927861,0.999989508679083
"FBtr0082962","MSTRG.9800","transcript","32676",0.00949583629470785,0.999989508679083
"MSTRG.9945.2","MSTRG.9945","transcript","33165",0.0097779322086049,0.999989508679083
"MSTRG.6410.1","MSTRG.6410","transcript","21635",0.00978368902462767,0.999989508679083
"FBtr0076808","MSTRG.6536","transcript","22105",0.00983645306249492,0.999989508679083
"FBtr0100321","MSTRG.9424","transcript","31471",0.00984822540244035,0.999989508679083
"FBtr0084446","MSTRG.10795","transcript","36237",0.00990410756657467,0.999989508679083
"FBtr0070216","MSTRG.12073","transcript","41086",0.0101182521100049,0.999989508679083
"FBtr0340214","MSTRG.4487","transcript","15115",0.0102038799002572,0.999989508679083
"FBtr0088835","MSTRG.3128","transcript","10374",0.0102297124893788,0.999989508679083
"FBtr0078692","MSTRG.8661","transcript","29010",0.0105184251689022,0.999989508679083
"FBtr0339124","MSTRG.3157","transcript","10487",0.0105860698350344,0.999989508679083
"MSTRG.6113.17","MSTRG.6113","transcript","20785",0.0105958416158467,0.999989508679083
"FBtr0085029","MSTRG.11205","transcript","37587",0.0106985704804168,0.999989508679083
"FBtr0306649","MSTRG.4253","transcript","14355",0.0108314899582056,0.999989508679083
"MSTRG.4879.1","MSTRG.4879","transcript","16727",0.01093760969085,0.999989508679083
"FBtr0339392","MSTRG.3386","transcript","11285",0.0110300557079213,0.999989508679083
"FBtr0070052","MSTRG.14130","transcript","48732",0.0110841757166578,0.999989508679083
