"","Var1","Freq"
"4461","MSTRG.10934",3
"4462","MSTRG.10935",1
"4463","MSTRG.10936",4
"4464","MSTRG.10937",3
"4465","MSTRG.10938",1
"4466","MSTRG.10939",1
"4467","MSTRG.1094",1
"4468","MSTRG.10940",8
"4469","MSTRG.10941",1
"4470","MSTRG.10942",1
"4471","MSTRG.10943",3
"4472","MSTRG.10944",2
"4473","MSTRG.10945",2
"4474","MSTRG.10946",7
"4475","MSTRG.10947",6
"4476","MSTRG.10948",1
"4477","MSTRG.10949",1
"4478","MSTRG.1095",37
"4479","MSTRG.10950",2
"4480","MSTRG.10951",42
"4481","MSTRG.10952",3
"4482","MSTRG.10953",1
"4483","MSTRG.10954",2
"4484","MSTRG.10955",1
"4485","MSTRG.10956",2
"4486","MSTRG.10957",2
"4487","MSTRG.10958",3
"4488","MSTRG.10959",4
"4489","MSTRG.1096",2
"4490","MSTRG.10960",2
"4491","MSTRG.10961",1
"4492","MSTRG.10962",3
"4493","MSTRG.10963",1
"4494","MSTRG.10964",3
"4495","MSTRG.10965",1
"4496","MSTRG.10966",1
"4497","MSTRG.10967",2
"4498","MSTRG.10968",1
"4499","MSTRG.10969",1
"4500","MSTRG.1097",11
"4501","MSTRG.10970",1
"4502","MSTRG.10971",5
"4503","MSTRG.10972",3
"4504","MSTRG.10973",2
"4505","MSTRG.10974",4
"4506","MSTRG.10975",2
"4507","MSTRG.10976",1
"4508","MSTRG.10977",3
"4509","MSTRG.10978",1
"4510","MSTRG.10979",6
"4511","MSTRG.1098",1
"4512","MSTRG.10980",3
"4513","MSTRG.10981",1
"4514","MSTRG.10982",1
"4515","MSTRG.10983",3
"4516","MSTRG.10984",2
"4517","MSTRG.10985",1
"4518","MSTRG.10986",4
"4519","MSTRG.10987",6
"4520","MSTRG.10988",2
"4521","MSTRG.10989",1
"4522","MSTRG.1099",1
"4523","MSTRG.10990",1
"4524","MSTRG.10991",1
"4525","MSTRG.10992",1
"4526","MSTRG.10993",2
"4527","MSTRG.10994",1
"4528","MSTRG.10995",1
"4529","MSTRG.10996",5
"4530","MSTRG.10997",6
"4531","MSTRG.10998",2
"4532","MSTRG.10999",5
"4533","MSTRG.11",1
"4534","MSTRG.110",1
"4535","MSTRG.1100",2
"4536","MSTRG.11000",4
"4537","MSTRG.11001",1
"4538","MSTRG.11002",3
"4539","MSTRG.11003",2
"4540","MSTRG.11004",1
"4541","MSTRG.11005",1
"4542","MSTRG.11006",1
"4543","MSTRG.11007",4
"4544","MSTRG.11008",2
"4545","MSTRG.11009",1
"4546","MSTRG.1101",1
"4547","MSTRG.11010",4
"4548","MSTRG.11011",1
"4549","MSTRG.11012",1
"4550","MSTRG.11013",3
"4551","MSTRG.11014",4
"4552","MSTRG.11015",3
"4553","MSTRG.11016",2
"4554","MSTRG.11017",4
"4555","MSTRG.11018",2
"4556","MSTRG.11019",1
"4557","MSTRG.1102",1
"4558","MSTRG.11020",1
"4559","MSTRG.11021",1
"4560","MSTRG.11022",7
"4561","MSTRG.11023",1
"4562","MSTRG.11024",1
"4563","MSTRG.11025",1
"4564","MSTRG.11026",1
"4565","MSTRG.11027",1
"4566","MSTRG.11028",5
"4567","MSTRG.11029",2
"4568","MSTRG.1103",1
"4569","MSTRG.11030",4
"4570","MSTRG.11031",1
"4571","MSTRG.11032",1
"4572","MSTRG.11033",1
"4573","MSTRG.11034",2
"4574","MSTRG.11035",5
"4575","MSTRG.11036",4
"4576","MSTRG.11037",3
"4577","MSTRG.11038",8
"4578","MSTRG.11039",1
"4579","MSTRG.1104",2
"4580","MSTRG.11040",3
"4581","MSTRG.11041",1
"4582","MSTRG.11042",1
"4583","MSTRG.11043",2
"4584","MSTRG.11044",1
"4585","MSTRG.11045",1
"4586","MSTRG.11046",1
"4587","MSTRG.11047",4
"4588","MSTRG.11048",2
"4589","MSTRG.11049",1
"4590","MSTRG.1105",1
"4591","MSTRG.11050",1
"4592","MSTRG.11051",1
"4593","MSTRG.11052",1
"4594","MSTRG.11053",2
"4595","MSTRG.11054",2
"4596","MSTRG.11055",2
"4597","MSTRG.11056",1
"4598","MSTRG.11057",1
"4599","MSTRG.11058",1
"4600","MSTRG.11059",1
"4601","MSTRG.1106",2
"4602","MSTRG.11060",1
"4603","MSTRG.11061",2
"4604","MSTRG.11062",1
"4605","MSTRG.11063",3
"4606","MSTRG.11064",2
"4607","MSTRG.11065",3
"4608","MSTRG.11066",2
"4609","MSTRG.11067",1
"4610","MSTRG.11068",1
"4611","MSTRG.11069",1
"4612","MSTRG.1107",2
"4613","MSTRG.11070",2
"4614","MSTRG.11071",1
"4615","MSTRG.11072",3
"4616","MSTRG.11073",2
"4617","MSTRG.11074",1
"4618","MSTRG.11075",1
"4619","MSTRG.11076",5
"4620","MSTRG.11077",4
"4621","MSTRG.11078",4
"4622","MSTRG.11079",2
"4623","MSTRG.1108",3
"4624","MSTRG.11080",1
"4625","MSTRG.11081",1
"4626","MSTRG.11082",2
"4627","MSTRG.11083",1
"4628","MSTRG.11084",1
"4629","MSTRG.11085",1
"4630","MSTRG.11086",1
"4631","MSTRG.11087",3
"4632","MSTRG.11088",4
"4633","MSTRG.11089",2
"4634","MSTRG.1109",1
"4635","MSTRG.11090",11
"4636","MSTRG.11091",1
"4637","MSTRG.11092",1
"4638","MSTRG.11093",1
"4639","MSTRG.11094",1
"4640","MSTRG.11095",2
"4641","MSTRG.11096",1
"4642","MSTRG.11097",1
"4643","MSTRG.11098",2
"4644","MSTRG.11099",2
"4645","MSTRG.111",3
"4646","MSTRG.1110",2
"4647","MSTRG.11100",2
"4648","MSTRG.11101",1
"4649","MSTRG.11102",1
"4650","MSTRG.11103",3
"4651","MSTRG.11104",1
"4652","MSTRG.11105",1
"4653","MSTRG.11106",1
"4654","MSTRG.11107",9
"4655","MSTRG.11108",1
"4656","MSTRG.11109",1
"4657","MSTRG.1111",1
"4658","MSTRG.11110",4
"4659","MSTRG.11111",5
"4660","MSTRG.11112",1
"4661","MSTRG.11113",4
"4662","MSTRG.11114",6
"4663","MSTRG.11115",5
"4664","MSTRG.11116",16
"4665","MSTRG.11117",3
"4666","MSTRG.11118",1
"4667","MSTRG.11119",1
"4668","MSTRG.1112",2
"4669","MSTRG.11120",1
"4670","MSTRG.11121",1
"4671","MSTRG.11122",1
"4672","MSTRG.11123",5
"4673","MSTRG.11124",2
"4674","MSTRG.11125",1
"4675","MSTRG.11126",7
"4676","MSTRG.11127",6
"4677","MSTRG.11128",4
"4678","MSTRG.11129",2
"4679","MSTRG.1113",1
"4680","MSTRG.11130",1
"4681","MSTRG.11131",1
"4682","MSTRG.11132",1
"4683","MSTRG.11133",1
"4684","MSTRG.11134",1
"4685","MSTRG.11135",2
"4686","MSTRG.11136",65
"4687","MSTRG.11137",1
"4688","MSTRG.11138",5
"4689","MSTRG.11139",2
"4690","MSTRG.1114",1
"4691","MSTRG.11140",6
"4692","MSTRG.11141",9
"4693","MSTRG.11142",1
"4694","MSTRG.11143",2
"4695","MSTRG.11144",2
"4696","MSTRG.11145",1
"4697","MSTRG.11146",2
"4698","MSTRG.11147",6
"4699","MSTRG.11148",2
"4700","MSTRG.11149",9
"4701","MSTRG.1115",2
"4702","MSTRG.11150",1
"4703","MSTRG.11151",1
"4704","MSTRG.11152",1
"4705","MSTRG.11153",1
"4706","MSTRG.11154",1
"4707","MSTRG.11155",6
"4708","MSTRG.11156",3
"4709","MSTRG.11157",1
"4710","MSTRG.11158",1
"4711","MSTRG.11159",1
"4712","MSTRG.1116",1
"4713","MSTRG.11160",1
"4714","MSTRG.11161",1
"4715","MSTRG.11162",1
"4716","MSTRG.11163",1
"4717","MSTRG.11164",12
"4718","MSTRG.11165",2
"4719","MSTRG.11166",1
"4720","MSTRG.11167",3
"4721","MSTRG.11168",1
"4722","MSTRG.11169",1
"4723","MSTRG.1117",9
"4724","MSTRG.11170",4
"4725","MSTRG.11171",2
"4726","MSTRG.11172",2
"4727","MSTRG.11173",5
"4728","MSTRG.11174",1
"4729","MSTRG.11175",1
"4730","MSTRG.11176",1
"4731","MSTRG.11177",5
"4732","MSTRG.11178",2
"4733","MSTRG.11179",1
"4734","MSTRG.1118",3
"4735","MSTRG.11180",3
"4736","MSTRG.11181",2
"4737","MSTRG.11182",1
"4738","MSTRG.11183",1
"4739","MSTRG.11184",3
"4740","MSTRG.11185",10
"4741","MSTRG.11186",2
"4742","MSTRG.11187",1
"4743","MSTRG.11188",3
"4744","MSTRG.11189",3
"4745","MSTRG.1119",3
"4746","MSTRG.11190",1
"4747","MSTRG.11191",2
"4748","MSTRG.11192",1
"4749","MSTRG.11193",3
"4750","MSTRG.11194",7
"4751","MSTRG.11195",1
"4752","MSTRG.11196",1
"4753","MSTRG.11197",1
"4754","MSTRG.11198",1
"4755","MSTRG.11199",1
"4756","MSTRG.112",1
"4757","MSTRG.1120",1
"4758","MSTRG.11200",4
"4759","MSTRG.11201",4
"4760","MSTRG.11202",1
"4761","MSTRG.11203",2
"4762","MSTRG.11204",1
"4763","MSTRG.11205",6
"4764","MSTRG.11206",1
"4765","MSTRG.11207",5
"4766","MSTRG.11208",1
"4767","MSTRG.11209",1
"4768","MSTRG.1121",6
"4769","MSTRG.11210",1
"4770","MSTRG.11211",1
"4771","MSTRG.11212",3
"4772","MSTRG.11213",1
"4773","MSTRG.11214",40
"4774","MSTRG.11215",1
"4775","MSTRG.11216",4
"4776","MSTRG.11217",3
"4777","MSTRG.11218",3
"4778","MSTRG.11219",2
"4779","MSTRG.1122",1
"4780","MSTRG.11220",2
"4781","MSTRG.11221",2
"4782","MSTRG.11222",1
"4783","MSTRG.11223",2
"4784","MSTRG.11224",1
"4785","MSTRG.11225",10
"4786","MSTRG.11226",1
"4787","MSTRG.11227",3
"4788","MSTRG.11228",1
"4789","MSTRG.11229",2
"4790","MSTRG.1123",1
"4791","MSTRG.11230",2
"4792","MSTRG.11231",2
"4793","MSTRG.11232",10
"4794","MSTRG.11233",1
"4795","MSTRG.11234",2
"4796","MSTRG.11235",2
"4797","MSTRG.11236",9
"4798","MSTRG.11237",1
"4799","MSTRG.11238",1
"4800","MSTRG.11239",2
"4801","MSTRG.1124",1
"4802","MSTRG.11240",7
"4803","MSTRG.11241",2
"4804","MSTRG.11242",1
"4805","MSTRG.11243",10
"4806","MSTRG.11244",2
"4807","MSTRG.11245",1
"4808","MSTRG.11246",3
"4809","MSTRG.11247",1
"4810","MSTRG.11248",2
"4811","MSTRG.11249",1
"4812","MSTRG.1125",3
"4813","MSTRG.11250",1
"4814","MSTRG.11251",1
"4815","MSTRG.11252",1
"4816","MSTRG.11253",4
"4817","MSTRG.11254",1
"4818","MSTRG.11255",4
"4819","MSTRG.11256",1
"4820","MSTRG.11257",2
"4821","MSTRG.11258",18
"4822","MSTRG.11259",1
"4823","MSTRG.1126",1
"4824","MSTRG.11260",2
"4825","MSTRG.11261",1
"4826","MSTRG.11262",3
"4827","MSTRG.11263",2
"4828","MSTRG.11264",1
"4829","MSTRG.11265",3
"4830","MSTRG.11266",1
"4831","MSTRG.11267",3
"4832","MSTRG.11268",1
"4833","MSTRG.11269",2
"4834","MSTRG.1127",1
"4835","MSTRG.11270",3
"4836","MSTRG.11271",1
"4837","MSTRG.11272",7
"4838","MSTRG.11273",1
"4839","MSTRG.11274",2
"4840","MSTRG.11275",1
"4841","MSTRG.11276",2
"4842","MSTRG.11277",1
"4843","MSTRG.11278",9
"4844","MSTRG.11279",3
"4845","MSTRG.1128",4
"4846","MSTRG.11280",1
"4847","MSTRG.11281",1
"4848","MSTRG.11282",4
"4849","MSTRG.11283",1
"4850","MSTRG.11284",1
"4851","MSTRG.11285",1
"4852","MSTRG.11286",4
"4853","MSTRG.11287",3
"4854","MSTRG.11288",7
"4855","MSTRG.11289",1
"4856","MSTRG.1129",1
"4857","MSTRG.11290",1
"4858","MSTRG.11291",2
"4859","MSTRG.11292",9
"4860","MSTRG.11293",1
"4861","MSTRG.11294",5
"4862","MSTRG.11295",7
"4863","MSTRG.11296",3
"4864","MSTRG.11297",2
"4865","MSTRG.11298",1
"4866","MSTRG.11299",2
"4867","MSTRG.113",2
"4868","MSTRG.1130",1
"4869","MSTRG.11300",1
"4870","MSTRG.11301",1
"4871","MSTRG.11302",1
"4872","MSTRG.11303",8
"4873","MSTRG.11304",1
"4874","MSTRG.11305",2
"4875","MSTRG.11306",1
"4876","MSTRG.11307",1
"4877","MSTRG.11308",2
"4878","MSTRG.11309",1
"4879","MSTRG.1131",1
"4880","MSTRG.11310",1
"4881","MSTRG.11311",2
"4882","MSTRG.11312",3
"4883","MSTRG.11313",1
"4884","MSTRG.11314",1
"4885","MSTRG.11315",14
"4886","MSTRG.11316",3
"4887","MSTRG.11317",7
"4888","MSTRG.11318",1
"4889","MSTRG.11319",4
"4890","MSTRG.1132",3
"4891","MSTRG.11320",4
"4892","MSTRG.11321",19
"4893","MSTRG.11322",1
"4894","MSTRG.11323",3
"4895","MSTRG.11324",1
"4896","MSTRG.11325",1
"4897","MSTRG.11326",1
"4898","MSTRG.11327",15
"4899","MSTRG.11328",3
"4900","MSTRG.11329",1
"4901","MSTRG.1133",3
"4902","MSTRG.11330",1
"4903","MSTRG.11331",1
"4904","MSTRG.11332",1
"4905","MSTRG.11333",4
"4906","MSTRG.11334",7
"4907","MSTRG.11335",1
"4908","MSTRG.11336",2
"4909","MSTRG.11337",7
"4910","MSTRG.11338",2
"4911","MSTRG.11339",1
"4912","MSTRG.1134",2
"4913","MSTRG.11340",1
"4914","MSTRG.11341",1
"4915","MSTRG.11342",2
"4916","MSTRG.11343",1
"4917","MSTRG.11344",1
"4918","MSTRG.11345",1
"4919","MSTRG.11346",1
"4920","MSTRG.11347",1
"4921","MSTRG.11348",1
"4922","MSTRG.11349",1
"4923","MSTRG.1135",2
"4924","MSTRG.11350",5
"4925","MSTRG.11351",1
"4926","MSTRG.11352",2
"4927","MSTRG.11353",7
"4928","MSTRG.11354",3
"4929","MSTRG.11355",1
"4930","MSTRG.11356",1
"4931","MSTRG.11357",2
"4932","MSTRG.11358",1
"4933","MSTRG.11359",3
"4934","MSTRG.1136",1
"4935","MSTRG.11360",1
"4936","MSTRG.11361",6
"4937","MSTRG.11362",2
"4938","MSTRG.11363",1
"4939","MSTRG.11364",2
"4940","MSTRG.11365",5
"4941","MSTRG.11366",1
"4942","MSTRG.11367",6
"4943","MSTRG.11368",1
"4944","MSTRG.11369",1
"4945","MSTRG.1137",19
"4946","MSTRG.11370",1
"4947","MSTRG.11371",19
"4948","MSTRG.11372",2
"4949","MSTRG.11373",1
"4950","MSTRG.11374",3
"4951","MSTRG.11375",1
"4952","MSTRG.11376",3
"4953","MSTRG.11377",1
"4954","MSTRG.11378",1
"4955","MSTRG.11379",1
"4956","MSTRG.1138",1
"4957","MSTRG.11380",1
"4958","MSTRG.11381",3
"4959","MSTRG.11382",2
"4960","MSTRG.11383",6
"4961","MSTRG.11384",3
"4962","MSTRG.11385",1
"4963","MSTRG.11386",1
"4964","MSTRG.11387",1
"4965","MSTRG.11388",3
"4966","MSTRG.11389",16
"4967","MSTRG.1139",1
"4968","MSTRG.11390",1
"4969","MSTRG.11391",1
"4970","MSTRG.11392",1
"4971","MSTRG.11393",1
"4972","MSTRG.11394",1
"4973","MSTRG.11395",1
"4974","MSTRG.11396",1
"4975","MSTRG.11397",15
"4976","MSTRG.11398",3
"4977","MSTRG.11399",4
"4978","MSTRG.114",1
"4979","MSTRG.1140",3
"4980","MSTRG.11400",1
"4981","MSTRG.11401",14
"4982","MSTRG.11402",2
"4983","MSTRG.11403",2
"4984","MSTRG.11404",7
"4985","MSTRG.11405",2
"4986","MSTRG.11406",7
"4987","MSTRG.11407",7
"4988","MSTRG.11408",8
"4989","MSTRG.11409",1
"4990","MSTRG.1141",1
"4991","MSTRG.11410",1
"4992","MSTRG.11411",1
"4993","MSTRG.11412",3
"4994","MSTRG.11413",1
"4995","MSTRG.11414",2
"4996","MSTRG.11415",1
"4997","MSTRG.11416",1
"4998","MSTRG.11417",2
"4999","MSTRG.11418",1
"5000","MSTRG.11419",38
"5001","MSTRG.1142",3
"5002","MSTRG.11420",1
"5003","MSTRG.11421",2
"5004","MSTRG.11422",3
"5005","MSTRG.11423",2
"5006","MSTRG.11424",1
"5007","MSTRG.11425",1
"5008","MSTRG.11426",1
"5009","MSTRG.11427",1
"5010","MSTRG.11428",2
"5011","MSTRG.11429",12
"5012","MSTRG.1143",2
"5013","MSTRG.11430",2
"5014","MSTRG.11431",1
"5015","MSTRG.11432",2
"5016","MSTRG.11433",1
"5017","MSTRG.11434",1
"5018","MSTRG.11435",5
"5019","MSTRG.11436",1
"5020","MSTRG.11437",3
"5021","MSTRG.11438",4
"5022","MSTRG.11439",3
"5023","MSTRG.1144",2
"5024","MSTRG.11440",2
"5025","MSTRG.11441",6
"5026","MSTRG.11442",1
"5027","MSTRG.11443",3
"5028","MSTRG.11444",1
"5029","MSTRG.11445",27
"5030","MSTRG.11446",1
"5031","MSTRG.11447",3
"5032","MSTRG.11448",1
"5033","MSTRG.11449",2
"5034","MSTRG.1145",8
"5035","MSTRG.11450",3
"5036","MSTRG.11451",1
"5037","MSTRG.11452",2
"5038","MSTRG.11453",1
"5039","MSTRG.11454",1
"5040","MSTRG.11455",1
"5041","MSTRG.11456",4
"5042","MSTRG.11457",2
"5043","MSTRG.11458",1
"5044","MSTRG.11459",1
"5045","MSTRG.1146",2
"5046","MSTRG.11460",3
"5047","MSTRG.11461",1
"5048","MSTRG.11462",1
"5049","MSTRG.11463",1
"5050","MSTRG.11464",2
"5051","MSTRG.11465",5
"5052","MSTRG.11466",6
"5053","MSTRG.11467",4
"5054","MSTRG.11468",12
"5055","MSTRG.11469",10
"5056","MSTRG.1147",2
"5057","MSTRG.11470",1
"5058","MSTRG.11471",11
"5059","MSTRG.11472",1
"5060","MSTRG.11473",2
"5061","MSTRG.11474",2
"5062","MSTRG.11475",1
"5063","MSTRG.11476",6
"5064","MSTRG.11477",1
"5065","MSTRG.11478",4
"5066","MSTRG.11479",6
"5067","MSTRG.1148",1
"5068","MSTRG.11480",1
"5069","MSTRG.11481",1
"5070","MSTRG.11482",1
"5071","MSTRG.11483",12
"5072","MSTRG.11484",2
"5073","MSTRG.11485",1
"5074","MSTRG.11486",2
"5075","MSTRG.11487",1
"5076","MSTRG.11488",1
"5077","MSTRG.11489",2
"5078","MSTRG.1149",1
"5079","MSTRG.11490",2
"5080","MSTRG.11491",2
"5081","MSTRG.11492",2
"5082","MSTRG.11493",4
"5083","MSTRG.11494",4
"5084","MSTRG.11495",2
"5085","MSTRG.11496",2
"5086","MSTRG.11497",2
"5087","MSTRG.11498",1
"5088","MSTRG.11499",4
"5089","MSTRG.115",3
"5090","MSTRG.1150",2
"5091","MSTRG.11500",2
"5092","MSTRG.11501",2
"5093","MSTRG.11502",3
"5094","MSTRG.11503",1
"5095","MSTRG.11504",2
"5096","MSTRG.11505",3
"5097","MSTRG.11506",2
"5098","MSTRG.11507",1
"5099","MSTRG.11508",7
"5100","MSTRG.11509",2
"5101","MSTRG.1151",1
"5102","MSTRG.11510",1
"5103","MSTRG.11511",1
"5104","MSTRG.11512",3
"5105","MSTRG.11513",2
"5106","MSTRG.11514",6
"5107","MSTRG.11515",1
"5108","MSTRG.11516",1
"5109","MSTRG.11517",1
"5110","MSTRG.11518",1
"5111","MSTRG.11519",1
"5112","MSTRG.1152",5
"5113","MSTRG.11520",1
"5114","MSTRG.11521",4
"5115","MSTRG.11522",1
"5116","MSTRG.11523",2
"5117","MSTRG.11524",3
"5118","MSTRG.11525",1
"5119","MSTRG.11526",2
"5120","MSTRG.11527",5
"5121","MSTRG.11528",2
"5122","MSTRG.11529",3
"5123","MSTRG.1153",4
"5124","MSTRG.11530",2
"5125","MSTRG.11531",2
"5126","MSTRG.11532",2
"5127","MSTRG.11533",4
"5128","MSTRG.11534",1
"5129","MSTRG.11535",1
"5130","MSTRG.11536",11
"5131","MSTRG.11537",2
"5132","MSTRG.11538",3
"5133","MSTRG.11539",1
"5134","MSTRG.1154",2
"5135","MSTRG.11540",11
"5136","MSTRG.11541",1
"5137","MSTRG.11542",2
"5138","MSTRG.11543",1
"5139","MSTRG.11544",2
"5140","MSTRG.11545",2
"5141","MSTRG.11546",2
"5142","MSTRG.11547",1
"5143","MSTRG.11548",1
"5144","MSTRG.11549",2
"5145","MSTRG.1155",1
"5146","MSTRG.11550",2
"5147","MSTRG.11551",1
"5148","MSTRG.11552",2
"5149","MSTRG.11553",2
"5150","MSTRG.11554",2
"5151","MSTRG.11555",2
"5152","MSTRG.11556",7
"5153","MSTRG.11557",1
"5154","MSTRG.11558",1
"5155","MSTRG.11559",3
"5156","MSTRG.1156",1
"5157","MSTRG.11560",5
"5158","MSTRG.11561",2
"5159","MSTRG.11562",2
"5160","MSTRG.11563",1
"5161","MSTRG.11564",2
"5162","MSTRG.11565",4
"5163","MSTRG.11566",1
"5164","MSTRG.11567",9
"5165","MSTRG.11568",1
"5166","MSTRG.11569",2
"5167","MSTRG.1157",1
"5168","MSTRG.11570",3
"5169","MSTRG.11571",4
"5170","MSTRG.11572",3
"5171","MSTRG.11573",1
"5172","MSTRG.11574",4
"5173","MSTRG.11575",2
"5174","MSTRG.11576",1
"5175","MSTRG.11577",2
"5176","MSTRG.11578",3
"5177","MSTRG.11579",2
"5178","MSTRG.1158",1
"5179","MSTRG.11580",1
"5180","MSTRG.11581",2
"5181","MSTRG.11582",6
"5182","MSTRG.11583",1
"5183","MSTRG.11584",1
"5184","MSTRG.11585",1
"5185","MSTRG.11586",3
"5186","MSTRG.11587",3
"5187","MSTRG.11588",1
"5188","MSTRG.11589",2
"5189","MSTRG.1159",1
"5190","MSTRG.11590",2
"5191","MSTRG.11591",1
"5192","MSTRG.11592",2
"5193","MSTRG.11593",1
"5194","MSTRG.11594",1
"5195","MSTRG.11595",6
"5196","MSTRG.11596",1
"5197","MSTRG.11597",2
"5198","MSTRG.11598",1
"5199","MSTRG.11599",1
"5200","MSTRG.116",1
"5201","MSTRG.1160",1
"5202","MSTRG.11600",4
"5203","MSTRG.11601",1
"5204","MSTRG.11602",1
"5205","MSTRG.11603",1
"5206","MSTRG.11604",1
"5207","MSTRG.11605",1
"5208","MSTRG.11606",1
"5209","MSTRG.11607",1
"5210","MSTRG.11608",1
"5211","MSTRG.11609",1
"5212","MSTRG.1161",1
"5213","MSTRG.11610",2
"5214","MSTRG.11611",1
"5215","MSTRG.11612",1
"5216","MSTRG.11613",1
"5217","MSTRG.11614",2
"5218","MSTRG.11615",4
"5219","MSTRG.11616",1
"5220","MSTRG.11617",3
"5221","MSTRG.11618",2
"5222","MSTRG.11619",1
"5223","MSTRG.1162",3
"5224","MSTRG.11620",11
"5225","MSTRG.11621",10
"5226","MSTRG.11622",5
"5227","MSTRG.11623",2
"5228","MSTRG.11624",1
"5229","MSTRG.11625",1
"5230","MSTRG.11626",3
"5231","MSTRG.11627",1
"5232","MSTRG.11628",1
"5233","MSTRG.11629",6
"5234","MSTRG.1163",2
"5235","MSTRG.11630",5
"5236","MSTRG.11631",3
"5237","MSTRG.11632",7
"5238","MSTRG.11633",2
"5239","MSTRG.11634",1
"5240","MSTRG.11635",1
"5241","MSTRG.11636",1
"5242","MSTRG.11637",1
"5243","MSTRG.11638",1
"5244","MSTRG.11639",6
"5245","MSTRG.1164",2
"5246","MSTRG.11640",3
"5247","MSTRG.11641",1
"5248","MSTRG.11642",1
"5249","MSTRG.11643",1
"5250","MSTRG.11644",2
"5251","MSTRG.11645",2
"5252","MSTRG.11646",2
"5253","MSTRG.11647",43
"5254","MSTRG.11648",2
"5255","MSTRG.11649",32
"5256","MSTRG.1165",2
"5257","MSTRG.11650",1
"5258","MSTRG.11651",3
"5259","MSTRG.11652",2
"5260","MSTRG.11653",1
"5261","MSTRG.11654",2
"5262","MSTRG.11655",1
"5263","MSTRG.11656",2
"5264","MSTRG.11657",2
"5265","MSTRG.11658",3
"5266","MSTRG.11659",2
"5267","MSTRG.1166",1
"5268","MSTRG.11660",2
"5269","MSTRG.11661",3
"5270","MSTRG.11662",3
"5271","MSTRG.11663",1
"5272","MSTRG.11664",2
"5273","MSTRG.11665",2
"5274","MSTRG.11666",2
"5275","MSTRG.11667",2
"5276","MSTRG.11668",1
"5277","MSTRG.11669",16
"5278","MSTRG.1167",1
"5279","MSTRG.11670",1
"5280","MSTRG.11671",3
"5281","MSTRG.11672",1
"5282","MSTRG.11673",4
"5283","MSTRG.11674",2
"5284","MSTRG.11675",1
"5285","MSTRG.11676",1
"5286","MSTRG.11677",1
"5287","MSTRG.11678",2
"5288","MSTRG.11679",1
"5289","MSTRG.1168",4
"5290","MSTRG.11680",1
"5291","MSTRG.11681",1
"5292","MSTRG.11682",1
"5293","MSTRG.11683",5
"5294","MSTRG.11684",1
"5295","MSTRG.11685",2
"5296","MSTRG.11686",3
"5297","MSTRG.11687",2
"5298","MSTRG.11688",6
"5299","MSTRG.11689",1
"5300","MSTRG.1169",3
"5301","MSTRG.11690",1
"5302","MSTRG.11691",1
"5303","MSTRG.11692",1
"5304","MSTRG.11693",7
"5305","MSTRG.11694",1
"5306","MSTRG.11695",3
"5307","MSTRG.11696",2
"5308","MSTRG.11697",2
"5309","MSTRG.11698",5
"5310","MSTRG.11699",6
"5311","MSTRG.117",4
"5312","MSTRG.1170",2
"5313","MSTRG.11700",1
"5314","MSTRG.11701",1
"5315","MSTRG.11702",4
"5316","MSTRG.11703",4
"5317","MSTRG.11704",1
"5318","MSTRG.11705",1
"5319","MSTRG.11706",1
"5320","MSTRG.11707",9
"5321","MSTRG.11708",2
"5322","MSTRG.11709",8
"5323","MSTRG.1171",5
"5324","MSTRG.11710",2
"5325","MSTRG.11711",4
"5326","MSTRG.11712",1
"5327","MSTRG.11713",1
"5328","MSTRG.11714",1
"5329","MSTRG.11715",2
"5330","MSTRG.11716",7
"5331","MSTRG.11717",1
"5332","MSTRG.11718",1
"5333","MSTRG.11719",9
"5334","MSTRG.1172",7
"5335","MSTRG.11720",1
"5336","MSTRG.11721",1
"5337","MSTRG.11722",3
"5338","MSTRG.11723",5
"5339","MSTRG.11724",4
"5340","MSTRG.11725",1
"5341","MSTRG.11726",1
"5342","MSTRG.11727",6
"5343","MSTRG.11728",2
"5344","MSTRG.11729",3
"5345","MSTRG.1173",2
"5346","MSTRG.11730",2
"5347","MSTRG.11731",5
"5348","MSTRG.11732",1
"5349","MSTRG.11733",1
"5350","MSTRG.11734",1
"5351","MSTRG.11735",3
"5352","MSTRG.11736",2
"5353","MSTRG.11737",6
"5354","MSTRG.11738",4
"5355","MSTRG.11739",3
"5356","MSTRG.1174",1
"5357","MSTRG.11740",2
"5358","MSTRG.11741",4
"5359","MSTRG.11742",1
"5360","MSTRG.11743",3
"5361","MSTRG.11744",2
"5362","MSTRG.11745",1
"5363","MSTRG.11746",1
"5364","MSTRG.11747",1
"5365","MSTRG.11748",2
"5366","MSTRG.11749",1
"5367","MSTRG.1175",1
"5368","MSTRG.11750",8
"5369","MSTRG.11751",1
"5370","MSTRG.11752",11
"5371","MSTRG.11753",1
"5372","MSTRG.11754",1
"5373","MSTRG.11755",3
"5374","MSTRG.11756",1
"5375","MSTRG.11757",3
"5376","MSTRG.11758",6
"5377","MSTRG.11759",3
"5378","MSTRG.1176",1
"5379","MSTRG.11760",2
"5380","MSTRG.11761",1
"5381","MSTRG.11762",1
"5382","MSTRG.11763",1
"5383","MSTRG.11764",1
"5384","MSTRG.11765",2
"5385","MSTRG.11766",3
"5386","MSTRG.11767",1
"5387","MSTRG.11768",15
"5388","MSTRG.11769",5
"5389","MSTRG.1177",10
"5390","MSTRG.11770",2
"5391","MSTRG.11771",1
"5392","MSTRG.11772",1
"5393","MSTRG.11773",4
